state,election_date,county,precinct,contest_name,votes_for,votes_against,total,pct_for
NC,2014-11-04,IREDELL,TB,IREDELL COUNTY COMMUNITY COLLEGE BONDS,402,609,1011,39.76
NC,2014-11-04,IREDELL,UG,IREDELL COUNTY COMMUNITY COLLEGE BONDS,233,512,745,31.28
NC,2014-11-04,IREDELL,BA,IREDELL COUNTY SCHOOL BONDS,979,775,1754,55.82
NC,2014-11-04,IREDELL,BE,IREDELL COUNTY SCHOOL BONDS,1146,1383,2529,45.31
NC,2014-11-04,IREDELL,CC1,IREDELL COUNTY SCHOOL BONDS,1709,735,2444,69.93
NC,2014-11-04,IREDELL,CC2,IREDELL COUNTY SCHOOL BONDS,1416,727,2143,66.08
NC,2014-11-04,IREDELL,CC3,IREDELL COUNTY SCHOOL BONDS,2280,925,3205,71.14
NC,2014-11-04,IREDELL,CC4,IREDELL COUNTY SCHOOL BONDS,1499,745,2244,66.8
NC,2014-11-04,IREDELL,CD,IREDELL COUNTY SCHOOL BONDS,792,1351,2143,36.96
NC,2014-11-04,IREDELL,CH-A,IREDELL COUNTY SCHOOL BONDS,611,537,1148,53.22
NC,2014-11-04,IREDELL,CH-B,IREDELL COUNTY SCHOOL BONDS,461,499,960,48.02
NC,2014-11-04,IREDELL,CS,IREDELL COUNTY SCHOOL BONDS,563,652,1215,46.34
NC,2014-11-04,IREDELL,DV1-A,IREDELL COUNTY SCHOOL BONDS,1739,1034,2773,62.71
NC,2014-11-04,IREDELL,DV1-B,IREDELL COUNTY SCHOOL BONDS,3025,1213,4238,71.38
NC,2014-11-04,IREDELL,DV2-A,IREDELL COUNTY SCHOOL BONDS,1194,700,1894,63.04
NC,2014-11-04,IREDELL,DV2-B,IREDELL COUNTY SCHOOL BONDS,1211,606,1817,66.65
NC,2014-11-04,IREDELL,EM,IREDELL COUNTY SCHOOL BONDS,153,370,523,29.25
NC,2014-11-04,IREDELL,FT,IREDELL COUNTY SCHOOL BONDS,1711,1644,3355,51.0
NC,2014-11-04,IREDELL,NH,IREDELL COUNTY SCHOOL BONDS,147,440,587,25.04
NC,2014-11-04,IREDELL,OL,IREDELL COUNTY SCHOOL BONDS,163,500,663,24.59
NC,2014-11-04,IREDELL,SB,IREDELL COUNTY SCHOOL BONDS,262,654,916,28.6
NC,2014-11-04,IREDELL,SH-A,IREDELL COUNTY SCHOOL BONDS,499,944,1443,34.58
NC,2014-11-04,IREDELL,SH-B,IREDELL COUNTY SCHOOL BONDS,452,919,1371,32.97
NC,2014-11-04,IREDELL,ST1,IREDELL COUNTY SCHOOL BONDS,1024,766,1790,57.21
NC,2014-11-04,IREDELL,ST2,IREDELL COUNTY SCHOOL BONDS,730,488,1218,59.93
NC,2014-11-04,IREDELL,ST3,IREDELL COUNTY SCHOOL BONDS,735,485,1220,60.25
NC,2014-11-04,IREDELL,ST4,IREDELL COUNTY SCHOOL BONDS,838,601,1439,58.23
NC,2014-11-04,IREDELL,ST5,IREDELL COUNTY SCHOOL BONDS,791,522,1313,60.24
NC,2014-11-04,IREDELL,ST6,IREDELL COUNTY SCHOOL BONDS,830,466,1296,64.04
NC,2014-11-04,IREDELL,TB,IREDELL COUNTY SCHOOL BONDS,426,598,1024,41.6
NC,2014-11-04,IREDELL,UG,IREDELL COUNTY SCHOOL BONDS,204,552,756,26.98
NC,2014-11-04,NEW HANOVER,ABSENTEE BY MAIL,NEW HANOVER COUNTY SCHOOL BONDS,0,0,0,
NC,2014-11-04,NEW HANOVER,CF01,NEW HANOVER COUNTY SCHOOL BONDS,826,713,1539,53.67
NC,2014-11-04,NEW HANOVER,CF02,NEW HANOVER COUNTY SCHOOL BONDS,552,607,1159,47.63
NC,2014-11-04,NEW HANOVER,CF05,NEW HANOVER COUNTY SCHOOL BONDS,639,493,1132,56.45
NC,2014-11-04,NEW HANOVER,CF06,NEW HANOVER COUNTY SCHOOL BONDS,698,571,1269,55.0
NC,2014-11-04,NEW HANOVER,FP02,NEW HANOVER COUNTY SCHOOL BONDS,669,528,1197,55.89
NC,2014-11-04,NEW HANOVER,FP03,NEW HANOVER COUNTY SCHOOL BONDS,543,371,914,59.41
NC,2014-11-04,NEW HANOVER,FP04,NEW HANOVER COUNTY SCHOOL BONDS,1080,790,1870,57.75
NC,2014-11-04,NEW HANOVER,FP05,NEW HANOVER COUNTY SCHOOL BONDS,562,405,967,58.12
NC,2014-11-04,NEW HANOVER,FP06,NEW HANOVER COUNTY SCHOOL BONDS,868,600,1468,59.13
NC,2014-11-04,NEW HANOVER,FP07,NEW HANOVER COUNTY SCHOOL BONDS,1171,841,2012,58.2
NC,2014-11-04,NEW HANOVER,H01,NEW HANOVER COUNTY SCHOOL BONDS,380,332,712,53.37
NC,2014-11-04,NEW HANOVER,H02,NEW HANOVER COUNTY SCHOOL BONDS,1293,754,2047,63.17
NC,2014-11-04,NEW HANOVER,H03,NEW HANOVER COUNTY SCHOOL BONDS,1491,891,2382,62.59
NC,2014-11-04,NEW HANOVER,H04,NEW HANOVER COUNTY SCHOOL BONDS,1037,625,1662,62.39
NC,2014-11-04,NEW HANOVER,H05,NEW HANOVER COUNTY SCHOOL BONDS,1086,698,1784,60.87
NC,2014-11-04,NEW HANOVER,H06,NEW HANOVER COUNTY SCHOOL BONDS,689,503,1192,57.8
NC,2014-11-04,NEW HANOVER,H08,NEW HANOVER COUNTY SCHOOL BONDS,1861,847,2708,68.72
NC,2014-11-04,NEW HANOVER,H09,NEW HANOVER COUNTY SCHOOL BONDS,2495,1210,3705,67.34
NC,2014-11-04,NEW HANOVER,H10,NEW HANOVER COUNTY SCHOOL BONDS,896,463,1359,65.93
NC,2014-11-04,NEW HANOVER,H11,NEW HANOVER COUNTY SCHOOL BONDS,1337,844,2181,61.3
NC,2014-11-04,NEW HANOVER,M02,NEW HANOVER COUNTY SCHOOL BONDS,2051,1100,3151,65.09
NC,2014-11-04,NEW HANOVER,M03,NEW HANOVER COUNTY SCHOOL BONDS,879,635,1514,58.06
NC,2014-11-04,NEW HANOVER,M04,NEW HANOVER COUNTY SCHOOL BONDS,1920,1028,2948,65.13
NC,2014-11-04,NEW HANOVER,M06,NEW HANOVER COUNTY SCHOOL BONDS,891,546,1437,62.0
NC,2014-11-04,NEW HANOVER,M07,NEW HANOVER COUNTY SCHOOL BONDS,521,387,908,57.38
NC,2014-11-04,NEW HANOVER,ONESTOP,NEW HANOVER COUNTY SCHOOL BONDS,0,0,0,
NC,2014-11-04,NEW HANOVER,PROVISIONAL,NEW HANOVER COUNTY SCHOOL BONDS,0,0,0,
NC,2014-11-04,NEW HANOVER,TRANSFER,NEW HANOVER COUNTY SCHOOL BONDS,0,0,0,
NC,2014-11-04,NEW HANOVER,W03,NEW HANOVER COUNTY SCHOOL BONDS,649,168,817,79.44
NC,2014-11-04,NEW HANOVER,W08,NEW HANOVER COUNTY SCHOOL BONDS,388,181,569,68.19
NC,2014-11-04,NEW HANOVER,W12,NEW HANOVER COUNTY SCHOOL BONDS,673,257,930,72.37
NC,2014-11-04,NEW HANOVER,W13,NEW HANOVER COUNTY SCHOOL BONDS,403,130,533,75.61
NC,2014-11-04,NEW HANOVER,W15,NEW HANOVER COUNTY SCHOOL BONDS,1031,257,1288,80.05
NC,2014-11-04,NEW HANOVER,W16,NEW HANOVER COUNTY SCHOOL BONDS,1028,597,1625,63.26
NC,2014-11-04,NEW HANOVER,W17,NEW HANOVER COUNTY SCHOOL BONDS,786,469,1255,62.63
NC,2014-11-04,NEW HANOVER,W18,NEW HANOVER COUNTY SCHOOL BONDS,416,237,653,63.71
NC,2014-11-04,NEW HANOVER,W21,NEW HANOVER COUNTY SCHOOL BONDS,1074,567,1641,65.45
NC,2014-11-04,NEW HANOVER,W24,NEW HANOVER COUNTY SCHOOL BONDS,564,218,782,72.12
NC,2014-11-04,NEW HANOVER,W25,NEW HANOVER COUNTY SCHOOL BONDS,1043,323,1366,76.35
NC,2014-11-04,NEW HANOVER,W26,NEW HANOVER COUNTY SCHOOL BONDS,656,321,977,67.14
NC,2014-11-04,NEW HANOVER,W27,NEW HANOVER COUNTY SCHOOL BONDS,1052,380,1432,73.46
NC,2014-11-04,NEW HANOVER,W28,NEW HANOVER COUNTY SCHOOL BONDS,699,315,1014,68.93
NC,2014-11-04,NEW HANOVER,W29,NEW HANOVER COUNTY SCHOOL BONDS,934,277,1211,77.13
NC,2014-11-04,NEW HANOVER,W30,NEW HANOVER COUNTY SCHOOL BONDS,1068,621,1689,63.23
NC,2014-11-04,NEW HANOVER,W31,NEW HANOVER COUNTY SCHOOL BONDS,1298,667,1965,66.06
NC,2014-11-04,NEW HANOVER,WB,NEW HANOVER COUNTY SCHOOL BONDS,691,373,1064,64.94
NC,2014-11-04,PENDER,ABSENTEE BY MAIL,PENDER COUNTY SCHOOL BONDS,129,136,265,48.68
NC,2014-11-04,PENDER,CF11,PENDER COUNTY SCHOOL BONDS,502,505,1007,49.85
NC,2014-11-04,PENDER,CL05,PENDER COUNTY SCHOOL BONDS,393,231,624,62.98
NC,2014-11-04,PENDER,CS04,PENDER COUNTY SCHOOL BONDS,209,208,417,50.12
NC,2014-11-04,PENDER,CT03,PENDER COUNTY SCHOOL BONDS,53,42,95,55.79
NC,2014-11-04,PENDER,CURBSIDE,PENDER COUNTY SCHOOL BONDS,62,34,96,64.58
NC,2014-11-04,PENDER,GR06,PENDER COUNTY SCHOOL BONDS,311,254,565,55.04
NC,2014-11-04,PENDER,LC09,PENDER COUNTY SCHOOL BONDS,333,315,648,51.39
NC,2014-11-04,PENDER,LT18,PENDER COUNTY SCHOOL BONDS,831,570,1401,59.31
NC,2014-11-04,PENDER,LU16,PENDER COUNTY SCHOOL BONDS,204,245,449,45.43
NC,2014-11-04,PENDER,MH07,PENDER COUNTY SCHOOL BONDS,68,85,153,44.44
NC,2014-11-04,PENDER,MT19,PENDER COUNTY SCHOOL BONDS,900,494,1394,64.56
NC,2014-11-04,PENDER,NB01,PENDER COUNTY SCHOOL BONDS,417,323,740,56.35
NC,2014-11-04,PENDER,PL10,PENDER COUNTY SCHOOL BONDS,113,85,198,57.07
NC,2014-11-04,PENDER,PROVISIONAL,PENDER COUNTY SCHOOL BONDS,26,16,42,61.9
NC,2014-11-04,PENDER,RP20,PENDER COUNTY SCHOOL BONDS,385,295,680,56.62
NC,2014-11-04,PENDER,SB02,PENDER COUNTY SCHOOL BONDS,693,583,1276,54.31
NC,2014-11-04,PENDER,SC13,PENDER COUNTY SCHOOL BONDS,745,556,1301,57.26
NC,2014-11-04,PENDER,SH12,PENDER COUNTY SCHOOL BONDS,500,330,830,60.24
NC,2014-11-04,PENDER,SP15,PENDER COUNTY SCHOOL BONDS,651,513,1164,55.93
NC,2014-11-04,PENDER,UH08,PENDER COUNTY SCHOOL BONDS,293,85,378,77.51
NC,2014-11-04,PENDER,UT14,PENDER COUNTY SCHOOL BONDS,952,650,1602,59.43
NC,2014-11-04,PENDER,UU17,PENDER COUNTY SCHOOL BONDS,222,198,420,52.86
NC,2014-11-04,DURHAM,32,RALEIGH PARKS AND REC FACILITIES BONDS,116,102,218,53.21
NC,2014-11-04,DURHAM,33,RALEIGH PARKS AND REC FACILITIES BONDS,21,22,43,48.84
NC,2014-11-04,DURHAM,ABSENTEE BY MAIL,RALEIGH PARKS AND REC FACILITIES BONDS,17,13,30,56.67
NC,2014-11-04,DURHAM,ONESTOP,RALEIGH PARKS AND REC FACILITIES BONDS,93,55,148,62.84
NC,2014-11-04,DURHAM,PROVISIONAL,RALEIGH PARKS AND REC FACILITIES BONDS,0,1,1,0.0
NC,2014-11-04,DURHAM,TRANSFER,RALEIGH PARKS AND REC FACILITIES BONDS,0,0,0,
NC,2014-11-04,WAKE,01-01,RALEIGH PARKS AND REC FACILITIES BONDS,549,181,730,75.21
NC,2014-11-04,WAKE,01-02,RALEIGH PARKS AND REC FACILITIES BONDS,639,205,844,75.71
NC,2014-11-04,WAKE,01-03,RALEIGH PARKS AND REC FACILITIES BONDS,668,328,996,67.07
NC,2014-11-04,WAKE,01-04,RALEIGH PARKS AND REC FACILITIES BONDS,410,193,603,67.99
NC,2014-11-04,WAKE,01-05,RALEIGH PARKS AND REC FACILITIES BONDS,400,174,574,69.69
NC,2014-11-04,WAKE,01-06,RALEIGH PARKS AND REC FACILITIES BONDS,738,229,967,76.32
NC,2014-11-04,WAKE,01-07,RALEIGH PARKS AND REC FACILITIES BONDS,574,107,681,84.29
NC,2014-11-04,WAKE,01-07A,RALEIGH PARKS AND REC FACILITIES BONDS,89,23,112,79.46
NC,2014-11-04,WAKE,01-09,RALEIGH PARKS AND REC FACILITIES BONDS,481,150,631,76.23
NC,2014-11-04,WAKE,01-10,RALEIGH PARKS AND REC FACILITIES BONDS,611,211,822,74.33
NC,2014-11-04,WAKE,01-11,RALEIGH PARKS AND REC FACILITIES BONDS,706,355,1061,66.54
NC,2014-11-04,WAKE,01-12,RALEIGH PARKS AND REC FACILITIES BONDS,485,217,702,69.09
NC,2014-11-04,WAKE,01-13,RALEIGH PARKS AND REC FACILITIES BONDS,550,149,699,78.68
NC,2014-11-04,WAKE,01-14,RALEIGH PARKS AND REC FACILITIES BONDS,1067,217,1284,83.1
NC,2014-11-04,WAKE,01-15,RALEIGH PARKS AND REC FACILITIES BONDS,409,244,653,62.63
NC,2014-11-04,WAKE,01-16,RALEIGH PARKS AND REC FACILITIES BONDS,748,323,1071,69.84
NC,2014-11-04,WAKE,01-17,RALEIGH PARKS AND REC FACILITIES BONDS,279,160,439,63.55
NC,2014-11-04,WAKE,01-18,RALEIGH PARKS AND REC FACILITIES BONDS,726,376,1102,65.88
NC,2014-11-04,WAKE,01-19,RALEIGH PARKS AND REC FACILITIES BONDS,381,127,508,75.0
NC,2014-11-04,WAKE,01-20,RALEIGH PARKS AND REC FACILITIES BONDS,485,121,606,80.03
NC,2014-11-04,WAKE,01-21,RALEIGH PARKS AND REC FACILITIES BONDS,819,350,1169,70.06
NC,2014-11-04,WAKE,01-22,RALEIGH PARKS AND REC FACILITIES BONDS,772,219,991,77.9
NC,2014-11-04,WAKE,01-23,RALEIGH PARKS AND REC FACILITIES BONDS,854,331,1185,72.07
NC,2014-11-04,WAKE,01-25,RALEIGH PARKS AND REC FACILITIES BONDS,52,16,68,76.47
NC,2014-11-04,WAKE,01-26,RALEIGH PARKS AND REC FACILITIES BONDS,431,102,533,80.86
NC,2014-11-04,WAKE,01-27,RALEIGH PARKS AND REC FACILITIES BONDS,506,106,612,82.68
NC,2014-11-04,WAKE,01-28,RALEIGH PARKS AND REC FACILITIES BONDS,975,319,1294,75.35
NC,2014-11-04,WAKE,01-29,RALEIGH PARKS AND REC FACILITIES BONDS,799,356,1155,69.18
NC,2014-11-04,WAKE,01-30,RALEIGH PARKS AND REC FACILITIES BONDS,420,223,643,65.32
NC,2014-11-04,WAKE,01-31,RALEIGH PARKS AND REC FACILITIES BONDS,662,255,917,72.19
NC,2014-11-04,WAKE,01-32,RALEIGH PARKS AND REC FACILITIES BONDS,550,281,831,66.19
NC,2014-11-04,WAKE,01-33,RALEIGH PARKS AND REC FACILITIES BONDS,547,206,753,72.64
NC,2014-11-04,WAKE,01-34,RALEIGH PARKS AND REC FACILITIES BONDS,407,79,486,83.74
NC,2014-11-04,WAKE,01-35,RALEIGH PARKS AND REC FACILITIES BONDS,395,138,533,74.11
NC,2014-11-04,WAKE,01-36,RALEIGH PARKS AND REC FACILITIES BONDS,550,295,845,65.09
NC,2014-11-04,WAKE,01-37,RALEIGH PARKS AND REC FACILITIES BONDS,526,296,822,63.99
NC,2014-11-04,WAKE,01-38,RALEIGH PARKS AND REC FACILITIES BONDS,543,367,910,59.67
NC,2014-11-04,WAKE,01-39,RALEIGH PARKS AND REC FACILITIES BONDS,456,246,702,64.96
NC,2014-11-04,WAKE,01-40,RALEIGH PARKS AND REC FACILITIES BONDS,902,230,1132,79.68
NC,2014-11-04,WAKE,01-41,RALEIGH PARKS AND REC FACILITIES BONDS,508,198,706,71.95
NC,2014-11-04,WAKE,01-42,RALEIGH PARKS AND REC FACILITIES BONDS,625,470,1095,57.08
NC,2014-11-04,WAKE,01-43,RALEIGH PARKS AND REC FACILITIES BONDS,437,270,707,61.81
NC,2014-11-04,WAKE,01-44,RALEIGH PARKS AND REC FACILITIES BONDS,691,413,1104,62.59
NC,2014-11-04,WAKE,01-45,RALEIGH PARKS AND REC FACILITIES BONDS,381,282,663,57.47
NC,2014-11-04,WAKE,01-46,RALEIGH PARKS AND REC FACILITIES BONDS,589,243,832,70.79
NC,2014-11-04,WAKE,01-47,RALEIGH PARKS AND REC FACILITIES BONDS,556,436,992,56.05
NC,2014-11-04,WAKE,01-48,RALEIGH PARKS AND REC FACILITIES BONDS,673,258,931,72.29
NC,2014-11-04,WAKE,01-49,RALEIGH PARKS AND REC FACILITIES BONDS,451,243,694,64.99
NC,2014-11-04,WAKE,01-50,RALEIGH PARKS AND REC FACILITIES BONDS,582,115,697,83.5
NC,2014-11-04,WAKE,01-51,RALEIGH PARKS AND REC FACILITIES BONDS,322,224,546,58.97
NC,2014-11-04,WAKE,02-01,RALEIGH PARKS AND REC FACILITIES BONDS,177,111,288,61.46
NC,2014-11-04,WAKE,02-04,RALEIGH PARKS AND REC FACILITIES BONDS,38,20,58,65.52
NC,2014-11-04,WAKE,02-06,RALEIGH PARKS AND REC FACILITIES BONDS,217,160,377,57.56
NC,2014-11-04,WAKE,04-05,RALEIGH PARKS AND REC FACILITIES BONDS,96,16,112,85.71
NC,2014-11-04,WAKE,05-05,RALEIGH PARKS AND REC FACILITIES BONDS,1213,761,1974,61.45
NC,2014-11-04,WAKE,07-01,RALEIGH PARKS AND REC FACILITIES BONDS,426,264,690,61.74
NC,2014-11-04,WAKE,07-02,RALEIGH PARKS AND REC FACILITIES BONDS,372,208,580,64.14
NC,2014-11-04,WAKE,07-03,RALEIGH PARKS AND REC FACILITIES BONDS,450,229,679,66.27
NC,2014-11-04,WAKE,07-04,RALEIGH PARKS AND REC FACILITIES BONDS,851,484,1335,63.75
NC,2014-11-04,WAKE,07-05,RALEIGH PARKS AND REC FACILITIES BONDS,362,278,640,56.56
NC,2014-11-04,WAKE,07-06,RALEIGH PARKS AND REC FACILITIES BONDS,833,494,1327,62.77
NC,2014-11-04,WAKE,07-07,RALEIGH PARKS AND REC FACILITIES BONDS,816,483,1299,62.82
NC,2014-11-04,WAKE,07-07A,RALEIGH PARKS AND REC FACILITIES BONDS,226,89,315,71.75
NC,2014-11-04,WAKE,07-09,RALEIGH PARKS AND REC FACILITIES BONDS,657,304,961,68.37
NC,2014-11-04,WAKE,07-10,RALEIGH PARKS AND REC FACILITIES BONDS,792,412,1204,65.78
NC,2014-11-04,WAKE,07-11,RALEIGH PARKS AND REC FACILITIES BONDS,316,220,536,58.96
NC,2014-11-04,WAKE,07-12,RALEIGH PARKS AND REC FACILITIES BONDS,591,341,932,63.41
NC,2014-11-04,WAKE,07-13,RALEIGH PARKS AND REC FACILITIES BONDS,404,260,664,60.84
NC,2014-11-04,WAKE,08-02,RALEIGH PARKS AND REC FACILITIES BONDS,636,320,956,66.53
NC,2014-11-04,WAKE,08-03,RALEIGH PARKS AND REC FACILITIES BONDS,778,528,1306,59.57
NC,2014-11-04,WAKE,08-05,RALEIGH PARKS AND REC FACILITIES BONDS,164,93,257,63.81
NC,2014-11-04,WAKE,08-06,RALEIGH PARKS AND REC FACILITIES BONDS,335,182,517,64.8
NC,2014-11-04,WAKE,08-07,RALEIGH PARKS AND REC FACILITIES BONDS,24,13,37,64.86
NC,2014-11-04,WAKE,08-08,RALEIGH PARKS AND REC FACILITIES BONDS,514,362,876,58.68
NC,2014-11-04,WAKE,08-09,RALEIGH PARKS AND REC FACILITIES BONDS,409,270,679,60.24
NC,2014-11-04,WAKE,08-10,RALEIGH PARKS AND REC FACILITIES BONDS,413,244,657,62.86
NC,2014-11-04,WAKE,08-11,RALEIGH PARKS AND REC FACILITIES BONDS,865,434,1299,66.59
NC,2014-11-04,WAKE,11-01,RALEIGH PARKS AND REC FACILITIES BONDS,845,392,1237,68.31
NC,2014-11-04,WAKE,11-02,RALEIGH PARKS AND REC FACILITIES BONDS,989,518,1507,65.63
NC,2014-11-04,WAKE,13-01,RALEIGH PARKS AND REC FACILITIES BONDS,703,343,1046,67.21
NC,2014-11-04,WAKE,13-02,RALEIGH PARKS AND REC FACILITIES BONDS,509,334,843,60.38
NC,2014-11-04,WAKE,13-05,RALEIGH PARKS AND REC FACILITIES BONDS,307,241,548,56.02
NC,2014-11-04,WAKE,13-06,RALEIGH PARKS AND REC FACILITIES BONDS,704,396,1100,64.0
NC,2014-11-04,WAKE,13-07,RALEIGH PARKS AND REC FACILITIES BONDS,381,303,684,55.7
NC,2014-11-04,WAKE,13-08,RALEIGH PARKS AND REC FACILITIES BONDS,466,263,729,63.92
NC,2014-11-04,WAKE,13-09,RALEIGH PARKS AND REC FACILITIES BONDS,830,455,1285,64.59
NC,2014-11-04,WAKE,13-10,RALEIGH PARKS AND REC FACILITIES BONDS,1410,758,2168,65.04
NC,2014-11-04,WAKE,13-11,RALEIGH PARKS AND REC FACILITIES BONDS,734,449,1183,62.05
NC,2014-11-04,WAKE,16-02,RALEIGH PARKS AND REC FACILITIES BONDS,367,149,516,71.12
NC,2014-11-04,WAKE,16-08,RALEIGH PARKS AND REC FACILITIES BONDS,1222,420,1642,74.42
NC,2014-11-04,WAKE,17-01,RALEIGH PARKS AND REC FACILITIES BONDS,454,274,728,62.36
NC,2014-11-04,WAKE,17-03,RALEIGH PARKS AND REC FACILITIES BONDS,1139,486,1625,70.09
NC,2014-11-04,WAKE,17-04,RALEIGH PARKS AND REC FACILITIES BONDS,98,83,181,54.14
NC,2014-11-04,WAKE,17-05,RALEIGH PARKS AND REC FACILITIES BONDS,771,443,1214,63.51
NC,2014-11-04,WAKE,17-07,RALEIGH PARKS AND REC FACILITIES BONDS,627,265,892,70.29
NC,2014-11-04,WAKE,17-09,RALEIGH PARKS AND REC FACILITIES BONDS,714,262,976,73.16
NC,2014-11-04,WAKE,17-10,RALEIGH PARKS AND REC FACILITIES BONDS,184,216,400,46.0
NC,2014-11-04,WAKE,17-11,RALEIGH PARKS AND REC FACILITIES BONDS,858,391,1249,68.69
NC,2014-11-04,WAKE,18-01,RALEIGH PARKS AND REC FACILITIES BONDS,822,298,1120,73.39
NC,2014-11-04,WAKE,18-04,RALEIGH PARKS AND REC FACILITIES BONDS,0,1,1,0.0
NC,2014-11-04,WAKE,18-06,RALEIGH PARKS AND REC FACILITIES BONDS,587,242,829,70.81
NC,2014-11-04,WAKE,19-04,RALEIGH PARKS AND REC FACILITIES BONDS,155,120,275,56.36
NC,2014-11-04,WAKE,19-13,RALEIGH PARKS AND REC FACILITIES BONDS,361,229,590,61.19
NC,2014-11-04,WAKE,19-14,RALEIGH PARKS AND REC FACILITIES BONDS,461,354,815,56.56
NC,2014-11-04,WAKE,19-15,RALEIGH PARKS AND REC FACILITIES BONDS,264,191,455,58.02
NC,2014-11-04,WAKE,19-16,RALEIGH PARKS AND REC FACILITIES BONDS,226,174,400,56.5
NC,2014-11-04,WAKE,19-17,RALEIGH PARKS AND REC FACILITIES BONDS,876,630,1506,58.17
NC,2014-11-04,WAKE,ABSENTEE BY MAIL,RALEIGH PARKS AND REC FACILITIES BONDS,2310,1536,3846,60.06
NC,2014-11-04,WAKE,ONESTOP,RALEIGH PARKS AND REC FACILITIES BONDS,25832,10586,36418,70.93
NC,2014-11-04,WAKE,PROVISIONAL,RALEIGH PARKS AND REC FACILITIES BONDS,1108,465,1573,70.44
NC,2014-11-04,WAKE,TRANSFER,RALEIGH PARKS AND REC FACILITIES BONDS,0,0,0,
NC,2014-11-04,FRANKLIN,19,WAKE FOREST GREENWAY IMPROVEMENT BONDS,126,92,218,57.8
NC,2014-11-04,WAKE,19-03,WAKE FOREST GREENWAY IMPROVEMENT BONDS,595,343,938,63.43
NC,2014-11-04,WAKE,19-04,WAKE FOREST GREENWAY IMPROVEMENT BONDS,830,353,1183,70.16
NC,2014-11-04,WAKE,19-05,WAKE FOREST GREENWAY IMPROVEMENT BONDS,279,185,464,60.13
NC,2014-11-04,WAKE,19-07,WAKE FOREST GREENWAY IMPROVEMENT BONDS,340,234,574,59.23
NC,2014-11-04,WAKE,19-10,WAKE FOREST GREENWAY IMPROVEMENT BONDS,868,375,1243,69.83
NC,2014-11-04,WAKE,19-11,WAKE FOREST GREENWAY IMPROVEMENT BONDS,528,307,835,63.23
NC,2014-11-04,WAKE,19-12,WAKE FOREST GREENWAY IMPROVEMENT BONDS,850,427,1277,66.56
NC,2014-11-04,WAKE,19-15,WAKE FOREST GREENWAY IMPROVEMENT BONDS,200,90,290,68.97
NC,2014-11-04,WAKE,ABSENTEE BY MAIL,WAKE FOREST GREENWAY IMPROVEMENT BONDS,220,153,373,58.98
NC,2014-11-04,WAKE,ONESTOP,WAKE FOREST GREENWAY IMPROVEMENT BONDS,2221,1172,3393,65.46
NC,2014-11-04,WAKE,PROVISIONAL,WAKE FOREST GREENWAY IMPROVEMENT BONDS,75,37,112,66.96
NC,2014-11-04,WAKE,TRANSFER,WAKE FOREST GREENWAY IMPROVEMENT BONDS,0,0,0,
NC,2014-11-04,FRANKLIN,19,WAKE FOREST PARKS AND RECREATION BONDS,141,80,221,63.8
NC,2014-11-04,WAKE,19-03,WAKE FOREST PARKS AND RECREATION BONDS,593,341,934,63.49
NC,2014-11-04,WAKE,19-04,WAKE FOREST PARKS AND RECREATION BONDS,795,381,1176,67.6
NC,2014-11-04,WAKE,19-05,WAKE FOREST PARKS AND RECREATION BONDS,286,176,462,61.9
NC,2014-11-04,WAKE,19-07,WAKE FOREST PARKS AND RECREATION BONDS,360,212,572,62.94
NC,2014-11-04,WAKE,19-10,WAKE FOREST PARKS AND RECREATION BONDS,849,390,1239,68.52
NC,2014-11-04,WAKE,19-11,WAKE FOREST PARKS AND RECREATION BONDS,567,268,835,67.9
NC,2014-11-04,WAKE,19-12,WAKE FOREST PARKS AND RECREATION BONDS,814,460,1274,63.89
NC,2014-11-04,WAKE,19-15,WAKE FOREST PARKS AND RECREATION BONDS,211,77,288,73.26
NC,2014-11-04,WAKE,ABSENTEE BY MAIL,WAKE FOREST PARKS AND RECREATION BONDS,215,155,370,58.11
NC,2014-11-04,WAKE,ONESTOP,WAKE FOREST PARKS AND RECREATION BONDS,2213,1172,3385,65.38
NC,2014-11-04,WAKE,PROVISIONAL,WAKE FOREST PARKS AND RECREATION BONDS,78,36,114,68.42
NC,2014-11-04,WAKE,TRANSFER,WAKE FOREST PARKS AND RECREATION BONDS,0,0,0,
NC,2014-11-04,FRANKLIN,19,WAKE FOREST STREET AND SIDEWALK BONDS,140,80,220,63.64
NC,2014-11-04,WAKE,19-03,WAKE FOREST STREET AND SIDEWALK BONDS,658,283,941,69.93
NC,2014-11-04,WAKE,19-04,WAKE FOREST STREET AND SIDEWALK BONDS,846,331,1177,71.88
NC,2014-11-04,WAKE,19-05,WAKE FOREST STREET AND SIDEWALK BONDS,303,158,461,65.73
NC,2014-11-04,WAKE,19-07,WAKE FOREST STREET AND SIDEWALK BONDS,391,186,577,67.76
NC,2014-11-04,WAKE,19-10,WAKE FOREST STREET AND SIDEWALK BONDS,918,320,1238,74.15
NC,2014-11-04,WAKE,19-11,WAKE FOREST STREET AND SIDEWALK BONDS,583,251,834,69.9
NC,2014-11-04,WAKE,19-12,WAKE FOREST STREET AND SIDEWALK BONDS,883,391,1274,69.31
NC,2014-11-04,WAKE,19-15,WAKE FOREST STREET AND SIDEWALK BONDS,197,91,288,68.4
NC,2014-11-04,WAKE,ABSENTEE BY MAIL,WAKE FOREST STREET AND SIDEWALK BONDS,271,104,375,72.27
