state,election_date,county,precinct,contest_name,votes_for,votes_against,total,pct_for
NC,2008-11-04,NEW HANOVER,ABSENTEE BY MAIL,CAPE FEAR COMMUNITY COLLEGE BOND,2545,2420,4965,51.26
NC,2008-11-04,NEW HANOVER,CF01,CAPE FEAR COMMUNITY COLLEGE BOND,1250,733,1983,63.04
NC,2008-11-04,NEW HANOVER,CF02,CAPE FEAR COMMUNITY COLLEGE BOND,868,689,1557,55.75
NC,2008-11-04,NEW HANOVER,CF05,CAPE FEAR COMMUNITY COLLEGE BOND,858,547,1405,61.07
NC,2008-11-04,NEW HANOVER,CF06,CAPE FEAR COMMUNITY COLLEGE BOND,980,635,1615,60.68
NC,2008-11-04,NEW HANOVER,CURBSIDE,CAPE FEAR COMMUNITY COLLEGE BOND,11,2,13,84.62
NC,2008-11-04,NEW HANOVER,FP02,CAPE FEAR COMMUNITY COLLEGE BOND,841,602,1443,58.28
NC,2008-11-04,NEW HANOVER,FP03,CAPE FEAR COMMUNITY COLLEGE BOND,543,447,990,54.85
NC,2008-11-04,NEW HANOVER,FP04,CAPE FEAR COMMUNITY COLLEGE BOND,1226,914,2140,57.29
NC,2008-11-04,NEW HANOVER,FP05,CAPE FEAR COMMUNITY COLLEGE BOND,673,464,1137,59.19
NC,2008-11-04,NEW HANOVER,FP06,CAPE FEAR COMMUNITY COLLEGE BOND,1177,753,1930,60.98
NC,2008-11-04,NEW HANOVER,FP07,CAPE FEAR COMMUNITY COLLEGE BOND,1424,946,2370,60.08
NC,2008-11-04,NEW HANOVER,H01,CAPE FEAR COMMUNITY COLLEGE BOND,585,438,1023,57.18
NC,2008-11-04,NEW HANOVER,H02,CAPE FEAR COMMUNITY COLLEGE BOND,1090,870,1960,55.61
NC,2008-11-04,NEW HANOVER,H03,CAPE FEAR COMMUNITY COLLEGE BOND,1714,1117,2831,60.54
NC,2008-11-04,NEW HANOVER,H04,CAPE FEAR COMMUNITY COLLEGE BOND,1178,774,1952,60.35
NC,2008-11-04,NEW HANOVER,H05,CAPE FEAR COMMUNITY COLLEGE BOND,1076,900,1976,54.45
NC,2008-11-04,NEW HANOVER,H06,CAPE FEAR COMMUNITY COLLEGE BOND,1044,694,1738,60.07
NC,2008-11-04,NEW HANOVER,H08,CAPE FEAR COMMUNITY COLLEGE BOND,1910,1215,3125,61.12
NC,2008-11-04,NEW HANOVER,H09,CAPE FEAR COMMUNITY COLLEGE BOND,2279,1660,3939,57.86
NC,2008-11-04,NEW HANOVER,H10,CAPE FEAR COMMUNITY COLLEGE BOND,1337,715,2052,65.16
NC,2008-11-04,NEW HANOVER,H11,CAPE FEAR COMMUNITY COLLEGE BOND,1612,1118,2730,59.05
NC,2008-11-04,NEW HANOVER,M02,CAPE FEAR COMMUNITY COLLEGE BOND,2188,1405,3593,60.9
NC,2008-11-04,NEW HANOVER,M03,CAPE FEAR COMMUNITY COLLEGE BOND,1119,783,1902,58.83
NC,2008-11-04,NEW HANOVER,M04,CAPE FEAR COMMUNITY COLLEGE BOND,2226,1313,3539,62.9
NC,2008-11-04,NEW HANOVER,M06,CAPE FEAR COMMUNITY COLLEGE BOND,1038,728,1766,58.78
NC,2008-11-04,NEW HANOVER,M07,CAPE FEAR COMMUNITY COLLEGE BOND,611,497,1108,55.14
NC,2008-11-04,NEW HANOVER,ONE STOP,CAPE FEAR COMMUNITY COLLEGE BOND,1548,917,2465,62.8
NC,2008-11-04,NEW HANOVER,PROVISIONAL,CAPE FEAR COMMUNITY COLLEGE BOND,537,237,774,69.38
NC,2008-11-04,NEW HANOVER,TRANSFER,CAPE FEAR COMMUNITY COLLEGE BOND,0,0,0,
NC,2008-11-04,NEW HANOVER,W03,CAPE FEAR COMMUNITY COLLEGE BOND,785,212,997,78.74
NC,2008-11-04,NEW HANOVER,W08,CAPE FEAR COMMUNITY COLLEGE BOND,610,295,905,67.4
NC,2008-11-04,NEW HANOVER,W12,CAPE FEAR COMMUNITY COLLEGE BOND,780,341,1121,69.58
NC,2008-11-04,NEW HANOVER,W13,CAPE FEAR COMMUNITY COLLEGE BOND,739,260,999,73.97
NC,2008-11-04,NEW HANOVER,W15,CAPE FEAR COMMUNITY COLLEGE BOND,1735,512,2247,77.21
NC,2008-11-04,NEW HANOVER,W16,CAPE FEAR COMMUNITY COLLEGE BOND,1139,776,1915,59.48
NC,2008-11-04,NEW HANOVER,W17,CAPE FEAR COMMUNITY COLLEGE BOND,858,548,1406,61.02
NC,2008-11-04,NEW HANOVER,W18,CAPE FEAR COMMUNITY COLLEGE BOND,560,341,901,62.15
NC,2008-11-04,NEW HANOVER,W21,CAPE FEAR COMMUNITY COLLEGE BOND,1331,796,2127,62.58
NC,2008-11-04,NEW HANOVER,W24,CAPE FEAR COMMUNITY COLLEGE BOND,1500,650,2150,69.77
NC,2008-11-04,NEW HANOVER,W25,CAPE FEAR COMMUNITY COLLEGE BOND,1318,438,1756,75.06
NC,2008-11-04,NEW HANOVER,W26,CAPE FEAR COMMUNITY COLLEGE BOND,886,520,1406,63.02
NC,2008-11-04,NEW HANOVER,W27,CAPE FEAR COMMUNITY COLLEGE BOND,1311,515,1826,71.8
NC,2008-11-04,NEW HANOVER,W28,CAPE FEAR COMMUNITY COLLEGE BOND,1090,527,1617,67.41
NC,2008-11-04,NEW HANOVER,W29,CAPE FEAR COMMUNITY COLLEGE BOND,1337,359,1696,78.83
NC,2008-11-04,NEW HANOVER,W30,CAPE FEAR COMMUNITY COLLEGE BOND,1292,704,1996,64.73
NC,2008-11-04,NEW HANOVER,W31,CAPE FEAR COMMUNITY COLLEGE BOND,1346,771,2117,63.58
NC,2008-11-04,NEW HANOVER,WB,CAPE FEAR COMMUNITY COLLEGE BOND,869,496,1365,63.66
NC,2008-11-04,MECKLENBURG,ABSENTEE BY MAIL,CITY OF CHARLOTTE HOUSING BONDS,7686,9197,16883,45.53
NC,2008-11-04,MECKLENBURG,CURBSIDE,CITY OF CHARLOTTE HOUSING BONDS,2878,508,3386,85.0
NC,2008-11-04,MECKLENBURG,PCT 1,CITY OF CHARLOTTE HOUSING BONDS,641,356,997,64.29
NC,2008-11-04,MECKLENBURG,PCT 10,CITY OF CHARLOTTE HOUSING BONDS,871,596,1467,59.37
NC,2008-11-04,MECKLENBURG,PCT 100,CITY OF CHARLOTTE HOUSING BONDS,860,812,1672,51.44
NC,2008-11-04,MECKLENBURG,PCT 101,CITY OF CHARLOTTE HOUSING BONDS,755,788,1543,48.93
NC,2008-11-04,MECKLENBURG,PCT 102,CITY OF CHARLOTTE HOUSING BONDS,1434,822,2256,63.56
NC,2008-11-04,MECKLENBURG,PCT 103,CITY OF CHARLOTTE HOUSING BONDS,1049,1148,2197,47.75
NC,2008-11-04,MECKLENBURG,PCT 104,CITY OF CHARLOTTE HOUSING BONDS,1560,306,1866,83.6
NC,2008-11-04,MECKLENBURG,PCT 105,CITY OF CHARLOTTE HOUSING BONDS,1481,677,2158,68.63
NC,2008-11-04,MECKLENBURG,PCT 106,CITY OF CHARLOTTE HOUSING BONDS,656,564,1220,53.77
NC,2008-11-04,MECKLENBURG,PCT 107,CITY OF CHARLOTTE HOUSING BONDS,1378,647,2025,68.05
NC,2008-11-04,MECKLENBURG,PCT 108,CITY OF CHARLOTTE HOUSING BONDS,1108,264,1372,80.76
NC,2008-11-04,MECKLENBURG,PCT 109,CITY OF CHARLOTTE HOUSING BONDS,751,403,1154,65.08
NC,2008-11-04,MECKLENBURG,PCT 11,CITY OF CHARLOTTE HOUSING BONDS,2094,1188,3282,63.8
NC,2008-11-04,MECKLENBURG,PCT 110,CITY OF CHARLOTTE HOUSING BONDS,456,447,903,50.5
NC,2008-11-04,MECKLENBURG,PCT 111,CITY OF CHARLOTTE HOUSING BONDS,918,771,1689,54.35
NC,2008-11-04,MECKLENBURG,PCT 112,CITY OF CHARLOTTE HOUSING BONDS,638,801,1439,44.34
NC,2008-11-04,MECKLENBURG,PCT 113,CITY OF CHARLOTTE HOUSING BONDS,932,1116,2048,45.51
NC,2008-11-04,MECKLENBURG,PCT 114,CITY OF CHARLOTTE HOUSING BONDS,935,1045,1980,47.22
NC,2008-11-04,MECKLENBURG,PCT 115,CITY OF CHARLOTTE HOUSING BONDS,587,372,959,61.21
NC,2008-11-04,MECKLENBURG,PCT 116,CITY OF CHARLOTTE HOUSING BONDS,738,272,1010,73.07
NC,2008-11-04,MECKLENBURG,PCT 117,CITY OF CHARLOTTE HOUSING BONDS,859,375,1234,69.61
NC,2008-11-04,MECKLENBURG,PCT 118,CITY OF CHARLOTTE HOUSING BONDS,927,823,1750,52.97
NC,2008-11-04,MECKLENBURG,PCT 119,CITY OF CHARLOTTE HOUSING BONDS,499,450,949,52.58
NC,2008-11-04,MECKLENBURG,PCT 12,CITY OF CHARLOTTE HOUSING BONDS,1456,166,1622,89.77
NC,2008-11-04,MECKLENBURG,PCT 120,CITY OF CHARLOTTE HOUSING BONDS,1033,312,1345,76.8
NC,2008-11-04,MECKLENBURG,PCT 121,CITY OF CHARLOTTE HOUSING BONDS,1141,1364,2505,45.55
NC,2008-11-04,MECKLENBURG,PCT 122,CITY OF CHARLOTTE HOUSING BONDS,1630,1398,3028,53.83
NC,2008-11-04,MECKLENBURG,PCT 123,CITY OF CHARLOTTE HOUSING BONDS,788,373,1161,67.87
NC,2008-11-04,MECKLENBURG,PCT 124,CITY OF CHARLOTTE HOUSING BONDS,1249,362,1611,77.53
NC,2008-11-04,MECKLENBURG,PCT 125,CITY OF CHARLOTTE HOUSING BONDS,555,245,800,69.38
NC,2008-11-04,MECKLENBURG,PCT 126,CITY OF CHARLOTTE HOUSING BONDS,1234,458,1692,72.93
NC,2008-11-04,MECKLENBURG,PCT 128,CITY OF CHARLOTTE HOUSING BONDS,1004,873,1877,53.49
NC,2008-11-04,MECKLENBURG,PCT 13,CITY OF CHARLOTTE HOUSING BONDS,1109,444,1553,71.41
NC,2008-11-04,MECKLENBURG,PCT 130,CITY OF CHARLOTTE HOUSING BONDS,665,326,991,67.1
NC,2008-11-04,MECKLENBURG,PCT 131,CITY OF CHARLOTTE HOUSING BONDS,522,645,1167,44.73
NC,2008-11-04,MECKLENBURG,PCT 132,CITY OF CHARLOTTE HOUSING BONDS,641,390,1031,62.17
NC,2008-11-04,MECKLENBURG,PCT 135,CITY OF CHARLOTTE HOUSING BONDS,2552,893,3445,74.08
NC,2008-11-04,MECKLENBURG,PCT 137,CITY OF CHARLOTTE HOUSING BONDS,1131,1585,2716,41.64
NC,2008-11-04,MECKLENBURG,PCT 138,CITY OF CHARLOTTE HOUSING BONDS,742,269,1011,73.39
NC,2008-11-04,MECKLENBURG,PCT 139,CITY OF CHARLOTTE HOUSING BONDS,931,1138,2069,45.0
NC,2008-11-04,MECKLENBURG,PCT 14,CITY OF CHARLOTTE HOUSING BONDS,1145,175,1320,86.74
NC,2008-11-04,MECKLENBURG,PCT 140,CITY OF CHARLOTTE HOUSING BONDS,1564,1652,3216,48.63
NC,2008-11-04,MECKLENBURG,PCT 141,CITY OF CHARLOTTE HOUSING BONDS,1455,527,1982,73.41
NC,2008-11-04,MECKLENBURG,PCT 144,CITY OF CHARLOTTE HOUSING BONDS,1021,1137,2158,47.31
NC,2008-11-04,MECKLENBURG,PCT 145,CITY OF CHARLOTTE HOUSING BONDS,2041,1983,4024,50.72
NC,2008-11-04,MECKLENBURG,PCT 146,CITY OF CHARLOTTE HOUSING BONDS,1765,705,2470,71.46
NC,2008-11-04,MECKLENBURG,PCT 147,CITY OF CHARLOTTE HOUSING BONDS,1508,571,2079,72.53
NC,2008-11-04,MECKLENBURG,PCT 148,CITY OF CHARLOTTE HOUSING BONDS,2188,2174,4362,50.16
NC,2008-11-04,MECKLENBURG,PCT 149,CITY OF CHARLOTTE HOUSING BONDS,1640,677,2317,70.78
NC,2008-11-04,MECKLENBURG,PCT 15,CITY OF CHARLOTTE HOUSING BONDS,1110,561,1671,66.43
NC,2008-11-04,MECKLENBURG,PCT 150,CITY OF CHARLOTTE HOUSING BONDS,956,751,1707,56.0
NC,2008-11-04,MECKLENBURG,PCT 151,CITY OF CHARLOTTE HOUSING BONDS,1325,803,2128,62.27
NC,2008-11-04,MECKLENBURG,PCT 16,CITY OF CHARLOTTE HOUSING BONDS,1568,239,1807,86.77
NC,2008-11-04,MECKLENBURG,PCT 17,CITY OF CHARLOTTE HOUSING BONDS,1056,165,1221,86.49
NC,2008-11-04,MECKLENBURG,PCT 18,CITY OF CHARLOTTE HOUSING BONDS,671,423,1094,61.33
NC,2008-11-04,MECKLENBURG,PCT 19,CITY OF CHARLOTTE HOUSING BONDS,659,482,1141,57.76
NC,2008-11-04,MECKLENBURG,PCT 2,CITY OF CHARLOTTE HOUSING BONDS,1057,552,1609,65.69
NC,2008-11-04,MECKLENBURG,PCT 20,CITY OF CHARLOTTE HOUSING BONDS,858,597,1455,58.97
NC,2008-11-04,MECKLENBURG,PCT 200,CITY OF CHARLOTTE HOUSING BONDS,0,0,0,
NC,2008-11-04,MECKLENBURG,PCT 204,CITY OF CHARLOTTE HOUSING BONDS,1685,802,2487,67.75
NC,2008-11-04,MECKLENBURG,PCT 205,CITY OF CHARLOTTE HOUSING BONDS,132,130,262,50.38
NC,2008-11-04,MECKLENBURG,PCT 209,CITY OF CHARLOTTE HOUSING BONDS,12,23,35,34.29
NC,2008-11-04,MECKLENBURG,PCT 21,CITY OF CHARLOTTE HOUSING BONDS,779,517,1296,60.11
NC,2008-11-04,MECKLENBURG,PCT 210,CITY OF CHARLOTTE HOUSING BONDS,2931,610,3541,82.77
NC,2008-11-04,MECKLENBURG,PCT 211,CITY OF CHARLOTTE HOUSING BONDS,2082,1214,3296,63.17
NC,2008-11-04,MECKLENBURG,PCT 212,CITY OF CHARLOTTE HOUSING BONDS,3017,1611,4628,65.19
NC,2008-11-04,MECKLENBURG,PCT 213,CITY OF CHARLOTTE HOUSING BONDS,1815,551,2366,76.71
NC,2008-11-04,MECKLENBURG,PCT 214,CITY OF CHARLOTTE HOUSING BONDS,1215,753,1968,61.74
NC,2008-11-04,MECKLENBURG,PCT 22,CITY OF CHARLOTTE HOUSING BONDS,1348,357,1705,79.06
NC,2008-11-04,MECKLENBURG,PCT 222,CITY OF CHARLOTTE HOUSING BONDS,1254,703,1957,64.08
NC,2008-11-04,MECKLENBURG,PCT 223,CITY OF CHARLOTTE HOUSING BONDS,1524,1519,3043,50.08
NC,2008-11-04,MECKLENBURG,PCT 224,CITY OF CHARLOTTE HOUSING BONDS,538,248,786,68.45
NC,2008-11-04,MECKLENBURG,PCT 225,CITY OF CHARLOTTE HOUSING BONDS,2,0,2,100.0
NC,2008-11-04,MECKLENBURG,PCT 226,CITY OF CHARLOTTE HOUSING BONDS,1127,1077,2204,51.13
NC,2008-11-04,MECKLENBURG,PCT 227,CITY OF CHARLOTTE HOUSING BONDS,1295,1524,2819,45.94
NC,2008-11-04,MECKLENBURG,PCT 228,CITY OF CHARLOTTE HOUSING BONDS,1176,703,1879,62.59
NC,2008-11-04,MECKLENBURG,PCT 229,CITY OF CHARLOTTE HOUSING BONDS,918,940,1858,49.41
NC,2008-11-04,MECKLENBURG,PCT 23,CITY OF CHARLOTTE HOUSING BONDS,795,169,964,82.47
NC,2008-11-04,MECKLENBURG,PCT 230,CITY OF CHARLOTTE HOUSING BONDS,1133,795,1928,58.77
NC,2008-11-04,MECKLENBURG,PCT 232,CITY OF CHARLOTTE HOUSING BONDS,1401,1638,3039,46.1
NC,2008-11-04,MECKLENBURG,PCT 237,CITY OF CHARLOTTE HOUSING BONDS,1350,657,2007,67.26
NC,2008-11-04,MECKLENBURG,PCT 238,CITY OF CHARLOTTE HOUSING BONDS,907,786,1693,53.57
NC,2008-11-04,MECKLENBURG,PCT 239,CITY OF CHARLOTTE HOUSING BONDS,1053,748,1801,58.47
NC,2008-11-04,MECKLENBURG,PCT 24,CITY OF CHARLOTTE HOUSING BONDS,1167,271,1438,81.15
NC,2008-11-04,MECKLENBURG,PCT 243,CITY OF CHARLOTTE HOUSING BONDS,1575,1300,2875,54.78
NC,2008-11-04,MECKLENBURG,PCT 25,CITY OF CHARLOTTE HOUSING BONDS,1335,103,1438,92.84
NC,2008-11-04,MECKLENBURG,PCT 26,CITY OF CHARLOTTE HOUSING BONDS,1635,451,2086,78.38
NC,2008-11-04,MECKLENBURG,PCT 27,CITY OF CHARLOTTE HOUSING BONDS,1247,181,1428,87.32
NC,2008-11-04,MECKLENBURG,PCT 28,CITY OF CHARLOTTE HOUSING BONDS,979,244,1223,80.05
NC,2008-11-04,MECKLENBURG,PCT 29,CITY OF CHARLOTTE HOUSING BONDS,791,376,1167,67.78
NC,2008-11-04,MECKLENBURG,PCT 3,CITY OF CHARLOTTE HOUSING BONDS,1150,251,1401,82.08
NC,2008-11-04,MECKLENBURG,PCT 30,CITY OF CHARLOTTE HOUSING BONDS,864,379,1243,69.51
NC,2008-11-04,MECKLENBURG,PCT 31,CITY OF CHARLOTTE HOUSING BONDS,1277,137,1414,90.31
NC,2008-11-04,MECKLENBURG,PCT 32,CITY OF CHARLOTTE HOUSING BONDS,833,520,1353,61.57
NC,2008-11-04,MECKLENBURG,PCT 33,CITY OF CHARLOTTE HOUSING BONDS,773,366,1139,67.87
NC,2008-11-04,MECKLENBURG,PCT 34,CITY OF CHARLOTTE HOUSING BONDS,902,528,1430,63.08
NC,2008-11-04,MECKLENBURG,PCT 35,CITY OF CHARLOTTE HOUSING BONDS,616,439,1055,58.39
NC,2008-11-04,MECKLENBURG,PCT 36,CITY OF CHARLOTTE HOUSING BONDS,908,754,1662,54.63
NC,2008-11-04,MECKLENBURG,PCT 37,CITY OF CHARLOTTE HOUSING BONDS,672,623,1295,51.89
NC,2008-11-04,MECKLENBURG,PCT 38,CITY OF CHARLOTTE HOUSING BONDS,708,539,1247,56.78
NC,2008-11-04,MECKLENBURG,PCT 39,CITY OF CHARLOTTE HOUSING BONDS,1212,129,1341,90.38
NC,2008-11-04,MECKLENBURG,PCT 4,CITY OF CHARLOTTE HOUSING BONDS,918,496,1414,64.92
NC,2008-11-04,MECKLENBURG,PCT 40,CITY OF CHARLOTTE HOUSING BONDS,1174,271,1445,81.25
NC,2008-11-04,MECKLENBURG,PCT 41,CITY OF CHARLOTTE HOUSING BONDS,1218,182,1400,87.0
NC,2008-11-04,MECKLENBURG,PCT 42,CITY OF CHARLOTTE HOUSING BONDS,1482,238,1720,86.16
NC,2008-11-04,MECKLENBURG,PCT 43,CITY OF CHARLOTTE HOUSING BONDS,1405,313,1718,81.78
NC,2008-11-04,MECKLENBURG,PCT 44,CITY OF CHARLOTTE HOUSING BONDS,670,329,999,67.07
NC,2008-11-04,MECKLENBURG,PCT 45,CITY OF CHARLOTTE HOUSING BONDS,604,420,1024,58.98
NC,2008-11-04,MECKLENBURG,PCT 46,CITY OF CHARLOTTE HOUSING BONDS,1080,441,1521,71.01
NC,2008-11-04,MECKLENBURG,PCT 47,CITY OF CHARLOTTE HOUSING BONDS,892,641,1533,58.19
NC,2008-11-04,MECKLENBURG,PCT 48,CITY OF CHARLOTTE HOUSING BONDS,711,554,1265,56.21
NC,2008-11-04,MECKLENBURG,PCT 49,CITY OF CHARLOTTE HOUSING BONDS,740,565,1305,56.7
NC,2008-11-04,MECKLENBURG,PCT 5,CITY OF CHARLOTTE HOUSING BONDS,650,234,884,73.53
NC,2008-11-04,MECKLENBURG,PCT 50,CITY OF CHARLOTTE HOUSING BONDS,585,528,1113,52.56
NC,2008-11-04,MECKLENBURG,PCT 51,CITY OF CHARLOTTE HOUSING BONDS,885,701,1586,55.8
NC,2008-11-04,MECKLENBURG,PCT 52,CITY OF CHARLOTTE HOUSING BONDS,1391,189,1580,88.04
NC,2008-11-04,MECKLENBURG,PCT 53,CITY OF CHARLOTTE HOUSING BONDS,1327,293,1620,81.91
NC,2008-11-04,MECKLENBURG,PCT 54,CITY OF CHARLOTTE HOUSING BONDS,1328,118,1446,91.84
NC,2008-11-04,MECKLENBURG,PCT 55,CITY OF CHARLOTTE HOUSING BONDS,843,68,911,92.54
NC,2008-11-04,MECKLENBURG,PCT 56,CITY OF CHARLOTTE HOUSING BONDS,699,50,749,93.32
NC,2008-11-04,MECKLENBURG,PCT 57,CITY OF CHARLOTTE HOUSING BONDS,776,587,1363,56.93
NC,2008-11-04,MECKLENBURG,PCT 58,CITY OF CHARLOTTE HOUSING BONDS,460,399,859,53.55
NC,2008-11-04,MECKLENBURG,PCT 59,CITY OF CHARLOTTE HOUSING BONDS,475,359,834,56.95
NC,2008-11-04,MECKLENBURG,PCT 6,CITY OF CHARLOTTE HOUSING BONDS,1072,338,1410,76.03
NC,2008-11-04,MECKLENBURG,PCT 60,CITY OF CHARLOTTE HOUSING BONDS,1127,236,1363,82.69
NC,2008-11-04,MECKLENBURG,PCT 61,CITY OF CHARLOTTE HOUSING BONDS,898,442,1340,67.01
NC,2008-11-04,MECKLENBURG,PCT 62,CITY OF CHARLOTTE HOUSING BONDS,847,333,1180,71.78
NC,2008-11-04,MECKLENBURG,PCT 63,CITY OF CHARLOTTE HOUSING BONDS,818,343,1161,70.46
NC,2008-11-04,MECKLENBURG,PCT 64,CITY OF CHARLOTTE HOUSING BONDS,453,276,729,62.14
NC,2008-11-04,MECKLENBURG,PCT 65,CITY OF CHARLOTTE HOUSING BONDS,514,455,969,53.04
NC,2008-11-04,MECKLENBURG,PCT 66,CITY OF CHARLOTTE HOUSING BONDS,563,451,1014,55.52
NC,2008-11-04,MECKLENBURG,PCT 67,CITY OF CHARLOTTE HOUSING BONDS,513,525,1038,49.42
NC,2008-11-04,MECKLENBURG,PCT 68,CITY OF CHARLOTTE HOUSING BONDS,649,377,1026,63.26
NC,2008-11-04,MECKLENBURG,PCT 69,CITY OF CHARLOTTE HOUSING BONDS,1260,1315,2575,48.93
NC,2008-11-04,MECKLENBURG,PCT 7,CITY OF CHARLOTTE HOUSING BONDS,666,385,1051,63.37
NC,2008-11-04,MECKLENBURG,PCT 70,CITY OF CHARLOTTE HOUSING BONDS,813,653,1466,55.46
NC,2008-11-04,MECKLENBURG,PCT 71,CITY OF CHARLOTTE HOUSING BONDS,771,560,1331,57.93
NC,2008-11-04,MECKLENBURG,PCT 72,CITY OF CHARLOTTE HOUSING BONDS,542,496,1038,52.22
NC,2008-11-04,MECKLENBURG,PCT 73,CITY OF CHARLOTTE HOUSING BONDS,586,550,1136,51.58
NC,2008-11-04,MECKLENBURG,PCT 74,CITY OF CHARLOTTE HOUSING BONDS,799,604,1403,56.95
NC,2008-11-04,MECKLENBURG,PCT 75,CITY OF CHARLOTTE HOUSING BONDS,1007,990,1997,50.43
NC,2008-11-04,MECKLENBURG,PCT 76,CITY OF CHARLOTTE HOUSING BONDS,962,1043,2005,47.98
NC,2008-11-04,MECKLENBURG,PCT 77,CITY OF CHARLOTTE HOUSING BONDS,1257,183,1440,87.29
NC,2008-11-04,MECKLENBURG,PCT 78,CITY OF CHARLOTTE HOUSING BONDS,630,322,952,66.18
NC,2008-11-04,MECKLENBURG,PCT 79,CITY OF CHARLOTTE HOUSING BONDS,559,421,980,57.04
NC,2008-11-04,MECKLENBURG,PCT 8,CITY OF CHARLOTTE HOUSING BONDS,834,610,1444,57.76
NC,2008-11-04,MECKLENBURG,PCT 80,CITY OF CHARLOTTE HOUSING BONDS,1117,569,1686,66.25
NC,2008-11-04,MECKLENBURG,PCT 81,CITY OF CHARLOTTE HOUSING BONDS,1781,618,2399,74.24
NC,2008-11-04,MECKLENBURG,PCT 82,CITY OF CHARLOTTE HOUSING BONDS,1506,213,1719,87.61
NC,2008-11-04,MECKLENBURG,PCT 83,CITY OF CHARLOTTE HOUSING BONDS,1103,719,1822,60.54
NC,2008-11-04,MECKLENBURG,PCT 84,CITY OF CHARLOTTE HOUSING BONDS,949,325,1274,74.49
NC,2008-11-04,MECKLENBURG,PCT 85,CITY OF CHARLOTTE HOUSING BONDS,815,705,1520,53.62
NC,2008-11-04,MECKLENBURG,PCT 86,CITY OF CHARLOTTE HOUSING BONDS,679,702,1381,49.17
NC,2008-11-04,MECKLENBURG,PCT 87,CITY OF CHARLOTTE HOUSING BONDS,838,879,1717,48.81
NC,2008-11-04,MECKLENBURG,PCT 88,CITY OF CHARLOTTE HOUSING BONDS,778,892,1670,46.59
NC,2008-11-04,MECKLENBURG,PCT 89,CITY OF CHARLOTTE HOUSING BONDS,1864,1401,3265,57.09
NC,2008-11-04,MECKLENBURG,PCT 9,CITY OF CHARLOTTE HOUSING BONDS,1154,575,1729,66.74
NC,2008-11-04,MECKLENBURG,PCT 90,CITY OF CHARLOTTE HOUSING BONDS,513,553,1066,48.12
NC,2008-11-04,MECKLENBURG,PCT 91,CITY OF CHARLOTTE HOUSING BONDS,1323,1402,2725,48.55
NC,2008-11-04,MECKLENBURG,PCT 92,CITY OF CHARLOTTE HOUSING BONDS,967,819,1786,54.14
NC,2008-11-04,MECKLENBURG,PCT 93,CITY OF CHARLOTTE HOUSING BONDS,525,671,1196,43.9
NC,2008-11-04,MECKLENBURG,PCT 94,CITY OF CHARLOTTE HOUSING BONDS,782,412,1194,65.49
NC,2008-11-04,MECKLENBURG,PCT 95,CITY OF CHARLOTTE HOUSING BONDS,850,304,1154,73.66
NC,2008-11-04,MECKLENBURG,PCT 96,CITY OF CHARLOTTE HOUSING BONDS,613,649,1262,48.57
NC,2008-11-04,MECKLENBURG,PCT 97,CITY OF CHARLOTTE HOUSING BONDS,645,240,885,72.88
NC,2008-11-04,MECKLENBURG,PCT 98,CITY OF CHARLOTTE HOUSING BONDS,1011,277,1288,78.49
NC,2008-11-04,MECKLENBURG,PCT 99,CITY OF CHARLOTTE HOUSING BONDS,914,283,1197,76.36
NC,2008-11-04,MECKLENBURG,PROVISIONAL,CITY OF CHARLOTTE HOUSING BONDS,917,520,1437,63.81
NC,2008-11-04,MECKLENBURG,ABSENTEE BY MAIL,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,9122,7785,16907,53.95
NC,2008-11-04,MECKLENBURG,CURBSIDE,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,2925,470,3395,86.16
NC,2008-11-04,MECKLENBURG,PCT 1,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,707,298,1005,70.35
NC,2008-11-04,MECKLENBURG,PCT 10,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1075,398,1473,72.98
NC,2008-11-04,MECKLENBURG,PCT 100,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1008,666,1674,60.22
NC,2008-11-04,MECKLENBURG,PCT 101,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,882,673,1555,56.72
NC,2008-11-04,MECKLENBURG,PCT 102,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1586,687,2273,69.78
NC,2008-11-04,MECKLENBURG,PCT 103,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1315,892,2207,59.58
NC,2008-11-04,MECKLENBURG,PCT 104,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1609,276,1885,85.36
NC,2008-11-04,MECKLENBURG,PCT 105,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1581,592,2173,72.76
NC,2008-11-04,MECKLENBURG,PCT 106,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,782,441,1223,63.94
NC,2008-11-04,MECKLENBURG,PCT 107,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1483,557,2040,72.7
NC,2008-11-04,MECKLENBURG,PCT 108,CITY OF CHARLOTTE NEIGHBORHOOD IMPROVEMENT BONDS,1130,258,1388,81.41
