state_fips,county_fips,share65,frac,medinc
27,043,0.2226,0.1570,52169.0
27,045,0.2003,0.0627,52170.0
27,047,0.2155,0.2451,47418.0
27,049,0.1822,0.1437,60285.0
27,051,0.2315,0.0819,50570.0
27,053,0.1290,0.4862,68902.0
27,055,0.1949,0.0742,56276.0
27,057,0.2407,0.1303,52841.0
27,059,0.1467,0.1058,63134.0
27,061,0.2123,0.1500,52064.0
27,063,0.2040,0.1318,54001.0
27,065,0.1902,0.0923,48907.0
27,067,0.1745,0.3152,52597.0
27,069,0.2266,0.0803,55545.0
27,071,0.2236,0.1254,46807.0
27,073,0.2527,0.0850,50764.0
27,075,0.2412,0.0802,53093.0
27,077,0.2244,0.1226,46128.0
27,079,0.1666,0.1547,62672.0
27,081,0.2405,0.0654,52164.0
27,083,0.1471,0.2656,55051.0
27,085,0.1747,0.1554,60549.0
27,087,0.1743,0.6110,40849.0
27,089,0.2020,0.1224,55889.0
27,091,0.2215,0.1243,48478.0
27,093,0.1840,0.1055,58607.0
27,095,0.1755,0.1985,50633.0
27,097,0.1795,0.0748,54245.0
27,099,0.1807,0.3364,50878.0
27,101,0.2434,0.1193,50378.0
27,103,0.1468,0.1922,58839.0
27,105,0.1587,0.5492,50100.0
27,107,0.2078,0.1950,50775.0
27,109,0.1429,0.3304,70063.0
27,111,0.2271,0.1313,55357.0
27,113,0.1685,0.1651,51341.0
27,115,0.1883,0.1948,46332.0
27,117,0.2062,0.1934,51939.0
27,119,0.1726,0.2199,54270.0
27,121,0.2297,0.0710,53267.0
27,123,0.1334,0.5597,57299.0
27,125,0.1898,0.1369,52244.0
27,127,0.2080,0.2279,48520.0
27,129,0.2001,0.2069,56835.0
27,131,0.1426,0.2962,59863.0
27,133,0.1955,0.1107,55462.0
27,135,0.1580,0.1445,54416.0
27,137,0.1768,0.1624,50141.0
27,139,0.0956,0.3101,92898.0
27,141,0.1036,0.1491,79495.0
27,143,0.1771,0.1978,57052.0
27,145,0.1380,0.2263,55244.0
27,147,0.1637,0.2285,60970.0
27,149,0.1620,0.2110,54323.0
27,151,0.2172,0.1361,47130.0
27,153,0.2004,0.1540,48840.0
27,155,0.2481,0.1784,46764.0
27,157,0.1994,0.1011,57873.0
27,159,0.2088,0.1030,45597.0
27,161,0.1652,0.1961,54495.0
27,163,0.1327,0.2897,88329.0
27,165,0.1935,0.4032,48044.0
27,167,0.1811,0.1121,56583.0
27,169,0.1543,0.1598,54367.0
27,171,0.1146,0.1312,76407.0
27,173,0.1988,0.1781,51569.0
28,001,0.1726,0.5787,32673.0
28,003,0.1722,0.2948,41383.0
28,005,0.2149,0.5058,37085.0
28,007,0.1856,0.5250,32988.0
28,009,0.1869,0.5093,32467.0
28,011,0.1395,0.4869,30311.0
28,013,0.1768,0.4956,33906.0
28,015,0.2150,0.4760,39439.0
28,017,0.1602,0.5541,31937.0
28,019,0.2047,0.4571,35370.0
28,021,0.1446,0.2622,26959.0
28,023,0.1918,0.4786,38362.0
28,025,0.1694,0.5054,32360.0
28,027,0.1361,0.3763,25948.0
28,029,0.1594,0.5410,34723.0
28,031,0.1587,0.5048,36206.0
28,033,0.1214,0.4856,60610.0
28,035,0.1284,0.5341,35198.0
28,037,0.1807,0.4823,36391.0
28,039,0.1430,0.2268,48212.0
28,041,0.1433,0.4075,42699.0
28,043,0.1673,0.5180,35163.0
28,045,0.1765,0.2697,45911.0
28,047,0.1359,0.5180,42370.0
28,049,0.1255,0.4258,39158.0
28,051,0.1354,0.3012,24065.0
28,053,0.1497,0.3949,25625.0
28,055,0.1503,0.4799,28859.0
28,057,0.1706,0.1771,39296.0
28,059,0.1450,0.4834,46339.0
28,061,0.1859,0.5198,35092.0
28,063,0.1473,0.2542,26405.0
28,065,0.2027,0.5019,28845.0
28,067,0.1589,0.4927,36413.0
28,069,0.1859,0.5154,30381.0
28,071,0.1125,0.4477,43435.0
28,073,0.1236,0.4009,53205.0
28,075,0.1578,0.5346,38334.0
28,077,0.1688,0.4730,39460.0
28,079,0.1527,0.5999,35804.0
28,081,0.1407,0.4743,43098.0
28,083,0.1310,0.4090,26520.0
28,085,0.1592,0.4562,40627.0
28,087,0.1468,0.5352,41880.0
28,089,0.1191,0.5421,67482.0
28,091,0.1684,0.4751,34742.0
28,093,0.1564,0.5460,38006.0
28,095,0.1841,0.4563,38893.0
28,097,0.1973,0.5243,34264.0
28,099,0.1511,0.5814,38068.0
28,101,0.1602,0.5279,36991.0
28,103,0.1524,0.4204,28041.0
28,105,0.1029,0.5384,38011.0
28,107,0.1458,0.5310,35517.0
28,109,0.1755,0.3093,43420.0
28,111,0.1664,0.3613,37777.0
28,113,0.1591,0.5278,31976.0
28,115,0.1442,0.3765,39977.0
28,117,0.1743,0.2891,38550.0
28,119,0.1546,0.4364,26467.0
28,121,0.1397,0.3974,58426.0
28,123,0.1438,0.5998,34469.0
28,125,0.1639,0.4346,27589.0
28,127,0.1623,0.4970,37742.0
28,129,0.1780,0.3904,40637.0
28,131,0.1453,0.3728,42295.0
28,133,0.1192,0.4064,28184.0
28,135,0.1380,0.5555,29474.0
28,137,0.1523,0.4845,43376.0
28,139,0.1590,0.3716,38297.0
28,141,0.1967,0.1253,37740.0
28,143,0.1079,0.3767,30970.0
28,145,0.1580,0.3577,42120.0
28,147,0.1838,0.5336,31202.0
28,149,0.1501,0.5377,40465.0
28,151,0.1392,0.4226,27539.0
28,153,0.1601,0.5116,35989.0
28,155,0.1699,0.3517,40214.0
28,157,0.1611,0.4296,28535.0
28,159,0.1878,0.5321,35216.0
28,161,0.1878,0.5120,36062.0
28,163,0.1302,0.5448,34218.0
29,001,0.1405,0.1703,40222.0
29,003,0.1753,0.0963,58675.0
29,005,0.2434,0.0607,46339.0
29,007,0.1645,0.2256,42480.0
29,009,0.1983,0.2388,37467.0
29,011,0.1893,0.1397,39633.0
29,013,0.1892,0.1035,45887.0
29,015,0.2956,0.0916,34156.0
29,017,0.1906,0.0663,41623.0
29,019,0.1088,0.3539,50865.0
29,021,0.1499,0.2870,48294.0
29,023,0.1808,0.2065,35509.0
29,025,0.1912,0.0999,44470.0
29,027,0.1475,0.1793,50514.0
29,029,0.2645,0.1035,49393.0
29,031,0.1559,0.2462,49615.0
29,033,0.2062,0.0975,43638.0
29,035,0.1885,0.1018,32269.0
29,037,0.1582,0.2092,62996.0
29,039,0.2325,0.0956,37654.0
29,041,0.2291,0.0921,46230.0
29,043,0.1449,0.1207,54044.0
29,045,0.1958,0.0560,43225.0
29,047,0.1324,0.3144,65106.0
29,049,0.1737,0.1133,59655.0
29,051,0.1470,0.3100,56393.0
29,053,0.1681,0.2134,46632.0
29,055,0.1824,0.0869,38491.0
29,057,0.2229,0.1155,38516.0
29,059,0.1976,0.1004,37780.0
29,061,0.1974,0.0724,43135.0
29,063,0.1539,0.2774,44429.0
29,065,0.2076,0.1003,36808.0
29,067,0.2315,0.0892,32979.0
29,069,0.1738,0.3267,31920.0
29,071,0.1599,0.0907,50438.0
29,073,0.2146,0.0703,47717.0
29,075,0.1949,0.0682,43811.0
29,077,0.1549,0.2173,43885.0
29,079,0.2115,0.1046,38763.0
29,081,0.2154,0.0821,38005.0
29,083,0.2083,0.1174,42455.0
29,085,0.3340,0.0901,31320.0
29,087,0.2324,0.0694,42845.0
29,089,0.1752,0.1744,44634.0
29,091,0.1883,0.1060,36604.0
29,093,0.2075,0.1030,33415.0
29,095,0.1396,0.5416,48364.0
29,097,0.1448,0.2720,43724.0
29,099,0.1356,0.1013,58747.0
29,101,0.1195,0.2510,44109.0
29,103,0.2145,0.0671,40356.0
29,105,0.1719,0.1175,40741.0
29,107,0.1816,0.1488,50325.0
29,109,0.1781,0.1886,41619.0
29,111,0.1798,0.1368,45592.0
29,113,0.1259,0.1274,54584.0
29,115,0.2015,0.0901,39618.0
29,117,0.1924,0.1305,40808.0
29,119,0.1462,0.3710,37939.0
29,121,0.2134,0.1138,41080.0
29,123,0.1862,0.1029,35745.0
29,125,0.2037,0.0798,43970.0
29,127,0.1697,0.1820,41297.0
29,129,0.2041,0.0772,43244.0
29,131,0.1787,0.0917,40077.0
29,133,0.1677,0.4230,33283.0
29,135,0.1498,0.1931,50525.0
29,137,0.2211,0.1254,44048.0
29,139,0.1960,0.1076,41470.0
29,141,0.2362,0.1075,39219.0
29,143,0.1796,0.3338,36386.0
29,145,0.1717,0.2435,46125.0
29,147,0.1420,0.1374,44119.0
29,149,0.2197,0.1067,33573.0
29,151,0.1664,0.0428,55962.0
29,153,0.2662,0.0844,31838.0
29,155,0.1570,0.4558,29621.0
29,157,0.1687,0.0828,47226.0
29,159,0.1573,0.2604,42137.0
29,161,0.1538,0.2030,40676.0
29,163,0.1686,0.2118,43007.0
29,165,0.1356,0.3157,72548.0
29,167,0.1767,0.1160,41326.0
29,169,0.0807,0.4893,46756.0
29,171,0.2370,0.0644,37286.0
29,173,0.2002,0.0805,51015.0
29,175,0.1562,0.2016,39976.0
29,177,0.1737,0.1158,54361.0
29,179,0.2190,0.1082,34076.0
29,181,0.1964,0.0863,34069.0
29,183,0.1370,0.2239,74009.0
29,185,0.2626,0.1061,35128.0
29,186,0.1798,0.0825,52806.0
29,187,0.1537,0.1502,41222.0
29,189,0.1681,0.4894,61569.0
29,195,0.1726,0.3318,41958.0
29,197,0.1900,0.0520,37851.0
29,199,0.1861,0.0466,41324.0
29,201,0.1696,0.2802,40285.0
29,203,0.2075,0.1074,28171.0
29,205,0.2021,0.0785,41696.0
29,207,0.1911,0.0844,38773.0
29,209,0.2888,0.0923,42186.0
29,211,0.1877,0.3573,41405.0
29,213,0.2034,0.1954,39320.0
29,215,0.1995,0.1670,34935.0
29,217,0.1829,0.1141,40186.0
29,219,0.1654,0.1544,51933.0
29,221,0.1576,0.1071,37986.0
29,223,0.2235,0.0890,32566.0
29,225,0.1490,0.1028,43418.0
29,227,0.2405,0.0642,43443.0
29,229,0.1895,0.0855,32634.0
29,510,0.1208,0.5866,37948.0
30,001,0.2074,0.1646,41083.0
30,003,0.1149,0.5193,41008.0
30,005,0.1448,0.5577,34667.0
30,007,0.2256,0.1164,51360.0
30,009,0.2326,0.1045,49389.0
30,011,0.2415,0.0548,46398.0
30,013,0.1731,0.2563,45597.0
30,015,0.1872,0.3742,40280.0
30,017,0.1835,0.1452,47510.0
30,019,0.2406,0.1279,43918.0
30,021,0.1665,0.1478,56648.0
30,023,0.2143,0.1779,37979.0
30,025,0.1580,0.0977,59928.0
30,027,0.2291,0.1064,43823.0
30,029,0.1768,0.1314,48063.0
30,031,0.1142,0.1494,57358.0
30,033,0.2118,0.0580,45987.0
30,035,0.1142,0.5100,31666.0
30,037,0.2531,0.1681,37883.0
30,039,0.2798,0.1103,43470.0
30,041,0.1397,0.4520,44178.0
30,043,0.1868,0.1322,62508.0
30,045,0.2336,0.0727,45472.0
30,047,0.2027,0.5138,39383.0
30,049,0.1676,0.1564,56755.0
30,051,0.1936,0.0639,40052.0
30,053,0.2587,0.1306,37281.0
30,055,0.2353,0.0936,44387.0
30,057,0.2697,0.1375,49872.0
30,059,0.2702,0.0905,41391.0
30,061,0.2679,0.1612,39584.0
30,063,0.1414,0.1929,44998.0
30,065,0.2308,0.1527,41791.0
30,067,0.2037,0.1195,45642.0
30,069,0.2426,0.0619,42919.0
30,071,0.2072,0.2749,38105.0
30,073,0.1949,0.3153,41168.0
30,075,0.2398,0.1194,50491.0
30,077,0.1903,0.1808,42755.0
30,079,0.2877,0.1590,42187.0
30,081,0.2380,0.1275,48468.0
30,083,0.1271,0.2009,68196.0
30,085,0.1004,0.5468,39147.0
30,087,0.1367,0.5568,51732.0
30,089,0.2757,0.1816,36564.0
30,091,0.2007,0.1479,50857.0
30,093,0.1737,0.1726,42658.0
30,095,0.2031,0.1295,60052.0
30,097,0.2398,0.1096,48361.0
30,099,0.2173,0.1143,47598.0
30,101,0.1570,0.2190,43879.0
30,103,0.2705,0.1631,49679.0
30,105,0.2156,0.2736,46698.0
30,107,0.2335,0.1524,35665.0
30,109,0.2127,0.1094,49533.0
30,111,0.1561,0.2367,57326.0
31,001,0.1676,0.2356,48579.0
31,003,0.2287,0.0856,48546.0
31,005,0.2173,0.1141,50753.0
31,007,0.2208,0.1181,54115.0
31,009,0.2201,0.0331,44824.0
31,011,0.2205,0.0619,54070.0
31,013,0.1644,0.3077,54652.0
31,015,0.2862,0.0929,42539.0
31,017,0.2475,0.0701,46856.0
31,019,0.1331,0.2238,55813.0
31,021,0.2343,0.1234,49792.0
31,023,0.2012,0.0949,55542.0
31,025,0.1612,0.1090,66519.0
31,027,0.2096,0.0624,56092.0
31,029,0.1986,0.2460,55319.0
31,031,0.2162,0.2089,54564.0
31,033,0.1660,0.1832,57255.0
31,035,0.1933,0.1916,51431.0
31,037,0.1299,0.5410,50744.0
31,039,0.2140,0.2054,56995.0
31,041,0.2151,0.0940,51014.0
31,043,0.1303,0.5983,49093.0
31,045,0.1778,0.2646,44135.0
31,047,0.1532,0.5255,47991.0
31,049,0.2393,0.1579,47641.0
31,051,0.1943,0.2518,52152.0
31,053,0.1878,0.2612,48969.0
31,055,0.1190,0.4741,58405.0
31,057,0.2379,0.1861,45745.0
31,059,0.2249,0.1151,54086.0
31,061,0.2613,0.0809,44911.0
31,063,0.2182,0.0740,50700.0
31,065,0.2323,0.1080,40032.0
31,067,0.2002,0.0943,50746.0
31,069,0.2766,0.1467,42186.0
31,071,0.2756,0.0410,44643.0
31,073,0.2400,0.1531,56882.0
31,075,0.2105,0.0547,56646.0
31,077,0.2456,0.0728,44920.0
31,079,0.1431,0.4608,50093.0
31,081,0.1825,0.0920,65103.0
31,083,0.2473,0.0736,47844.0
31,085,0.2339,0.1163,50516.0
31,087,0.2407,0.1073,43054.0
31,089,0.2122,0.1103,50434.0
31,091,0.2899,0.0895,42989.0
31,093,0.2087,0.0857,52464.0
31,095,0.2296,0.1135,46812.0
31,097,0.1811,0.3314,47382.0
31,099,0.1912,0.1410,50645.0
31,101,0.2458,0.1753,46888.0
31,103,0.2785,0.0396,45886.0
31,105,0.2252,0.2364,45769.0
31,107,0.2372,0.2454,45566.0
31,109,0.1260,0.3152,54422.0
31,111,0.1784,0.2101,53856.0
31,113,0.1896,0.0979,51098.0
31,115,0.2838,0.0704,52862.0
31,117,0.2188,0.0561,57175.0
31,119,0.1547,0.3254,51330.0
31,121,0.1926,0.1325,51219.0
31,123,0.1953,0.3011,49082.0
31,125,0.1982,0.0825,46958.0
31,127,0.1876,0.1098,52034.0
31,129,0.2633,0.0909,41956.0
31,131,0.1928,0.1900,53015.0
31,133,0.2735,0.0880,43646.0
31,135,0.2132,0.1001,58066.0
31,137,0.1968,0.1365,55566.0
31,139,0.1786,0.0613,56744.0
31,141,0.1623,0.3255,58554.0
31,143,0.2096,0.1166,61965.0
31,145,0.1955,0.1465,49308.0
31,147,0.2344,0.1453,44648.0
31,149,0.2449,0.0527,51447.0
31,151,0.1484,0.4349,55850.0
31,153,0.1057,0.3166,73856.0
31,155,0.1766,0.0835,61025.0
31,157,0.1795,0.4141,43428.0
31,159,0.1626,0.0955,62455.0
31,161,0.2373,0.3206,47005.0
31,163,0.2523,0.0637,42643.0
31,165,0.2281,0.1378,55606.0
31,167,0.1592,0.1404,56423.0
31,169,0.2468,0.0881,48947.0
31,171,0.2294,0.0676,48754.0
31,173,0.1195,0.5565,42290.0
31,175,0.2409,0.0792,49929.0
31,177,0.1694,0.0973,68435.0
31,179,0.1496,0.1740,54503.0
31,181,0.2252,0.1403,40444.0
31,183,0.2490,0.0554,55106.0
31,185,0.1921,0.1618,59500.0
32,001,0.1797,0.4253,54134.0
32,003,0.1377,0.6855,51624.0
32,005,0.2541,0.3212,63620.0
32,007,0.1022,0.4865,76518.0
32,009,0.2976,0.4664,49057.0
32,011,0.1557,0.3335,65459.0
32,013,0.1164,0.4894,68060.0
32,015,0.1398,0.4578,76713.0
32,017,0.2274,0.2562,51788.0
32,019,0.2044,0.3876,51934.0
32,021,0.2570,0.5529,42164.0
32,023,0.2850,0.3777,43819.0
32,027,0.1503,0.5033,54416.0
32,029,0.2743,0.2779,61594.0
32,031,0.1509,0.5281,56457.0
32,033,0.1608,0.4429,54975.0
32,510,0.1936,0.4785,47015.0
33,001,0.2032,0.0918,63377.0
33,003,0.2539,0.0731,54351.0
33,005,0.1791,0.1076,60339.0
33,007,0.2186,0.0919,40286.0
33,009,0.1880,0.1676,57827.0
33,011,0.1434,0.2605,73474.0
33,013,0.1635,0.1360,68148.0
33,015,0.1593,0.1319,87103.0
33,017,0.1396,0.1676,60931.0
33,019,0.1973,0.0873,53804.0
34,001,0.1647,0.6137,53296.0
34,003,0.1647,0.5945,88512.0
34,005,0.1596,0.4925,74844.0
34,007,0.1464,0.6004,63589.0
34,009,0.2451,0.2564,55632.0
34,011,0.1416,0.6499,50259.0
34,013,0.1295,0.6933,52206.0
34,015,0.1450,0.3547,76780.0
34,017,0.1131,0.6925,60053.0
34,019,0.1660,0.2466,102797.0
34,021,0.1424,0.6593,72172.0
34,023,0.1388,0.6915,78249.0
34,025,0.1616,0.4068,86722.0
34,027,0.1588,0.4453,101754.0
34,029,0.2214,0.2654,63478.0
34,031,0.1368,0.6423,55723.0
34,033,0.1756,0.4086,63988.0
34,035,0.1438,0.6037,99059.0
34,037,0.1542,0.2285,84431.0
34,039,0.1368,0.6842,70581.0
34,041,0.1666,0.2965,71672.0
35,001,0.1467,0.5946,47870.0
35,003,0.3823,0.4035,36570.0
35,005,0.1490,0.5273,39265.0
35,006,0.1479,0.6615,35580.0
35,007,0.2471,0.5346,37269.0
35,009,0.1185,0.5855,41879.0
35,011,0.2563,0.5196,33427.0
35,013,0.1446,0.4632,39421.0
35,015,0.1390,0.5391,60407.0
35,017,0.2489,0.5338,39792.0
35,019,0.1855,0.3424,31710.0
35,021,0.3282,0.5045,39561.0
35,023,0.2042,0.5086,34336.0
35,025,0.1038,0.5343,54686.0
35,027,0.2704,0.4931,40297.0
35,028,0.1725,0.4373,107126.0
35,029,0.2040,0.4694,27151.0
35,031,0.1096,0.4278,29040.0
35,033,0.2421,0.3254,31816.0
35,035,0.1650,0.6054,38381.0
35,037,0.2384,0.5459,29047.0
35,039,0.1743,0.4534,37319.0
35,041,0.1308,0.5472,38053.0
35,043,0.1576,0.6398,62833.0
35,045,0.1305,0.6634,49173.0
35,047,0.1947,0.3629,32303.0
35,049,0.2080,0.5510,55247.0
35,051,0.3455,0.4735,29432.0
35,053,0.1701,0.6168,33673.0
35,055,0.2314,0.5470,37092.0
35,057,0.1884,0.5497,35950.0
35,059,0.1919,0.5406,36715.0
35,061,0.1600,0.5247,42395.0
36,001,0.1569,0.4377,57312.0
36,003,0.1749,0.1043,44331.0
36,005,0.1181,0.5915,35102.0
36,007,0.1792,0.2831,46067.0
36,009,0.1770,0.1715,40933.0
36,011,0.1738,0.1770,51925.0
36,013,0.1849,0.2210,43973.0
36,015,0.1742,0.2450,51285.0
36,017,0.1922,0.0958,49082.0
36,019,0.1571,0.1800,46747.0
36,021,0.2155,0.2365,58335.0
36,023,0.1518,0.1327,49894.0
36,025,0.2270,0.1422,42907.0
36,027,0.1610,0.4461,71348.0
36,029,0.1686,0.3978,52176.0
36,031,0.2131,0.1433,52282.0
36,033,0.1560,0.3148,45682.0
36,035,0.1827,0.1297,46543.0
36,037,0.1754,0.1710,53771.0
36,039,0.2052,0.2580,48144.0
36,041,0.2813,0.0845,47997.0
36,043,0.1904,0.0958,49504.0
36,045,0.1234,0.3160,50179.0
36,047,0.1287,0.7228,51026.0
36,049,0.1670,0.0782,50846.0
36,051,0.1633,0.1697,53945.0
36,053,0.1635,0.1233,58094.0
36,055,0.1588,0.4615,54204.0
36,057,0.1770,0.2982,44414.0
36,059,0.1678,0.5683,101568.0
36,061,0.1539,0.6788,75136.0
36,063,0.1769,0.2515,48517.0
36,065,0.1770,0.3042,47390.0
36,067,0.1569,0.3826,57114.0
36,069,0.1822,0.1781,58085.0
36,071,0.1303,0.5156,71162.0
36,073,0.1656,0.2446,48126.0
36,075,0.1487,0.1087,49391.0
36,077,0.1941,0.1571,47942.0
36,079,0.1560,0.3311,90497.0
36,081,0.1441,0.7558,60241.0
36,083,0.1569,0.2844,60117.0
36,085,0.1516,0.5592,71058.0
36,087,0.1516,0.5458,84249.0
36,089,0.1590,0.1492,42811.0
36,091,0.1645,0.1682,75029.0
36,093,0.1617,0.4167,59432.0
36,095,0.1966,0.1204,50588.0
36,097,0.1939,0.0877,49664.0
36,099,0.1771,0.1965,49813.0
36,101,0.1805,0.1168,47352.0
36,103,0.1567,0.4825,87634.0
36,105,0.1770,0.4385,49161.0
36,107,0.1857,0.0888,57541.0
36,109,0.1291,0.3765,55839.0
36,111,0.1801,0.3430,58328.0
36,113,0.2027,0.1096,54492.0
36,115,0.1776,0.1387,51188.0
36,117,0.1720,0.1809,51273.0
36,119,0.1607,0.6194,85688.0
36,121,0.1591,0.1904,52796.0
36,123,0.1897,0.0936,46392.0
37,001,0.1629,0.5222,41566.0
37,003,0.1873,0.2361,41092.0
37,005,0.2584,0.2311,36113.0
37,007,0.1676,0.5612,35307.0
37,009,0.2366,0.1363,35238.0
37,011,0.2043,0.2012,37120.0
37,013,0.2218,0.4981,41725.0
37,015,0.1969,0.5023,31967.0
37,017,0.1951,0.5786,33882.0
37,019,0.2792,0.3177,48831.0
37,021,0.1848,0.2876,45094.0
37,023,0.1889,0.3162,42711.0
37,025,0.1267,0.4937,57881.0
37,027,0.1843,0.2179,39636.0
37,029,0.1507,0.3367,62000.0
37,031,0.2266,0.2469,50837.0
37,033,0.1989,0.5151,40504.0
37,035,0.1666,0.3989,41745.0
37,037,0.2268,0.4536,58860.0
37,039,0.2774,0.1568,38284.0
37,041,0.2288,0.5196,40794.0
37,043,0.2913,0.1099,38980.0
37,045,0.1754,0.4157,40237.0
37,047,0.1834,0.5483,34478.0
37,049,0.1747,0.5108,47805.0
37,051,0.1091,0.6534,42380.0
37,053,0.1524,0.2275,66426.0
37,055,0.1905,0.2236,53585.0
37,057,0.1707,0.3292,46400.0
37,059,0.1959,0.2682,52525.0
37,061,0.1707,0.6216,38397.0
37,063,0.1156,0.6616,53875.0
37,065,0.1766,0.5329,32529.0
37,067,0.1486,0.5856,47346.0
37,069,0.1549,0.5193,48009.0
37,071,0.1534,0.4207,45031.0
37,073,0.1852,0.5014,46387.0
37,075,0.2292,0.2333,33827.0
37,077,0.1574,0.5519,50314.0
37,079,0.1515,0.6222,35060.0
37,081,0.1418,0.6116,48283.0
37,083,0.1886,0.5672,31952.0
37,085,0.1152,0.5526,48301.0
37,087,0.2386,0.1311,43573.0
37,089,0.2464,0.2824,47280.0
37,091,0.1800,0.5252,34453.0
37,093,0.0872,0.6986,42819.0
37,095,0.1808,0.5397,37074.0
37,097,0.1484,0.3919,55848.0
37,099,0.1849,0.3310,41537.0
37,101,0.1246,0.4832,52681.0
37,103,0.2032,0.5121,39688.0
37,105,0.1540,0.5846,44294.0
37,107,0.1837,0.5845,37085.0
37,109,0.1640,0.2628,49343.0
37,111,0.1901,0.2183,37430.0
37,113,0.2693,0.1909,41395.0
37,115,0.2070,0.1118,37899.0
37,117,0.2110,0.5486,36543.0
37,119,0.1036,0.6515,57029.0
37,121,0.2353,0.1370,39955.0
37,123,0.1876,0.5410,39096.0
37,125,0.2378,0.3819,52139.0
37,127,0.1690,0.5793,43450.0
37,129,0.1625,0.3828,52456.0
37,131,0.2345,0.5186,33301.0
37,133,0.0831,0.5135,46144.0
37,135,0.1226,0.4866,61570.0
37,137,0.2710,0.4102,41004.0
37,139,0.1582,0.5617,42171.0
37,141,0.1728,0.4088,49390.0
37,143,0.2583,0.4223,42337.0
37,145,0.1804,0.4817,43917.0
37,147,0.1187,0.5682,41909.0
37,149,0.2881,0.2213,45672.0
37,151,0.1651,0.3430,43216.0
37,153,0.1676,0.5660,33017.0
37,155,0.1371,0.7166,32128.0
37,157,0.1882,0.4301,40148.0
37,159,0.1654,0.4342,44862.0
37,161,0.2013,0.2877,36998.0
37,163,0.1642,0.6303,40660.0
37,165,0.1647,0.6416,35447.0
37,167,0.1794,0.3254,44878.0
37,169,0.1946,0.1608,42889.0
37,171,0.1927,0.2737,38408.0
37,173,0.1847,0.5331,36103.0
37,175,0.2901,0.1800,45792.0
37,177,0.1971,0.5896,33759.0
37,179,0.1170,0.4351,71690.0
37,181,0.1705,0.5775,32698.0
37,183,0.1050,0.5731,70629.0
37,185,0.2296,0.5894,34149.0
37,187,0.2237,0.5611,35146.0
37,189,0.1475,0.1481,41762.0
37,191,0.1505,0.5946,41161.0
37,193,0.2008,0.2223,40647.0
37,195,0.1656,0.6033,41276.0
37,197,0.1904,0.2669,41208.0
37,199,0.2395,0.1346,36418.0
38,001,0.2591,0.1211,48106.0
38,003,0.2057,0.1391,51053.0
38,005,0.1245,0.5421,39969.0
38,007,0.1973,0.1305,76913.0
38,009,0.2198,0.1507,56645.0
38,011,0.1932,0.1449,62892.0
38,013,0.1813,0.1266,68477.0
38,015,0.1458,0.1887,66057.0
38,017,0.1100,0.2345,55946.0
38,019,0.2631,0.0869,57200.0
38,021,0.2101,0.1242,56325.0
38,023,0.2261,0.1411,62922.0
38,025,0.1367,0.3200,73135.0
38,027,0.2234,0.1760,47804.0
38,029,0.2749,0.0736,46952.0
38,031,0.2168,0.0780,53408.0
38,033,0.1969,0.1222,56948.0
38,035,0.1158,0.2694,52022.0
38,037,0.2750,0.0954,40879.0
38,039,0.2850,0.0549,47222.0
38,041,0.2187,0.1467,53403.0
38,043,0.2221,0.1079,46800.0
38,045,0.2507,0.0546,58638.0
38,047,0.2698,0.0700,50047.0
38,049,0.1951,0.0946,56351.0
38,051,0.3025,0.0886,48494.0
38,053,0.0804,0.3738,82906.0
38,055,0.2159,0.1924,62480.0
38,057,0.1702,0.1351,75698.0
38,059,0.1515,0.1738,64260.0
38,061,0.1089,0.5278,65606.0
38,063,0.2735,0.1261,48196.0
38,065,0.2038,0.1253,65798.0
38,067,0.2158,0.1604,58683.0
38,069,0.2221,0.1433,43419.0
38,071,0.1849,0.2813,51607.0
38,073,0.2051,0.0998,60122.0
38,075,0.1870,0.0904,65651.0
38,077,0.1629,0.1562,56942.0
38,079,0.1067,0.3829,37634.0
38,081,0.2108,0.1250,58626.0
38,083,0.3036,0.1045,38234.0
38,085,0.0701,0.3463,32895.0
38,087,0.2228,0.1157,56833.0
38,089,0.1217,0.2252,76844.0
38,091,0.2266,0.0803,61352.0
38,093,0.1774,0.1359,54925.0
38,095,0.2297,0.1214,51561.0
38,097,0.1906,0.1381,54814.0
38,099,0.2056,0.2605,51749.0
38,101,0.1149,0.2880,61170.0
38,103,0.2691,0.0641,51857.0
38,105,0.0874,0.3162,89860.0
39,001,0.1669,0.0675,36609.0
39,003,0.1637,0.3192,49297.0
39,005,0.1757,0.0760,48338.0
39,007,0.1764,0.1877,44258.0
39,009,0.1167,0.1899,38400.0
39,011,0.1706,0.0774,58840.0
39,013,0.1922,0.1328,45675.0
39,015,0.1712,0.0639,47202.0
39,017,0.1361,0.3133,58954.0
39,019,0.1958,0.0694,52166.0
39,021,0.1710,0.1239,58837.0
39,023,0.1828,0.2784,47651.0
39,025,0.1467,0.1139,62214.0
39,027,0.1565,0.1235,47055.0
39,029,0.1873,0.1108,42301.0
39,031,0.1813,0.0762,41643.0
39,033,0.1961,0.0852,41471.0
39,035,0.1692,0.5512,45506.0
39,037,0.1863,0.0710,51131.0
39,039,0.1707,0.2369,53936.0
39,041,0.1215,0.2460,97679.0
39,043,0.2026,0.2885,48129.0
39,045,0.1477,0.2297,61450.0
39,047,0.1675,0.1343,45068.0
39,049,0.1114,0.5282,53939.0
39,051,0.1629,0.1915,58782.0
39,053,0.1776,0.1227,38738.0
