vintage,state_fips,geo_type,geo_id,name,tenure_tot,tenure_own,pop,medinc,nhwhite,nhblack,nhasian,hisp,pop65
2010,06,county,047,"Merced County, California",73586,41135,250699,43844,82907,8902,18253,134778,22636
2010,06,county,049,"Modoc County, California",3977,2790,9605,34588,7610,96,124,1261,1812
2010,06,county,051,"Mono County, California",5283,2978,13905,55087,9644,102,34,3484,1157
2010,06,county,053,"Monterey County, California",124963,66731,407435,59271,139535,12089,24523,218868,42555
2010,06,county,055,"Napa County, California",49179,31996,134051,67389,78109,2848,8519,41074,20021
2010,06,county,057,"Nevada County, California",41255,30531,98186,57121,85681,370,1247,7913,18243
2010,06,county,059,"Orange County, California",984503,599032,2965525,74344,1349803,45009,517048,973899,331871
2010,06,county,061,"Placer County, California",129153,94206,336477,74447,259985,4220,19406,41206,49765
2010,06,county,063,"Plumas County, California",10090,6615,20392,44000,17511,198,191,1593,3925
2010,06,county,065,"Riverside County, California",666906,467086,2109464,57768,863965,124715,118185,933529,244923
2010,06,county,067,"Sacramento County, California",508499,302429,1395144,56439,693823,139229,196168,289636,152525
2010,06,county,069,"San Benito County, California",16812,10807,54492,65771,21377,493,1242,29835,5129
2010,06,county,071,"San Bernardino County, California",596125,388167,2005287,55845,695292,170492,120343,960138,171357
2010,06,county,073,"San Diego County, California",1061789,593945,3022468,63069,1500807,145787,320667,940777,337724
2010,06,county,075,"San Francisco County, California",335956,126028,789172,71304,332062,47867,263278,116075,108173
2010,06,county,077,"San Joaquin County, California",212905,131357,673613,54341,251081,46449,93909,253771,68012
2010,06,county,079,"San Luis Obispo County, California",102434,62880,265577,57365,191596,5357,7867,52751,39100
2010,06,county,081,"San Mateo County, California",255758,156149,704327,85648,308979,19410,169912,172151,93047
2010,06,county,083,"Santa Barbara County, California",141793,76757,416051,60078,207440,7205,19672,170439,52907
2010,06,county,085,"Santa Clara County, California",596747,353399,1739396,86850,636231,41704,542920,456367,186574
2010,06,county,087,"Santa Cruz County, California",93802,55878,256901,65253,156672,2380,10148,79100,27471
2010,06,county,089,"Shasta County, California",69100,45574,176906,43944,146929,1451,4344,14162,28712
2010,06,county,091,"Sierra County, California",1437,1151,3366,52950,3042,37,5,264,678
2010,06,county,093,"Siskiyou County, California",20097,13098,44690,36981,35854,575,564,4454,8555
2010,06,county,095,"Solano County, California",139011,91447,410042,68409,171126,59514,58114,94832,44310
2010,06,county,097,"Sonoma County, California",184033,114787,474047,63274,320480,6629,18438,112084,63395
2010,06,county,099,"Stanislaus County, California",163841,101826,509682,51094,245803,13230,26026,206983,52736
2010,06,county,101,"Sutter County, California",31373,19380,93420,50944,48648,1452,12424,25945,11399
2010,06,county,103,"Tehama County, California",23510,15316,62575,38137,45764,374,693,13017,9769
2010,06,county,105,"Trinity County, California",5889,4328,13701,38725,11482,54,161,892,2483
2010,06,county,107,"Tulare County, California",126664,75081,429404,43851,146711,5362,13894,253058,40073
2010,06,county,109,"Tuolumne County, California",22192,15580,56074,47462,45999,1238,525,5740,10814
2010,06,county,111,"Ventura County, California",264305,175452,809080,75348,405113,13043,54081,315604,91302
2010,06,county,113,"Yolo County, California",69386,37548,196418,57077,100763,4408,24964,57963,18747
2010,06,county,115,"Yuba County, California",23750,14214,71160,46807,42363,1749,4823,17072,6928
2010,06,county,001,"Alameda County, California",532026,293277,1477980,69384,519461,183122,380906,323307,159693
2010,06,county,003,"Alpine County, California",410,301,1176,63478,746,0,48,63,116
2010,06,county,005,"Amador County, California",14715,11372,38327,54758,30784,705,428,4566,7389
2010,06,county,007,"Butte County, California",85465,52321,218635,43170,166463,3012,8658,29512,33075
2010,06,county,009,"Calaveras County, California",18794,14816,45994,54971,38615,467,631,4595,9212
2010,06,county,011,"Colusa County, California",6972,4490,21165,48016,8899,187,192,11136,2436
2010,06,county,013,"Contra Costa County, California",368087,255807,1024809,78385,505611,90756,143283,239836,123512
2010,06,county,015,"Del Norte County, California",9906,6031,28471,36118,18757,944,892,4896,3935
2010,06,county,017,"El Dorado County, California",68394,52353,179053,70000,144672,1104,5905,20641,24499
2010,06,county,019,"Fresno County, California",283836,156132,908830,46430,308759,43673,83715,446727,89645
2010,06,county,021,"Glenn County, California",9660,6518,27935,43074,16033,197,629,9989,3582
2010,06,county,023,"Humboldt County, California",54276,31240,133058,40089,104123,1414,2855,12251,17095
2010,06,county,025,"Imperial County, California",47304,26779,168052,38685,24627,5413,2419,132679,17293
2010,06,county,027,"Inyo County, California",7982,5109,18434,44808,12442,176,255,3310,3419
2010,06,county,029,"Kern County, California",248057,152284,815693,47089,327013,44029,30995,388756,72402
2010,06,county,031,"Kings County, California",40606,22738,151122,48684,55385,10931,5546,74726,11647
2010,06,county,033,"Lake County, California",25180,16902,64371,39491,48392,1367,676,10505,11024
2010,06,county,035,"Lassen County, California",10276,6545,35081,50317,23606,2849,642,5974,3232
2010,06,county,037,"Los Angeles County, California",3217889,1552091,9758256,55476,2772785,826481,1324132,4599258,1026041
2010,06,county,039,"Madera County, California",42089,26535,147738,46039,58687,5318,2715,76719,16489
2010,06,county,041,"Marin County, California",102727,65720,248601,89268,184583,7054,13885,35829,39383
2010,06,county,043,"Mariposa County, California",7724,5410,18290,49098,15252,99,208,1699,3624
2010,06,county,045,"Mendocino County, California",34374,21601,87487,43759,61160,619,1501,18468,13025
2010,06,place,04982,"Bellflower city, California",24091,9459,75944,50565,16443,9528,9019,38645,6485
2010,06,place,04996,"Bell Gardens city, California",10040,2515,42408,39167,1032,206,263,40740,2276
2010,06,place,05108,"Belmont city, California",10347,6153,25281,99913,15233,501,5153,2877,3381
2010,06,place,05164,"Belvedere city, California",924,680,2116,132065,1902,8,24,136,685
2010,06,place,05262,"Benbow CDP, California",227,184,569,56850,477,0,0,92,95
2010,06,place,05276,"Bend CDP, California",247,205,575,62344,527,0,7,21,115
2010,06,place,05290,"Benicia city, California",10916,7746,26959,87018,19083,1132,2016,3125,3460
2010,06,place,05332,"Ben Lomond CDP, California",2356,1775,6102,91250,5315,13,151,472,707
2010,06,place,05346,"Benton CDP, California",138,119,289,40119,221,0,0,34,56
2010,06,place,06000,"Berkeley city, California",43189,18718,109408,58617,58923,10311,22555,12302,11864
2010,06,place,06028,"Bermuda Dunes CDP, California",2996,1769,6879,64019,4921,230,74,1292,810
2010,06,place,06070,"Berry Creek CDP, California",545,451,1209,40156,994,0,3,65,230
2010,06,place,06150,"Bertsch-Oceanview CDP, California",856,726,2589,48286,1526,0,37,422,348
2010,06,place,06210,"Bethel Island CDP, California",1032,875,2191,36515,1741,23,34,371,602
2010,06,place,06308,"Beverly Hills city, California",14612,6422,33980,83463,29000,836,2091,1560,6495
2010,06,place,06336,"Bieber CDP, California",101,61,257,61250,186,0,13,51,36
2010,06,place,06406,"Big Bear City CDP, California",4540,3128,11937,40765,8484,140,103,2967,1865
2010,06,place,06434,"Big Bear Lake city, California",2091,1161,5171,32299,3840,35,0,1143,1127
2010,06,place,06475,"Big Bend CDP, California",55,44,91,38125,77,0,4,10,22
2010,06,place,06518,"Big Creek CDP, California",65,25,189,98750,155,0,0,0,22
2010,06,place,06560,"Biggs city, California",661,469,2077,52125,1262,0,8,662,208
2010,06,place,06567,"Big Lagoon CDP, California",63,53,189,53750,90,0,0,6,21
2010,06,place,06616,"Big Pine CDP, California",705,507,1682,57109,1285,13,2,207,287
2010,06,place,06635,"Big River CDP, California",646,504,1212,29444,984,31,0,125,421
2010,06,place,06728,"Biola CDP, California",274,156,997,33654,154,0,0,823,140
2010,06,place,06798,"Bishop city, California",1838,757,3826,37005,2379,0,143,1222,637
2010,06,place,06928,"Blackhawk CDP, California",3311,3097,9607,175766,6581,347,1689,610,1267
2010,06,place,06935,"Blacklake CDP, California",489,429,1195,101838,1168,0,10,0,549
2010,06,place,06982,"Black Point-Green Point CDP, California",503,452,1284,117625,1165,0,13,92,199
2010,06,place,06994,"Blairsden CDP, California",10,10,33,-666666666,0,0,0,23,0
2010,06,place,07036,"Bloomfield CDP, California",95,95,336,83073,284,0,11,0,41
2010,06,place,07064,"Bloomington CDP, California",5566,4207,24982,44464,3744,632,339,19686,1509
2010,06,place,07162,"Blue Lake city, California",518,295,1293,48750,1078,29,7,72,83
2010,06,place,07172,"Bluewater CDP, California",118,110,175,26875,162,0,0,13,125
2010,06,place,07218,"Blythe city, California",4634,2685,21164,41856,6434,3338,388,10554,1374
2010,06,place,07246,"Bodega CDP, California",111,81,207,95580,207,0,0,0,29
2010,06,place,07260,"Bodega Bay CDP, California",417,376,784,72013,626,0,74,63,197
2010,06,place,07274,"Bodfish CDP, California",966,704,1942,32667,1835,0,0,83,486
2010,06,place,07316,"Bolinas CDP, California",507,367,1162,52390,1097,0,35,25,215
2010,06,place,07372,"Bombay Beach CDP, California",143,129,300,23750,162,138,0,0,99
2010,06,place,07379,"Bonadelle Ranchos-Madera Ranchos CDP, California",2881,2602,8940,78547,5325,581,628,2129,898
2010,06,place,07414,"Bonita CDP, California",4676,3717,14065,76150,4929,712,1308,6678,2217
2010,06,place,07470,"Bonny Doon CDP, California",950,730,2410,92315,2181,48,59,89,235
2010,06,place,07498,"Bonsall CDP, California",1488,1193,4235,73712,3127,112,373,592,630
2010,06,place,07512,"Boonville CDP, California",379,193,1048,40096,458,0,0,580,165
2010,06,place,07525,"Bootjack CDP, California",401,300,918,52198,794,0,20,0,327
2010,06,place,07568,"Boron CDP, California",812,518,2075,37411,1343,95,35,496,232
2010,06,place,07578,"Boronda CDP, California",415,103,1778,37295,73,62,154,1423,133
2010,06,place,07596,"Borrego Springs CDP, California",1159,896,2412,50262,1454,0,34,894,921
2010,06,place,07624,"Bostonia CDP, California",5240,2414,14515,45300,8882,931,341,3955,2065
2010,06,place,07652,"Boulder Creek CDP, California",2258,1569,5386,71696,4898,0,108,124,422
2010,06,place,07694,"Boulevard CDP, California",21,10,31,-666666666,20,0,0,11,0
2010,06,place,07750,"Bowles CDP, California",36,19,183,59545,53,8,0,114,91
2010,06,place,07848,"Boyes Hot Springs CDP, California",2400,1188,6965,46794,3047,31,309,3320,704
2010,06,place,07946,"Bradbury city, California",289,274,978,147841,478,6,394,100,135
2010,06,place,07974,"Bradley CDP, California",34,14,80,55625,77,0,0,3,8
2010,06,place,08058,"Brawley city, California",7053,3801,24288,39676,3727,901,154,19381,2384
2010,06,place,08100,"Brea city, California",14386,9483,38427,79647,21996,434,6556,8629,4565
2010,06,place,08142,"Brentwood city, California",14805,11855,46283,89515,25562,2588,3428,12486,5040
2010,06,place,08172,"Bret Harte CDP, California",1285,698,5102,38087,652,89,0,4265,380
2010,06,place,08240,"Bridgeport CDP, California",155,87,402,75346,349,0,0,7,59
2010,06,place,08310,"Brisbane city, California",1698,1007,4098,90156,1665,33,1135,1030,362
2010,06,place,08338,"Broadmoor CDP, California",1346,1187,3917,75000,1305,21,1158,1089,624
2010,06,place,08478,"Brookdale CDP, California",834,605,1827,77303,1528,0,13,286,46
2010,06,place,08530,"Brooktrails CDP, California",1364,978,3495,46163,3045,0,164,122,486
2010,06,place,08680,"Buckhorn CDP, California",1321,1122,2712,51589,2539,0,0,131,792
2010,06,place,08716,"Buck Meadows CDP, California",0,0,0,-666666666,0,0,0,0,0
2010,06,place,08744,"Bucks Lake CDP, California",11,11,23,-666666666,23,0,0,0,0
2010,06,place,08758,"Buellton city, California",1507,928,4609,63988,2406,0,154,1849,479
2010,06,place,08786,"Buena Park city, California",23026,13085,79744,63295,23362,3252,21763,29111,7976
2010,06,place,08828,"Buena Vista CDP, California",204,189,518,31885,362,0,0,42,15
2010,06,place,08954,"Burbank city, California",41365,18268,102723,63356,61584,2018,11326,25375,13206
2010,06,place,08968,"Burbank CDP, California",1964,755,4927,54095,1852,55,556,2378,273
2010,06,place,09066,"Burlingame city, California",11526,5783,28204,81849,18287,467,5247,3172,4262
2010,06,place,09122,"Burney CDP, California",1312,894,3091,44632,2521,0,9,161,411
2010,06,place,09150,"Burnt Ranch CDP, California",109,75,232,28750,210,0,0,3,53
2010,06,place,09310,"Butte Creek Canyon CDP, California",488,467,1016,56987,969,0,0,45,134
2010,06,place,09318,"Butte Meadows CDP, California",18,18,30,141250,30,0,0,0,9
2010,06,place,09324,"Butte Valley CDP, California",369,357,948,74063,894,0,0,54,81
2010,06,place,09332,"Buttonwillow CDP, California",377,215,1675,36850,321,139,0,1168,53
2010,06,place,09346,"Byron CDP, California",433,377,1200,68810,945,59,0,143,176
2010,06,place,09353,"Bystrom CDP, California",1145,625,4010,34464,359,0,131,3401,271
2010,06,place,09360,"Cabazon CDP, California",610,285,1931,31417,1101,100,0,695,97
2010,06,place,09598,"Calabasas city, California",8339,6344,22686,116403,17437,590,2382,1665,2802
2010,06,place,09710,"Calexico city, California",9561,5336,36304,34848,977,62,416,34766,3699
2010,06,place,09780,"California City city, California",4326,2707,13264,47038,7409,1783,281,3306,1001
2010,06,place,09822,"California Hot Springs CDP, California",28,16,65,35250,65,0,0,0,54
2010,06,place,09834,"California Pines CDP, California",53,37,126,54297,106,0,0,14,15
2010,06,place,09864,"Calimesa city, California",3176,2741,7869,48945,5694,47,66,1828,1897
2010,06,place,09878,"Calipatria city, California",1867,1211,6953,38586,1134,19,0,5714,1019
2010,06,place,09892,"Calistoga city, California",2060,1203,5147,50128,2934,0,19,2130,904
2010,06,place,09948,"Callender CDP, California",447,325,1436,77768,793,0,0,643,95
2010,06,place,09990,"Calpella CDP, California",246,166,791,49388,650,52,0,61,89
2010,06,place,10004,"Calpine CDP, California",66,46,122,65625,122,0,0,0,7
2010,06,place,10031,"Calwa CDP, California",411,151,1627,31528,153,0,88,1386,71
2010,06,place,10042,"Camanche North Shore CDP, California",348,277,777,41848,644,0,0,133,134
2010,06,place,10044,"Camanche Village CDP, California",276,276,589,77000,535,0,30,0,9
2010,06,place,10046,"Camarillo city, California",23698,17032,63599,81518,39483,1161,6007,14912,10316
2010,06,place,10074,"Cambria CDP, California",2941,2266,6371,72066,4962,0,185,1104,2079
2010,06,place,10088,"Cambrian Park CDP, California",1084,927,3245,101848,2291,7,212,494,342
2010,06,place,10256,"Cameron Park CDP, California",6991,4924,17211,72169,13471,120,513,2671,2852
2010,06,place,10270,"Camino CDP, California",698,645,1732,50899,1636,0,0,96,474
2010,06,place,10301,"Camino Tassajara CDP, California",504,454,1725,171364,731,33,738,164,55
2010,06,place,10345,"Campbell city, California",16308,8504,38692,79464,22898,707,6014,6871,4317
2010,06,place,10494,"Camp Nelson CDP, California",52,14,66,9211,66,0,0,0,38
2010,06,place,10508,"Campo CDP, California",918,742,2960,57455,1602,183,68,901,307
2010,06,place,10559,"Camp Pendleton North CDP, California",1809,46,10104,38718,5984,1062,442,2066,0
2010,06,place,10561,"Camp Pendleton South CDP, California",2661,0,13402,52577,7716,1790,263,2964,35
2010,06,place,10676,"Camptonville CDP, California",77,35,188,27031,158,0,0,20,45
2010,06,place,10732,"Canby CDP, California",84,46,199,19615,168,0,0,0,67
2010,06,place,10816,"Cantua Creek CDP, California",44,10,190,20625,0,0,0,190,12
2010,06,place,10914,"Canyondam CDP, California",0,0,0,-666666666,0,0,0,0,0
2010,06,place,10928,"Canyon Lake city, California",3769,3187,10618,83845,8992,45,269,967,1633
2010,06,place,11040,"Capitola city, California",4684,1976,9801,52389,7410,109,299,1622,1480
2010,06,place,11166,"Caribou CDP, California",0,0,0,-666666666,0,0,0,0,0
2010,06,place,11194,"Carlsbad city, California",40152,27208,99753,84728,75920,764,7141,13281,12668
2010,06,place,11250,"Carmel-by-the-Sea city, California",1954,1175,3725,74489,3036,52,319,318,1272
2010,06,place,11324,"Carmel Valley Village CDP, California",1898,1264,4671,82217,3841,0,169,350,732
2010,06,place,11376,"Carmet CDP, California",20,20,31,107727,31,0,0,0,31
2010,06,place,11390,"Carmichael CDP, California",25451,14951,61806,54556,46524,2529,3419,6661,10800
2010,06,place,11418,"Carnelian Bay CDP, California",170,137,291,27422,291,0,0,0,158
2010,06,place,11446,"Carpinteria city, California",5031,2876,13122,63834,6218,34,436,6000,2076
2010,06,place,11481,"Carrick CDP, California",106,55,170,20156,170,0,0,0,52
2010,06,place,11530,"Carson city, California",24903,18982,91299,68425,6772,20903,23585,34209,11293
2010,06,place,11600,"Cartago CDP, California",31,13,54,66250,54,0,0,0,19
2010,06,place,11614,"Caruthers CDP, California",618,347,2883,44545,437,98,0,2245,215
2010,06,place,11656,"Casa Conejo CDP, California",898,772,3123,97770,2133,41,20,901,305
2010,06,place,11691,"Casa de Oro-Mount Helix CDP, California",6908,5317,19118,87075,13766,1340,510,3055,3357
2010,06,place,11754,"Casmalia CDP, California",98,12,400,42692,13,0,0,387,12
2010,06,place,11768,"Caspar CDP, California",336,192,828,69091,800,0,0,0,109
2010,06,place,11782,"Cassel CDP, California",127,97,458,56976,440,0,0,18,37
2010,06,place,11796,"Castaic CDP, California",5560,4683,18134,102272,10989,1052,1609,3956,1068
2010,06,place,11915,"Castle Hill CDP, California",481,468,1328,145125,1241,0,0,74,152
2010,06,place,11964,"Castro Valley CDP, California",22228,15454,60625,80113,31593,3729,12914,10127,7937
2010,06,place,11978,"Castroville CDP, California",1300,568,5490,44286,380,0,6,5069,332
2010,06,place,12048,"Cathedral City city, California",17837,11998,50597,45693,18585,780,1695,28602,7431
2010,06,place,12062,"Catheys Valley CDP, California",437,230,993,28355,748,0,0,150,198
2010,06,place,12132,"Cayucos CDP, California",1458,938,2859,53882,2579,0,13,235,625
2010,06,place,12146,"Cazadero CDP, California",169,116,362,40938,295,0,0,25,42
2010,06,place,12300,"Cedar Ridge CDP, California",485,399,1087,57478,988,1,4,33,203
2010,06,place,12314,"Cedar Slope CDP, California",0,0,0,-666666666,0,0,0,0,0
2010,06,place,12328,"Cedarville CDP, California",231,164,502,36250,362,0,19,117,114
2010,06,place,12412,"Centerville CDP, California",170,48,307,92115,272,0,11,0,23
2010,06,place,12524,"Ceres city, California",12922,8644,44153,50124,14616,1204,3854,23182,3599
2010,06,place,12552,"Cerritos city, California",14957,12157,49432,88743,7734,3386,31039,5469,7233
2010,06,place,12594,"Chalfant CDP, California",394,295,780,57566,712,0,0,9,98
2010,06,place,12612,"Challenge-Brownsville CDP, California",509,343,1321,56332,1159,57,0,0,184
2010,06,place,12669,"Channel Islands Beach CDP, California",1369,701,3235,65166,2769,0,34,327,311
2010,06,place,12734,"Charter Oak CDP, California",3066,1963,9298,67175,3903,130,684,4513,1014
2010,06,place,12818,"Cherokee CDP, California",17,12,56,50313,45,0,11,0,11
2010,06,place,12860,"Cherokee Strip CDP, California",46,46,222,45903,63,0,0,159,22
2010,06,place,12902,"Cherryland CDP, California",4294,1510,13326,50233,3282,1192,1099,7076,1275
2010,06,place,12916,"Cherry Valley CDP, California",2570,2297,6115,51563,4777,29,134,1061,1802
2010,06,place,12930,"Chester CDP, California",906,459,1841,44098,1755,0,0,0,406
2010,06,place,13014,"Chico city, California",33849,15208,85130,41835,62856,1472,3927,12602,8452
2010,06,place,13077,"Chilcoot-Vinton CDP, California",249,171,607,45388,488,0,119,0,0
2010,06,place,13157,"China Lake Acres CDP, California",628,396,1553,35102,1180,0,0,146,216
2010,06,place,13182,"Chinese Camp CDP, California",57,44,128,77750,116,0,0,12,12
2010,06,place,13210,"Chino city, California",20030,14425,77729,71659,22176,4513,7509,41247,5259
2010,06,place,13214,"Chino Hills city, California",22249,18536,74410,103891,26625,3089,20980,21036,4607
2010,06,place,13294,"Chowchilla city, California",3200,1553,18090,39902,7951,1949,260,7080,1076
2010,06,place,13364,"Chualar CDP, California",287,158,1337,48516,52,0,21,1255,89
2010,06,place,13392,"Chula Vista city, California",71813,43268,229614,63779,50984,10410,31946,128290,23465
2010,06,place,13560,"Citrus CDP, California",2680,2073,10108,65654,2167,153,306,7273,928
2010,06,place,13588,"Citrus Heights city, California",33436,19485,84351,53552,63059,3275,2696,13011,11797
2010,06,place,13756,"Claremont city, California",11174,7461,34713,82012,20927,1377,3549,7109,5106
2010,06,place,13784,"Clarksburg CDP, California",121,108,226,51250,196,0,0,0,140
2010,06,place,13854,"Clay CDP, California",371,285,1214,96350,853,0,70,266,138
2010,06,place,13882,"Clayton city, California",3852,3551,10819,135643,8794,99,801,708,1362
2010,06,place,13910,"Clear Creek CDP, California",77,70,168,59375,117,0,0,49,36
2010,06,place,13945,"Clearlake city, California",6223,3005,15074,26382,10136,651,77,3325,1782
2010,06,place,13966,"Clearlake Oaks CDP, California",767,528,1498,34934,1078,136,0,10,457
2010,06,place,13985,"Clearlake Riviera CDP, California",1150,790,3193,46222,2525,105,11,501,387
2010,06,place,14008,"Cleone CDP, California",266,217,701,41300,663,0,0,24,154
2010,06,place,14106,"Clio CDP, California",17,0,17,-666666666,17,0,0,0,0
2010,06,place,14148,"Clipper Mills CDP, California",55,55,98,158281,98,0,0,0,15
2010,06,place,14190,"Cloverdale city, California",3242,2070,8212,54309,5709,26,80,2300,1317
2010,06,place,14218,"Clovis city, California",31867,19839,91166,63229,54045,2935,8100,22365,9552
2010,06,place,14232,"Clyde CDP, California",212,174,604,96447,375,0,52,164,52
2010,06,place,14260,"Coachella city, California",8705,5685,38144,43018,1073,261,9,36304,1581
2010,06,place,14274,"Coalinga city, California",2544,1355,13086,46229,4864,1242,217,6364,744
2010,06,place,14288,"Coarsegold CDP, California",658,459,1606,35667,1512,0,0,64,455
2010,06,place,14302,"Cobb CDP, California",663,466,1938,70994,1723,0,14,96,212
2010,06,place,14406,"Coffee Creek CDP, California",88,81,177,53056,175,0,0,0,59
2010,06,place,14442,"Cohasset CDP, California",313,299,783,56328,763,9,0,0,107
2010,06,place,14450,"Cold Springs CDP (El Dorado County), California",214,198,562,95119,478,0,0,14,148
2010,06,place,14454,"Cold Springs CDP (Tuolumne County), California",85,85,306,82212,270,0,0,36,66
2010,06,place,14484,"Coleville CDP, California",180,8,605,56875,343,0,0,262,8
2010,06,place,14498,"Colfax city, California",768,441,1766,51667,1584,0,41,76,232
2010,06,place,14554,"College City CDP, California",43,43,92,63021,54,0,0,38,0
2010,06,place,14708,"Collierville CDP, California",701,523,2131,54125,1628,16,27,445,331
2010,06,place,14736,"Colma town, California",470,252,1527,83750,280,19,517,674,114
2010,06,place,14764,"Coloma CDP, California",155,108,481,77438,399,0,0,82,23
2010,06,place,14890,"Colton city, California",15205,8036,52187,43373,7234,5379,2818,35562,3384
2010,06,place,14904,"Columbia CDP, California",1147,660,2504,33494,2035,0,0,212,548
2010,06,place,14946,"Colusa city, California",2106,1406,5942,47596,2569,46,109,3124,827
2010,06,place,14974,"Commerce city, California",3094,1587,12758,50667,420,249,231,11644,1174
2010,06,place,15030,"Comptche CDP, California",87,87,96,2499,53,0,0,43,0
2010,06,place,15044,"Compton city, California",23442,13232,95761,43201,581,31480,225,60914,6577
2010,06,place,16000,"Concord city, California",44919,28233,121326,65123,64094,3524,13445,34576,13652
2010,06,place,16035,"Concow CDP, California",383,349,793,26648,646,16,13,7,170
2010,06,place,16210,"Copperopolis CDP, California",1553,1220,4021,59792,3661,129,34,149,583
2010,06,place,16224,"Corcoran city, California",3571,2009,25136,35051,4538,3120,643,16109,1276
2010,06,place,16322,"Corning city, California",2725,1488,7546,32729,4622,0,36,2599,880
2010,06,place,16350,"Corona city, California",43325,30010,150497,79180,58730,8111,13437,64358,9959
2010,06,place,16378,"Coronado city, California",6784,3406,19721,91071,14883,675,566,3078,3025
2010,06,place,16420,"Coronita CDP, California",739,664,2611,73092,976,53,50,1447,391
2010,06,place,16434,"Corralitos CDP, California",935,681,2692,79454,2025,16,31,620,192
2010,06,place,16462,"Corte Madera town, California",4061,2896,9110,100800,7760,68,828,347,1526
2010,06,place,16532,"Costa Mesa city, California",40104,17421,109316,64864,57832,1146,9567,37371,9352
2010,06,place,16560,"Cotati city, California",3176,1841,7073,64107,5820,115,359,681,538
2010,06,place,16580,"Coto de Caza CDP, California",4849,4487,15453,160655,13143,119,702,932,1052
2010,06,place,16630,"Cottonwood CDP, California",1098,777,3072,44364,2396,11,0,514,360
2010,06,place,16644,"Coultervillle CDP, California",64,50,162,11071,162,0,0,0,0
2010,06,place,16651,"Country Club CDP, California",3462,2313,8819,50883,4343,674,537,2776,1257
2010,06,place,16714,"Courtland CDP, California",123,60,371,43977,68,0,17,274,123
2010,06,place,16728,"Covelo CDP, California",523,424,1347,29205,733,5,55,161,249
2010,06,place,16742,"Covina city, California",15230,8765,47533,64141,15696,2125,5063,23296,5087
2010,06,place,16762,"Cowan CDP, California",114,114,350,31063,245,0,0,83,123
2010,06,place,17022,"Crescent City city, California",1827,479,7676,26612,3754,797,275,2169,616
2010,06,place,17050,"Crescent Mills CDP, California",41,8,118,37969,96,0,0,22,16
2010,06,place,17078,"Cressey CDP, California",155,152,692,70673,219,0,10,428,108
2010,06,place,17106,"Crest CDP, California",866,792,2144,81311,1790,0,13,326,288
2010,06,place,17162,"Crestline CDP, California",3542,2548,8936,54654,7136,75,85,1462,1028
2010,06,place,17204,"Crestmore Heights CDP, California",72,72,290,67857,99,0,0,191,52
2010,06,place,17232,"Creston CDP, California",26,7,67,83750,49,0,0,0,12
2010,06,place,17267,"C-Road CDP, California",80,80,268,53200,196,0,0,72,0
2010,06,place,17274,"Crockett CDP, California",1504,1092,3298,75300,2644,32,192,371,349
2010,06,place,17288,"Cromberg CDP, California",67,52,119,99844,119,0,0,0,20
2010,06,place,17372,"Crowley Lake CDP, California",210,173,554,86071,509,0,0,45,13
2010,06,place,17428,"Crows Landing CDP, California",95,29,529,82917,89,0,0,440,13
2010,06,place,17498,"Cudahy city, California",5597,1000,23854,41805,503,86,225,22858,1073
2010,06,place,17568,"Culver City city, California",16870,9578,38827,72199,18314,4043,5680,9118,5235
2010,06,place,17610,"Cupertino city, California",19575,12641,56498,120201,18664,496,33106,2370,6776
2010,06,place,17708,"Cutler CDP, California",1156,477,5058,30062,32,0,41,4985,331
2010,06,place,17722,"Cutten CDP, California",1407,783,3041,55524,2627,0,182,49,396
2010,06,place,17727,"Cuyama CDP, California",10,10,51,37500,4,0,0,47,9
2010,06,place,17750,"Cypress city, California",15729,11306,47314,83196,22146,1008,14654,7733,5531
2010,06,place,17918,"Daly City city, California",30695,17964,99829,74987,14294,2739,54896,24025,12763
2010,06,place,17946,"Dana Point city, California",14368,8857,33484,80609,27126,134,887,4382,5715
2010,06,place,17988,"Danville town, California",15177,12971,41738,129515,31946,367,4849,2433,5406
2010,06,place,17995,"Daphnedale Park CDP, California",49,14,49,25859,49,0,0,0,30
2010,06,place,18030,"Darwin CDP, California",23,16,30,30893,30,0,0,0,13
2010,06,place,18086,"Davenport CDP, California",121,61,309,95938,198,30,3,64,17
2010,06,place,18100,"Davis city, California",24196,10828,64842,59517,38156,1445,13162,8417,5117
2010,06,place,18153,"Day Valley CDP, California",1090,933,3256,102614,2811,0,11,340,372
2010,06,place,18324,"Deer Park CDP, California",528,252,1048,91250,874,0,79,58,196
2010,06,place,18352,"Del Aire CDP, California",3122,2370,9582,82251,3626,300,1182,4343,867
2010,06,place,18394,"Delano city, California",10126,5608,51310,35673,3984,2658,7065,36609,3509
2010,06,place,18450,"Delft Colony CDP, California",122,54,555,51094,45,0,0,510,64
2010,06,place,18464,"Delhi CDP, California",2709,2058,10481,50656,2543,91,679,7034,553
2010,06,place,18485,"Delleker CDP, California",298,220,560,28417,404,9,0,138,50
2010,06,place,18506,"Del Mar city, California",2055,1155,4178,112566,3924,0,69,0,772
2010,06,place,18590,"Del Monte Forest CDP, California",2058,1895,4254,111071,3699,0,304,167,1601
2010,06,place,18674,"Del Rey CDP, California",391,207,1767,39358,24,0,0,1743,183
2010,06,place,18688,"Del Rey Oaks city, California",684,494,1774,81154,1338,19,71,264,328
2010,06,place,18695,"Del Rio CDP, California",480,467,1186,189804,1062,0,89,24,148
