state_fips,place_fips5,name,homeown,share65,frac,medinc,pop
24,12600,"Camp Springs CDP, Maryland",0.6962,0.1562,0.4035,95484,21841
24,18850,"Colmar Manor town, Maryland",0.8165,0.1545,0.6932,63889,1191
24,63075,"Port Deposit town, Maryland",0.5242,0.1270,0.4617,71094,614
24,63375,"Potomac Heights CDP, Maryland",0.8357,0.1854,0.1742,62639,1289
24,30325,"Frederick city, Maryland",0.5666,0.1299,0.6286,76118,70887
24,30850,"Friendsville town, Maryland",0.6087,0.1472,0.0485,44432,564
24,41250,"Hyattsville city, Maryland",0.4663,0.0995,0.7095,81736,18242
24,63825,"Preston town, Maryland",0.7393,0.1333,0.2914,65833,735
24,27400,"Fairmount Heights town, Maryland",0.8671,0.2166,0.3816,68000,1579
24,29000,"Forestville CDP, Maryland",0.6890,0.1503,0.2017,68507,12342
24,29525,"Fort Washington CDP, Maryland",0.9005,0.2092,0.5373,117950,24237
24,30575,"Friendly CDP, Maryland",0.9400,0.1565,0.5062,130577,10051
24,54275,"Mount Rainier city, Maryland",0.2416,0.0908,0.6687,55768,8107
24,56375,"North Brentwood town, Maryland",0.8387,0.1085,0.5486,62969,756
24,73650,"South Laurel CDP, Maryland",0.4004,0.0981,0.5612,79227,28683
24,04250,"Barclay town, Maryland",0.6406,0.0436,0.6390,74833,275
24,75025,"Stevensville CDP, Maryland",0.7735,0.1079,0.3174,107473,7267
24,15075,"Chance CDP, Maryland",0.8421,0.1809,0.3907,60833,470
24,30567,"Frenchtown-Rumbly CDP, Maryland",1.0000,0.4128,0.5602,,109
24,72887,"Smith Island CDP, Maryland",0.9242,0.3557,0.0000,,149
24,57650,"Oakland town, Maryland",0.4888,0.2476,0.0887,38438,1745
24,25750,"Elkridge CDP, Maryland",0.6252,0.0667,0.6768,100068,21458
24,26000,"Ellicott City CDP, Maryland",0.7409,0.1577,0.6053,131534,72665
24,05950,"Bel Air South CDP, Maryland",0.7775,0.1544,0.3447,91153,48425
24,27700,"Fallston CDP, Maryland",0.9450,0.2102,0.1041,128561,8972
24,37600,"Havre de Grace city, Maryland",0.6653,0.1973,0.4404,77690,13652
24,13325,"Carney CDP, Maryland",0.5875,0.2271,0.5369,66776,30289
24,31625,"Garrison CDP, Maryland",0.5275,0.1679,0.5972,82700,8309
24,36500,"Hampstead town, Maryland",0.7327,0.1229,0.1874,77083,6362
24,52562,"Milford Mill CDP, Maryland",0.4484,0.1305,0.3369,67747,29926
24,84350,"White Marsh CDP, Maryland",0.7871,0.1424,0.4810,92420,9216
24,10150,"Brock Hall CDP, Maryland",0.9349,0.0913,0.2402,152059,12117
24,10650,"Broomes Island CDP, Maryland",1.0000,0.1496,0.0000,112130,421
24,10800,"Brownsville CDP, Maryland",1.0000,0.3226,0.0000,,31
24,10950,"Bryantown CDP, Maryland",0.9567,0.3815,0.2577,96625,637
24,11050,"Buckeystown CDP, Maryland",0.3558,0.5443,0.2751,82168,1286
24,11900,"Butlertown CDP, Maryland",0.8557,0.1589,0.2100,,302
24,12300,"Calvert Beach CDP, Maryland",0.8006,0.1604,0.1720,73068,960
24,13225,"Carlos CDP, Maryland",1.0000,0.0000,0.0000,47188,83
24,14300,"Cearfoss CDP, Maryland",0.5345,0.1573,0.4227,,89
24,14800,"Cedarville CDP, Maryland",0.8539,0.3599,0.5979,93393,539
24,15500,"Charlton CDP, Maryland",1.0000,0.0764,0.0000,,288
24,16050,"Chesapeake Ranch Estates CDP, Maryland",0.8649,0.0687,0.3639,92083,9702
24,17000,"Choptank CDP, Maryland",1.0000,0.1257,0.0000,80823,183
24,17475,"Clarysville CDP, Maryland",1.0000,1.0000,0.0000,,32
24,18200,"Cobb Island CDP, Maryland",0.7993,0.1017,0.1916,97344,846
24,19975,"Corriganville CDP, Maryland",0.7366,0.3238,0.2801,43750,559
24,20500,"Crellin CDP, Maryland",0.3934,0.7024,0.0000,26950,84
24,20525,"Cresaptown CDP, Maryland",0.7230,0.1246,0.5569,46046,5916
24,20925,"Croom CDP, Maryland",0.8706,0.2374,0.5528,107279,2174
24,21675,"Danville CDP, Maryland",1.0000,0.1642,0.0000,50588,201
24,21750,"Dargan CDP, Maryland",1.0000,0.0000,0.0000,66053,166
24,21800,"Darlington CDP, Maryland",0.8904,0.2946,0.1351,101250,499
24,21925,"Dawson CDP, Maryland",1.0000,0.2317,0.0000,63875,82
24,22775,"Derwood CDP, Maryland",0.6039,0.2376,0.6588,72351,1890
24,22825,"Detmold CDP, Maryland",1.0000,0.1743,0.0000,,109
24,23500,"Downsville CDP, Maryland",0.4691,0.1981,0.0000,48500,318
24,83290,"Westphalia CDP, Maryland",0.9138,0.1130,0.2821,123077,9944
24,83775,"Wheaton CDP, Maryland",0.6457,0.1107,0.7102,85617,50229
24,84225,"Whitehaven CDP, Maryland",1.0000,0.2031,0.4922,,64
24,85175,"Williston CDP, Maryland",1.0000,0.4479,0.0000,,96
24,86275,"Woodland CDP, Maryland",1.0000,0.6486,0.0000,29444,37
24,87000,"Worton CDP, Maryland",1.0000,0.1519,0.0000,,79
24,87150,"Yarrowsburg CDP, Maryland",1.0000,0.0000,0.0000,,275
24,87275,"Zihlman CDP, Maryland",0.8252,0.2114,0.1610,43625,369
24,30800,"Friendship Heights Village CDP, Maryland",0.3148,0.2956,0.4816,113490,5396
24,31025,"Fulton CDP, Maryland",0.8903,0.0908,0.6509,175446,4326
24,31275,"Galesville CDP, Maryland",0.6057,0.2775,0.4400,76429,645
24,31350,"Gambrills CDP, Maryland",0.8825,0.1519,0.3515,138350,2837
24,31400,"Gapland CDP, Maryland",1.0000,0.1923,0.0000,,78
24,31575,"Garretts Mill CDP, Maryland",1.0000,0.3636,0.3159,,319
24,31875,"Georgetown CDP, Maryland",1.0000,0.0909,0.4564,,88
24,32175,"Gilmore CDP, Maryland",0.6038,0.0360,0.0000,125417,222
24,32350,"Glassmanor CDP, Maryland",0.3107,0.0917,0.4179,58019,16935
24,33250,"Glenmont CDP, Maryland",0.6465,0.1336,0.7429,95482,16659
24,34150,"Gorman CDP, Maryland",1.0000,0.0000,0.0000,,91
24,62775,"Pondsville CDP, Maryland",1.0000,0.2200,0.0000,,50
24,63425,"Potomac Park CDP, Maryland",0.8307,0.1785,0.1411,46625,818
24,63725,"Powellville CDP, Maryland",0.7857,0.1731,0.0000,,52
24,64375,"Pylesville CDP, Maryland",1.0000,0.0886,0.0000,103676,1084
24,64475,"Quantico CDP, Maryland",1.0000,0.0540,0.0000,101613,278
24,64495,"Queen Anne CDP, Maryland",0.9326,0.1945,0.5741,155625,1049
24,65150,"Rawlings CDP, Maryland",1.0000,0.2580,0.0000,,469
24,65550,"Reid CDP, Maryland",1.0000,0.0000,0.0000,,36
24,66150,"Ringgold CDP, Maryland",0.6935,0.0652,0.0000,,138
24,67500,"Rock Point CDP, Maryland",0.8250,0.3647,0.2253,83125,85
24,69200,"Sabillasville CDP, Maryland",0.9375,0.3249,0.4004,41310,354
24,69425,"St. George Island CDP, Maryland",0.5811,0.1036,0.3415,,357
24,70175,"Sandy Hook CDP, Maryland",0.6028,0.4145,0.0000,,234
24,70475,"Savage CDP, Maryland",0.7414,0.1613,0.6235,95323,6428
24,70775,"Seabrook CDP, Maryland",0.5484,0.1175,0.5121,75825,18616
24,71460,"Shaft CDP, Maryland",1.0000,0.1168,0.0000,107500,351
24,72350,"Silver Hill CDP, Maryland",0.3725,0.1078,0.1461,59477,5120
24,74050,"Spencerville CDP, Maryland",0.8319,0.1409,0.7522,117578,2079
24,74350,"Spring Gap CDP, Maryland",1.0000,0.1579,0.0000,,57
24,74560,"Spring Ridge CDP, Maryland",0.7986,0.1241,0.3147,114306,5876
24,75725,"Suitland CDP, Maryland",0.3698,0.1018,0.2154,62073,24522
24,75810,"Summerfield CDP, Maryland",0.4437,0.1169,0.1801,82904,14343
24,76450,"Swanton CDP, Maryland",,,,,
24,84375,"White Oak CDP, Maryland",0.3480,0.1102,0.6569,73877,19020
24,61400,"Pikesville CDP, Maryland",0.7070,0.2494,0.4533,86655,33486
24,18475,"Colesville CDP, Maryland",0.9030,0.2385,0.7489,125497,13992
24,51425,"Maugansville CDP, Maryland",0.6935,0.2308,0.3639,52083,2543
24,04625,"Barton town, Maryland",0.6505,0.2086,0.0699,46667,441
24,48775,"Luke town, Maryland",0.6842,0.1176,0.0571,38409,102
24,37875,"Hebron town, Maryland",0.7115,0.1117,0.3256,57434,1110
24,16225,"Chestertown town, Maryland",0.4722,0.2675,0.4070,47703,5088
24,46250,"Laytonsville town, Maryland",0.8553,0.1272,0.6379,143750,456
24,34775,"Greenbelt city, Maryland",0.4780,0.0968,0.6908,71734,23219
24,79675,"University Park town, Maryland",0.9300,0.1679,0.5263,159667,2651
24,38025,"Herald Harbor CDP, Maryland",0.8410,0.1784,0.3489,128065,2747
24,16800,"Chewsville CDP, Maryland",0.9292,0.2090,0.0000,,335
24,15475,"Charlotte Hall CDP, Maryland",0.6752,0.3067,0.3131,97656,1865
24,70850,"Seat Pleasant city, Maryland",0.6553,0.1633,0.2583,55370,4739
24,81250,"Walker Mill CDP, Maryland",0.5902,0.1781,0.2387,70349,10904
24,75650,"Sudlersville town, Maryland",0.4685,0.2805,0.2729,37500,435
24,64000,"Princess Anne town, Maryland",0.2943,0.0674,0.4566,34213,3487
24,44817,"Lake Arbor CDP, Maryland",0.6067,0.1409,0.1622,94807,9973
24,67675,"Rockville city, Maryland",0.5544,0.1600,0.6914,106576,67542
24,04525,"Barrelville CDP, Maryland",0.6000,0.1446,0.0000,,83
24,07285,"Bier CDP, Maryland",0.8839,0.3318,0.0000,44510,214
24,07400,"Big Spring CDP, Maryland",1.0000,0.0000,0.0000,60813,63
24,07625,"Bishopville CDP, Maryland",0.9398,0.1693,0.0454,63958,774
24,07675,"Bivalve CDP, Maryland",1.0000,0.4495,0.4996,,109
24,08050,"Bloomington CDP, Maryland",0.6923,0.1823,0.3286,,192
24,08850,"Bowling Green CDP, Maryland",0.6920,0.2268,0.1115,55500,1217
24,08862,"Bowmans Addition CDP, Maryland",0.7912,0.1891,0.0378,32457,571
24,09400,"Breathedsville CDP, Maryland",0.5149,0.0872,0.4189,,298
24,00125,"Aberdeen city, Maryland",0.5964,0.1557,0.6164,63842,15848
24,00175,"Aberdeen Proving Ground CDP, Maryland",0.0000,0.0118,0.6559,94643,2872
24,66762,"Riverside CDP, Maryland",0.6336,0.1032,0.5924,76379,6038
24,01975,"Arbutus CDP, Maryland",0.7084,0.1347,0.3875,76801,19292
24,18250,"Cockeysville CDP, Maryland",0.3381,0.1285,0.6644,65420,21038
24,68700,"Rossville CDP, Maryland",0.4941,0.1277,0.7069,66522,15127
24,02762,"Ashton-Sandy Spring CDP, Maryland",0.8249,0.1963,0.5863,127813,5997
24,02275,"Arnold CDP, Maryland",0.8727,0.1556,0.2559,126310,23406
24,10475,"Brooklyn Park CDP, Maryland",0.7811,0.1664,0.5958,61250,14850
24,22050,"Deale CDP, Maryland",0.9006,0.1766,0.2817,95545,4706
24,10900,"Brunswick city, Maryland",0.7848,0.1034,0.3553,81250,6258
24,45750,"La Plata town, Maryland",0.6634,0.1722,0.5923,87036,9376
24,24450,"East New Market town, Maryland",0.7104,0.2210,0.5952,62188,457
24,31250,"Galestown town, Maryland",0.8485,0.3600,0.0000,23875,75
24,55650,"New Market town, Maryland",0.8834,0.0464,0.3335,146964,1551
24,68600,"Rosemont village, Maryland",0.8952,0.2689,0.0641,95000,305
24,44450,"Kitzmiller town, Maryland",0.7593,0.2564,0.0254,40417,234
24,60325,"Parole CDP, Maryland",0.6505,0.3213,0.2459,104006,17074
24,51075,"Maryland City CDP, Maryland",0.6801,0.0723,0.6583,103112,17513
24,55050,"Naval Academy CDP, Maryland",0.0000,0.0015,0.5409,101250,5970
24,58300,"Odenton CDP, Maryland",0.6703,0.1226,0.6102,99601,41846
24,25575,"Eldersburg CDP, Maryland",0.8928,0.1439,0.2314,120688,31108
24,38850,"Hillandale CDP, Maryland",0.8776,0.2107,0.7427,115096,6487
24,16775,"Chevy Chase View town, Maryland",0.9814,0.1819,0.2102,238333,1017
24,28640,"Forest Glen CDP, Maryland",0.5897,0.2006,0.6789,105585,6469
24,22600,"Delmar town, Maryland",0.5299,0.1151,0.6308,60301,3214
24,43200,"Kemp Mill CDP, Maryland",0.8254,0.1791,0.6613,116542,14733
24,43500,"Kensington town, Maryland",0.6078,0.1373,0.4535,125357,2098
24,50965,"Martin's Additions village, Maryland",0.9405,0.1879,0.1124,250001,1043
24,53325,"Montgomery Village CDP, Maryland",0.6681,0.1168,0.7246,80440,34332
24,22725,"Denton town, Maryland",0.6331,0.1219,0.5020,50081,4429
24,33950,"Goldsboro town, Maryland",0.5570,0.0649,0.5143,36250,262
24,37925,"Henderson town, Maryland",0.1250,0.0719,0.5165,45000,139
24,56725,"North Laurel CDP, Maryland",0.5844,0.0677,0.7139,104352,24873
24,09100,"Braddock Heights CDP, Maryland",0.8371,0.2392,0.2810,97014,2910
24,11400,"Burkittsville town, Maryland",0.7826,0.1788,0.1139,80417,151
24,47525,"Loch Lynn Heights town, Maryland",0.7612,0.1498,0.0320,46528,494
24,24950,"Edgemere CDP, Maryland",0.7561,0.2197,0.1681,80307,8526
24,60975,"Perry Hall CDP, Maryland",0.7638,0.1614,0.4635,88825,28266
24,02825,"Aspen Hill CDP, Maryland",0.6560,0.1327,0.7327,87055,53049
24,16720,"Chevy Chase Section Five village, Maryland",0.9624,0.1724,0.2042,250001,638
24,21825,"Darnestown CDP, Maryland",0.9473,0.1766,0.4830,216250,6462
24,62850,"Poolesville town, Maryland",0.8548,0.1009,0.3846,180524,5191
24,65312,"Redland CDP, Maryland",0.8077,0.1340,0.7100,117944,17414
24,72450,"Silver Spring CDP, Maryland",0.3574,0.1042,0.7264,83782,81773
24,25425,"Edmonston town, Maryland",0.5511,0.0773,0.6021,72422,1436
24,56300,"North Beach town, Maryland",0.5533,0.1437,0.4656,75109,2609
24,16875,"Chillum CDP, Maryland",0.3911,0.1125,0.5806,63795,35557
24,20050,"Cottage City town, Maryland",0.6497,0.1433,0.6664,67292,1326
24,28725,"Forest Heights town, Maryland",0.8316,0.1649,0.4879,83611,2565
24,18150,"Cloverly CDP, Maryland",0.9302,0.1763,0.7276,134964,15464
24,32025,"Germantown CDP, Maryland",0.6313,0.0878,0.7597,94559,90582
24,34425,"Grahamtown CDP, Maryland",0.7647,0.1508,0.0000,41848,305
24,35225,"Greensburg CDP, Maryland",1.0000,0.3518,0.1115,59236,253
24,38475,"Highland CDP, Maryland",1.0000,0.1874,0.4822,184408,1206
24,41175,"Hutton CDP, Maryland",1.0000,0.1528,0.0000,,72
24,41475,"Ilchester CDP, Maryland",0.8082,0.0834,0.6320,126566,26974
24,41700,"Indian Springs CDP, Maryland",1.0000,1.0000,0.0000,,19
24,42350,"Jefferson CDP, Maryland",0.8777,0.1338,0.2540,113491,2235
24,42450,"Jennings CDP, Maryland",0.8592,0.0647,0.0000,,232
24,42575,"Jesterville CDP, Maryland",1.0000,0.0000,0.0000,,214
24,42950,"Jugtown CDP, Maryland",1.0000,0.1761,0.2520,134444,284
24,43280,"Kemps Mill CDP, Maryland",1.0000,0.4839,0.0000,,31
24,43475,"Kennedyville CDP, Maryland",0.8627,0.2729,0.0000,,436
24,44525,"Klondike CDP, Maryland",1.0000,0.1567,0.0000,,134
24,44715,"Konterra CDP, Maryland",0.8796,0.3513,0.6799,98056,2536
24,46150,"Layhill CDP, Maryland",0.8572,0.2002,0.7284,102259,5216
24,46375,"Leisure World CDP, Maryland",0.7982,0.7435,0.5538,52938,9040
24,46800,"Libertytown CDP, Maryland",0.8675,0.2699,0.0964,86893,993
24,45325,"Landover CDP, Maryland",0.4846,0.1089,0.4548,59935,22553
24,45550,"Lanham CDP, Maryland",0.8071,0.1359,0.6019,85577,11120
24,45650,"Lansdowne CDP, Maryland",0.5815,0.1275,0.6083,45500,8477
24,47040,"Linganore CDP, Maryland",0.9218,0.1158,0.2632,141853,9112
24,47275,"Little Orleans CDP, Maryland",0.0000,0.0000,0.0000,,35
24,53625,"Morningside town, Maryland",0.7500,0.1910,0.6398,74000,1246
24,68300,"Rosaryville CDP, Maryland",0.9596,0.1528,0.3134,127721,10501
24,74282,"Springdale CDP, Maryland",0.9576,0.1951,0.1701,121850,3199
24,86525,"Woodlawn CDP (Prince George's County), Maryland",0.8117,0.1195,0.5520,78500,6692
24,63950,"Prince Frederick CDP, Maryland",0.5384,0.2182,0.6215,48464,2928
24,34550,"Grasonville CDP, Maryland",0.7397,0.1144,0.3385,90227,3495
24,44325,"Kingstown CDP, Maryland",0.7838,0.2921,0.1037,68438,1917
24,77200,"Templeville town, Maryland",0.3958,0.0295,0.3762,34643,237
24,64500,"Queen Anne town, Maryland",0.7500,0.1476,0.3121,63000,271
24,47125,"Linthicum CDP, Maryland",0.8206,0.1950,0.2175,96875,10442
24,51575,"Mayo CDP, Maryland",0.8891,0.1505,0.1113,123750,8031
24,66850,"Riviera Beach CDP, Maryland",0.8699,0.1363,0.2219,96359,12658
24,31100,"Funkstown town, Maryland",0.4709,0.1981,0.1054,38009,959
24,85100,"Williamsport town, Maryland",0.3161,0.2184,0.2558,37147,1996
24,05825,"Bel Air North CDP, Maryland",0.8980,0.1423,0.2036,107689,31941
24,25150,"Edgewood CDP, Maryland",0.7157,0.1165,0.6193,68952,25574
24,08800,"Bowleys Quarters CDP, Maryland",0.7809,0.1351,0.3371,85515,6412
24,58275,"Ocean Pines CDP, Maryland",0.8851,0.3930,0.2139,71990,12499
24,56450,"North East town, Maryland",0.5398,0.1058,0.3579,47849,3620
24,40700,"Hughesville CDP, Maryland",0.9025,0.1518,0.4609,123520,2279
24,81175,"Waldorf CDP, Maryland",0.6902,0.0918,0.5763,95695,75489
24,05550,"Bel Air town, Maryland",0.6214,0.2056,0.2540,71122,10071
24,54875,"Myersville town, Maryland",0.9254,0.1081,0.2247,123371,1924
24,17050,"Church Creek town, Maryland",0.8462,0.1750,0.0247,47917,80
24,52425,"Middletown town, Maryland",0.8137,0.1527,0.2265,137303,4609
24,53800,"Mountain Lake Park town, Maryland",0.5792,0.2340,0.0530,41974,2184
24,31225,"Galena town, Maryland",0.7067,0.2034,0.1800,65156,654
24,48025,"Long Beach CDP, Maryland",0.8889,0.1125,0.3193,115750,2143
24,48875,"Lutherville CDP, Maryland",0.8392,0.1796,0.3364,113452,6856
24,49325,"McCoole CDP, Maryland",0.7435,0.2110,0.0000,40880,692
24,49700,"Madison CDP, Maryland",0.9588,0.5833,0.1816,90592,204
24,50375,"Mapleville CDP, Maryland",0.6389,0.1400,0.0950,66111,300
24,50680,"Marlboro Meadows CDP, Maryland",0.8840,0.1644,0.3111,83558,3468
24,50685,"Marlboro Village CDP, Maryland",0.7065,0.0706,0.2090,102232,9325
24,51800,"Mechanicsville CDP, Maryland",0.7526,0.0861,0.2138,132000,1765
24,51945,"Mercersville CDP, Maryland",1.0000,0.4382,0.0000,50938,89
24,52225,"Middleburg CDP, Maryland",1.0000,0.0000,0.0000,,18
24,52525,"Midlothian CDP, Maryland",0.9364,0.3351,0.0000,46528,388
24,84950,"Willards town, Maryland",0.6943,0.1129,0.3852,46210,886
24,51025,"Marydel town, Maryland",0.5441,0.0762,0.5033,53000,328
24,06925,"Berwyn Heights town, Maryland",0.8286,0.1430,0.7009,106912,3273
24,45525,"Langley Park CDP, Maryland",0.2757,0.0481,0.2814,63105,19520
24,66635,"Riverdale Park town, Maryland",0.5261,0.0825,0.6018,79219,7198
24,79875,"Upper Marlboro town, Maryland",0.8057,0.0934,0.4663,96125,771
24,76650,"Takoma Park city, Maryland",0.5276,0.1184,0.6634,84591,17672
24,69675,"St. Leonard CDP, Maryland",1.0000,0.1296,0.1885,139375,494
24,73325,"Solomons CDP, Maryland",0.5077,0.5469,0.0397,95481,2132
24,00400,"Adelphi CDP, Maryland",0.4249,0.1049,0.6453,75248,16377
24,09500,"Brentwood town, Maryland",0.4342,0.1010,0.5832,78750,3476
24,12150,"California CDP, Maryland",0.6231,0.0947,0.5425,84690,14815
24,33850,"Golden Beach CDP, Maryland",0.9349,0.1948,0.1914,85843,3060
24,46725,"Lexington Park CDP, Maryland",0.3776,0.0698,0.6244,74598,11082
24,14125,"Catonsville CDP, Maryland",0.7351,0.1834,0.4431,89219,41547
24,52300,"Middle River CDP, Maryland",0.5654,0.1523,0.5719,57621,25129
24,21475,"Damascus CDP, Maryland",0.8841,0.1114,0.5491,124612,15250
24,32500,"Glenarden city, Maryland",0.8252,0.1772,0.2907,86506,6140
24,07125,"Bethesda CDP, Maryland",0.6613,0.1896,0.4297,164142,63195
24,12350,"Calverton CDP, Maryland",0.6732,0.2408,0.6893,89796,16888
24,48800,"Lusby CDP, Maryland",0.7469,0.2231,0.5177,59174,1824
24,50525,"Mardela Springs town, Maryland",0.7561,0.1274,0.3807,80862,463
24,69925,"Salisbury city, Maryland",0.2756,0.1146,0.6135,41905,32693
24,10575,"Brookview town, Maryland",0.9048,0.2745,0.1799,68125,51
24,41125,"Hurlock town, Maryland",0.6524,0.2591,0.5996,54000,2042
24,53875,"Mount Airy town, Maryland",0.9078,0.1088,0.2914,125365,9397
24,77825,"Thurmont town, Maryland",0.7510,0.1805,0.1051,78245,6638
24,34525,"Grantsville town, Maryland",0.4759,0.4169,0.0793,35500,638
24,06662,"Bensville CDP, Maryland",0.8882,0.1114,0.6015,127096,13227
24,70525,"Scaggsville CDP, Maryland",0.9533,0.1484,0.6209,151558,9751
24,00350,"Adamstown CDP, Maryland",0.9466,0.0458,0.2815,160625,2512
24,01635,"Annapolis Neck CDP, Maryland",0.8734,0.2218,0.2926,142625,12551
24,00800,"Allen CDP, Maryland",1.0000,0.1413,0.0000,,453
24,01750,"Antietam CDP, Maryland",1.0000,0.0000,0.0000,,77
24,01925,"Aquasco CDP, Maryland",0.9241,0.1964,0.6544,72639,957
24,03500,"Baden CDP, Maryland",0.8175,0.1675,0.6620,107074,1743
24,03514,"Bagtown CDP, Maryland",0.8654,0.1865,0.0554,104451,386
24,03575,"Bakersville CDP, Maryland",1.0000,0.0000,0.0000,,53
24,04050,"Baltimore Highlands CDP, Maryland",0.4405,0.0874,0.6575,56637,7944
24,04650,"Bartonsville CDP, Maryland",0.9372,0.1488,0.3479,140515,1707
24,05250,"Beaver Creek CDP, Maryland",0.8925,0.1776,0.2575,187708,304
24,05525,"Bel Air CDP, Maryland",0.7145,0.1609,0.1149,54470,1579
24,06550,"Benedict CDP, Maryland",1.0000,1.0000,0.3611,,203
24,07375,"Big Pool CDP, Maryland",0.7429,0.2045,0.0000,,88
24,02025,"Arden on the Severn CDP, Maryland",0.8553,0.1814,0.4520,127315,1880
24,16550,"Cheverly town, Maryland",0.7126,0.1593,0.6422,99261,6435
24,17900,"Clinton CDP, Maryland",0.8953,0.1604,0.3357,112771,39018
24,33400,"Glenn Dale CDP, Maryland",0.8484,0.1501,0.5614,130017,13361
24,55400,"New Carrollton city, Maryland",0.5448,0.1088,0.5449,66991,12935
24,86710,"Woodmore CDP, Maryland",0.9008,0.1471,0.3322,153167,4608
24,14950,"Centreville town, Maryland",0.8163,0.2243,0.2894,89699,4761
24,43725,"Kent Narrows CDP, Maryland",0.9119,0.5519,0.0000,125139,511
24,21550,"Dames Quarter CDP, Maryland",1.0000,0.6800,0.0000,37813,50
24,22100,"Deal Island CDP, Maryland",1.0000,0.5100,0.2244,36029,351
24,28075,"Ferndale CDP, Maryland",0.6266,0.1268,0.5526,72168,17208
24,29400,"Fort Meade CDP, Maryland",0.0090,0.0073,0.6471,77412,10873
24,19900,"Cordova CDP, Maryland",0.7541,0.2369,0.2126,100750,612
24,79350,"Union Bridge town, Maryland",0.4800,0.1686,0.1458,55750,872
24,78575,"Trappe town, Maryland",0.6021,0.1892,0.5887,65664,1200
24,62475,"Pocomoke City city, Maryland",0.4439,0.1872,0.5657,38140,4075
24,46075,"La Vale CDP, Maryland",0.7951,0.2467,0.1525,67382,3429
24,61150,"Perryville town, Maryland",0.6012,0.1744,0.3749,72432,4404
24,00712,"Algonquin CDP, Maryland",0.9051,0.3355,0.2620,76098,1237
24,80600,"Vienna town, Maryland",0.8421,0.1456,0.2553,62143,371
24,03800,"Ballenger Creek CDP, Maryland",0.6463,0.0917,0.6144,91143,21080
24,26200,"Emmitsburg town, Maryland",0.5938,0.1649,0.3145,70917,3098
24,81275,"Walkersville town, Maryland",0.8325,0.1701,0.3596,93049,6179
24,23700,"Drum Point CDP, Maryland",0.9661,0.2609,0.1793,89155,2227
24,24250,"Eakles Mill CDP, Maryland",,,,,
24,24825,"Eckhart Mines CDP, Maryland",1.0000,0.1835,0.1245,59091,665
24,24925,"Edesville CDP, Maryland",0.5505,0.1597,0.5075,,238
24,25000,"Edgemont CDP, Maryland",0.9070,0.2500,0.0000,77647,244
24,25050,"Edgewater CDP, Maryland",0.8055,0.1835,0.2896,89349,9112
24,25925,"Ellerslie CDP, Maryland",0.9195,0.2282,0.0451,43929,390
24,26025,"Elliott CDP, Maryland",1.0000,0.6053,0.0000,40000,38
24,26550,"Ernstville CDP, Maryland",1.0000,0.3111,0.0000,,45
24,27325,"Fairlee CDP, Maryland",0.5735,0.1777,0.6013,35060,591
24,42550,"Jessup CDP, Maryland",0.6122,0.0455,0.5930,105813,9509
24,46475,"Leonardtown town, Maryland",0.5455,0.1760,0.4851,78891,3749
24,32650,"Glen Burnie CDP, Maryland",0.6119,0.1366,0.5871,70769,69872
24,60475,"Pasadena CDP, Maryland",0.8195,0.1087,0.4030,96575,29918
24,29450,"Fort Ritchie CDP, Maryland",0.3704,0.0000,0.0000,,73
24,12912,"Cape St. Claire CDP, Maryland",0.8810,0.1501,0.1998,111313,8729
24,41025,"Huntingtown CDP, Maryland",0.8594,0.0950,0.2889,139821,3486
24,24050,"Dunkirk CDP, Maryland",0.9510,0.1641,0.1727,137685,2638
24,51940,"Melwood CDP, Maryland",0.8815,0.1854,0.6018,95372,4289
24,86475,"Woodlawn CDP (Baltimore County), Maryland",0.6389,0.1351,0.6171,68623,40469
24,10225,"Brookeville town, Maryland",0.8519,0.2774,0.0128,128750,155
24,16787,"Chevy Chase Village town, Maryland",0.9588,0.2416,0.1903,250001,1937
24,31175,"Gaithersburg city, Maryland",0.5123,0.1155,0.7511,89763,67742
24,56712,"North Kensington CDP, Maryland",0.7812,0.1497,0.6790,106700,9036
24,78650,"Travilah CDP, Maryland",0.9522,0.1886,0.6041,241369,11301
24,81675,"Washington Grove town, Maryland",0.8754,0.2075,0.4191,113967,694
24,62025,"Pittsville town, Maryland",0.7122,0.1577,0.1542,52212,1547
24,47450,"Lochearn CDP, Maryland",0.7044,0.2006,0.3586,64392,25771
24,51587,"Mays Chapel CDP, Maryland",0.8756,0.1977,0.3494,108297,12253
24,59325,"Overlea CDP, Maryland",0.6612,0.1683,0.5571,64868,12195
24,65600,"Reisterstown CDP, Maryland",0.5881,0.1393,0.6680,70507,27007
24,68400,"Rosedale CDP, Maryland",0.7313,0.1628,0.6020,73047,19842
24,12075,"Cabin John CDP, Maryland",0.9312,0.2056,0.4710,182279,2121
24,17350,"Clarksburg CDP, Maryland",0.8643,0.0700,0.7260,147070,24767
24,31525,"Garrett Park town, Maryland",0.9240,0.2875,0.2190,187778,873
24,32900,"Glen Echo town, Maryland",0.9010,0.1456,0.1916,211875,309
24,56337,"North Bethesda CDP, Maryland",0.5185,0.1672,0.6493,107220,49872
24,63300,"Potomac CDP, Maryland",0.8757,0.2305,0.5615,195884,45940
24,19825,"Coral Hills CDP, Maryland",0.6162,0.1296,0.2468,59086,8685
24,23025,"District Heights city, Maryland",0.5988,0.1247,0.1955,77278,6000
24,24200,"Eagle Harbor town, Maryland",0.6364,0.5000,0.5312,61250,16
