unit9,year,ltd_iss_k,ltd_out_k
052001003,2024,,325680.0
052001009,2024,153605.0,1498617.0
052001012,2024,,100785.0
052001001,2024,49166.0,171974.0
052001011,2024,35555.0,50747.0
052001005,2024,,251697.0
052004002,2024,,18771.0
052007008,2024,1442.0,163671.0
052010013,2024,933.0,48931.0
052010005,2024,-32.0,1003267.0
052011001,2024,,5839.0
052015001,2024,,123459.0
052016002,2024,,50366.0
052018001,2024,1984.0,62799.0
052019012,2024,,19576.0
052019518,2024,,11562.0
052019022,2024,42295.0,260511.0
052019047,2024,,347369.0
052019017,2024,214876.0,394567.0
052019026,2024,91840.0,3127626.0
052019027,2024,3044740.0,39356866.0
052019028,2024,22.0,162509.0
052019044,2024,,58107.0
052019049,2024,,140613.0
052019514,2024,-60.0,41717.0
052019704,2024,81860.0,205314.0
052019008,2024,,235947.0
052019601,2024,5870.0,187622.0
052019041,2024,-17.0,564201.0
052019035,2024,1806.0,692187.0
052019046,2024,,391156.0
052019505,2024,,1105.0
052021001,2024,,22364.0
052023003,2024,,146275.0
052025001,2024,,1822.0
052027006,2024,1719.0,50049.0
052027008,2024,-19493.0,142941.0
052027901,2024,-328.0,77216.0
052030009,2024,,410576.0
052030011,2024,,107140.0
052030013,2024,,326672.0
052030401,2024,,77695.0
052030901,2024,-238.0,867762.0
052030001,2024,,3109350.0
052031005,2024,-30426.0,916382.0
052033201,2024,,73908.0
052033801,2024,,28527.0
052033702,2024,,105628.0
052033402,2024,25390.0,228215.0
052033007,2024,,371933.0
052033401,2024,-2190.0,94607.0
052033006,2024,-432.0,616463.0
052033012,2024,271964.0,2065260.0
052033901,2024,59535.0,67710.0
052034005,2024,20985.0,1818603.0
052034101,2024,3885.0,180863.0
052036008,2024,3668.0,20684.0
052036003,2024,18768.0,107964.0
052036004,2024,12905.0,294121.0
052036007,2024,156337.0,1165084.0
052036601,2024,,49964.0
052036701,2024,3283.0,602286.0
052036010,2024,,97589.0
052037602,2024,,14386.0
052037001,2024,,46766.0
052037009,2024,19754.0,250826.0
052037010,2024,3.0,5891896.0
052037002,2024,188808.0,1070260.0
052039004,2024,59065.0,973197.0
052039005,2024,68395.0,252621.0
052040003,2024,,12715.0
052040004,2024,63025.0,249315.0
052041009,2024,,148226.0
052041801,2024,1333.0,225923.0
052041010,2024,-95.0,83886.0
052042002,2024,2905.0,64502.0
052042003,2024,,179927.0
052042004,2024,,59966.0
052043012,2024,,3750835.0
052043011,2024,,479630.0
052043010,2024,,186642.0
052043013,2024,34594.0,402186.0
052043014,2024,,478963.0
052044003,2024,-6000.0,12635.0
052045001,2024,,231693.0
052047501,2024,,2232.0
052048003,2024,-183.0,221108.0
052048006,2024,19681.0,96666.0
052048007,2024,18870.0,132552.0
052050007,2024,,107489.0
052050002,2024,,322663.0
052054006,2024,,95329.0
052054003,2024,-9.0,10455.0
052056003,2024,1053.0,596310.0
052056006,2024,5634.0,262803.0
052056702,2024,,26470.0
054001034,2024,168765.0,710303.0
054001503,2024,,168776.0
054007312,2024,,2078.0
054007356,2024,,394052.0
054015708,2024,,11800.0
054015719,2024,,27679.0
054015805,2024,,56908.0
054018401,2024,,6746.0
054019001,2024,,23209.0
054019002,2024,,112136.0
054021016,2024,,144499.0
054021017,2024,,385421.0
054021102,2024,,155090.0
054022003,2024,-1144.0,9412.0
054026801,2024,,21968.0
054031201,2024,-94745.0,9304.0
054032801,2024,,4157.0
054033034,2024,10145.0,122380.0
054033028,2024,10841.0,10716.0
054034024,2024,101.0,65732.0
054034201,2024,,43245.0
054034323,2024,592830.0,361124.0
054037534,2024,,103315.0
054037022,2024,133.0,266389.0
054042003,2024,-6.0,526.0
054043206,2024,643352.0,852888.0
054043023,2024,,1165197.0
055001007,2024,,153465.0
055001012,2024,,887160.0
055001027,2024,,1147971.0
055001704,2024,,392220.0
055001705,2024,,242083.0
055001002,2024,,101440.0
055001001,2024,94207.0,380015.0
055001006,2024,,306845.0
055001025,2024,,78528.0
055001029,2024,130.0,123125.0
055001401,2024,,610993.0
055001702,2024,,657155.0
055001703,2024,,297581.0
055001030,2024,,308860.0
055001035,2024,,2874.0
055001034,2024,,216210.0
055004016,2024,,18410.0
055004029,2024,,6754.0
055004035,2024,,5094.0
055004701,2024,,183710.0
055004031,2024,,29500.0
055004301,2024,,8320.0
055005005,2024,322.0,1104.0
055005001,2024,,17112.0
055005004,2024,,3097.0
055006003,2024,,4780.0
055006014,2024,,15220.0
055007001,2024,,199556.0
055007015,2024,,131485.0
055007004,2024,16250.0,102395.0
055007018,2024,,27890.0
055007021,2024,,81925.0
055007030,2024,,352975.0
055007005,2024,46355.0,105125.0
055007012,2024,,75397.0
055007019,2024,,412904.0
055007020,2024,,35745.0
055007023,2024,,421626.0
055007025,2024,,1346041.0
055007034,2024,,114105.0
055007014,2024,,66535.0
055007007,2024,,18611.0
055007017,2024,,158849.0
055009001,2024,,28150.0
055009003,2024,,425.0
055009009,2024,,4551.0
055009601,2024,,42523.0
055009023,2024,,8099.0
055009004,2024,,5482.0
055009024,2024,,18263.0
055010007,2024,,1265.0
055010021,2024,265975.0,831249.0
055010100,2024,,140.0
055010032,2024,,18931.0
055010063,2024,,36577.0
055010086,2024,,47196.0
055010097,2024,,10655.0
055010703,2024,,66883.0
055010051,2024,3320.0,55329.0
055010057,2024,,6758.0
055010065,2024,,878.0
055010075,2024,,5130.0
055010103,2024,,5700.0
055010301,2024,,8195.0
055010303,2024,10302.0,31961.0
055010082,2024,20722.0,355019.0
055010039,2024,,846797.0
055010101,2024,,59457.0
055010036,2024,,47270.0
055010072,2024,,29499.0
055011010,2024,,1845.0
055011301,2024,,22831.0
055012019,2024,,95.0
055012040,2024,,2135.0
055012502,2024,,180.0
055012201,2024,,103.0
055012007,2024,,1255.0
055012022,2024,,2287.0
055012030,2024,,1238.0
055012035,2024,,22508.0
055012041,2024,,23468.0
055012051,2024,,1988.0
055012057,2024,,6429.0
055012301,2024,,99642.0
055012501,2024,,5510.0
055012038,2024,,220.0
055012001,2024,,10609.0
055012012,2024,,3803.0
055012021,2024,,9436.0
055012032,2024,,3075.0
055013019,2024,14.0,8310.0
055013008,2024,,32448.0
055013010,2024,1657.0,9753.0
055013006,2024,,23093.0
055013013,2024,,51802.0
055013025,2024,483.0,420.0
055013011,2024,,20747.0
055013018,2024,,8043.0
055013026,2024,41.0,6265.0
055013004,2024,,115878.0
055013003,2024,,9506.0
055014011,2024,,2766.0
055014101,2024,,3185.0
055015013,2024,,30998.0
055015020,2024,214.0,33866.0
055015048,2024,,41407.0
055015056,2024,,3432.0
055015058,2024,,26795.0
055015002,2024,,29189.0
055015016,2024,,6174.0
055015019,2024,7793.0,19461.0
055015050,2024,,50800.0
055015702,2024,,22200.0
055015005,2024,,18699.0
055015017,2024,,3758.0
055015022,2024,,44973.0
055015026,2024,,5878.0
055015033,2024,,46376.0
055015036,2024,,27753.0
055015040,2024,,153612.0
055015044,2024,329.0,10044.0
055015030,2024,,7010.0
055015025,2024,134225.0,371616.0
055015035,2024,,3282.0
055015039,2024,144.0,31755.0
055015004,2024,1789.0,140557.0
055016009,2024,4165.0,86707.0
055016001,2024,,7339.0
055016018,2024,295.0,24275.0
055016016,2024,,23869.0
055016012,2024,,3900.0
055016017,2024,,16309.0
055017010,2024,739.0,3631.0
055017011,2024,244.0,41054.0
055017701,2024,,41459.0
055017007,2024,,19154.0
055017005,2024,,24318.0
055018016,2024,386.0,8949.0
055019021,2024,,277174.0
055019032,2024,7467.0,565325.0
055019065,2024,,166314.0
055019094,2024,,16925.0
055019007,2024,,194955.0
055019018,2024,,59700.0
055019024,2024,495.0,192430.0
055019026,2024,,115840.0
055019030,2024,,2103.0
055019034,2024,,276423.0
055019041,2024,,431407.0
055019052,2024,116585.0,253202.0
055019057,2024,,58053.0
055019066,2024,,100725.0
055019071,2024,,60448.0
055019089,2024,,102452.0
055019091,2024,,905550.0
055019107,2024,50237.0,178619.0
055019069,2024,,75871.0
055019008,2024,,173946.0
055019011,2024,,742517.0
055019016,2024,,27511.0
055019017,2024,2445.0,453920.0
055019027,2024,,353790.0
055019029,2024,,126385.0
055019031,2024,,92525.0
055019039,2024,4812.0,88177.0
055019044,2024,,101277.0
055019048,2024,,181223.0
055019055,2024,,34935.0
055019062,2024,,45932.0
055019072,2024,,397466.0
055019082,2024,78000.0,236500.0
055019092,2024,532.0,130180.0
055019103,2024,,269711.0
055019109,2024,,6230.0
055019501,2024,2965.0,490458.0
055019503,2024,650.0,128120.0
055019702,2024,,172075.0
055019803,2024,25318.0,868081.0
055019901,2024,4945.0,778809.0
055019080,2024,,470654.0
055019014,2024,,171297.0
055019099,2024,,102738.0
055019070,2024,22566.0,1094935.0
055019002,2024,,228105.0
055019051,2024,8996.0,87581.0
055019074,2024,1098.0,182895.0
055019098,2024,,93043.0
055019801,2024,11327.0,553621.0
055019010,2024,,75501.0
055019063,2024,,44340.0
055019077,2024,80000.0,363215.0
055019084,2024,,195067.0
055019096,2024,23010.0,126462.0
055019104,2024,35570.0,141915.0
055019111,2024,,415822.0
055019013,2024,,114817.0
055019502,2024,24897.0,371867.0
055019005,2024,,251453.0
055019050,2024,,98950.0
055019056,2024,,46187.0
055019068,2024,,276248.0
055019076,2024,,267267.0
055019086,2024,,56115.0
055019097,2024,,31530.0
055019105,2024,,41316.0
055019110,2024,,192810.0
055019045,2024,,64873.0
055019075,2024,,75427.0
055019004,2024,,44062.0
055019009,2024,,66531.0
055019042,2024,,52646.0
055019703,2024,,128827.0
055020010,2024,,22513.0
055020022,2024,,17621.0
055020302,2024,,98323.0
055020019,2024,63045.0,262110.0
055020101,2024,,2649.0
055021012,2024,,65698.0
055021017,2024,96.0,16574.0
055021023,2024,,55664.0
055021016,2024,,16870.0
055021010,2024,993.0,519220.0
055021022,2024,,370890.0
055021005,2024,,31800.0
055021007,2024,17.0,5515.0
055021008,2024,,40894.0
055021025,2024,,65757.0
055021013,2024,,545.0
055021014,2024,3364.0,220349.0
055021018,2024,319.0,41484.0
055022001,2024,,21310.0
055023002,2024,,13675.0
055023008,2024,,45593.0
055023030,2024,,17183.0
055023028,2024,,116995.0
055023025,2024,,8037.0
055023016,2024,,40194.0
055024011,2024,351.0,19288.0
055024001,2024,,29921.0
055024018,2024,,6869.0
055024002,2024,,3985.0
055024010,2024,,3050.0
055024013,2024,,14120.0
055024017,2024,,10383.0
055024021,2024,,2842.0
055024023,2024,,159056.0
055024025,2024,,6501.0
055024031,2024,,25229.0
055024901,2024,,1937.0
055024019,2024,20000.0,98084.0
055024006,2024,,17220.0
055026005,2024,,70965.0
055027011,2024,,90.0
055027024,2024,1458.0,40389.0
055027038,2024,,71576.0
055027004,2024,,1643.0
055027014,2024,500.0,15074.0
055027019,2024,,145.0
055027022,2024,,29745.0
055027034,2024,86.0,2045.0
055027037,2024,,31111.0
055027301,2024,615.0,10887.0
055027001,2024,,120514.0
055027006,2024,,20652.0
055027008,2024,117.0,2765.0
055027012,2024,395.0,35343.0
055027020,2024,95461.0,319202.0
055027032,2024,,222320.0
055027035,2024,,2301.0
055027036,2024,2029.0,2029.0
055027042,2024,341.0,9096.0
055027015,2024,,43860.0
055027039,2024,,7750.0
055028011,2024,,494197.0
055028013,2024,,3525.0
055028014,2024,1994.0,61090.0
055029007,2024,903.0,18303.0
055029011,2024,,47695.0
055030007,2024,,29793.0
055030023,2024,,39584.0
055030043,2024,,166696.0
055030006,2024,,57336.0
055030011,2024,3268.0,62383.0
055030040,2024,,36986.0
055030902,2024,,76269.0
055030031,2024,31690.0,1018486.0
055030015,2024,,204152.0
055030020,2024,,161503.0
055030021,2024,5997.0,260800.0
055030025,2024,2799.0,17868.0
055030028,2024,27000.0,163620.0
055030033,2024,5786.0,361377.0
055030039,2024,7241.0,402593.0
055030045,2024,,157307.0
055030005,2024,,50124.0
055030009,2024,,48308.0
055030013,2024,,56860.0
055030024,2024,,289261.0
055030003,2024,,209359.0
055030022,2024,,9940.0
055030701,2024,,336075.0
055030030,2024,,8440.0
055031016,2024,1829.0,1887.0
055031021,2024,,93844.0
055031024,2024,,249102.0
055031014,2024,,248064.0
055031022,2024,4592.0,92831.0
055031005,2024,,1188.0
055032001,2024,,44601.0
055033703,2024,,315619.0
055033013,2024,15000.0,62005.0
055033021,2024,,379312.0
055033027,2024,,9194.0
055033003,2024,,333681.0
055033026,2024,,199141.0
055033030,2024,,26648.0
055033034,2024,,393592.0
055033038,2024,,88590.0
055033701,2024,474.0,244913.0
055033033,2024,,342399.0
055033004,2024,,63339.0
055033702,2024,,186531.0
055033023,2024,36115.0,194635.0
055033042,2024,686.0,387176.0
055033010,2024,6022.0,636793.0
055033019,2024,,291959.0
055033029,2024,98460.0,472225.0
055033401,2024,294.0,161620.0
055034007,2024,,113120.0
055034035,2024,338325.0,1041523.0
055034017,2024,6423.0,538440.0
055034023,2024,5866.0,421649.0
055034028,2024,,372944.0
055034036,2024,247136.0,846705.0
055034701,2024,,431115.0
055034022,2024,,51035.0
055034034,2024,1902.0,113473.0
055034014,2024,,531858.0
055035008,2024,,62021.0
055036047,2024,,130410.0
055036055,2024,4845.0,138014.0
055036057,2024,,153562.0
055036007,2024,,15949.0
055036030,2024,,4145.0
055036048,2024,,21951.0
055036005,2024,,59698.0
055036010,2024,5905.0,638805.0
055036024,2024,,5410.0
055036034,2024,,32447.0
055036045,2024,21346.0,65955.0
055036041,2024,,146603.0
055036022,2024,,293748.0
055036038,2024,,13292.0
055036051,2024,254743.0,1225934.0
055036002,2024,,54376.0
055036012,2024,,667284.0
055036019,2024,,105001.0
055036025,2024,,92490.0
055036056,2024,2633.0,68786.0
055036004,2024,,37160.0
055036102,2024,1163.0,27981.0
055037001,2024,243.0,3695.0
055037010,2024,,19157.0
055037025,2024,,68834.0
055037035,2024,29745.0,1033405.0
055037011,2024,,6055.0
055037012,2024,,160911.0
055037017,2024,7991.0,198831.0
055037023,2024,57.0,2598.0
055037036,2024,,14880.0
055037038,2024,9016.0,428921.0
055037042,2024,,150.0
055037045,2024,,122559.0
055037048,2024,,597156.0
055037901,2024,276390.0,2479527.0
055037006,2024,,158412.0
055037007,2024,3932.0,36641.0
055037015,2024,,84463.0
055037019,2024,,36980.0
055037024,2024,1807.0,78735.0
055037029,2024,,34637.0
055037030,2024,23534.0,960746.0
055037037,2024,154.0,30527.0
055037040,2024,,433794.0
055037046,2024,,73473.0
055037043,2024,,95369.0
055037051,2024,,266794.0
055037020,2024,16093.0,827102.0
055037028,2024,,14067.0
055037032,2024,,364984.0
055037501,2024,7930.0,436786.0
055037004,2024,,22517.0
055037009,2024,198586.0,470456.0
055037044,2024,,236571.0
055037026,2024,1957.0,61976.0
055037008,2024,3003.0,447645.0
055038001,2024,,932935.0
055039033,2024,,71796.0
055039051,2024,,4729.0
055039003,2024,,2895.0
055039017,2024,,21889.0
055039035,2024,,68607.0
055039037,2024,,7208.0
055039059,2024,,503336.0
055039054,2024,,30369.0
055039031,2024,84868.0,207653.0
055039301,2024,,130218.0
055039044,2024,65000.0,316049.0
055039040,2024,,334443.0
055040009,2024,255.0,157058.0
055040043,2024,,32853.0
055040012,2024,,7930.0
055040040,2024,,7239.0
055040301,2024,,4235.0
055040035,2024,,243602.0
055040302,2024,,103283.0
055040004,2024,,95742.0
055040037,2024,2462.0,11597.0
055040701,2024,63552.0,226450.0
055041002,2024,4498.0,174128.0
055041012,2024,272.0,14717.0
055041021,2024,,238736.0
055041028,2024,,296186.0
055041001,2024,,9308.0
055041004,2024,,238317.0
055041006,2024,,23788.0
055041008,2024,,186380.0
055041010,2024,,380135.0
055041019,2024,,54125.0
055041020,2024,,35650.0
055041022,2024,,61600.0
055041025,2024,111047.0,858079.0
055041027,2024,,418640.0
055041003,2024,,37795.0
055041005,2024,,134615.0
055041013,2024,,125240.0
055041015,2024,,44635.0
055041024,2024,,565483.0
055041023,2024,,95874.0
055041011,2024,,62998.0
055042023,2024,,1070.0
055042024,2024,,38640.0
055042031,2024,,10486.0
055042026,2024,,358444.0
055042014,2024,,39865.0
055042015,2024,14091.0,25612.0
055042021,2024,20.0,3470.0
055042012,2024,,3885.0
055042010,2024,,3712.0
055042006,2024,,16414.0
055042017,2024,1473.0,52216.0
055042501,2024,,3290.0
055042032,2024,,7979.0
055042502,2024,,7214.0
055043008,2024,74618.0,283125.0
055043015,2024,,565314.0
055043035,2024,18200.0,47680.0
055043046,2024,,270360.0
055043006,2024,,179285.0
055043010,2024,,235883.0
055043013,2024,,158164.0
055043014,2024,,152758.0
055043016,2024,851.0,374037.0
055043033,2024,,353472.0
055043040,2024,5360.0,525840.0
055043045,2024,,51161.0
055043007,2024,,99313.0
055043011,2024,247597.0,859887.0
055043029,2024,,262645.0
055043037,2024,,44893.0
055043038,2024,8305.0,518220.0
055043004,2024,88280.0,135795.0
055043024,2024,,53000.0
055043704,2024,,179450.0
055043501,2024,105727.0,861287.0
055043027,2024,581.0,22973.0
055043025,2024,,57080.0
055043031,2024,,86493.0
055043042,2024,148330.0,1014817.0
055043036,2024,,308976.0
055044017,2024,,52134.0
055044013,2024,,192769.0
055044008,2024,,21112.0
055044010,2024,1065.0,2188.0
055044015,2024,,34755.0
055044012,2024,,81060.0
055044009,2024,,2335.0
055045013,2024,,37660.0
055045016,2024,,1020.0
055045020,2024,,3140.0
055045028,2024,,4584.0
055045032,2024,,27816.0
055045036,2024,1685.0,41948.0
055045011,2024,,1022.0
055045001,2024,,10198.0
055045006,2024,,21438.0
055045010,2024,,8055.0
055045030,2024,,11742.0
055045035,2024,,49829.0
055045502,2024,,3565.0
055047037,2024,,15516.0
055047040,2024,,3325.0
055048002,2024,1449.0,60606.0
055048023,2024,,244267.0
055048007,2024,,61337.0
055048025,2024,,141690.0
055048701,2024,,24161.0
055049052,2024,,48908.0
055049070,2024,,4313.0
055049001,2024,,5440.0
055049012,2024,,65417.0
055049022,2024,,14429.0
055049039,2024,,3425.0
055049044,2024,,46992.0
055049057,2024,,19859.0
055049062,2024,,4602.0
055049068,2024,,4815.0
055049071,2024,,104194.0
055049072,2024,,17177.0
055049046,2024,,78260.0
055049054,2024,,369973.0
055049004,2024,,92272.0
055049014,2024,,161632.0
055049020,2024,,11496.0
055049027,2024,,10342.0
055049042,2024,,15306.0
055049053,2024,,13184.0
055049067,2024,,4050.0
055049007,2024,,12313.0
055049028,2024,,9462.0
055049031,2024,,6257.0
055049024,2024,,5796.0
055049038,2024,,15991.0
055049048,2024,,14204.0
055049059,2024,,157897.0
055049301,2024,,122417.0
055049501,2024,,6493.0
055049011,2024,,2469.0
055050005,2024,,19048.0
055050028,2024,,170.0
055050038,2024,,25360.0
055050042,2024,,95117.0
055050305,2024,,10650.0
055050019,2024,3175.0,286715.0
055050302,2024,,17634.0
055050303,2024,,27583.0
055050013,2024,274.0,4632.0
055050036,2024,,16750.0
055050039,2024,1648.0,46304.0
055050601,2024,,32916.0
055050003,2024,,101069.0
055050501,2024,,5928.0
055051002,2024,,3860.0
055051021,2024,,17643.0
055051023,2024,657.0,44141.0
055051011,2024,,8001.0
055051007,2024,,2350.0
055052003,2024,,9036.0
055052006,2024,,42.0
055052020,2024,,4120.0
055053006,2024,,4851.0
055053601,2024,,2065.0
055054039,2024,,8950.0
055054057,2024,,9285.0
055054067,2024,,111203.0
055054073,2024,,4506.0
055054005,2024,,10210.0
055054018,2024,,9124.0
055054026,2024,,2209.0
055054040,2024,,3320.0
055054050,2024,,1729.0
055054051,2024,,1204.0
055054059,2024,,3510.0
055054062,2024,2478.0,36089.0
055054302,2024,,1544.0
055054027,2024,,24909.0
055054016,2024,,30466.0
055055004,2024,,7411.0
055055017,2024,,21695.0
055055020,2024,6413.0,15832.0
055055007,2024,,4917.0
055055018,2024,,619.0
055056022,2024,79000.0,120435.0
055056035,2024,118692.0,153670.0
055056007,2024,,34350.0
055056015,2024,,1359.0
055056023,2024,,102073.0
055056017,2024,20000.0,66815.0
055056018,2024,,15866.0
055056027,2024,,73253.0
055056901,2024,34496.0,175029.0
055056012,2024,,72857.0
055056010,2024,,14293.0
055056019,2024,,360721.0
055056003,2024,,5536.0
055056009,2024,17501.0,80021.0
055056032,2024,,9474.0
055056601,2024,882.0,87003.0
055056031,2024,55470.0,350604.0
055057501,2024,,910.0
055057028,2024,,39812.0
055057023,2024,,169627.0
055058018,2024,5000.0,12737.0
141001001,2024,346.0,26173.0
141008008,2024,,126.0
141010010,2024,,47569.0
141016016,2024,,2886470.0
141019019,2024,53069.0,82058.0
141022022,2024,295266.0,424445.0
141032032,2024,,6443.0
141042042,2024,,4040.0
141045045,2024,98024.0,337416.0
141046046,2024,2395.0,15388.0
141047047,2024,,14815.0
141049049,2024,,342432.0
141050050,2024,,43.0
141051051,2024,210.0,233.0
141053053,2024,,682.0
141057057,2024,3194.0,2230.0
141058058,2024,,329.0
141059059,2024,,405.0
141060060,2024,,934.0
141067067,2024,204.0,3379.0
141069069,2024,,63.0
141072072,2024,,36199.0
141079079,2024,8434.0,11179.0
141080080,2024,,123.0
141081081,2024,58462.0,93858.0
141082082,2024,,99814.0
141084084,2024,51120.0,131821.0
141090090,2024,1379.0,2965.0
141097097,2024,55.0,164.0
141099099,2024,222179.0,666580.0
141100100,2024,,7698.0
141101101,2024,11951.0,80406.0
141102102,2024,747.0,388.0
142013002,2024,,16000.0
142016011,2024,,35077.0
142016035,2024,,19327.0
142016053,2024,276.0,23890.0
142016059,2024,,49365.0
142016027,2024,15688.0,433148.0
142016051,2024,,21443.0
142016060,2024,,4440.0
142016069,2024,11100.0,97362.0
142016096,2024,53.0,51664.0
142016801,2024,15419.0,52042.0
142016002,2024,18858.0,191490.0
142016016,2024,3734957.0,27514719.0
142016019,2024,,319551.0
142016020,2024,2594.0,62452.0
142016021,2024,3083.0,218627.0
142016033,2024,7245.0,27445.0
142016037,2024,,30607.0
142016061,2024,9013.0,241833.0
142016088,2024,358.0,220131.0
142016100,2024,165.0,178303.0
142016101,2024,536.0,54551.0
142016514,2024,16490.0,234746.0
142016017,2024,8431.0,230277.0
142016064,2024,,97667.0
142016513,2024,2868.0,30224.0
142016086,2024,9904.0,455072.0
142016082,2024,,39341.0
142016034,2024,,6944.0
142016090,2024,,9335.0
142016044,2024,24.0,56829.0
142016080,2024,,71106.0
142016502,2024,17494.0,144028.0
142016006,2024,506.0,133330.0
142022506,2024,13088.0,80256.0
142022017,2024,,52420.0
142022006,2024,,72510.0
142022012,2024,,82495.0
142022505,2024,,30374.0
142022702,2024,,15290.0
142022004,2024,69.0,21908.0
142022011,2024,,1040.0
142022502,2024,7479.0,71419.0
142022019,2024,10243.0,95391.0
142022503,2024,304.0,2139.0
142026002,2024,14.0,348.0
142044007,2024,,1213.0
142045009,2024,,3713.0
142047007,2024,373.0,36773.0
142047006,2024,50.0,2708.0
142049006,2024,7628.0,51259.0
142049009,2024,,9054.0
142049502,2024,4301.0,24854.0
142049507,2024,,960.0
142049018,2024,372.0,6105.0
142049003,2024,,58245.0
142049004,2024,,33080.0
142050021,2024,2690.0,43336.0
142056003,2024,4284.0,119847.0
142056018,2024,2300.0,63498.0
142060012,2024,2428.0,32176.0
142064003,2024,,6071.0
142066001,2024,38.0,77.0
142068001,2024,45.0,120.0
142068010,2024,,11472.0
142071009,2024,12281.0,59831.0
142079002,2024,,1850.0
142081005,2024,,59951.0
142082002,2024,,41415.0
142090005,2024,,38498.0
142090006,2024,150.0,217.0
142092019,2024,,1835.0
142099016,2024,4775.0,162663.0
142099010,2024,,4876.0
142099004,2024,163.0,19032.0
142099503,2024,,25680.0
142099501,2024,167.0,26275.0
142099701,2024,,215057.0
142100012,2024,,12985.0
143016009,2024,73.0,2665.0
143061007,2024,,26.0
144001015,2024,1000.0,
144016059,2024,105.0,31937.0
144016111,2024,3298.0,34783.0
144016823,2024,2771.0,10089.0
144016184,2024,,5310.0
144016407,2024,1550.0,8264.0
144016003,2024,1424.0,7779.0
144016097,2024,196.0,12091.0
144016182,2024,921.0,8458.0
144016186,2024,,14070.0
144016221,2024,157.0,23460.0
144016226,2024,,6463.0
144016631,2024,35.0,399.0
144016713,2024,329.0,285.0
144016832,2024,9582.0,73390.0
144016136,2024,1280.0,14310.0
144016912,2024,28.0,1903.0
144022703,2024,782.0,8832.0
144022009,2024,,1300.0
144022812,2024,161.0,7400.0
144022002,2024,933.0,45353.0
144022039,2024,2046.0,7716.0
144022043,2024,66.0,39683.0
144022815,2024,7226.0,27818.0
144022027,2024,4623.0,99628.0
144022705,2024,,55164.0
144022006,2024,2961.0,28126.0
144022103,2024,,12310.0
144028006,2024,,432.0
144045503,2024,,2365.0
144045404,2024,209.0,209.0
144045602,2024,182.0,18948.0
144045507,2024,,12563.0
144046005,2024,97.0,558.0
144049607,2024,,1979.0
144049904,2024,,5018.0
144049034,2024,-2453.0,24726.0
144049037,2024,2043.0,22343.0
144050023,2024,,861.0
144052006,2024,625.0,2765.0
144056001,2024,-427.0,11841.0
144056901,2024,818.0,14223.0
144058305,2024,,5780.0
144060606,2024,,4663.0
144098015,2024,115.0,23059.0
144099009,2024,,25465.0
144099402,2024,44.0,12218.0
144099704,2024,,8.0
144099809,2024,270.0,4230.0
144099403,2024,,2720.0
144099016,2024,-3156.0,8559.0
144101014,2024,13218.0,57222.0
145001013,2024,,1196.0
145001010,2024,,5357.0
145001007,2024,,18.0
145001014,2024,7589.0,91939.0
145002002,2024,,3795.0
145003001,2024,,2398.0
145003002,2024,35.0,21186.0
145004001,2024,,55755.0
145004801,2024,,9046.0
145005001,2024,20235.0,26702.0
145006017,2024,130.0,45125.0
145006024,2024,663.0,1072.0
145006044,2024,38.0,6511.0
145006013,2024,330.0,435.0
145006022,2024,,970.0
145006035,2024,,789.0
145006036,2024,,786.0
145006301,2024,,8754.0
145007003,2024,6715.0,7828.0
145008401,2024,600.0,7010.0
145008101,2024,,3964.0
145009002,2024,,9279.0
145009201,2024,,2186.0
145009004,2024,,4307.0
145010021,2024,,26695.0
145010004,2024,915.0,10567.0
145010007,2024,,262.0
145010018,2024,,11935.0
145010009,2024,,141.0
145010014,2024,,14175.0
145010016,2024,,1182.0
145010017,2024,465.0,6379.0
145010002,2024,84.0,9383.0
145010015,2024,,1408.0
145010003,2024,,18892.0
145010008,2024,1490.0,4590.0
145010020,2024,,1345.0
145010005,2024,,212701.0
145011007,2024,3365.0,19982.0
145011005,2024,,655.0
145011008,2024,,1495.0
145011010,2024,,20850.0
145012001,2024,,2695.0
145012002,2024,172.0,10972.0
145012003,2024,,1892.0
145013015,2024,,12461.0
145013005,2024,421.0,6392.0
145014006,2024,,1074.0
145014003,2024,,6602.0
145014007,2024,,590.0
145014501,2024,,5511.0
145014008,2024,15.0,3666.0
145014001,2024,8.0,86.0
145015003,2024,,1400.0
145015002,2024,,13700.0
145016006,2024,46.0,7326.0
145016009,2024,,14511.0
145016025,2024,,28875.0
145016039,2024,,17400.0
145016047,2024,9445.0,23206.0
145016117,2024,4485.0,18785.0
145016128,2024,,16201.0
145016145,2024,11515.0,26916.0
145016012,2024,,16760.0
145016013,2024,,30000.0
145016017,2024,1491.0,50000.0
145016019,2024,,35950.0
145016028,2024,,4075.0
145016037,2024,,45850.0
145016044,2024,,5880.0
145016053,2024,,36580.0
145016054,2024,,15208.0
145016060,2024,1110.0,1163.0
145016073,2024,,20897.0
145016076,2024,,23180.0
145016078,2024,127.0,22253.0
145016083,2024,,5376.0
145016085,2024,,151240.0
145016088,2024,,45846.0
145016094,2024,415.0,4739.0
145016097,2024,,6265.0
145016102,2024,11340.0,27189.0
145016111,2024,,4825.0
145016116,2024,,2425.0
145016130,2024,,1235.0
145016137,2024,,4295.0
145016144,2024,,703.0
145016152,2024,,86576.0
145016156,2024,20892.0,54417.0
145016096,2024,10071.0,134870.0
145016003,2024,,86538.0
145016008,2024,,30966.0
