unit9,year,ltd_iss_k,ltd_out_k
155092007,2023,103.0,7642.0
191001001,2023,,5235.0
191002002,2023,434.0,7976.0
191003003,2023,,97708.0
191006006,2023,4665.0,19630.0
191008008,2023,,102208.0
191009009,2023,,65503.0
191010010,2023,,5073.0
191011011,2023,,7128.0
191015015,2023,331.0,65593.0
191018017,2023,,1131.0
191020019,2023,,25896.0
191023022,2023,,47432.0
191024023,2023,,11137.0
191026025,2023,,592055.0
191029028,2023,14725.0,75382.0
191030029,2023,9920.0,23781.0
191031030,2023,1.0,2051.0
191032031,2023,5150.0,56968.0
191035034,2023,149.0,10144.0
191037035,2023,5959.0,17073.0
191038036,2023,5103.0,98673.0
191039037,2023,,9264.0
191040038,2023,10845.0,20809.0
191043041,2023,934.0,14562.0
191044042,2023,3632.0,63345.0
191045043,2023,36338.0,141944.0
191046044,2023,,8064.0
191047045,2023,,22453.0
191048046,2023,,63601.0
191049047,2023,,17138.0
191050048,2023,,28549.0
191051049,2023,1119.0,6971.0
191052050,2023,7734.0,219621.0
191053051,2023,,72419.0
191056054,2023,58.0,2852.0
191057055,2023,,23680.0
191058056,2023,,12467.0
191059057,2023,315.0,7357.0
191060058,2023,,1494.0
191061059,2023,,3919.0
191063061,2023,229.0,27712.0
192003002,2023,,10205.0
192003001,2023,,2174.0
192005006,2023,,717.0
192008002,2023,1425.0,440589.0
192010003,2023,85.0,45698.0
192010005,2023,,126.0
192010004,2023,,11087.0
192013002,2023,,7136.0
192014003,2023,,1020.0
192015003,2023,2068.0,1896.0
192017001,2023,,6160.0
192017002,2023,21406.0,1870419.0
192018001,2023,,2590.0
192020002,2023,644.0,1643.0
192021002,2023,,2663.0
192023003,2023,,26665.0
192024004,2023,,17797.0
192025001,2023,,232.0
192026004,2023,28.0,2568.0
192026003,2023,1367.0,74523.0
192028004,2023,11634.0,425274.0
192028005,2023,,20000.0
192028006,2023,,36855.0
192029003,2023,,11615.0
192031004,2023,,84168.0
192032002,2023,,43836.0
192032005,2023,2874.0,13417.0
192034001,2023,,8192.0
192035004,2023,,14125.0
192036001,2023,114633.0,1003728.0
192037002,2023,,27241.0
192037001,2023,,117039.0
192040007,2023,,13380.0
192040001,2023,,176830.0
192042001,2023,,11861.0
192043002,2023,,705.0
192049007,2023,,9010.0
192051005,2023,,3602.0
192051004,2023,,4677.0
192052002,2023,,1999.0
192053002,2023,,5097.0
192057001,2023,,4097.0
192064004,2023,,5846.0
194008301,2023,,1599.0
194010504,2023,,560.0
195001001,2023,,4087.0
195002001,2023,,20855.0
195003001,2023,,316727.0
195004001,2023,,5832.0
195005001,2023,,312.0
195006001,2023,,45880.0
195007001,2023,,23160.0
195008001,2023,,149690.0
195009001,2023,9568.0,101927.0
195010001,2023,,291551.0
195011001,2023,,5070.0
195012001,2023,,16580.0
195013001,2023,,860.0
195015001,2023,,120.0
195017001,2023,,7572.0
195018001,2023,,1200.0
195019001,2023,2062.0,7106.0
195020001,2023,,9584.0
195021001,2023,,6710.0
195022001,2023,,6442.0
195023001,2023,,80390.0
195024001,2023,,17953.0
195025001,2023,,8500.0
195026001,2023,80140.0,333527.0
195027001,2023,1478.0,37878.0
195028001,2023,171625.0,236866.0
195029001,2023,,198667.0
195030001,2023,,1060.0
195031001,2023,,38232.0
195032001,2023,,106173.0
195033001,2023,,11703.0
195034001,2023,,7693.0
195035001,2023,,24340.0
195036001,2023,1080.0,1340.0
195037002,2023,22521.0,155163.0
195039001,2023,,366.0
195040001,2023,79194.0,126778.0
195041001,2023,,25035.0
195042001,2023,,39650.0
195043001,2023,,19324.0
195045001,2023,14937.0,74362.0
195046001,2023,,11030.0
195047001,2023,,91546.0
195049001,2023,,20258.0
195050001,2023,,97855.0
195051001,2023,,25026.0
195052001,2023,80151.0,331205.0
195053001,2023,,32557.0
195054001,2023,,133.0
195055001,2023,,152321.0
195057001,2023,,20866.0
195058001,2023,,16208.0
195060001,2023,,59783.0
195061001,2023,9500.0,84830.0
195062001,2023,16.0,16.0
195063001,2023,,48998.0
195064001,2023,,780.0
222001201,2023,14662.0,112047.0
222003004,2023,27895.0,159909.0
222003002,2023,50843.0,335677.0
222005002,2023,9585.0,147490.0
222005008,2023,14345.0,114849.0
222005003,2023,7541.0,126302.0
222005101,2023,,50631.0
222006101,2023,,52433.0
222007002,2023,10129.0,63389.0
222007201,2023,,14482.0
222007301,2023,7035.0,93060.0
222007101,2023,,10949.0
222008001,2023,4610.0,32433.0
222009011,2023,,81782.0
222009007,2023,1050.0,41804.0
222009008,2023,21514.0,332773.0
222009009,2023,34275.0,317791.0
222009006,2023,7800.0,73372.0
222011201,2023,3535.0,78513.0
222011101,2023,6955.0,179545.0
222011102,2023,340.0,152156.0
223001007,2023,,110076.0
223001005,2023,13290.0,30270.0
223001002,2023,8342.0,50316.0
223001004,2023,16734.0,90147.0
223001010,2023,14852.0,57367.0
223001015,2023,7140.0,24910.0
223001012,2023,19770.0,47485.0
223003004,2023,,3585.0
223003005,2023,22150.0,104238.0
223003015,2023,,4134.0
223003003,2023,1175.0,41614.0
223003014,2023,46530.0,50421.0
223003008,2023,5820.0,52956.0
223004002,2023,1985.0,9818.0
223005003,2023,302.0,10590.0
223005002,2023,50533.0,320334.0
223005012,2023,12300.0,112033.0
223005019,2023,2905.0,9225.0
223006009,2023,161.0,214.0
223006013,2023,3183.0,3304.0
223007010,2023,,34627.0
223008004,2023,100.0,2067.0
223008014,2023,,4405.0
223008013,2023,75.0,337.0
223009036,2023,11022.0,24914.0
223009008,2023,29459.0,166957.0
223009017,2023,,42850.0
223009021,2023,37165.0,209399.0
223009028,2023,6859.0,41274.0
223009037,2023,15115.0,66565.0
223009002,2023,8705.0,294399.0
223009007,2023,1000.0,245017.0
223009022,2023,,84680.0
223009025,2023,25789.0,148201.0
223009041,2023,5973.0,95444.0
223009013,2023,58550.0,104543.0
223009014,2023,,56588.0
223009040,2023,,36634.0
223009033,2023,500.0,25430.0
223010001,2023,54835.0,227084.0
223011022,2023,4572.0,111808.0
223011020,2023,10900.0,50015.0
223011023,2023,19739.0,108038.0
223011004,2023,13842.0,461055.0
223011005,2023,10920.0,61368.0
223011008,2023,,18450.0
223011013,2023,22630.0,64321.0
223011021,2023,3770.0,145965.0
223011024,2023,1572.0,175439.0
223011025,2023,56575.0,86818.0
223011018,2023,105240.0,196203.0
223011009,2023,,59153.0
223011016,2023,,120580.0
223012019,2023,300.0,191381.0
223012016,2023,6595.0,105680.0
223012023,2023,14826.0,116176.0
223012004,2023,,58242.0
223012005,2023,,31876.0
223012021,2023,2150.0,5590.0
223012009,2023,,140363.0
223012018,2023,,36389.0
223012022,2023,,69315.0
223014003,2023,-2149.0,24433.0
223014034,2023,232.0,4142.0
223014046,2023,-265.0,20848.0
223014049,2023,,60079.0
223014040,2023,4530.0,120269.0
223014015,2023,,76131.0
223014010,2023,,3421.0
242002001,2023,9850.0,33068.0
242003003,2023,11103.0,31248.0
242004001,2023,,52096.0
242013005,2023,1545.0,16160.0
242014003,2023,9646.0,24840.0
242014001,2023,2922.0,8553.0
242014009,2023,19613.0,225475.0
242017006,2023,186.0,25508.0
242019801,2023,9995.0,33276.0
242019002,2023,3742.0,10345.0
242019006,2023,47875.0,148110.0
242020004,2023,,10554.0
242027008,2023,32840.0,122580.0
242027002,2023,4432.0,45480.0
242027010,2023,3895.0,58885.0
242027016,2023,15390.0,84550.0
242027029,2023,10000.0,66470.0
242027020,2023,125034.0,826517.0
242027012,2023,7265.0,82020.0
242027009,2023,5380.0,24230.0
242027001,2023,29401.0,109135.0
242027022,2023,,60145.0
242042006,2023,2875.0,63414.0
242047007,2023,3936.0,34156.0
242048007,2023,,18066.0
242052005,2023,7276.0,94559.0
242054001,2023,,3198.0
242055004,2023,1448.0,295667.0
242056009,2023,1753.0,15890.0
242060004,2023,6.0,3350.0
242062502,2023,,10831.0
242062008,2023,,16420.0
242062009,2023,201539.0,776873.0
242069008,2023,11697.0,122620.0
242069015,2023,1566.0,4140.0
242070008,2023,10000.0,45920.0
242073021,2023,15967.0,184767.0
242082804,2023,76.0,46635.0
242082801,2023,,37190.0
242082803,2023,5915.0,22165.0
242082016,2023,4021.0,30485.0
245002006,2023,25373.0,100895.0
245002002,2023,,276986.0
245002007,2023,,96275.0
245002005,2023,,47769.0
245003301,2023,,29631.0
245004001,2023,,34941.0
245004014,2023,,57113.0
245006301,2023,,2267.0
245007045,2023,,14840.0
245007201,2023,,23705.0
245007202,2023,,62498.0
245007036,2023,,159155.0
245008072,2023,,39225.0
245009008,2023,,22820.0
245010033,2023,37998.0,187427.0
245010037,2023,10917.0,55169.0
245010039,2023,,99276.0
245011012,2023,43733.0,69252.0
245011201,2023,,7440.0
245012026,2023,,1906.0
245013201,2023,,59684.0
245014003,2023,2543.0,28040.0
245014009,2023,55909.0,71598.0
245014014,2023,,2681.0
245014007,2023,1406.0,42994.0
245014011,2023,2799.0,211941.0
245015301,2023,,1263.0
245017010,2023,,22893.0
245018041,2023,,30604.0
245018006,2023,,23814.0
245019001,2023,,138664.0
245019004,2023,,65053.0
245019010,2023,,127264.0
245019503,2023,11846.0,98932.0
245019007,2023,3334.0,214947.0
245019012,2023,9995.0,54447.0
245019014,2023,,145298.0
245020003,2023,,14362.0
245021041,2023,,3925.0
245021001,2023,,85315.0
245023301,2023,,5100.0
245023064,2023,,6268.0
245023202,2023,,16439.0
245024001,2023,1024.0,37392.0
245024002,2023,,9610.0
245025003,2023,,25798.0
245025010,2023,,15450.0
245025012,2023,,18782.0
245025002,2023,,20944.0
245027012,2023,16834.0,121240.0
245027002,2023,26088.0,160331.0
245027036,2023,6040.0,58008.0
245027039,2023,19015.0,233464.0
245027028,2023,11405.0,186521.0
245027032,2023,15665.0,245387.0
245027033,2023,,45161.0
245027037,2023,12445.0,175355.0
245027038,2023,2308.0,139439.0
245027042,2023,,26040.0
245027046,2023,,226402.0
245027011,2023,4884.0,48921.0
245028008,2023,,8468.0
245028055,2023,,622.0
245029021,2023,,3215.0
245029022,2023,27980.0,65175.0
245030004,2023,,73407.0
245031004,2023,3101.0,55235.0
245031002,2023,7743.0,20709.0
245031003,2023,3506.0,110979.0
245032301,2023,1391.0,36051.0
245033021,2023,10689.0,18917.0
245034031,2023,,18239.0
245034074,2023,,37720.0
245035202,2023,,3215.0
245037066,2023,,22377.0
245039001,2023,,20185.0
245040001,2023,760.0,17946.0
245041010,2023,,5782.0
245041009,2023,,2007.0
245042003,2023,1868.0,19508.0
245042014,2023,1125.0,54816.0
245043017,2023,,21041.0
245043019,2023,,66870.0
245045201,2023,26467.0,30943.0
245045801,2023,,1945.0
245046202,2023,,4694.0
245046023,2023,,7557.0
245046001,2023,,33747.0
245047042,2023,,41094.0
245047022,2023,,15509.0
245048901,2023,,106.0
245048035,2023,7266.0,39046.0
245049016,2023,,3738.0
245050006,2023,,62740.0
245050016,2023,,7222.0
245051039,2023,,3728.0
245052029,2023,,101880.0
245052013,2023,,6033.0
245053023,2023,,5547.0
245055002,2023,2237.0,88183.0
245055005,2023,26342.0,34249.0
245055074,2023,,349272.0
245055076,2023,2497.0,56245.0
245056037,2023,,17447.0
245056052,2023,,28.0
245056135,2023,,3560.0
245057023,2023,,38648.0
245058050,2023,,4904.0
245058033,2023,,20284.0
245060009,2023,,3574.0
245060008,2023,,5440.0
245060201,2023,,8971.0
245060002,2023,,2227.0
245061003,2023,,8737.0
245062001,2023,,202414.0
245062002,2023,21552.0,483151.0
245062003,2023,,194761.0
245062004,2023,36845.0,461037.0
245064021,2023,,159.0
245064038,2023,,7761.0
245065202,2023,,1166.0
245066001,2023,,4413.0
245066003,2023,,57117.0
245067004,2023,,7445.0
245068001,2023,,4.0
245068008,2023,790.0,50207.0
245068015,2023,,16665.0
245069005,2023,34981.0,42889.0
245069007,2023,,15333.0
245069014,2023,,20416.0
245069009,2023,,25.0
245069006,2023,,155490.0
245070001,2023,,13469.0
245070003,2023,,67504.0
245070033,2023,,204983.0
245070004,2023,18157.0,198658.0
245071002,2023,,79701.0
245071001,2023,,58962.0
245072202,2023,,90.0
245073073,2023,,17710.0
245074003,2023,,7655.0
245074004,2023,,162139.0
245075004,2023,,11130.0
245076084,2023,,10483.0
245076002,2023,1063.0,28572.0
245077007,2023,14322.0,24694.0
245077002,2023,,9900.0
245078011,2023,,5455.0
245079045,2023,,5034.0
245080001,2023,,13928.0
245081001,2023,,12493.0
245081011,2023,5304.0,14609.0
245082009,2023,,294699.0
245082011,2023,,99975.0
245082005,2023,3643.0,45866.0
245083008,2023,,23757.0
245083005,2023,,3915.0
245083001,2023,,92.0
245084008,2023,6208.0,21698.0
245084001,2023,,6090.0
245085036,2023,,5841.0
245086079,2023,,136524.0
245086002,2023,,15530.0
245086042,2023,,34660.0
245086020,2023,,57177.0
245086076,2023,1490.0,31166.0
245086011,2023,,56073.0
245086001,2023,,43463.0
245087001,2023,23462.0,29846.0
341001001,2023,9029.0,185538.0
341010010,2023,45815.0,422621.0
341011011,2023,175413.0,740946.0
341013013,2023,16522.0,336658.0
341015015,2023,,5005.0
341016016,2023,20000.0,33360.0
341017017,2023,13050.0,15881.0
341018018,2023,38480.0,269684.0
341026026,2023,,56914.0
341032032,2023,192465.0,643473.0
341033033,2023,,26370.0
341034034,2023,,632664.0
341039039,2023,2382.0,75658.0
341041041,2023,904.0,608043.0
341043043,2023,1344.0,255795.0
341049049,2023,,173493.0
341051051,2023,6839.0,499213.0
341060060,2023,437860.0,1764034.0
341063063,2023,4657.0,249700.0
341064064,2023,292.0,58529.0
341065065,2023,21850.0,382321.0
341068068,2023,14298.0,307605.0
341071071,2023,,132005.0
341073073,2023,,6286.0
341074074,2023,17287.0,120792.0
341080080,2023,46038.0,78182.0
341090090,2023,157615.0,894034.0
341092092,2023,606503.0,2699580.0
341095095,2023,31800.0,62005.0
341096096,2023,94648.0,154305.0
342001001,2023,,29944.0
342010401,2023,,10157.0
342010701,2023,1900.0,460.0
342011001,2023,32470.0,167168.0
342013001,2023,,52410.0
342018005,2023,19318.0,77928.0
342023006,2023,,59721.0
342026001,2023,32443.0,853781.0
342032001,2023,,236865.0
342034002,2023,63895.0,836212.0
342036001,2023,11700.0,15283.0
342036006,2023,48590.0,137673.0
342041002,2023,78460.0,711380.0
342041004,2023,,287215.0
342045001,2023,33707.0,79114.0
342049002,2023,,101064.0
342051002,2023,95800.0,139981.0
342053002,2023,9210.0,65182.0
342060003,2023,,18768.0
342060002,2023,2021.0,20989.0
342060004,2023,,34821.0
342060001,2023,162665.0,4291260.0
342065003,2023,23980.0,267115.0
342092005,2023,,90526.0
342092010,2023,,33664.0
342092002,2023,,433730.0
342092001,2023,,122171.0
342092003,2023,36105.0,97225.0
342092004,2023,21620.0,55299.0
342092008,2023,657671.0,1677298.0
342092011,2023,,11769.0
342092007,2023,,38735.0
342095002,2023,,30060.0
342095001,2023,2895.0,13964.0
342096003,2023,,43756.0
441001001,2023,,9259.0
441014014,2023,,147845.0
441015015,2023,899320.0,3527855.0
441018018,2023,,7765.0
441020020,2023,107265.0,170720.0
441021021,2023,,67255.0
441029029,2023,,1115.0
441031031,2023,33480.0,195764.0
441043043,2023,82870.0,544249.0
441046046,2023,,110715.0
441061061,2023,44370.0,559930.0
441068068,2023,,41955.0
441071071,2023,46704.0,502738.0
441079079,2023,219484.0,1038600.0
441084084,2023,,190347.0
441101101,2023,842789.0,5020006.0
441105105,2023,,522684.0
441129129,2023,42991.0,217746.0
441133133,2023,,27155.0
441141141,2023,,17805.0
441152152,2023,1956.0,81082.0
441155155,2023,14120.0,142685.0
441170170,2023,8430.0,551880.0
441171171,2023,,180.0
441212212,2023,,33505.0
441220220,2023,290615.0,429197.0
441225225,2023,,110198.0
441227227,2023,37564.0,1080483.0
441233233,2023,311.0,20528.0
441235235,2023,20298.0,62484.0
441240240,2023,,106455.0
441243243,2023,,65728.0
441246246,2023,117583.0,1236832.0
442014003,2023,21630.0,212270.0
442014005,2023,,152856.0
442015010,2023,2067464.0,12994963.0
442019006,2023,,44080.0
442020004,2023,,7255.0
442021001,2023,68590.0,573795.0
442021002,2023,72000.0,437005.0
442031001,2023,72425.0,488126.0
442031901,2023,,16605.0
442043009,2023,76450.0,606150.0
442043008,2023,146852.0,655911.0
442043006,2023,185690.0,1016420.0
442043001,2023,,141459.0
442043011,2023,33975.0,194585.0
442043014,2023,13111.0,78101.0
442046001,2023,120883.0,631069.0
442049001,2023,7693.0,40889.0
442057018,2023,,134135.0
442057004,2023,24313.0,218238.0
442057008,2023,26580.0,105775.0
442057020,2023,82654.0,405540.0
442057001,2023,31305.0,141600.0
442057009,2023,,20460.0
442057010,2023,23810.0,75181.0
442057016,2023,408030.0,1008865.0
442057022,2023,11775.0,145865.0
442057007,2023,3565733.0,12447869.0
442057013,2023,208015.0,587076.0
442057012,2023,241000.0,1362555.0
442061702,2023,,12618.0
442061005,2023,190430.0,381040.0
442061002,2023,206575.0,1377085.0
442061504,2023,8550.0,149350.0
442070006,2023,18135.0,106030.0
442070003,2023,,12740.0
442071002,2023,789245.0,3035265.0
442079005,2023,,13635.0
442079001,2023,,12073.0
442079006,2023,67315.0,512765.0
442084802,2023,41170.0,265119.0
442084001,2023,34014.0,215088.0
442084003,2023,,23598.0
442092004,2023,,116090.0
442094801,2023,,55637.0
442094002,2023,21221.0,276002.0
442095004,2023,,25755.0
442098002,2023,,6631.0
442101022,2023,,22441.0
442101004,2023,,89828.0
442101008,2023,7655.0,12125735.0
442101501,2023,31105.0,40360.0
442101001,2023,29478.0,251038.0
442105003,2023,,300060.0
442108007,2023,,20746.0
442112003,2023,,1416.0
442116006,2023,,141313.0
442123001,2023,60375.0,339305.0
442133001,2023,,63717.0
442152002,2023,83170.0,1342362.0
442155010,2023,122353.0,1731550.0
442165001,2023,247790.0,494790.0
442174003,2023,,30567.0
442177003,2023,299.0,14031.0
442178003,2023,193094.0,1568027.0
442184002,2023,,86768.0
442199002,2023,,53998.0
442220012,2023,,152969.0
442220002,2023,,131740.0
442220011,2023,370035.0,2572292.0
442220015,2023,,45665.0
442220018,2023,,199525.0
442220019,2023,15475.0,132415.0
442220001,2023,986105.0,2350728.0
442220014,2023,1975.0,55050.0
442221001,2023,43170.0,407160.0
442226001,2023,56545.0,232601.0
442227701,2023,184196.0,525921.0
442235001,2023,,69405.0
442236001,2023,19575.0,103035.0
442239001,2023,,4936.0
442240001,2023,126540.0,899423.0
442241001,2023,3421.0,34010.0
442243004,2023,9270.0,161777.0
442246901,2023,,201267.0
442246003,2023,,249245.0
444002001,2023,27534.0,29626.0
444020303,2023,,5571.0
444020017,2023,,248035.0
444079205,2023,,74695.0
444079625,2023,,51305.0
444079134,2023,,50270.0
444079170,2023,7700.0,107635.0
444084709,2023,,30730.0
444101141,2023,,17960.0
444101323,2023,,31215.0
444101144,2023,,36565.0
444101023,2023,,88775.0
444101120,2023,,2773.0
444101321,2023,5870.0,8445.0
444101465,2023,,15615.0
444101613,2023,,67710.0
444101678,2023,73795.0,219650.0
444101854,2023,15750.0,87075.0
444101294,2023,,22690.0
444101882,2023,,22900.0
444101972,2023,,7765.0
444101981,2023,5155.0,18530.0
444116802,2023,,41807.0
444123015,2023,,89723.0
444161602,2023,,11140.0
444165538,2023,,209341.0
444168801,2023,470.0,13914.0
444177301,2023,1015.0,22686.0
444181006,2023,187.0,33467.0
444227109,2023,,15875.0
444246202,2023,,31040.0
444246316,2023,,19965.0
445001007,2023,,11885.0
445001002,2023,,11500.0
445001010,2023,,2690.0
445001012,2023,,3090.0
445001014,2023,,34945.0
445001011,2023,,51265.0
445002001,2023,37815.0,55900.0
445003006,2023,,21030.0
445003008,2023,,8500.0
445003010,2023,,97570.0
445003009,2023,,10799.0
445003012,2023,,5030.0
445005005,2023,,1165.0
445005001,2023,,13620.0
445005003,2023,,14075.0
445006001,2023,,865.0
445007007,2023,,47185.0
445007006,2023,,21145.0
445007008,2023,,20992.0
445007002,2023,,6715.0
445007004,2023,,36062.0
445008008,2023,,10445.0
445008007,2023,,45355.0
445008001,2023,,10285.0
445009003,2023,,24940.0
445010002,2023,,4660.0
445010001,2023,,10530.0
445011004,2023,,194920.0
445011015,2023,,34500.0
445011001,2023,2043.0,278133.0
445012001,2023,,1365.0
445013001,2023,,15033.0
445013003,2023,,25295.0
445013004,2023,,20296.0
445014001,2023,27255.0,85350.0
445014015,2023,,26820.0
445014003,2023,19995.0,20735.0
445014013,2023,,55390.0
445014004,2023,,378390.0
445014012,2023,,11981.0
445014702,2023,,133800.0
445014005,2023,,7020.0
445014007,2023,,383760.0
445015013,2023,287900.0,1462315.0
445015016,2023,,130732.0
445015009,2023,72055.0,1282185.0
445015001,2023,19515.0,168615.0
445015006,2023,,218239.0
445015018,2023,191210.0,434773.0
445015002,2023,87470.0,612604.0
445015015,2023,,45510.0
445015003,2023,77730.0,172408.0
445015017,2023,,79685.0
445016002,2023,52545.0,60740.0
445016001,2023,37980.0,43150.0
445018005,2023,,4810.0
445018001,2023,,20285.0
445018008,2023,,14947.0
445018003,2023,,4155.0
445019002,2023,,21120.0
445019012,2023,9965.0,23200.0
445019015,2023,,5030.0
445019010,2023,6230.0,6643.0
445019009,2023,,520.0
445019013,2023,,77660.0
445019014,2023,,3220.0
445019016,2023,,840.0
445019004,2023,,16430.0
445019701,2023,,11888.0
445020007,2023,,17275.0
445020012,2023,38615.0,69030.0
445020010,2023,11700.0,358840.0
445020001,2023,29220.0,936195.0
445020002,2023,72555.0,223230.0
445020011,2023,,41855.0
445020801,2023,,3657.0
445021001,2023,,324710.0
445021901,2023,,244870.0
445022001,2023,,18135.0
445023003,2023,,5265.0
445024001,2023,,25155.0
445025701,2023,56125.0,67515.0
445025001,2023,,5428.0
445025005,2023,,14644.0
445025007,2023,,995.0
445026002,2023,,35667.0
445026008,2023,,11576.0
445026007,2023,,14299.0
445027004,2023,,74825.0
445027003,2023,,57825.0
445028001,2023,69805.0,123360.0
445028002,2023,,30895.0
445029001,2023,,7795.0
445030001,2023,15970.0,20508.0
445030005,2023,,3557.0
445030003,2023,,2048.0
445030002,2023,,16870.0
445031004,2023,,17952.0
445031014,2023,,83025.0
445031007,2023,,71130.0
445031016,2023,7050.0,12935.0
445031001,2023,,83480.0
445031015,2023,,12660.0
445031003,2023,,100805.0
445031013,2023,,28115.0
445032001,2023,,14215.0
445033003,2023,,9060.0
445033001,2023,,10285.0
445034012,2023,,1138.0
445034005,2023,,176.0
445034016,2023,,379.0
445034020,2023,,1290.0
445034002,2023,,10016.0
445035003,2023,,165.0
445035001,2023,,28535.0
445035002,2023,,1525.0
445036002,2023,,434325.0
445036001,2023,,55675.0
445036003,2023,9570.0,22038.0
445037015,2023,,7278.0
445037002,2023,,6150.0
445037009,2023,,67990.0
445037024,2023,,2325.0
445039005,2023,,2233.0
445039003,2023,,3735.0
445039001,2023,750.0,4585.0
445040003,2023,,5055.0
445041002,2023,2000.0,10910.0
445042401,2023,,490.0
445042007,2023,,685.0
445043008,2023,60470.0,298885.0
445043007,2023,,32955.0
445043002,2023,,636706.0
445043013,2023,,133285.0
445043019,2023,93270.0,440285.0
445043011,2023,,60075.0
445043023,2023,33795.0,403109.0
445043004,2023,49345.0,270998.0
445043016,2023,,315230.0
445043015,2023,48345.0,492835.0
445043018,2023,631450.0,992285.0
445045008,2023,,13010.0
445045003,2023,,24020.0
445045002,2023,,4175.0
445046007,2023,193555.0,529379.0
445046501,2023,124190.0,1092450.0
445047002,2023,,5950.0
445047001,2023,,7417.0
445047005,2023,,915.0
445047003,2023,,1509.0
445048004,2023,1500.0,1500.0
445048001,2023,,18420.0
445049005,2023,,20842.0
445049002,2023,,14060.0
445049007,2023,,12145.0
445050001,2023,,3550.0
445050006,2023,,414.0
445050011,2023,,949.0
445050004,2023,,18920.0
445052001,2023,43735.0,43735.0
445054002,2023,,7055.0
445055001,2023,,17115.0
445056003,2023,,1520.0
445056001,2023,,9703.0
445057004,2023,71885.0,390765.0
445057007,2023,,180145.0
445057012,2023,312040.0,594030.0
445057003,2023,,86887.0
445057009,2023,145315.0,482435.0
445057010,2023,,375870.0
445057014,2023,,684841.0
445057025,2023,,82543.0
445057801,2023,348295.0,375515.0
445057002,2023,404545.0,677115.0
445057015,2023,193930.0,952430.0
445057013,2023,,172992.0
445058003,2023,,6705.0
445058001,2023,81485.0,81485.0
445058004,2023,,21480.0
445059001,2023,,16515.0
445059002,2023,,913.0
445060002,2023,,7900.0
445061003,2023,,1237000.0
445061001,2023,89395.0,408721.0
445061008,2023,180250.0,487091.0
445061012,2023,,142065.0
445061007,2023,73220.0,1045075.0
445061011,2023,,70305.0
445061005,2023,19465.0,46403.0
445061009,2023,523020.0,1807155.0
445061002,2023,27810.0,311004.0
445061006,2023,34875.0,169697.0
445061010,2023,,45445.0
445062005,2023,4100.0,31840.0
445062001,2023,,46280.0
445062003,2023,,6385.0
445063005,2023,,1610.0
445064002,2023,,33590.0
445065002,2023,,401.0
445066001,2023,,3870.0
445066601,2023,,19900.0
445066011,2023,,21870.0
445067008,2023,3147.0,23255.0
445067005,2023,,3215.0
445067004,2023,,9144.0
445070008,2023,,11355.0
445070014,2023,190640.0,410753.0
445070005,2023,,78910.0
445070009,2023,32660.0,41083.0
445070006,2023,,25108.0
445070010,2023,12880.0,394755.0
445070013,2023,,78035.0
445070012,2023,,15875.0
445070001,2023,,575.0
445071001,2023,,139871.0
445071701,2023,,901769.0
445071008,2023,,882277.0
445071003,2023,,24360.0
445071004,2023,,748340.0
445071702,2023,,2995.0
445071002,2023,,21138.0
445071005,2023,,14562.0
445071006,2023,,79630.0
445072004,2023,,7590.0
445072002,2023,,5476.0
445072001,2023,,4963.0
445072005,2023,,6661.0
445072008,2023,39875.0,107950.0
445073003,2023,,656.0
445073005,2023,30360.0,30360.0
445074017,2023,,240.0
445074004,2023,,24835.0
445074005,2023,,3495.0
445074020,2023,39145.0,44415.0
445074014,2023,,3094.0
445074901,2023,,6835.0
445074006,2023,,995.0
445075003,2023,,16161.0
445075009,2023,,5165.0
445075002,2023,,6320.0
445075005,2023,,28185.0
445076003,2023,,8775.0
445076004,2023,,12928.0
445077002,2023,,29355.0
445077003,2023,,3665.0
445078001,2023,,2735.0
445079002,2023,1158090.0,2834465.0
445079006,2023,97525.0,1548150.0
445079004,2023,29275.0,68702.0
445080002,2023,,16205.0
445081006,2023,,3965.0
445081004,2023,8000.0,8577.0
445081008,2023,,5645.0
445082002,2023,,13895.0
445082001,2023,,24600.0
445083003,2023,23315.0,30185.0
445083002,2023,,5785.0
445084005,2023,275.0,7735.0
445084011,2023,131390.0,290895.0
445084003,2023,,189905.0
445084001,2023,56980.0,993980.0
445084002,2023,116645.0,466390.0
445084010,2023,5045.0,75265.0
445084004,2023,60880.0,338075.0
445084006,2023,,63015.0
445085006,2023,,29355.0
445086003,2023,77820.0,97050.0
445088002,2023,,3200.0
445089002,2023,22025.0,30954.0
445089001,2023,,18905.0
445089004,2023,,5550.0
445090004,2023,,1495.0
445090006,2023,,29355.0
445091002,2023,25445.0,40989.0
445091021,2023,1030.0,9334.0
445091004,2023,128790.0,206600.0
445091024,2023,,2245.0
445091003,2023,,7614.0
445091017,2023,,177025.0
445091018,2023,,25060.0
445091022,2023,29690.0,171175.0
445091009,2023,37345.0,89005.0
445091025,2023,,18500.0
445092007,2023,,141136.0
445092003,2023,,26315.0
445092006,2023,,134490.0
445092009,2023,,16095.0
445092011,2023,,17658.0
445092010,2023,665.0,33522.0
445092008,2023,,38710.0
445093006,2023,,65174.0
445093003,2023,,7860.0
445093001,2023,,23020.0
445094014,2023,47290.0,199220.0
445095003,2023,,3892.0
445095001,2023,,13925.0
445095005,2023,,61565.0
445095004,2023,,19395.0
445096004,2023,,1985.0
445097005,2023,1000.0,2835.0
445098002,2023,800.0,800.0
