state,source_dataset,referendum_row_id,jurisdiction_raw,jurisdiction_norm,referendum_type,election_date,unit_id,census_name,census_type,county,match_status,match_lane,evidence_strength,score,matched_vintage,basis,notes
MA,ma_dls,MA:0,Westwood,WESTWOOD,debt_exclusion,1982-02-14,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Westwood' == CoG township (exact normalized),
MA,ma_dls,MA:1,Westwood,WESTWOOD,debt_exclusion,1982-02-14,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Westwood' == CoG township (exact normalized),
MA,ma_dls,MA:2,Wellesley,WELLESLEY,debt_exclusion,1982-03-01,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Wellesley' == CoG township (exact normalized),
MA,ma_dls,MA:3,Wellesley,WELLESLEY,debt_exclusion,1982-03-01,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Wellesley' == CoG township (exact normalized),
MA,ma_dls,MA:4,Weston,WESTON,debt_exclusion,1982-03-01,22300904100000,TOWN OF WESTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Weston' == CoG township (exact normalized),
MA,ma_dls,MA:5,Chester,CHESTER,debt_exclusion,1982-03-04,22300700400000,TOWN OF CHESTER,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Chester' == CoG township (exact normalized),
MA,ma_dls,MA:6,Huntington,HUNTINGTON,debt_exclusion,1982-03-04,22300801000000,TOWN OF HUNTINGTON,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Huntington' == CoG township (exact normalized),
MA,ma_dls,MA:7,Worthington,WORTHINGTON,debt_exclusion,1982-03-04,22300801900000,TOWN OF WORTHINGTON,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Worthington' == CoG township (exact normalized),
MA,ma_dls,MA:8,Athol,ATHOL,debt_exclusion,1982-04-01,22301400200000,TOWN OF ATHOL,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Athol' == CoG township (exact normalized),
MA,ma_dls,MA:9,Holbrook,HOLBROOK,debt_exclusion,1982-04-01,22301101100000,TOWN OF HOLBROOK,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Holbrook' == CoG township (exact normalized),
MA,ma_dls,MA:10,Nantucket,NANTUCKET,debt_exclusion,1982-04-01,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Nantucket' == CoG township (exact normalized),
MA,ma_dls,MA:11,Southwick,SOUTHWICK,debt_exclusion,1982-04-01,22300701500000,TOWN OF SOUTHWICK,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Southwick' == CoG township (exact normalized),
MA,ma_dls,MA:12,Wayland,WAYLAND,debt_exclusion,1982-04-01,22300903900000,TOWN OF WAYLAND,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Wayland' == CoG township (exact normalized),
MA,ma_dls,MA:13,Westwood,WESTWOOD,debt_exclusion,1982-04-01,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Westwood' == CoG township (exact normalized),
MA,ma_dls,MA:14,Wilmington,WILMINGTON,debt_exclusion,1982-04-01,22300904200000,TOWN OF WILMINGTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Wilmington' == CoG township (exact normalized),
MA,ma_dls,MA:15,Leverett,LEVERETT,debt_exclusion,1982-04-08,22300601300000,TOWN OF LEVERETT,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Leverett' == CoG township (exact normalized),
MA,ma_dls,MA:16,Lynnfield,LYNNFIELD,debt_exclusion,1982-04-10,22300501000000,TOWN OF LYNNFIELD,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lynnfield' == CoG township (exact normalized),
MA,ma_dls,MA:17,Needham,NEEDHAM,debt_exclusion,1982-04-10,22301101600000,TOWN OF NEEDHAM,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Needham' == CoG township (exact normalized),
MA,ma_dls,MA:18,Yarmouth,YARMOUTH,debt_exclusion,1982-04-10,22300101500000,TOWN OF YARMOUTH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Yarmouth' == CoG township (exact normalized),
MA,ma_dls,MA:19,Ayer,AYER,debt_exclusion,1982-04-24,22300900500000,TOWN OF AYER,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ayer' == CoG township (exact normalized),
MA,ma_dls,MA:20,Ayer,AYER,debt_exclusion,1982-04-24,22300900500000,TOWN OF AYER,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ayer' == CoG township (exact normalized),
MA,ma_dls,MA:21,Ayer,AYER,debt_exclusion,1982-04-24,22300900500000,TOWN OF AYER,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ayer' == CoG township (exact normalized),
MA,ma_dls,MA:22,Marion,MARION,debt_exclusion,1982-04-28,22301201300000,TOWN OF MARION,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Marion' == CoG township (exact normalized),
MA,ma_dls,MA:23,Marion,MARION,debt_exclusion,1982-04-28,22301201300000,TOWN OF MARION,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Marion' == CoG township (exact normalized),
MA,ma_dls,MA:24,Cheshire,CHESHIRE,debt_exclusion,1982-05-01,22300200400000,TOWN OF CHESHIRE,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Cheshire' == CoG township (exact normalized),
MA,ma_dls,MA:25,Hingham,HINGHAM,debt_exclusion,1982-05-01,22301200900000,TOWN OF HINGHAM,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hingham' == CoG township (exact normalized),
MA,ma_dls,MA:26,Montgomery,MONTGOMERY,debt_exclusion,1982-05-01,22300701200000,TOWN OF MONTGOMERY,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Montgomery' == CoG township (exact normalized),
MA,ma_dls,MA:27,Somerset,SOMERSET,debt_exclusion,1982-05-01,22300301400000,TOWN OF SOMERSET,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Somerset' == CoG township (exact normalized),
MA,ma_dls,MA:28,Ashland,ASHLAND,debt_exclusion,1982-05-02,22300900400000,TOWN OF ASHLAND,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ashland' == CoG township (exact normalized),
MA,ma_dls,MA:29,Topsfield,TOPSFIELD,debt_exclusion,1982-05-03,22300502400000,TOWN OF TOPSFIELD,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Topsfield' == CoG township (exact normalized),
MA,ma_dls,MA:30,Weston,WESTON,debt_exclusion,1982-05-06,22300904100000,TOWN OF WESTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Weston' == CoG township (exact normalized),
MA,ma_dls,MA:31,Weston,WESTON,debt_exclusion,1982-05-06,22300904100000,TOWN OF WESTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Weston' == CoG township (exact normalized),
MA,ma_dls,MA:32,Weston,WESTON,debt_exclusion,1982-05-06,22300904100000,TOWN OF WESTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Weston' == CoG township (exact normalized),
MA,ma_dls,MA:33,Hudson,HUDSON,debt_exclusion,1982-05-08,22300902000000,TOWN OF HUDSON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hudson' == CoG township (exact normalized),
MA,ma_dls,MA:34,Rowley,ROWLEY,debt_exclusion,1982-05-09,22300502000000,TOWN OF ROWLEY,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Rowley' == CoG township (exact normalized),
MA,ma_dls,MA:35,Tyngsborough,TYNGSBOROUGH,debt_exclusion,1982-05-09,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Tyngsborough' == CoG township (exact normalized),
MA,ma_dls,MA:36,Sudbury,SUDBURY,debt_exclusion,1982-05-15,22300903300000,TOWN OF SUDBURY,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sudbury' == CoG township (exact normalized),
MA,ma_dls,MA:37,Boxford,BOXFORD,debt_exclusion,1982-05-16,22300500300000,TOWN OF BOXFORD,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Boxford' == CoG township (exact normalized),
MA,ma_dls,MA:38,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:39,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:40,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:41,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:42,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:43,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:44,Harwich,HARWICH,debt_exclusion,1982-05-16,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:45,Sterling,STERLING,debt_exclusion,1982-05-22,22301404400000,TOWN OF STERLING,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sterling' == CoG township (exact normalized),
MA,ma_dls,MA:46,Andover,ANDOVER,debt_exclusion,1982-05-23,22300500200000,TOWN OF ANDOVER,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Andover' == CoG township (exact normalized),
MA,ma_dls,MA:47,Tewksbury,TEWKSBURY,debt_exclusion,1982-05-27,22300903400000,TOWN OF TEWKSBURY,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Tewksbury' == CoG township (exact normalized),
MA,ma_dls,MA:48,Marshfield,MARSHFIELD,debt_exclusion,1982-06-01,22301201400000,TOWN OF MARSHFIELD,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Marshfield' == CoG township (exact normalized),
MA,ma_dls,MA:49,Brimfield,BRIMFIELD,debt_exclusion,1982-06-05,22300700300000,TOWN OF BRIMFIELD,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Brimfield' == CoG township (exact normalized),
MA,ma_dls,MA:50,Mattapoisett,MATTAPOISETT,debt_exclusion,1982-06-13,22301201500000,TOWN OF MATTAPOISETT,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Mattapoisett' == CoG township (exact normalized),
MA,ma_dls,MA:51,Marblehead,MARBLEHEAD,debt_exclusion,1982-06-19,22300501200000,TOWN OF MARBLEHEAD,township,ESSEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Marblehead' == CoG township (exact normalized),
MA,ma_dls,MA:52,New Ashford,NEW ASHFORD,debt_exclusion,1982-07-01,22300201700000,TOWN OF NEW ASHFORD,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'New Ashford' == CoG township (exact normalized),
MA,ma_dls,MA:53,Abington,ABINGTON,debt_exclusion,1982-09-01,22301200100000,TOWN OF ABINGTON,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Abington' == CoG township (exact normalized),
MA,ma_dls,MA:54,Northfield,NORTHFIELD,debt_exclusion,1982-11-01,22300601800000,TOWN OF NORTHFIELD,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Northfield' == CoG township (exact normalized),
MA,ma_dls,MA:55,Sutton,SUTTON,debt_exclusion,1983-01-01,22301404600000,TOWN OF SUTTON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sutton' == CoG township (exact normalized),
MA,ma_dls,MA:56,Carlisle,CARLISLE,debt_exclusion,1983-03-01,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Carlisle' == CoG township (exact normalized),
MA,ma_dls,MA:57,Carlisle,CARLISLE,debt_exclusion,1983-03-01,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Carlisle' == CoG township (exact normalized),
MA,ma_dls,MA:58,Mansfield,MANSFIELD,debt_exclusion,1983-03-01,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Mansfield' == CoG township (exact normalized),
MA,ma_dls,MA:59,Rockland,ROCKLAND,debt_exclusion,1983-03-01,22301202200000,TOWN OF ROCKLAND,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Rockland' == CoG township (exact normalized),
MA,ma_dls,MA:60,Acton,ACTON,debt_exclusion,1983-04-01,22300900100000,TOWN OF ACTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Acton' == CoG township (exact normalized),
MA,ma_dls,MA:61,Ashburnham,ASHBURNHAM,debt_exclusion,1983-04-01,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ashburnham' == CoG township (exact normalized),
MA,ma_dls,MA:62,Ashfield,ASHFIELD,debt_exclusion,1983-04-01,22300600100000,TOWN OF ASHFIELD,township,FRANKLIN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Ashfield' == CoG township (exact normalized),
MA,ma_dls,MA:63,Easton,EASTON,debt_exclusion,1983-04-01,22300300500000,TOWN OF EASTON,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Easton' == CoG township (exact normalized),
MA,ma_dls,MA:64,Easton,EASTON,debt_exclusion,1983-04-01,22300300500000,TOWN OF EASTON,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Easton' == CoG township (exact normalized),
MA,ma_dls,MA:65,Easton,EASTON,debt_exclusion,1983-04-01,22300300500000,TOWN OF EASTON,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Easton' == CoG township (exact normalized),
MA,ma_dls,MA:66,Easton,EASTON,debt_exclusion,1983-04-01,22300300500000,TOWN OF EASTON,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Easton' == CoG township (exact normalized),
MA,ma_dls,MA:67,Easton,EASTON,debt_exclusion,1983-04-01,22300300500000,TOWN OF EASTON,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Easton' == CoG township (exact normalized),
MA,ma_dls,MA:68,Westminster,WESTMINSTER,debt_exclusion,1983-04-01,22301405500000,TOWN OF WESTMINSTER,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Westminster' == CoG township (exact normalized),
MA,ma_dls,MA:69,Easton,EASTON,debt_exclusion,1983-04-25,22300300500000,TOWN OF EASTON,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Easton' == CoG township (exact normalized),
MA,ma_dls,MA:70,Brewster,BREWSTER,debt_exclusion,1983-05-01,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Brewster' == CoG township (exact normalized),
MA,ma_dls,MA:71,Brewster,BREWSTER,debt_exclusion,1983-05-01,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Brewster' == CoG township (exact normalized),
MA,ma_dls,MA:72,Dalton,DALTON,debt_exclusion,1983-05-01,22300200600000,TOWN OF DALTON,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Dalton' == CoG township (exact normalized),
MA,ma_dls,MA:73,Foxborough,FOXBOROUGH,debt_exclusion,1983-05-01,22301100900000,TOWN OF FOXBOROUGH,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Foxborough' == CoG township (exact normalized),
MA,ma_dls,MA:74,Hampden,HAMPDEN,debt_exclusion,1983-05-01,22300700700000,TOWN OF HAMPDEN,township,HAMPDEN,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Hampden' == CoG township (exact normalized),
MA,ma_dls,MA:75,Harwich,HARWICH,debt_exclusion,1983-05-01,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Harwich' == CoG township (exact normalized),
MA,ma_dls,MA:76,Monterey,MONTEREY,debt_exclusion,1983-05-01,22300201500000,TOWN OF MONTEREY,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Monterey' == CoG township (exact normalized),
MA,ma_dls,MA:77,Orleans,ORLEANS,debt_exclusion,1983-05-01,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:78,Tyngsborough,TYNGSBOROUGH,debt_exclusion,1983-05-01,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Tyngsborough' == CoG township (exact normalized),
MA,ma_dls,MA:79,Tyngsborough,TYNGSBOROUGH,debt_exclusion,1983-05-01,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Tyngsborough' == CoG township (exact normalized),
MA,ma_dls,MA:80,Weston,WESTON,debt_exclusion,1983-05-01,22300904100000,TOWN OF WESTON,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Weston' == CoG township (exact normalized),
MA,ma_dls,MA:81,Belchertown,BELCHERTOWN,debt_exclusion,1983-06-01,22300800200000,TOWN OF BELCHERTOWN,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Belchertown' == CoG township (exact normalized),
MA,ma_dls,MA:82,Carver,CARVER,debt_exclusion,1983-06-01,22301200300000,TOWN OF CARVER,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Carver' == CoG township (exact normalized),
MA,ma_dls,MA:83,Holbrook,HOLBROOK,debt_exclusion,1983-09-01,22301101100000,TOWN OF HOLBROOK,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Holbrook' == CoG township (exact normalized),
MA,ma_dls,MA:84,Sandwich,SANDWICH,debt_exclusion,1983-09-01,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Sandwich' == CoG township (exact normalized),
MA,ma_dls,MA:85,Avon,AVON,debt_exclusion,1983-11-01,22301100100000,TOWN OF AVON,township,NORFOLK,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Avon' == CoG township (exact normalized),
MA,ma_dls,MA:86,Lincoln,LINCOLN,debt_exclusion,1983-11-01,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lincoln' == CoG township (exact normalized),
MA,ma_dls,MA:87,Lincoln,LINCOLN,debt_exclusion,1983-11-01,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lincoln' == CoG township (exact normalized),
MA,ma_dls,MA:88,Orleans,ORLEANS,debt_exclusion,1983-12-01,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Orleans' == CoG township (exact normalized),
MA,ma_dls,MA:89,Peru,PERU,debt_exclusion,1984-02-01,22300202000000,TOWN OF PERU,township,BERKSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Peru' == CoG township (exact normalized),
MA,ma_dls,MA:90,Carlisle,CARLISLE,debt_exclusion,1984-03-01,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Carlisle' == CoG township (exact normalized),
MA,ma_dls,MA:91,Lincoln,LINCOLN,debt_exclusion,1984-03-01,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Lincoln' == CoG township (exact normalized),
MA,ma_dls,MA:92,Mansfield,MANSFIELD,debt_exclusion,1984-03-01,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Mansfield' == CoG township (exact normalized),
MA,ma_dls,MA:93,Winchendon,WINCHENDON,debt_exclusion,1984-03-01,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Winchendon' == CoG township (exact normalized),
MA,ma_dls,MA:94,Winchendon,WINCHENDON,debt_exclusion,1984-03-01,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Winchendon' == CoG township (exact normalized),
MA,ma_dls,MA:95,Winchendon,WINCHENDON,debt_exclusion,1984-03-01,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Winchendon' == CoG township (exact normalized),
MA,ma_dls,MA:96,Carver,CARVER,debt_exclusion,1984-04-01,22301200300000,TOWN OF CARVER,township,PLYMOUTH,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Carver' == CoG township (exact normalized),
MA,ma_dls,MA:97,Cummington,CUMMINGTON,debt_exclusion,1984-04-01,22300800400000,TOWN OF CUMMINGTON,township,HAMPSHIRE,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Cummington' == CoG township (exact normalized),
MA,ma_dls,MA:98,Edgartown,EDGARTOWN,debt_exclusion,1984-04-01,22300400200000,TOWN OF EDGARTOWN,township,DUKES,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Edgartown' == CoG township (exact normalized),
MA,ma_dls,MA:99,Edgartown,EDGARTOWN,debt_exclusion,1984-04-01,22300400200000,TOWN OF EDGARTOWN,township,DUKES,ASSIGNED,ma_muni_name_exact,3b_NAME_EXACT,1.0,1997-2022,DLS municipality 'Edgartown' == CoG township (exact normalized),
