election_name,election_year,election_month,jurisdiction_county,gov_unit_name,gov_type,referendum_type,result,amount,amount_verbatim,description
2010 General Election,2010,11,"LAKE, *McHENRY",McHenry Community High School District Number 156,school,Tax,Fail,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for McHenry Community High School District Number 156, McHenry and Lake Counties, Illinois, be increased by an additional amoun..."
2010 General Election,2010,11,LIVINGSTON,Flanagan Park District,park,Tax,Pass,,,"Shall the debt service extension base under the Property Tax Extension Limitation Law for the Flanagan Park District, Livingston County, Illinois, for payment or principal and interest on limited bond..."
2010 General Election,2010,11,MADISON,Prairietown Street Light District,other,Tax,Pass,,,Shall the annual tax rate for corporate purposes of the PRAIRIETOWN STREET LIGHT DISTRICT be increased from 0.125% to a rate not to exceed 0.50%?
2010 General Election,2010,11,MONTGOMERY,Village of Farmersville,village,Tax,Fail,,,"Shall the Village of Farmersville, Illinois raise its non-home rule municipal service retailers' occupation tax and non-home rule municipal service occupation tax by 1%."
2010 General Election,2010,11,McDONOUGH,City of Macomb,city,Tax,Fail,,,Shall the City of Macomb increase the municipal retailers and service occupation tax from 1/2 of 1% to 1% on the sale of tangible personal property other than food and medicine purchased at retail and...
2010 General Election,2010,11,McDONOUGH,New Salem Township Road District,township,Tax,Fail,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for the New Salem Township Road District, McDonough County, Illinois, be increased by an additional amount equal to 69% above th..."
2010 General Election,2010,11,OGLE,City of Byron,city,Tax,Pass,,,"Shall the corporate authorities of the City of Byron, Ogle County, Illinois, be authorized to levy a Non-Home Rule Municipal Retailers' Occupation Tax, Non-Home Rule Municipal Service Occupation Tax a..."
2010 General Election,2010,11,OGLE,Oregon Public Library District,library,Tax,Fail,,,"Shall the annual public library tax rate for The Oregon Public Library District, Oregon, Illinois be established at .27% of the equalized assessed value instead of at .15%, the maximum rate otherwise ..."
2010 General Election,2010,11,PULASKI,Village of Olmsted,village,Tax,Fail,,,"Shall the Trustees of the Village of Olmsted be authorized to levy a tax at a rate of 1% for expenditures on municipal operations, expenditures on public infrastructure, or property tax relief, agains..."
2010 General Election,2010,11,ROCK ISLAND,Village of Hampton,village,Tax,Pass,,,Shall the Village of Hampton impose a 1/2 percent Non-Home Rule Municipal Retailers' Occupational Tax and Non-Home Rule Municipal Service Occupation Tax for the purpose of public infrastructure?
2010 General Election,2010,11,SANGAMON,Maxwell Township Road District,township,Tax,Pass,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for Maxwell Township Road District, Sangamon County, Illinois, be increased an additional amount equal to .1748 percent above th..."
2010 General Election,2010,11,TAZEWELL,North Pekin-Marquette Heights School District Number 102,school,Tax,Fail,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for North Pekin -Marquette Heights School District Number 102, County of Tazewell, State of Illinois, be increased by an additio..."
2010 General Election,2010,11,WHITE,City of Carmi,city,Tax,Pass,,,Shall the City of Carmi impose a 3/4 of 1% Non-Home Rule Municipal Retailers' Occupation Tax and a 3/4 of 1% Non-Home Rule Municipal Service Occupation Tax (commonly referred to collectively as a muni...
2010 General Election,2010,11,WHITESIDE,City of Fulton,city,Tax,Pass,,,"Shall the City of Fulton, for the purposes of property tax relief and/or expenditure on public infrastructure, impose a non-home rule municipal retailers occupation tax of 3/4 of 1% upon all persons e..."
2010 General Election,2010,11,WILL,City of Lockport,city,Tax,Pass,,,Shall the City of Lockport impose a tax under the Non-Home Rule Municipal Retailers' Occupation Tax Act (65 ILCS 5/8-11-1.3) at the rate of 1% for Expenditure on public infrastructure and shall the Ci...
2010 General Election,2010,11,WILL,Mokena School District Number 159,school,Tax,Fail,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for Mokena School District Number 159, Will County, Illinois, be increased by an additional amount equal to 0.29% above the limi..."
2010 General Election,2010,11,WILL,Village of Shorewood,village,Tax,Pass,,,"Shall the corporate authorities of the Village of Shorewood, Will County, Illinois be authorized to levy a Non-Home Rule Retailers Occupation Tax and a Non-Home Rule Service Occupation Tax at the rate..."
2010 General Election,2010,11,WINNEBAGO,Village of Winnebago,village,Tax,Fail,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for Village of Winnebago, Winnebago County, Illinois, be increased by an additional amount equal to 46.77% above the limiting ra..."
2010 General Election,2010,11,WINNEBAGO,Washington Park Street Light District,park,Tax,Fail,,,"Shall the limiting rate under the Property Tax Extension Limitation Law for Washington Park Street Light District, Winnebago County, Illinois, be increased by 31.28% over last year above the limiting ..."
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 3 Precinct 32 (1),other,Advisory,Pass,,,Shall the City of Chicago put a police substation in one of the empty store fronts on 47th Street between Prairie Avenue and Michigan Avenue to help decrease illegal activity on this important commer...
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 3 Precinct 35 (1),other,Advisory,Pass,,,Shall the City of Chicago put a police substation in one of the empty store fronts on 47th Street between Prairie Avenue and Michigan Avenue to help decrease illegal activity on this important commer...
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 43 Precinct 31 (1),other,Advisory,Fail,,,"Should the Lincoln Park Hospital site be redeveloped to include significant amounts of retail, office and other commercial space?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 43 Precinct 31 (2),other,Advisory,Fail,,,Should the Lincoln Park Hospital site be redeveloped to have truck loading docks that are accessed from Webster Avenue and/or Lincoln Avenue?
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 43 Precinct 31 (3),other,Advisory,Fail,,,Should the Lincoln Park Hospital site be redeveloped to include truck loading docks that do not have both (i) and off-street truck turnaround and (ii) an off-street truck waiting area adjacent to the ...
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 26 Precinct 02,other,Miscellaneous,Pass,,,"""Shall the sale at retail of alcoholic liquor be prohibited in this 2nd Precinct of the 26th Ward of the City of Chicago (as such precinct existed as of the last General Election)?"""
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 3 Precinct 32 (2),other,Miscellaneous,Pass,,,"Shall Aristo Food and Liquor, located at 307 E. 47th Street, stop selling all malt liquor, high gravity alcohol and fortified wines (ex. Night Train, Wild Irish Rose, Thunderbird)?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 3 Precinct 32 (3),other,Miscellaneous,Pass,,,"Shall Aristo Food and Liquor, located at 307 E. 47th Street, abide by the community's request that it close at hours common to north side communities (Monday-Thursday close by 10pm, Friday & Saturday..."
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 3 Precinct 35 (2),other,Miscellaneous,Pass,,,"Shall 200 Cut Rate Liquors, located at 204 E. 47th Street, stop selling all malt liquor, high gravity alcohol and fortified wines (ex. Night Train, Wild Irish Rose, Thunderbird)?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 3 Precinct 35 (3),other,Miscellaneous,Pass,,,"Shall 200 Cut Rate Liquors located at 204 E. 47th Street, abide by our community's request that it close at hours common to north side communities (Monday-Thursday close by 10pm, Friday & Saturday cl..."
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 40 Precinct 22,other,Miscellaneous,Pass,,,"Shall the City of Chicago develop a public park on the site of the former Edgewater Medical Center, located in the 5700 block of north Ashland Avenue?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 40 Precinct 33,other,Miscellaneous,Pass,,,"Shall the City of Chicago develop a public park on the site of the former Edgewater Medical Center, located in the 5700 block of north Ashland Avenue?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 40 Precinct 41,other,Miscellaneous,Pass,,,"Shall the City of Chicago develop a public park on the site of the former Edgewater Medical Center, located in the 5700 block of north Ashland Avenue?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 40 Precinct 42,other,Miscellaneous,Pass,,,"Shall the City of Chicago develop a public park on the site of the former Edgewater Medical Center, located in the 5700 block of north Ashland Avenue?"
2011 Consolidated Primary,2011,02,CITY OF CHICAGO,Ward 40 Precinct 46,other,Miscellaneous,Pass,,,"Shall the City of Chicago develop a public park on the site of the former Edgewater Medical Center, located in the 5700 block of north Ashland Avenue?"
2011 Consolidated Primary,2011,02,McDONOUGH,City of Macomb,city,Tax,Pass,,,Shall the City of Macomb increase the municipal retailers and service occupation tax from 1/2 of 1% to 1% on the sale of tangible personal property other than food and medicine purchased at retail and...
2011 Consolidated Election,2011,04,CHAMPAIGN,Village of Tolono (1),village,Advisory,Fail,1500000,"$1,500,000","Shall the Village of Tolono Board build an overpass connecting Rocket Road (County Rd 800N) to State Route 45? The Village would spend approximately $1,500,000 in available Tax Increment Financing (TI..."
2011 Consolidated Election,2011,04,CHAMPAIGN,Village of Tolono (2),village,Advisory,Pass,1500000,"$1,500,000","Shall the Village of Tolono Board fund a New East Fire Station located at Bourne and Reynolds for the Tolono Fire Protection District? The Village would spend approximately $1,500,000 in available Tax..."
2011 Consolidated Election,2011,04,CHAMPAIGN,Village of Tolono (3),village,Advisory,Fail,150000,"$150,000","Shall the Village of Tolono Board use approximately $150,000 in available Tax Increment Financing (TIF) funds to create a railroad ""quiet zone"" eliminating the need for train horns at crossings? Funds..."
2011 Consolidated Election,2011,04,DuPAGE,Village of Lombard,village,Advisory,Pass,,,Shall the President and Board of Trustees of the Village of Lombard adopt a resolution to provide for a binding referendum at a future election that limits the terms of office for those persons electe...
2011 Consolidated Election,2011,04,"LAKE, *McHENRY",Village of Lakemoor (2),village,Advisory,Pass,,,Shall the Illinois General Assembly and Governor take immediate steps to implement meaningful public safety pension reform which will relieve the extensive burden on local taxpayers now that the Gener...
2011 Consolidated Election,2011,04,"CHRISTIAN, SHELBY",City of Pana (1),city,Bond,Fail,4600000,"$4,600,000,","Shall the City of Pana issue alternate bonds pursuant to Section 15 of the Local Government Debt Reform Act (the ""Bonds"") of the City in an aggregate principal amount not to exceed $4,600,000, and be..."
2011 Consolidated Election,2011,04,"CHRISTIAN, SHELBY",City of Pana (2),city,Bond,Fail,4600000,"$4,600,000,","Shall the City of Pana issue revenue bonds pursuant to 65 ILCS 11-139-3 (the ""Bonds"") of the City in an aggregate principal amount not to exceed $4,600,000, and bearing interest at a rate per annum at..."
2011 Consolidated Election,2011,04,"CITY OF AURORA, *KANE",Kane County Forest Preserve District,county,Bond,Pass,30000000,"$30,000,000.00","Shall the Forest Preserve District of Kane County, Illinois, borrow money and issue general obligation bonds in the amount of $30,000,000.00 to acquire and preserve forests and natural lands, protect ..."
2011 Consolidated Election,2011,04,COOK,City of Prospect Heights (2),city,Bond,Fail,5500000,"$5,500,000","""Shall bonds in an amount of $5,500,000 be issued by the City of Prospect Heights, Cook County, Illinois, for the purpose of funding a portion of its unfunded Police Pension Fund obligation, said bond..."
2011 Consolidated Election,2011,04,COOK,Harvey Public Library,library,Bond,Pass,16225000,"$16,225,000","""Shall the bonds of the Harvey Public Library District, Cook County, Illinois, in the amount of $16,225,000 be issued for the purpose of erecting a building to be used as a library, purchasing a site ..."
2011 Consolidated Election,2011,04,COOK,Homewood School District Number 153,school,Bond,Pass,7500000,"$7,500,000","""Shall the Board of Education of Homewood School District Number 153, Cook County, Illinois, be authorized to issue $7,500,000 bonds for a working cash fund as provided for by Article 20 of the School..."
2011 Consolidated Election,2011,04,COOK,Western Springs Park District,park,Bond,Fail,,,"""Shall the Western Springs Park District, Cook County, Illinois, construct and equip an all-weather artificial turf field at Spring Rock Park, maintain, improve and preserve its parks and facilities, ..."
2011 Consolidated Election,2011,04,"COOK, DuPAGE",Lemont-Bromberek Combined School District 113A,school,Bond,Fail,20000000,"$20,000,000","Shall the Board of Education of Lemont-Bromberek Combined School District Number 113A, Cook and DuPage Counties, Illinois, be authorized to issue $20,000,000 bonds for a working cash fund as provided ..."
2011 Consolidated Election,2011,04,"DeKALB, *KANE",Village of Maple Park,park,Bond,Fail,,,"Shall the debt service extension base under the Property Tax Extension Limitation Law for the Village of Maple Park, DeKalb and Kane Counties, Illinois, for payment of principal and interest on limite..."
2011 Consolidated Election,2011,04,DuPAGE,Medinah Elementary School District 11,school,Bond,Fail,,,"Shall the Board of Education of Medinah School District Number 11, DuPage County, Illinois, build and equip an addition to the Medinah Intermediate School Building to serve various grades, alter, repa..."
2011 Consolidated Election,2011,04,EDGAR,Paris Community Unit School District Number 4; Paris Union School District,school,Bond,Pass,,,"Shall the Board of Education of Paris Community Unit School District Number 4, Edgar County, Illinois, in cooperation with Paris Union School District Number 95, Edgar County, Illinois, purchase and i..."
2011 Consolidated Election,2011,04,"FULTON, PEORIA",Farmington Area Public Library District,library,Bond,Fail,3690000,"$3,690,000","Shall the bonds of the Farmington Area Public Library District, Peoria and Fulton Counties, Illinois, in the amount of $3,690,000 be issued for the purpose of building a new library building, furnishi..."
2011 Consolidated Election,2011,04,"GRUNDY, KANKAKEE",Gardner-South Wilmington Township High School District Number 73,school,Bond,Pass,,,"Shall the Board of Education of Gardner-South Wilmington Township High School District Number 73, Grundy and Kankakee Counties, Illinois, alter, repair and equip the Gardner-South Wilmington Township ..."
2011 Consolidated Election,2011,04,JEFFERSON,Mt Vernon Township High School District No. 201,school,Bond,Pass,,,"Shall the Board of Education of Mt. Vernon Township High School District No. 201, Jefferson County, Illinois, acquire land; build, furnish and equip a new 300,000 square foot, two-story high school bu..."
2011 Consolidated Election,2011,04,KENDALL,United City of Yorkville,city,Bond,Fail,1000000,"$1,000,000","Shall the United City of Yorkville issue general obligations bonds, bearing interest at a rate not to exceed the limitation of applicable law, to an amount not to exceed $1,000,000 for purpose of acqu..."
2011 Consolidated Election,2011,04,LAKE,Mundelein Consolidated High School District Number 120,school,Bond,Pass,,,"Shall the debt service extension base under the Property Tax Extension Limitation Law for Mundelein Consolidated High School District Number 120, Lake County, Illinois, for payment or principal and in..."
2011 Consolidated Election,2011,04,LAKE,Township High School District #113,school,Bond,Fail,,,"Shall the Board of Education of Township High School District 113, Lake County, Illinois, for its Highland Park and Deerfield High Schools, improve the safety and efficiency of physical plants, build ..."
2011 Consolidated Election,2011,04,LAKE,Winthrop Harbor School District #1,school,Bond,Fail,4464976,"$4,464,976","Shall the Board of Education of Winthrop Harbor School District Number 1, Lake County, Illinois be authorized to issue $4,464,976 bonds for a working cash fund as provided for by Article 20 of the Sch..."
2011 Consolidated Election,2011,04,"LAKE, *McHENRY",McHenry Community High School District #156,school,Bond,Fail,8000000,"$8,000,000","Shall the Board of Education of McHenry Community High School District Number 156, McHenry and Lake Counties, Illinois be authorized to issue $8,000,000 bonds for a working cash fund as provided for ..."
2011 Consolidated Election,2011,04,"LEE, *OGLE",Rochelle Community Unit School District 231,school,Bond,Pass,,,"Shall the Board of Education of Rochelle Community Consolidated School District Number 231, Ogle and Lee Counties, Illinois, build and equip a school building, improve the site thereof and issue bonds..."
2011 Consolidated Election,2011,04,LIVINGSTON,Pontiac Township High School District Number 90,school,Bond,Fail,,,"Shall the Board of Education of Pontiac Township High School District 90, Livingston County, Illinois, alter, repair, equip and improve the site of Pontiac High School Building and issue bonds of said..."
2011 Consolidated Election,2011,04,"MACOUPIN, MONTGOMERY, SANGAMON",North Mac Community Unit School District Number 34,school,Bond,Fail,,,"Shall the Board of Education of North Mac Community Unit School District Number 34, Macoupin, Sangamon and Montgomery Counties, Illinois, build and equip additions to, alter, repair, improve, demolish..."
2011 Consolidated Election,2011,04,MERCER,Mercer Carnegie Public Library District,library,Bond,Fail,2800000,"$2,800,000","Shall the bonds of the Mercer Carnegie Public Library District, Mercer County, Illinois, in the amount of $2,800,000 be issued for the purpose of repairing, remodeling, improving and building an addit..."
2011 Consolidated Election,2011,04,ST. CLAIR,Cahokia Community Unit School District No. 187,school,Bond,Fail,,,"Shall the Board of Education of Cahokia Community Unit School District Number 187, St. Clair County, Illinois, build and equip a new Cahokia Senior High School Building at the current location on land..."
2011 Consolidated Election,2011,04,ST. CLAIR,Village of Freeburg,village,Bond,Pass,550000,"$550,000","Shall bonds in an amount not to exceed $550,000 be issued by the Village of Freeburg, Illinois for the purpose of renovation, improvement, and expansion of the municipal pool, bearing interest at a ra..."
2011 Consolidated Election,2011,04,TAZEWELL,Morton Community Unit School District Number 709,school,Bond,Fail,,,"Shall the Board of Education of Morton Community Unit School District Number 709, Tazewell County, Illinois, build and equip additions to and alter, repair and equip the Lettie Brown Elementary School..."
2011 Consolidated Election,2011,04,TAZEWELL,South Pekin School District Number 137,school,Bond,Pass,,,"Shall the Board of Education of South Pekin School District Number 137, Tazewell County, Illinois, build and equip a new gymnasium at, improve the site of, alter, repair and equip the South Pekin Elem..."
2011 Consolidated Election,2011,04,WILL,Lockport Township High School District No. 205,school,Bond,Fail,,,"Shall the Board of Education of Township High School District Number 205, Will County, Illinois, build and equip a new high school building, improve the site thereof and issue bonds of said School Dis..."
2011 Consolidated Election,2011,04,"BROWN, CASS, *MORGAN, PIKE",Meredosia-Chambersburg Community Unit School District No. 11,school,Miscellaneous,Fail,,,"Shall members of the Board of Education of Meredosia-Chambersburg Community Unit School District No. 11, Brown, Cass, Morgan and Pike Counties, Illinois, be elected at large from within the school dis..."
2011 Consolidated Election,2011,04,"BUREAU, *HENRY",Neponset Community Consolidated School District #307,school,Miscellaneous,Pass,,,"Shall the following described territory comprising all of the territory of Neponset Community Consolidated School District #307 of Bureau County, Illinois be annexed to and made a part of Kewanee Comm..."
2011 Consolidated Election,2011,04,CARROLL,Village of Milledgeville,village,Miscellaneous,Pass,,,Shall the Village of Milledgeville have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,"CASS, MENARD, MORGAN, SANGAMON",A-C Central Community Unit School District #262; Virginia Community Unit Sc,school,Miscellaneous,Fail,,,"Shall a new community unit school district be created in the Territory comprising the entire territories of A-C Central Community Unit School District #262, Counties of Sangamon, Menard, Cass and Morg..."
2011 Consolidated Election,2011,04,CHAMPAIGN,County of Champaign,county,Miscellaneous,Fail,,,"Shall the elected Office of the Champaign County Auditor be eliminated, effective December 1, 2012, and the duties of said office transferred to an appointed officer?"
2011 Consolidated Election,2011,04,CHRISTIAN,Village of Jeisyville,village,Miscellaneous,Pass,,,Shall the Village of Jeisyville reduce the number of Village Trustees from six to four?
2011 Consolidated Election,2011,04,CLARK,Village of Westfield,village,Miscellaneous,Fail,,,"Shall the prohibition of the sale at retail of alcoholic liquor be continued in the Village of Westfield, Clark County, Illinois?"
2011 Consolidated Election,2011,04,"CLARK, CUMBERLAND",City of Casey,city,Miscellaneous,Fail,,,"Shall the City of Casey adopt mandatory land use planning within the corporate limits of the City of Casey, Illinois?"
2011 Consolidated Election,2011,04,"CLARK, CUMBERLAND",City of Casey,city,Miscellaneous,Fail,,,"Shall the City of Casey allow retail sales of liquor on Sundays within the corporate limits of the City of Casey, Illinois?"
2011 Consolidated Election,2011,04,CLINTON,City of Trenton,city,Miscellaneous,Pass,,,"Shall the ordinance passed by the Trenton city council on November 2, 2010, entitled ""An Ordinance approving the purchase of real estate commonly known as the Trenton VFW"", which provides that the Cit..."
2011 Consolidated Election,2011,04,"COLES, *DOUGLAS, MOULTRIE",Lovington Community Unit School District #303; Arthur Community Unit School,school,Miscellaneous,Pass,,,"Shall the following described territory comprising all of the territory of Lovington Community Unit School District #303 of Moultrie County, Illinois be annexed to and made a part of Arthur Community ..."
2011 Consolidated Election,2011,04,COOK,Markham Park District,park,Miscellaneous,Fail,,,Shall the Park District known as the Markham Park District be dissolved?
2011 Consolidated Election,2011,04,COOK,Town of Cicero (1),township,Miscellaneous,Pass,,,Shall the Town of Cicero prohibit block parties?
2011 Consolidated Election,2011,04,COOK,Town of Cicero (2),township,Miscellaneous,Pass,,,Shall the Town of Cicero charge a permit fee to hold block parties if the Town of Cicero allows block parties?
2011 Consolidated Election,2011,04,COOK,Village of Glenwood,village,Miscellaneous,Pass,,,"""Shall the Village of Glenwood have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?"""
2011 Consolidated Election,2011,04,COOK,Village of Lincolnwood,village,Miscellaneous,Pass,,,"""Shall the Village of Lincolnwood have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?"""
2011 Consolidated Election,2011,04,COOK,Village of Maywood,village,Miscellaneous,Pass,,,"""Shall the Village of Maywood Retain the Managerial Form of Municipal Government?"""
2011 Consolidated Election,2011,04,COOK,Village of Oak Park,park,Miscellaneous,Pass,,,"""Shall the Village of Oak Park have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?"""
2011 Consolidated Election,2011,04,"COOK, *DuPAGE",Village of Hinsdale,village,Miscellaneous,Pass,,,Shall the Village Clerk of the Village of Hinsdale be appointed by the Village President with the advice and consent of the Board of Trustees?
2011 Consolidated Election,2011,04,"COOK, *DuPAGE",Village of Oak Brook,village,Miscellaneous,Pass,,,Shall the Village of Oak Brook have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such a program?
2011 Consolidated Election,2011,04,"DeKALB, *LEE",Paw Paw Community Unit School District #271,school,Miscellaneous,Fail,,,"Shall members of the Board of Education of Paw Paw Community Unit School District #271, of Lee and DeKalb Counties, Illinois, be elected in 2012 and thereafter, at large and without restriction by are..."
2011 Consolidated Election,2011,04,DuPAGE,Bloomingdale Township,township,Miscellaneous,Fail,,,"Shall Bloomingdale Township be authorized to contract, administer or license a refuse collection, disposal and recycling program on behalf of the residents of the unincorporated areas of the Township,..."
2011 Consolidated Election,2011,04,DuPAGE,City of Darien,city,Miscellaneous,Fail,,,Shall the City of Darien have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,DuPAGE,City of West Chicago (1),city,Miscellaneous,Pass,,,Shall the City of West Chicago eliminate the office of City Treasurer and assign the duties and responsibilities of that office to City staff to perform?
2011 Consolidated Election,2011,04,DuPAGE,City of Wheaton,city,Miscellaneous,Fail,150000,"$150,000.00","Shall the City of Wheaton use public funds not to exceed One Hundred Fifty Thousand Dollars ($150,000.00) per year for the restoration and operation of the Wheaton Grand Theatre?"
2011 Consolidated Election,2011,04,DuPAGE,City of Wood Dale (1),city,Miscellaneous,Fail,,,Shall the City of Wood Dale have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,DuPAGE,City of Wood Dale (2),city,Miscellaneous,Fail,,,Shall the City of Wood Dale proceed with the planning and construction of a grade separation at Irving Park and Wood Dale Road if the project is fully paid for through federal and/or state funding?
2011 Consolidated Election,2011,04,DuPAGE,Village of Downers Grove,village,Miscellaneous,Pass,,,"Shall the following terms limits be placed on the offices of Mayor and Commissioners for the Village of Downers Grove to be effective for officials elected at the April 5, 2011 Consolidated Election a..."
2011 Consolidated Election,2011,04,DuPAGE,Wayne Township,township,Miscellaneous,Fail,,,"Shall Wayne Township be authorized to contract, administer or license a refuse collection, disposal and recycling program on behalf of the residents of the unincorporated areas of the Township, pursua..."
2011 Consolidated Election,2011,04,EDWARDS,Road District One,special_district,Miscellaneous,Fail,,,Shall the sale at retail of alcoholic liquor be prohibited in Road District One?
2011 Consolidated Election,2011,04,GALLATIN,Village of Old Shawneetown,village,Miscellaneous,Fail,,,"Shall the Village of Old Shawneetown adopt a village wide trash collection system, whereby the Village would contract out to the lowest responsible bidder the trash collection services, and bill the r..."
2011 Consolidated Election,2011,04,GREENE,City of Greenfield,city,Miscellaneous,Fail,,,"Shall the sale at retail of alcoholic liquor be prohibited in the City of Greenfield, Illinois?"
2011 Consolidated Election,2011,04,GRUNDY,City of Morris,city,Miscellaneous,Pass,,,Shall the City of Morris have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,IROQUOIS,Martinton Fire Protection District,fire,Miscellaneous,Pass,,,Shall the elected trustees of Martinton Fire Protection District be reduced to five?
2011 Consolidated Election,2011,04,"JERSEY, *MACOUPIN",City of Medora,city,Miscellaneous,Fail,,,Shall the sale at retail of alcoholic liquor (or alcoholic liquor other than beer containing not more than 4% of Alcohol by weight) (or alcoholic liquor containing more than 4% of alcohol by weight ex...
2011 Consolidated Election,2011,04,KANE,Township of Elgin,township,Miscellaneous,Pass,,,"Shall the Township Board of Elgin Township be allowed to exercise the powers conferred by Article 210: Township Refuse Collection and Disposal, of the Illinois Township Code, 60 ILCS 1-210 et seq. to ..."
2011 Consolidated Election,2011,04,KANE,Village of Campton Hills (1),village,Miscellaneous,Pass,,,"Shall the Corporate Authorities of the Village of Campton Hills investigate arrangements for the purchase of electricity in bulk on behalf of the residents and small retailers of the Village, passing ..."
2011 Consolidated Election,2011,04,KANE,Village of Campton Hills (2),village,Miscellaneous,Fail,,,Shall the Village of Campton Hills investigate the establishment of its own Fire and Emergency Services Department covering the entire Village?
2011 Consolidated Election,2011,04,KANE,Village of Elburn,village,Miscellaneous,Pass,,,Shall the Village of Elburn have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,KANE,Village of North Aurora,village,Miscellaneous,Pass,,,Shall the Village of North Aurora have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,KANE,Village of Sugar Grove,village,Miscellaneous,Pass,,,Shall the Village of Sugar Grove have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,KNOX,City of Knoxville,city,Miscellaneous,Fail,,,"Shall the prohibition of the sale at retail of alcoholic liquor be continued in the City of Knoxville, Illinois?"
2011 Consolidated Election,2011,04,LAKE,City of Highwood,city,Miscellaneous,Fail,,,Shall the City of Highwood impose an increase of one dollar ($1.00) per month to raise the current monthly surcharge from one dollar ($1.00) per month to two dollars ($2.00) per month per network conn...
2011 Consolidated Election,2011,04,LAKE,City of North Chicago,city,Miscellaneous,Fail,,,Shall the City of North Chicago have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,LAKE,Village of Grayslake,village,Miscellaneous,Pass,,,Shall the Village of Grayslake have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,"LAKE, *McHENRY",Village of Fox River Grove,village,Miscellaneous,Pass,,,Shall the Village of Fox River Grove have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such program?
2011 Consolidated Election,2011,04,"LAKE, *McHENRY",Village of Lakemoor (1),village,Miscellaneous,Pass,,,Shall the Village of Lakemoor amend Section 2.02 of the Lakemoor Municipal Code to limit the number of consecutive terms which one person may serve as trustee to three full terms and to limit the numb...
2011 Consolidated Election,2011,04,LEE,City of Dixon,city,Miscellaneous,Fail,,,"Shall the City of Dixon, Lee County, Illinois, have the authority to arrange for the supply of electricity for its residential and small commercial retail customers who have not opted out of such prog..."
2011 Consolidated Election,2011,04,LaSALLE,Village of Naplate,village,Miscellaneous,Pass,,,"Shall the number of the Board of Trustees for the Village of Naplate, Illinois, be reduced to four (4) members rather than five (5) members?"
2011 Consolidated Election,2011,04,MADISON,East Alton-Wood River High School District 14; East Alton School District 1,school,Miscellaneous,Fail,,,"Shall East Alton-Wood River High School District 14, East Alton School District 13, and Wood River-Hartford School District 15, Madison County, Illinois, be dissolved and a new school district be esta..."
2011 Consolidated Election,2011,04,MARION,Odin Elementary School District No. 122; Odin High School District No. 700,school,Miscellaneous,Pass,,,"Shall a new community unit school district be created in the Territory comprising the entire territories of Odin High School District No. 700, County of Marion, State of Illinois, and Odin Elementa..."
2011 Consolidated Election,2011,04,MENARD,Prairie Heritage District Library,library,Miscellaneous,Fail,125000,"$125,000,","Shall a Prairie Heritage District Library be established in part of Menard County and under the Property Tax Extension Limitation Law, may an aggregate extension, not to exceed $125,000, be made for t..."
