election_name,election_year,election_month,jurisdiction_county,gov_unit_name,gov_type,referendum_type,result,amount,amount_verbatim,description
1995 Nonpartisan Election,1995,04,CASS,Cass County,county,Advisory,Pass,,,Gambling issue - citizens right to vote
1995 Nonpartisan Election,1995,04,COOK,Orland Township (Only Unincorporated Area),township,Advisory,Fail,,,Recycling question
1995 Nonpartisan Election,1995,04,COOK,Posen-Robbins Elementary School Dist 143 1/2,school,Advisory,Pass,,,School question
1995 Nonpartisan Election,1995,04,COOK,Village Of Lyons,village,Advisory,Fail,,,Salary & wage increases
1995 Nonpartisan Election,1995,04,COOK,Worth Township,township,Advisory,Fail,,,Increase illinois state income tax
1995 Nonpartisan Election,1995,04,MARION,City of Salem,city,Advisory,Pass,,,Landfill question
1995 Nonpartisan Election,1995,04,McHENRY,Algonquin Township,township,Advisory,Pass,,,Bypass crossing
1995 Nonpartisan Election,1995,04,OGLE,Village Of Mount Morris,village,Advisory,Fail,,,Continue to employ supt. of public works
1995 Nonpartisan Election,1995,04,ROCK ISLAND,Village Of Andalusia,village,Advisory,Pass,,,Garbage collection
1995 Nonpartisan Election,1995,04,SHELBY,Shelby County,county,Advisory,Pass,,,Gambling issue - citizens right to vote
1995 Nonpartisan Election,1995,04,"BOND, *MADISON, MONTGOMERY",Highland Comm Unit School Dist 5,school,Bond,Fail,,,Building and purchase grounds
1995 Nonpartisan Election,1995,04,"BOND, *MADISON, MONTGOMERY",Highland Comm Unit School Dist 5,school,Bond,Fail,,,Build & equip building or addition
1995 Nonpartisan Election,1995,04,CHAMPAIGN,Philo Public Library Dist,library,Bond,Pass,,,Library building
1995 Nonpartisan Election,1995,04,"CLAY, CUMBERLAND, *EFFINGHAM, JASPER",Dieterich Comm Unit School Dist 30,school,Bond,Pass,,,Building bonds
1995 Nonpartisan Election,1995,04,"CLINTON, ST. CLAIR",Wesclin Comm Unit School Dist 3,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,"COLES, *DOUGLAS",Arcola Comm Unit School Dist 306,school,Bond,Pass,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,COOK,City of Des Plaines,city,Bond,Fail,,,Building bonds
1995 Nonpartisan Election,1995,04,COOK,City of Northlake,city,Bond,Fail,,,Repair/replace sidewalks
1995 Nonpartisan Election,1995,04,COOK,Country Club Fire Protection Dist,fire,Bond,Pass,,,"Fire,emergency,rescue vehcls.&/0r equip."
1995 Nonpartisan Election,1995,04,COOK,Glencoe School Dist 35,school,Bond,Pass,,,Repairs
1995 Nonpartisan Election,1995,04,COOK,La Grange Park Dist,park,Bond,Pass,,,Corporate
1995 Nonpartisan Election,1995,04,COOK,Lincolnwood Library Dist,library,Bond,Pass,,,Bond issue
1995 Nonpartisan Election,1995,04,COOK,Niles Elementary School Dist 71,school,Bond,Pass,,,Repairs
1995 Nonpartisan Election,1995,04,COOK,Niles Public Library,library,Bond,Pass,,,Repairs
1995 Nonpartisan Election,1995,04,COOK,North Riverside Library Dist,library,Bond,Pass,,,Library building
1995 Nonpartisan Election,1995,04,COOK,Palos Heights Fire Protection Dist,fire,Bond,Pass,,,"Fire,emergency,rescue vehcls.&/0r equip."
1995 Nonpartisan Election,1995,04,COOK,Park Ridge Recreational & Park Dist,park,Bond,Fail,,,Bond issue
1995 Nonpartisan Election,1995,04,COOK,Phoenix Park Dist,park,Bond,Pass,,,Ext. for payment of principal & interest
1995 Nonpartisan Election,1995,04,COOK,Schaumburg Township Lib Dist,township,Bond,Pass,,,Library building
1995 Nonpartisan Election,1995,04,COOK,Sunnybrook School Dist 171,school,Bond,Pass,,,Build & equip building or addition
1995 Nonpartisan Election,1995,04,COOK,Village Of Richton Park,park,Bond,Fail,,,Building bonds
1995 Nonpartisan Election,1995,04,COOK,Village Of South Chicago Heights,village,Bond,Pass,,,Water bonds
1995 Nonpartisan Election,1995,04,COOK,Village Of Worth,village,Bond,Pass,,,Recreation area
1995 Nonpartisan Election,1995,04,"COOK, KANE, *LAKE, McHENRY",Barrington Comm Unit School Dist 220,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,"COOK, LAKE",Indian Trails Public Library Dist,library,Bond,Pass,,,Repairs
1995 Nonpartisan Election,1995,04,"COOK, LAKE",Village Of Barrington,village,Bond,Fail,,,Equipment
1995 Nonpartisan Election,1995,04,"CUMBERLAND, *EFFINGHAM, SHELBY",Teutopolis Comm Unit School Dist 50,school,Bond,Pass,,,Building bonds
1995 Nonpartisan Election,1995,04,DeKALB,Genoa-Kingston Comm Unit School Dist 424,school,Bond,Fail,,,Working cash fund
1995 Nonpartisan Election,1995,04,"DeKALB, KENDALL, LaSALLE",Sandwich Comm Unit School Dist 430,school,Bond,Pass,,,Building bonds
1995 Nonpartisan Election,1995,04,DuPAGE,Benjamin School Dist 25,school,Bond,Pass,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,DuPAGE,"Clarendon Heights Fire Protection Dist, Tri-state Fire Protection Dist",fire,Bond,Pass,,,Merge fire districts
1995 Nonpartisan Election,1995,04,DuPAGE,Darien-Woodridge Fire Protection Dist,fire,Bond,Pass,,,Merge fire districts
1995 Nonpartisan Election,1995,04,DuPAGE,Medinah School Dist 11,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,DuPAGE,Puffer-Hefty School Dist 69,school,Bond,Pass,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,DuPAGE,Village Of Downers Grove,village,Bond,Fail,,,Library improvements
1995 Nonpartisan Election,1995,04,DuPAGE,Village Of Villa Park,park,Bond,Fail,,,Street and storm sewer improvements
1995 Nonpartisan Election,1995,04,"EFFINGHAM, *SHELBY",Stewardson-Strasburg Comm Unit Dist 5A,other,Bond,Pass,,,Build & equip building or addition
1995 Nonpartisan Election,1995,04,"FULTON, SCHUYLER",Astoria Comm Unit School Dist 1,school,Bond,Pass,,,Working cash fund
1995 Nonpartisan Election,1995,04,"HENRY, *WHITESIDE",Prophetstown-Lyndon Comm Unit School Dist 3,school,Bond,Fail,,,Build & equip building or addition
1995 Nonpartisan Election,1995,04,"HENRY, KNOX, MERCER",Alwood Comm Unit School Dist 225,school,Bond,Pass,,,Build and equip
1995 Nonpartisan Election,1995,04,"JACKSON, PERRY, RANDOLPH",Trico Comm Unit School Dist 176,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,JEFFERSON,Webber Township High School Dist 204,school,Bond,Fail,,,Build & equip building or addition
1995 Nonpartisan Election,1995,04,JoDAVIESS,Scales Mound Comm Unit School Dist 211,school,Bond,Pass,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,JoDAVIESS,Warren Comm Unit School Dist 205,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,KANE,Kane County,county,Bond,Fail,,,Public safety question
1995 Nonpartisan Election,1995,04,"KANE, *KENDALL",Yorkville Comm Unit School Dist 115,school,Bond,Fail,,,Building bonds
1995 Nonpartisan Election,1995,04,LAKE,Kildeer Countryside Consolidated Comm School Dist 96,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,LAKE,Lake Villa Fire Protection Dist,fire,Bond,Pass,,,Bond issue
1995 Nonpartisan Election,1995,04,LAKE,Lake Zurich Rural Fire Protection Dist,fire,Bond,Pass,,,Bond issue
1995 Nonpartisan Election,1995,04,LAKE,Mundelein Consolidated High School Dist 120,school,Bond,Pass,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,LAKE,Mundelein School Dist 75,school,Bond,Pass,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,LAKE,Round Lake Area Schools - Dist 116,school,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,LAKE,Warren Township High School Dist 121,school,Bond,Pass,,,Build and equip
1995 Nonpartisan Election,1995,04,LAKE,Woodland Consolidated Comm School Dist 50,school,Bond,Pass,,,Build and equip
1995 Nonpartisan Election,1995,04,LEE,Village Of Steward,village,Bond,Pass,,,Water bonds
1995 Nonpartisan Election,1995,04,LEE,Village Of Steward,village,Bond,Pass,,,General obligation
1995 Nonpartisan Election,1995,04,LaSALLE,Lasalle Dist 122,other,Bond,Fail,,,"Build, equip, alter, and repair"
1995 Nonpartisan Election,1995,04,"MONROE, ST. CLAIR",Waterloo Comm Unit School Dist 5,school,Bond,Fail,,,Build and equip
1995 Nonpartisan Election,1995,04,McHENRY,Cary Park Dist,park,Bond,Fail,,,Swimming pool facility
1995 Nonpartisan Election,1995,04,McHENRY,Marengo Park Dist,park,Bond,Pass,,,Swimming pool facility
1995 Nonpartisan Election,1995,04,McHENRY,Woodstock Comm Unit School Dist 200,school,Bond,Pass,,,Building bonds
1995 Nonpartisan Election,1995,04,McLEAN,City of Leroy,city,Bond,Pass,,,Sewer improvements
1995 Nonpartisan Election,1995,04,ST. CLAIR,City of Mascoutah,city,Bond,Pass,,,Expansion
1995 Nonpartisan Election,1995,04,ST. CLAIR,Grant Comm Consolidated School Dist 110,school,Bond,Fail,,,Build & equip building or addition
1995 Nonpartisan Election,1995,04,WABASH,Little Wabash Fire Protection Dist,fire,Bond,Pass,,,Join fire district (Compton Pct Only)
1995 Nonpartisan Election,1995,04,WILL,Monee Fire Protection Dist,fire,Bond,Pass,,,Ambulance service
1995 Nonpartisan Election,1995,04,WILLIAMSON,Crab Orchard Comm Unit School Dist 3,school,Bond,Fail,,,Teacher's retirement fund
1995 Nonpartisan Election,1995,04,WINNEBAGO,Prairie Hill Comm Unit School Dist 133,school,Bond,Pass,,,Building bonds
1995 Nonpartisan Election,1995,04,BOONE,Village Of North Caledonia,village,Miscellaneous,Pass,,,Incorporate
1995 Nonpartisan Election,1995,04,BOONE,Village Of Timberlane,village,Miscellaneous,Pass,,,Incorporate
1995 Nonpartisan Election,1995,04,BUREAU,Neponset Comm Consolidated Dist 307,other,Miscellaneous,Fail,,,Deactivate school (Send Pupils To Kewanee 229)
1995 Nonpartisan Election,1995,04,CHAMPAIGN,Mahomet Area Park Dist,park,Miscellaneous,Fail,,,Organize
1995 Nonpartisan Election,1995,04,CLARK,Marshall Area Public Library Dist,library,Miscellaneous,Pass,,,Establish library district
1995 Nonpartisan Election,1995,04,CLAY,Farina Fire Protection Dist,fire,Miscellaneous,Pass,,,Annex territory
1995 Nonpartisan Election,1995,04,COOK,Arlington Heights School Dist 25,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,City of Blue Island,city,Miscellaneous,Fail,,,Home rule question
1995 Nonpartisan Election,1995,04,COOK,City of Chicago Heights,city,Miscellaneous,Pass,,,Change form of government
1995 Nonpartisan Election,1995,04,COOK,City of Chicago Heights,city,Miscellaneous,Pass,,,Change to mayor/aldermanic
1995 Nonpartisan Election,1995,04,COOK,City of Chicago Heights,city,Miscellaneous,Pass,,,Appoint city clerk/treas
1995 Nonpartisan Election,1995,04,COOK,Elmwood Park Comm Unit School Dist 401,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Franklin Park School Dist 84,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,J S Morton High School Dist 201,school,Miscellaneous,Pass,,,Safety enhancements(metal detectors etc)
1995 Nonpartisan Election,1995,04,COOK,J S Morton High School Dist 201,school,Miscellaneous,Pass,,,Sale of property
1995 Nonpartisan Election,1995,04,COOK,J S Morton High School Dist 201,school,Miscellaneous,Pass,,,School question (cont. School Activities)
1995 Nonpartisan Election,1995,04,COOK,Mannheim School Dist 83,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Norridge School Dist 80,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Pennoyer School Dist 79,school,Miscellaneous,Fail,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Prospect Heights School Dist 23,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Rhodes School Dist 84 1/2,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,River Grove School Dist 85 1/2,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,River Trails School Dist 26,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Rosemont School Dist 78,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Schiller Park School Dist 81,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,COOK,Village Of Harwood Hts,village,Miscellaneous,Pass,,,Home rule question
1995 Nonpartisan Election,1995,04,COOK,Village Of Maywood,village,Miscellaneous,Pass,,,Elect members at-large
1995 Nonpartisan Election,1995,04,COOK,Village Of Midlothian,village,Miscellaneous,Fail,,,Home rule question
1995 Nonpartisan Election,1995,04,COOK,Village Of Mt Prospect,village,Miscellaneous,Pass,,,Recall public officials
1995 Nonpartisan Election,1995,04,COOK,Village Of Northfield,village,Miscellaneous,Fail,,,Public funds-kill deer/private property
1995 Nonpartisan Election,1995,04,COOK,Village Of Western Springs,village,Miscellaneous,Fail,,,Lighting
1995 Nonpartisan Election,1995,04,COOK,Wheeling Comm Consolidated School Dist 21,school,Miscellaneous,Pass,,,Abolish offices of twp treas/trustee
1995 Nonpartisan Election,1995,04,"COOK, *DuPAGE",Bartlett & Countryside Fire Protection Dist,fire,Miscellaneous,Pass,,,Elect instead of appoint
1995 Nonpartisan Election,1995,04,"COOK, *DuPAGE",Elmhurst Comm Unit School Dist 205,school,Miscellaneous,Fail,,,Elect trustees/members by district
1995 Nonpartisan Election,1995,04,"COOK, *DuPAGE",Itasca Fire Protection Dist 1,fire,Miscellaneous,Pass,,,Elect instead of appoint
1995 Nonpartisan Election,1995,04,DOUGLAS,Arcola Fire Protection Dist,fire,Miscellaneous,Pass,,,Create fire district
1995 Nonpartisan Election,1995,04,DeWITT,Waynesville Comm Fire Protection Dist,fire,Miscellaneous,Pass,,,Organize
1995 Nonpartisan Election,1995,04,FAYETTE,St Elmo Library Dist (School Dist 202),school,Miscellaneous,Pass,,,Organize
1995 Nonpartisan Election,1995,04,FULTON,Wee-Ma-Tuk Water Dist,special_district,Miscellaneous,Pass,,,Create water authority or district
1995 Nonpartisan Election,1995,04,"GRUNDY, KANKAKEE, *WILL",Fossil Ridge Public Library Dist,library,Miscellaneous,Pass,,,Annexation
1995 Nonpartisan Election,1995,04,"HANCOCK, *McDONOUGH",Colchester Fire Protection Dist,fire,Miscellaneous,Pass,,,Create fire district
1995 Nonpartisan Election,1995,04,IROQUOIS,Iroquois County Comm Unit School Dist 9,school,Miscellaneous,Fail,,,Elect members at-large
1995 Nonpartisan Election,1995,04,"IROQUOIS, KANKAKEE",Central Citizens' Library Dist,library,Miscellaneous,Pass,,,Establish library district
1995 Nonpartisan Election,1995,04,JOHNSON,Johnson County,county,Miscellaneous,Fail,,,Ambulance service
1995 Nonpartisan Election,1995,04,JoDAVIESS,City of Galena,city,Miscellaneous,Fail,,,Erect & maintain signs/lights (safety)
1995 Nonpartisan Election,1995,04,KANE,Big Rock Township,township,Miscellaneous,Fail,,,Recreation area
1995 Nonpartisan Election,1995,04,KANKAKEE,Bourbonnais Public Library Dist,library,Miscellaneous,Fail,,,Annex territory
1995 Nonpartisan Election,1995,04,KANKAKEE,Limestone Township Pub Lib,township,Miscellaneous,Pass,,,Establish library district
1995 Nonpartisan Election,1995,04,KANKAKEE,Manteno Park Dist,park,Miscellaneous,Fail,,,Form a park district
1995 Nonpartisan Election,1995,04,KANKAKEE,Manteno Public Library (Sumner Township),library,Miscellaneous,Fail,,,Annex territory
1995 Nonpartisan Election,1995,04,LAKE,Cary Fire Protection Dist,fire,Miscellaneous,Pass,,,Elect instead of appoint
1995 Nonpartisan Election,1995,04,"LEE, OGLE",Ashton Fire Protection Dist,fire,Miscellaneous,Fail,,,Appoint rather than elect
1995 Nonpartisan Election,1995,04,"LOGAN, *MASON",San Jose Park Dist (Prairie Creek Township),park,Miscellaneous,Pass,,,Create
1995 Nonpartisan Election,1995,04,LaSALLE,Robert W. Rowe Public Library Dist,library,Miscellaneous,Fail,,,Annex territory
1995 Nonpartisan Election,1995,04,"LaSALLE, *LIVINGSTON",Woodland Comm Unit School Dist 5,school,Miscellaneous,Pass,,,Elect members at-large
1995 Nonpartisan Election,1995,04,MACON,Village Of Harristown,village,Miscellaneous,Pass,,,Elect instead of appoint City Clerk
1995 Nonpartisan Election,1995,04,MACON,Village Of Harristown,village,Miscellaneous,Pass,,,Elect instead of appoint City Treasurer
1995 Nonpartisan Election,1995,04,MACOUPIN,Scottville/Modesto Rural Fire Dist,fire,Miscellaneous,Pass,,,Create fire district
1995 Nonpartisan Election,1995,04,MADISON,Jarvis Township,township,Miscellaneous,Pass,,,Garbage collection
1995 Nonpartisan Election,1995,04,MADISON,Nameoki Township,township,Miscellaneous,Fail,,,Garbage collection
1995 Nonpartisan Election,1995,04,MENARD,City of Athens,city,Miscellaneous,Fail,,,Sell property
1995 Nonpartisan Election,1995,04,MONTGOMERY,Pawnee Fire Protection Dist,fire,Miscellaneous,Pass,,,"Annexation (1) (Sect 4,9, Township 12 N, Range 4 W)"
1995 Nonpartisan Election,1995,04,MONTGOMERY,Pawnee Fire Protection Dist,fire,Miscellaneous,Pass,,,"Annexation (2) (Sect 6,7 & 8 Township 12 N, Range 4 W)"
1995 Nonpartisan Election,1995,04,MONTGOMERY,Witt School Dist Unit U-66,school,Miscellaneous,Pass,,,Annexation (1) (Nokomis Comm Unit School Dist 22)
1995 Nonpartisan Election,1995,04,MONTGOMERY,Witt School Dist Unit U-66,school,Miscellaneous,Fail,,,Annexation (2) (Lowest Rate/Real Estate Tax)
1995 Nonpartisan Election,1995,04,MONTGOMERY,Witt School Dist Unit U-66,school,Miscellaneous,Pass,,,Annexation (3) (Educational Program Offered)
1995 Nonpartisan Election,1995,04,McDONOUGH,Macomb Public Library Dist (School Dist 185),school,Miscellaneous,Fail,,,Annexation
1995 Nonpartisan Election,1995,04,McHENRY,Village Of Barnard Mill,village,Miscellaneous,Pass,,,Dissolve
1995 Nonpartisan Election,1995,04,OGLE,Mount Morris Park Dist,park,Miscellaneous,Fail,,,Form a park district
1995 Nonpartisan Election,1995,04,OGLE,Oregon Public Library Dist,library,Miscellaneous,Pass,,,Annexation
1995 Nonpartisan Election,1995,04,OGLE,Village Of Adeline,village,Miscellaneous,Pass,,,Annexation
1995 Nonpartisan Election,1995,04,RICHLAND,Richland County,county,Miscellaneous,Pass,,,Elect instead of appoint Supervisor Of Assessments
1995 Nonpartisan Election,1995,04,SANGAMON,Sherman Public Library Dist,library,Miscellaneous,Pass,,,Establish library district
1995 Nonpartisan Election,1995,04,ST. CLAIR,Freeburg Area Library Dist,library,Miscellaneous,Pass,,,Establish library district
1995 Nonpartisan Election,1995,04,VERMILION,Fairmount Fire Protection Dist,fire,Miscellaneous,Fail,,,"Organize (Parts Of Janica, Sidell & Vance Townships)"
1995 Nonpartisan Election,1995,04,WHITE,Enfield Fire Protection Dist,fire,Miscellaneous,Pass,,,Annexation (Village Of Springerton)
1995 Nonpartisan Election,1995,04,WILL,Crete Park Dist,park,Miscellaneous,Fail,,,Annexation (To Crete Rural Park Dist)
1995 Nonpartisan Election,1995,04,WILL,Peotone Fire Protection Dist,fire,Miscellaneous,Pass,,,Increase number of members
1995 Nonpartisan Election,1995,04,WOODFORD,Riverview Comm Consolidated School Dist 2,school,Miscellaneous,Fail,,,Construct bus storage facility (With Existing Funds)
1995 Nonpartisan Election,1995,04,WOODFORD,Woodford County,county,Miscellaneous,Pass,,,Fire protection plan
1995 Nonpartisan Election,1995,04,BOND,Bond County,county,Tax,Fail,,,Establish or expand 911 system
1995 Nonpartisan Election,1995,04,"BOND, *MADISON, MONTGOMERY",Highland Comm Unit School Dist 5,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,BROWN,Brown County Comm Unit School Dist 1,school,Tax,Pass,,,Transportation
1995 Nonpartisan Election,1995,04,"BUREAU, *WHITESIDE",Tampico Comm Unit School Dist 4,school,Tax,Fail,,,Operations
1995 Nonpartisan Election,1995,04,"BUREAU, *WHITESIDE",Tampico Comm Unit School Dist 4,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,CHAMPAIGN,Champaign County,county,Tax,Pass,,,Cooperative extension
1995 Nonpartisan Election,1995,04,CHAMPAIGN,Cornbelt Fire Protection Dist,fire,Tax,Pass,,,"Fire,emergency,rescue vehcls.&/0r equip."
1995 Nonpartisan Election,1995,04,CHAMPAIGN,Village Of Ogden (Rose Library),library,Tax,Pass,,,Library question
1995 Nonpartisan Election,1995,04,"CHAMPAIGN, DOUGLAS, MOULTRIE, *PIATT",Atwood-Hammond Comm Unit School Dist 39,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,"CHAMPAIGN, PIATT",Scott Fire Protection Dist,fire,Tax,Pass,,,Fire protection plan
1995 Nonpartisan Election,1995,04,CHRISTIAN,Mt Auburn Fire Protection Dist,fire,Tax,Pass,,,"Fire,emergency,rescue vehcls.&/0r equip."
1995 Nonpartisan Election,1995,04,"CHRISTIAN, MONTGOMERY",Morrisonville-palmer Fire Protection Dist,fire,Tax,Pass,,,Rate increase
1995 Nonpartisan Election,1995,04,CLINTON,Clinton County,county,Tax,Pass,,,Establish or expand 911 system
1995 Nonpartisan Election,1995,04,COOK,Berwyn North School Dist 98,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,COOK,Bremen Comm High School Dist 228,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,COOK,Dolton Park Dist,park,Tax,Fail,,,Corporate
1995 Nonpartisan Election,1995,04,COOK,Flossmoor School Dist 161,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,COOK,Grande Prairie Library Dist,library,Tax,Pass,,,Rate increase
1995 Nonpartisan Election,1995,04,COOK,Hometown Fire Protection Dist,fire,Tax,Fail,,,Rate increase
1995 Nonpartisan Election,1995,04,COOK,Homewood Public Library,library,Tax,Pass,,,Rate increase
1995 Nonpartisan Election,1995,04,COOK,La Grange School Dist 102,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,COOK,Palatine Park Dist,park,Tax,Pass,,,Corporate
1995 Nonpartisan Election,1995,04,COOK,Palos Fire Protection Dist,fire,Tax,Pass,,,Rate increase
1995 Nonpartisan Election,1995,04,COOK,Phoenix Park Dist,park,Tax,Pass,,,Recreational programs
1995 Nonpartisan Election,1995,04,COOK,Sunnybrook School Dist 171,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,COOK,Village Of Mt Prospect,village,Tax,Fail,,,Remodel and/or build addition to bldg(s) (Library)
1995 Nonpartisan Election,1995,04,COOK,Village Of Richton Park,park,Tax,Fail,,,Tax levy/taxation question
1995 Nonpartisan Election,1995,04,COOK,Village Of South Chicago Heights,village,Tax,Pass,,,Limit taxes or indebtedness
1995 Nonpartisan Election,1995,04,"COOK, *DuPAGE",Bensenville Comm Public Library Dist,library,Tax,Fail,,,Rate increase
1995 Nonpartisan Election,1995,04,"COOK, *DuPAGE",DuPage County Comm Consolidated School Dist 180,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,"COOK, DuPAGE",Hanover Park Park Dist,park,Tax,Fail,,,Recreational programs
1995 Nonpartisan Election,1995,04,"COOK, LAKE",Wheeling Township Fire Protection Dist,fire,Tax,Fail,,,Rate increase
1995 Nonpartisan Election,1995,04,"COOK, WILL",Bloom Township High School Dist 206,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,DOUGLAS,Murdock Township,township,Tax,Pass,,,Tax extension limitation
1995 Nonpartisan Election,1995,04,DOUGLAS,Sargent Township,township,Tax,Pass,,,Tax extension limitation
1995 Nonpartisan Election,1995,04,DeKALB,Paw Paw Township,township,Tax,Fail,,,Road & bridge fund
1995 Nonpartisan Election,1995,04,"DeKALB, *KANE",Village Of Maple Park,park,Tax,Pass,,,Police protection
1995 Nonpartisan Election,1995,04,"DeKALB, *KANE, CITY OF AURORA",Kaneland Comm Unit School Dist 302,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,"DeKALB, KENDALL, LaSALLE",Sandwich Comm Fire Protection Dist,fire,Tax,Fail,,,Ambulance service
1995 Nonpartisan Election,1995,04,DuPAGE,Benjamin School Dist 25,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,DuPAGE,Benjamin School Dist 25,school,Tax,Pass,,,Operations
1995 Nonpartisan Election,1995,04,DuPAGE,Bensenville Elementary School Dist 2,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,DuPAGE,Darien School Dist 61,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,DuPAGE,DuPage County,county,Tax,Fail,,,Detention home facility
1995 Nonpartisan Election,1995,04,DuPAGE,Puffer-Hefty School Dist 69,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,DuPAGE,Puffer-Hefty School Dist 69,school,Tax,Fail,,,Operations
1995 Nonpartisan Election,1995,04,DuPAGE,Roselle School Dist 12,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,DuPAGE,Village Of Villa Park,park,Tax,Pass,,,Rate increase (Library)
1995 Nonpartisan Election,1995,04,DuPAGE,Winfield Fire Protection Dist,fire,Tax,Fail,,,Rate increase
1995 Nonpartisan Election,1995,04,DuPAGE,Wood Dale School Dist 7,school,Tax,Fail,,,Education
1995 Nonpartisan Election,1995,04,EDGAR,Edgar County,county,Tax,Fail,,,Senior citizens services
1995 Nonpartisan Election,1995,04,EDGAR,Edgar Township,township,Tax,Pass,,,Cemetery
1995 Nonpartisan Election,1995,04,EDGAR,Grandview Township,township,Tax,Pass,,,Cemetery
1995 Nonpartisan Election,1995,04,FAYETTE,Carson Township,township,Tax,Pass,,,Tax extension limitation
1995 Nonpartisan Election,1995,04,FAYETTE,Carson Township,township,Tax,Pass,,,Road purposes
1995 Nonpartisan Election,1995,04,FAYETTE,Fayette County,county,Tax,Fail,,,Establish or expand 911 system
1995 Nonpartisan Election,1995,04,FORD,Mona Township,township,Tax,Pass,,,Road & bridge fund
1995 Nonpartisan Election,1995,04,"FULTON, KNOX",Spoon River Valley Comm Unit School Dist 4,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,"FULTON, KNOX, WARREN",Avon Comm Unit School Dist 176,school,Tax,Pass,,,Operations
1995 Nonpartisan Election,1995,04,"FULTON, KNOX, WARREN",Avon Comm Unit School Dist 176,school,Tax,Pass,,,Education
1995 Nonpartisan Election,1995,04,"FULTON, KNOX, WARREN",Avon Comm Unit School Dist 176,school,Tax,Pass,,,Transportation
1995 Nonpartisan Election,1995,04,GRUNDY,Morris School Dist 54,school,Tax,Fail,,,Rate increase
1995 Nonpartisan Election,1995,04,HAMILTON,Hamilton County,county,Tax,Fail,,,Establish or expand 911 system
1995 Nonpartisan Election,1995,04,HANCOCK,Harmony Township,township,Tax,Pass,,,Cemetery
1995 Nonpartisan Election,1995,04,HANCOCK,Pilot Grove Township,township,Tax,Pass,,,Cemetery
1995 Nonpartisan Election,1995,04,HANCOCK,Pontoosuc Township,township,Tax,Pass,,,Cemetery
1995 Nonpartisan Election,1995,04,HENRY,Geneseo Library Dist,library,Tax,Fail,,,Rate increase
