election_name,jurisdiction_county,gov_unit_name,referendum_type,result,description
1997 Nonpartisan Election,"*DeWITT, McLEAN, PIATT",Blue Ridge Comm Unit School Dist 18,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,*COOK,Village Of Matteson,Bond,Fail,"Bond issue ($15,000,000.00)"
1997 Nonpartisan Election,*COOK,Kenilworth School Dist 38,Bond,Pass,"Bond issue ($3,875,000.00)"
1997 Nonpartisan Election,*LAKE,Lake Bluff Park Dist,Bond,Fail,Build a community building
1997 Nonpartisan Election,*WILLIAMSON,Lake Egypt Fire Protection Dist,Bond,Pass,Annex territory
1997 Nonpartisan Election,*LAKE,Lake Villa Comm Consolidated School Dist 41,Bond,Pass,"Build, equip, alter, and repair"
1997 Nonpartisan Election,"DeKALB, *LEE",Steward Elementary School Dist 220,Bond,Pass,Build and equip
1997 Nonpartisan Election,*DuPAGE,Wards Creek Park Dist,Bond,Pass,Acquisition of property
1997 Nonpartisan Election,"*MONROE, ST. CLAIR",Waterloo Comm Unit School Dist 5,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,*MACOUPIN,Carlinville Comm Unit School Dist 1,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,*COOK,Schaumburg Township,Bond,Pass,"Bond issue ($400,000.00)"
1997 Nonpartisan Election,"HENRY, *ROCK ISLAND",Village Of Coal Valley,Bond,Pass,Street improvements
1997 Nonpartisan Election,"CHAMPAIGN, *DOUGLAS",Tuscola Comm Unit School Dist 301,Bond,Pass,Building bonds
1997 Nonpartisan Election,*COOK,Village Of Barrington,Bond,Pass,"Bond issue ($9,990,000.00)"
1997 Nonpartisan Election,"ADAMS, *PIKE",Barry Comm Unit School Dist 1,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,"*BOONE, DeKALB, McHENRY",Belvidere Comm Unit School Dist 100,Bond,Pass,"Build and equip ($7,600,000)"
1997 Nonpartisan Election,*LAKE,Libertyville Comm High School Dist 128,Bond,Pass,Build & equip building or addition
1997 Nonpartisan Election,*KANKAKEE,Limestone Park Dist,Bond,Fail,Park question
1997 Nonpartisan Election,*STEPHENSON,Davis Fire Protection Dist,Bond,Pass,Build & imp.fire sta.&purchase fire equ.
1997 Nonpartisan Election,*DeKALB,Dekalb Comm Unit School Dist 428,Bond,Pass,Building bonds
1997 Nonpartisan Election,*JoDAVIESS,Village Of Elizabeth,Bond,Pass,Water treatment plant
1997 Nonpartisan Election,*COOK,Village Of Forest View,Bond,Pass,"Bond issue ($600,000.00)"
1997 Nonpartisan Election,*MADISON,Triad Comm Unit School Dist 2,Bond,Pass,Building and purchase grounds
1997 Nonpartisan Election,"*McLEAN, WOODFORD",McLean Comm Unit School Dist 5,Bond,Pass,Building bonds
1997 Nonpartisan Election,"TAZEWELL, *WOODFORD",Metamora Township High School Dist 122,Bond,Fail,Building bonds
1997 Nonpartisan Election,"*LAKE, McHENRY",Wauconda Comm Unit School Dist 118,Bond,Pass,Build & equip building or addition
1997 Nonpartisan Election,*FRANKLIN,West Frankfort Park,Bond,Pass,Swimming pool facility
1997 Nonpartisan Election,*COOK,West Northfield School Dist 31,Bond,Fail,"Bond issue ($10,850,000.00)"
1997 Nonpartisan Election,*McDONOUGH,City of Macomb,Bond,Fail,Water and/or sewer projects
1997 Nonpartisan Election,*DuPAGE,Center Cass School Dist 66,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,*BUREAU,Cherry Fire Protection Dist,Bond,Pass,Fire truck purchase
1997 Nonpartisan Election,"STEPHENSON, *WINNEBAGO, CITY OF ROCKFORD",Winnebago Comm Unit School Dist 323,Bond,Pass,"Build, equip, alter, and repair"
1997 Nonpartisan Election,*LAKE,Winthrop Harbor School Dist 1,Bond,Pass,Build and equip
1997 Nonpartisan Election,*LAKE,Zion-Benton Public Library Dist,Bond,Pass,Build & equip building or addition
1997 Nonpartisan Election,"*CHAMPAIGN, PIATT",Mahomet-Seymour Comm Unit School Dist 3,Bond,Fail,"Building bonds ($4,000,00)"
1997 Nonpartisan Election,"*CHAMPAIGN, PIATT",Mahomet-Seymour Comm Unit School Dist 3,Bond,Pass,"Building bonds ($6,800,000)"
1997 Nonpartisan Election,"*COLES, CUMBERLAND, MOULTRIE, SHELBY",Mattoon Comm Unit School Dist 2,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,"TAZEWELL, *WOODFORD",Congerville-Eureka-Goodfield Comm Unit School Dist 140,Bond,Pass,Building bonds
1997 Nonpartisan Election,"KANE, *McHENRY",Huntley Consolidated Comm School Dist 158,Bond,Fail,Bond issue
1997 Nonpartisan Election,"FULTON, *PEORIA",Illini Bluffs Comm Unit School Dist 327,Bond,Fail,"Build, equip, alter, and repair"
1997 Nonpartisan Election,*ST. CLAIR,Grant Comm Consolidated School Dist 110,Bond,Fail,Build and equip
1997 Nonpartisan Election,*LAKE,Gurnee Park Dist,Bond,Fail,Recreational facility
1997 Nonpartisan Election,*McLEAN,Ridgeview Comm Unit School Dist 19,Bond,Pass,Build & equip building or addition
1997 Nonpartisan Election,*COOK,River Grove School Dist 85 1/2,Bond,Pass,"Bond issue ($5,500,000.00)"
1997 Nonpartisan Election,*ROCK ISLAND,Rock Island School Dist 41,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"*PEORIA, CITY OF PEORIA",Peoria Heights Comm Unit School Dist 325,Bond,Pass,Build and equip
1998 General Election,"KENDALL, *WILL",Plainfield School Dist 202,Bond,Pass,Building bonds
1998 General Election,*CHAMPAIGN,Village Of Thomasboro,Bond,Pass,Water bonds
1998 General Election,*EDWARDS,Village Of West Salem,Bond,Pass,Fire truck purchase
1998 General Election,*COOK,Dolton School Dist 149,Bond,Fail,Build & equip building or addition
1998 General Election,*DuPAGE,DuPage County Comm High School Dist 99,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*ST. CLAIR,Dupo Comm Unit School Dist 196,Bond,Pass,Build and equip
1998 General Election,*WINNEBAGO,Durand Comm Unit School Dist 322,Bond,Pass,Building bonds
1998 General Election,"DeKALB, *LaSALLE, LEE",Earlville Comm Unit School Dist 9,Bond,Fail,Building bonds
1998 General Election,"*CARROLL, OGLE, STEPHENSON",Eastland Comm Unit School Dist 308,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*COOK,Eisenhower Public Library Dist,Bond,Fail,Bond issue
1998 General Election,*JEFFERSON,Mt Vernon City Schools Dist 80,Bond,Pass,Build and equip
1998 General Election,"*MACON, MOULTRIE",Mt Zion Comm Unit School Dist 3,Bond,Pass,Build and equip
1998 General Election,*JACKSON,Murphysboro Comm Unit School Dist 186,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"CHAMPAIGN, *FORD, LIVINGSTON, McLEAN",Gibson City-Melvin-Sibley Comm Unit School Dist 5,Bond,Pass,Building bonds
1998 General Election,*MADISON,Village Of Glen Carbon,Bond,Fail,Bond issue
1998 General Election,*DuPAGE,Village Of Itasca,Bond,Pass,Water and/or sewer projects
1998 General Election,*KENDALL,Plano Comm Unit School Dist 88,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"LEE, *OGLE, WHITESIDE",Polo Comm Unit School Dist 222,Bond,Pass,Bond issue
1998 General Election,*DuPAGE,Queen Bee School Dist 16,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"FRANKLIN, *WILLIAMSON",Herrin Comm Unit School Dist 4,Bond,Pass,Rebuild/replace and equip
1998 General Election,*WILL,Homer Township,Bond,Pass,Senior citizens housing
1998 General Election,"KANE, *KENDALL, WILL, CITY OF AURORA",Oswego Comm Unit School Dist 308,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*COOK,Berwyn North School Dist 98,Bond,Pass,Bond issue
1998 General Election,*LAKE,Big Hollow School Dist 38,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*DuPAGE,Bloomingdale Fire Protection Dist 1,Bond,Pass,Fire protection plan
1998 General Election,"*DeWITT, McLEAN, PIATT",Blue Ridge Comm Unit School Dist 18,Bond,Pass,Build & equip building or addition
1998 General Election,"*BUREAU, LEE",Lamoille Comm Unit School Dist 303,Bond,Fail,"Build, equip, alter, and repair"
1998 General Election,"*JOHNSON, WILLIAMSON",New Simpson Hill Comm Unit School Dist 32,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*COOK,New Trier Township High School Dist 203,Bond,Pass,Bond issue
1998 General Election,"*KENDALL, LaSALLE",Newark Comm Unit School Dist 66,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"GALLATIN, HAMILTON, *WHITE",Norris City-Omaha-Enfield Comm Unit School Dist 3,Bond,Pass,Build and equip
1998 General Election,"*CLAY, EFFINGHAM",North Clay Comm Unit School Dist 25,Bond,Fail,Build & equip building or addition
1998 General Election,*IROQUOIS,Village Of Onarga,Bond,Pass,Swimming pool facility
1998 General Election,*COOK,Skokie Fairview School Dist 72,Bond,Pass,Bond issue
1998 General Election,*CHRISTIAN,South Fork Comm Unit School Dist 14,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"KNOX, MARSHALL, *STARK",Stark County Comm Unit School Dist 100,Bond,Fail,"Build, equip, alter, and repair"
1998 General Election,*GREENE,Carrollton Comm Unit School Dist 1,Bond,Fail,Build & equip building or addition
1998 General Election,*WILLIAMSON,Carterville Comm Unit School Dist 5,Bond,Pass,Build and equip
1998 General Election,"*DeKALB, KENDALL, LaSALLE",Sandwich Comm Unit School Dist 430,Bond,Pass,Building bonds
1998 General Election,*JACKSON,Elverado Comm Unit School Dist 196,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*JEFFERSON,Field Comm Unit School Dist 3,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"LaSALLE, LIVINGSTON, MARSHALL, *WOODFORD",Fieldcrest Comm Unit School Dist 6,Bond,Pass,Building bonds
1998 General Election,*LAKE,Fox Lake Grade School Dist 114,Bond,Fail,"Build, equip, alter, and repair"
1998 General Election,*McHENRY,Village Of Bull Valley,Bond,Pass,Alternate bonds
1998 General Election,*WILL,Troy Comm Consolidated School Dist 30-C,Bond,Pass,Building bonds
1998 General Election,*McHENRY,Alden Consolidated Comm School Dist 19,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"KANE, *McHENRY",Algonquin Area Public Library Dist,Bond,Pass,Build and equip
1998 General Election,"*HENRY, KNOX, MERCER",Alwood Comm Unit School Dist 225,Bond,Fail,"Build, equip, alter, and repair"
1998 General Election,"*KANE, CITY OF AURORA",Aurora East School Dist 131,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"*COOK, KANE",Bartlett Park Dist,Bond,Pass,Bond issue
1998 General Election,"DuPAGE, *KANE",Batavia Library Dist,Bond,Pass,Library building
1998 General Election,*WILL,Beecher Comm Unit School Dist 200U,Bond,Pass,Building bonds
1998 General Election,*ST. CLAIR,Belleville Township High School Dist 201,Bond,Pass,Build and equip
1998 General Election,*LIVINGSTON,Livingston County,Bond,Fail,Adult correctional facility
1998 General Election,*DuPAGE,Lombard Elementary School Dist 44,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*CHAMPAIGN,Ludlow Township - Road & Bridge Dist,Bond,Pass,Building & equipment fund
1998 General Election,*McDONOUGH,Macomb Park Dist,Bond,Fail,Acquisition of property
1998 General Election,*STEPHENSON,Dakota Comm Unit School Dist 201,Bond,Pass,Building bonds
1998 General Election,*BUREAU,Dalzell Fire Protection Dist,Bond,Fail,Fire truck purchase
1998 General Election,"*VERMILION, CITY OF DANVILLE",Danville Consolidated Comm School Dist 118,Bond,Pass,Build and equip
1998 General Election,*MACON,Decatur School Dist 61,Bond,Fail,Build & equip building or addition
1998 General Election,"MONTGOMERY, *SANGAMON",Divernon Comm Unit School Dist 13,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"LAKE, *McHENRY",Village Of Fox River Grove,Bond,Pass,Build village hall
1998 General Election,*COOK,City of Rolling Meadows,Bond,Fail,Senior citizens housing
1998 General Election,*WINNEBAGO,City of South Beloit,Bond,Fail,Building bonds
1998 General Election,*DuPAGE,Clarendon Hills Park Dist,Bond,Fail,Acquisition of property
1998 General Election,*CHAMPAIGN,Town Of Scott,Bond,Pass,Building & equipment fund
1998 General Election,"FORD, IROQUOIS, KANKAKEE, *LIVINGSTON",Tri-Point Comm Unit School Dist 6-J,Bond,Pass,Building bonds
1998 General Election,"LAKE, *McHENRY",McHenry Comm Consolidated School Dist 15,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"LAKE, *McHENRY",McHenry Comm High School Dist 156,Bond,Fail,"Build, equip, alter, and repair"
1998 General Election,*LAKE,Waukegan Comm Unit School Dist 60,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*COOK,West Northfield School Dist 31,Bond,Fail,Bond issue
1998 General Election,*VERMILION,Westville Comm Unit School Dist 2,Bond,Pass,Building bonds
1998 General Election,*DuPAGE,Wheaton Warrenville Comm Unit School Dist 200,Bond,Fail,"Build, equip, alter, and repair"
1998 General Election,*WILL,Will County School Dist 89,Bond,Fail,Building bonds
1998 General Election,*McHENRY,City of Harvard,Bond,Pass,Library question
1998 General Election,*DuPAGE,Center Cass School Dist 66,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*KANE,Central Comm Unit School Dist 301,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*SANGAMON,Chatham Comm Unit School Dist 5,Bond,Pass,Build and equip
1998 General Election,*COOK,Cicero School Dist 99,Bond,Pass,Bond issue
1998 General Election,*ST. CLAIR,Wolf Branch School Dist 113,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"*KANKAKEE, WILL",Manteno Comm Unit School Dist 5,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"*COLES, CUMBERLAND, MOULTRIE, SHELBY",Mattoon Comm Unit School Dist 2,Bond,Fail,Build & equip building or addition
1998 General Election,*COOK,Maywood Park Dist,Bond,Pass,Center/ice rink question
1998 General Election,*COOK,Maywood Park Dist,Bond,Pass,Consolidation of districts
1998 General Election,*WABASH,Wabash Comm Unit School Dist 348,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"*MADISON, ST. CLAIR",Collinsville Comm Unit School Dist 10,Bond,Fail,Bond issue
1998 General Election,*COOK,Consolidated High School Dist 230,Bond,Pass,Bond issue
1998 General Election,*COOK,Cook County Comm Consolidated School Dist 146,Bond,Pass,Bond issue
1998 General Election,*COOK,Cook County School Dist 130,Bond,Pass,Bond issue
1998 General Election,*McHENRY,Huntley Consolidated Comm School Dist 158,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*McHENRY,Huntley Consolidated Comm School Dist 158,Bond,Pass,"Build, equip, alter, and repair Harmony Road Site"
1998 General Election,"FULTON, *PEORIA",Illini Bluffs Comm Unit School Dist 327,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"*DuPAGE, WILL",Indian Prairie Comm Unit School Dist 204,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*McHENRY,Johnsburg Comm Unit School Dist 12,Bond,Pass,"Build, equip, alter, and repair Reed Road Site"
1998 General Election,*LAKE,Grayslake Comm High School Dist 127,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"FRANKLIN, *HAMILTON, JEFFERSON",Hamilton County Comm Unit School Dist 10,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,*CRAWFORD,Robinson Comm Unit School Dist 2,Bond,Pass,"Build, equip, alter, and repair"
1998 General Election,"CHRISTIAN, *SANGAMON",Rochester Comm Unit School Dist 3A,Bond,Pass,Build and equip
1998 General Primary,"COOK, DeKALB, *KANE, McHENRY",Dundee Comm Unit School Dist 300,Bond,Fail,Build and equip
1998 General Primary,*DuPAGE,DuPage County Comm Consolidated School Dist 93,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,"*CARROLL, OGLE, STEPHENSON",Eastland Comm Unit School Dist 308,Bond,Fail,"Build, equip, alter, and repair"
1998 General Primary,"GALLATIN, HAMILTON, *SALINE",Eldorado Comm Unit School Dist 4,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,*FRANKLIN,Frankfort Comm Park Dist,Bond,Pass,Swimming pool facility
1998 General Primary,*LAKE,Fremont Public Library Dist,Bond,Pass,Library building
1998 General Primary,*KANE,Geneva School Dist 304,Bond,Pass,Build & equip building or addition
1998 General Primary,"CHAMPAIGN, *FORD, LIVINGSTON, McLEAN",Gibson City-Melvin-Sibley Comm Unit School Dist 5,Bond,Pass,Build & equip building or addition
1998 General Primary,*DuPAGE,Glenbard Township High School Dist 87,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,"MENARD, MORGAN, *SANGAMON",Pleasant Plains Comm Unit School Dist 8,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,"BOND, *MADISON, MONTGOMERY",Highland Comm Unit School Dist 5,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,"COOK, *DuPAGE",Oak Brook Park Dist,Bond,Pass,Acquisition of property
1998 General Primary,"*HENRY, STARK",Kewanee Public Library Dist,Bond,Pass,Remodel and/or build addition to bldg(s)
1998 General Primary,*LAKE,Kildeer Countryside Consolidated Comm School Dist 96,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,*PULASKI,Village Of New Grand Chain,Bond,Pass,Acquire elect/gas sys from pub.util.co.
1998 General Primary,*PEORIA,Village Of Peoria Heights,Bond,Pass,Library building
1998 General Primary,*KANE,St Charles Comm Unit School Dist 303,Bond,Pass,Build & equip building or addition
1998 General Primary,"*MONROE, ST. CLAIR",Waterloo Comm Unit School Dist 5,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,*COOK,Calumet City School Dist 155,Bond,Fail,Build and equip
1998 General Primary,*ST. CLAIR,Camp Jackson Fire Protection Dist,Bond,Pass,"Fire,emergency,rescue vehcls.&/0r equip."
1998 General Primary,*FULTON,Canton Park Dist,Bond,Fail,Swimming pool facility
1998 General Primary,*JACKSON,Carbondale Elementary School Dist 95,Bond,Pass,"Build, equip, alter, and repair"
1998 General Primary,*MACOUPIN,Carlinville Comm Unit School Dist 1,Bond,Fail,"Build, equip, alter, and repair"
