state,referendum_row_id,unit_id,census_name,census_type,county,election_date,pct_yes,threshold_centered_margin,passed,issued_6y,n_issues_6y,par_6y,go_share_6y,voter_auth_share_6y,os_confirms_election,entity_type,rule_threshold,op_referendum_strict,op_codable,rd_sample
MA,MA:0,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,1982-02-14,54.25,4.25,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:1,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,1982-02-14,60.22,10.22,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:2,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,1982-03-01,65.89,15.89,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:3,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,1982-03-01,66.38,16.38,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:4,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-03-01,52.50,2.50,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:5,22300700400000,TOWN OF CHESTER,township,HAMPDEN,1982-03-04,56.09,6.09,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:6,22300801000000,TOWN OF HUNTINGTON,township,HAMPSHIRE,1982-03-04,59.17,9.17,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:7,22300801900000,TOWN OF WORTHINGTON,township,HAMPSHIRE,1982-03-04,82.74,32.74,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:8,22301400200000,TOWN OF ATHOL,township,WORCESTER,1982-04-01,55.29,5.29,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:9,22301101100000,TOWN OF HOLBROOK,township,NORFOLK,1982-04-01,58.23,8.23,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:10,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,1982-04-01,64.65,14.65,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:11,22300701500000,TOWN OF SOUTHWICK,township,HAMPDEN,1982-04-01,51.09,1.09,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:12,22300903900000,TOWN OF WAYLAND,township,MIDDLESEX,1982-04-01,61.33,11.33,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:13,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,1982-04-01,53.47,3.47,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:14,22300904200000,TOWN OF WILMINGTON,township,MIDDLESEX,1982-04-01,64.72,14.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:15,22300601300000,TOWN OF LEVERETT,township,FRANKLIN,1982-04-08,73.09,23.09,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:16,22300501000000,TOWN OF LYNNFIELD,township,ESSEX,1982-04-10,61.89,11.89,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:17,22301101600000,TOWN OF NEEDHAM,township,NORFOLK,1982-04-10,71.13,21.13,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:18,22300101500000,TOWN OF YARMOUTH,township,BARNSTABLE,1982-04-10,69.07,19.07,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:19,22300900500000,TOWN OF AYER,township,MIDDLESEX,1982-04-24,57.85,7.85,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:20,22300900500000,TOWN OF AYER,township,MIDDLESEX,1982-04-24,64.82,14.82,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:21,22300900500000,TOWN OF AYER,township,MIDDLESEX,1982-04-24,74.81,24.81,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:22,22301201300000,TOWN OF MARION,township,PLYMOUTH,1982-04-28,73.72,23.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:23,22301201300000,TOWN OF MARION,township,PLYMOUTH,1982-04-28,72.09,22.09,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:24,22300200400000,TOWN OF CHESHIRE,township,BERKSHIRE,1982-05-01,67.66,17.66,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:25,22301200900000,TOWN OF HINGHAM,township,PLYMOUTH,1982-05-01,54.43,4.43,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:26,22300701200000,TOWN OF MONTGOMERY,township,HAMPDEN,1982-05-01,78.38,28.38,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:27,22300301400000,TOWN OF SOMERSET,township,BRISTOL,1982-05-01,64.71,14.71,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:28,22300900400000,TOWN OF ASHLAND,township,MIDDLESEX,1982-05-02,54.08,4.08,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:29,22300502400000,TOWN OF TOPSFIELD,township,ESSEX,1982-05-03,54.59,4.59,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:30,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-05-06,79.12,29.12,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:31,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-05-06,81.86,31.86,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:32,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-05-06,81.33,31.33,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:33,22300902000000,TOWN OF HUDSON,township,MIDDLESEX,1982-05-08,63.02,13.02,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:34,22300502000000,TOWN OF ROWLEY,township,ESSEX,1982-05-09,75.62,25.62,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:35,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1982-05-09,61.82,11.82,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:36,22300903300000,TOWN OF SUDBURY,township,MIDDLESEX,1982-05-15,52.06,2.06,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:37,22300500300000,TOWN OF BOXFORD,township,ESSEX,1982-05-16,69.86,19.86,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:38,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,66.96,16.96,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:39,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,65.35,15.35,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:40,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,60.31,10.31,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:41,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,60.40,10.40,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:42,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,53.58,3.58,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:43,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,51.50,1.50,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:44,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,50.55,0.55,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:45,22301404400000,TOWN OF STERLING,township,WORCESTER,1982-05-22,70.68,20.68,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:46,22300500200000,TOWN OF ANDOVER,township,ESSEX,1982-05-23,51.53,1.53,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:47,22300903400000,TOWN OF TEWKSBURY,township,MIDDLESEX,1982-05-27,68.91,18.91,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:48,22301201400000,TOWN OF MARSHFIELD,township,PLYMOUTH,1982-06-01,54.11,4.11,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:49,22300700300000,TOWN OF BRIMFIELD,township,HAMPDEN,1982-06-05,57.04,7.04,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:50,22301201500000,TOWN OF MATTAPOISETT,township,PLYMOUTH,1982-06-13,57.16,7.16,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:51,22300501200000,TOWN OF MARBLEHEAD,township,ESSEX,1982-06-19,68.72,18.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:52,22300201700000,TOWN OF NEW ASHFORD,township,BERKSHIRE,1982-07-01,100.00,50.00,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:53,22301200100000,TOWN OF ABINGTON,township,PLYMOUTH,1982-09-01,59.67,9.67,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:54,22300601800000,TOWN OF NORTHFIELD,township,FRANKLIN,1982-11-01,61.48,11.48,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:55,22301404600000,TOWN OF SUTTON,township,WORCESTER,1983-01-01,50.08,0.08,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:56,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1983-03-01,78.07,28.07,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:57,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1983-03-01,73.99,23.99,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:58,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,1983-03-01,52.46,2.46,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:59,22301202200000,TOWN OF ROCKLAND,township,PLYMOUTH,1983-03-01,70.24,20.24,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:60,22300900100000,TOWN OF ACTON,township,MIDDLESEX,1983-04-01,51.24,1.24,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:61,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,1983-04-01,74.17,24.17,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:62,22300600100000,TOWN OF ASHFIELD,township,FRANKLIN,1983-04-01,70.03,20.03,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:63,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,60.20,10.20,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:64,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,58.51,8.51,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:65,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,59.90,9.90,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:66,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,60.31,10.31,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:67,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,58.89,8.89,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:68,22301405500000,TOWN OF WESTMINSTER,township,WORCESTER,1983-04-01,76.28,26.28,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:69,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-25,43.61,-6.39,0,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:70,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,1983-05-01,80.48,30.48,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:71,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,1983-05-01,78.28,28.28,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:72,22300200600000,TOWN OF DALTON,township,BERKSHIRE,1983-05-01,68.72,18.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:73,22301100900000,TOWN OF FOXBOROUGH,township,NORFOLK,1983-05-01,56.96,6.96,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:74,22300700700000,TOWN OF HAMPDEN,township,HAMPDEN,1983-05-01,69.09,19.09,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:75,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1983-05-01,70.62,20.62,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:76,22300201500000,TOWN OF MONTEREY,township,BERKSHIRE,1983-05-01,69.01,19.01,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:77,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1983-05-01,66.74,16.74,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:78,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1983-05-01,66.64,16.64,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:79,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1983-05-01,72.23,22.23,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:80,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1983-05-01,74.18,24.18,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:81,22300800200000,TOWN OF BELCHERTOWN,township,HAMPSHIRE,1983-06-01,57.72,7.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:82,22301200300000,TOWN OF CARVER,township,PLYMOUTH,1983-06-01,80.00,30.00,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:83,22301101100000,TOWN OF HOLBROOK,township,NORFOLK,1983-09-01,59.66,9.66,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:84,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,1983-09-01,64.71,14.71,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:85,22301100100000,TOWN OF AVON,township,NORFOLK,1983-11-01,80.06,30.06,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:86,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,1983-11-01,89.42,39.42,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:87,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,1983-11-01,84.55,34.55,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:88,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1983-12-01,80.63,30.63,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:89,22300202000000,TOWN OF PERU,township,BERKSHIRE,1984-02-01,95.00,45.00,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:90,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1984-03-01,82.35,32.35,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:91,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,1984-03-01,72.80,22.80,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:92,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,1984-03-01,57.38,7.38,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:93,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,1984-03-01,52.60,2.60,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:94,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,1984-03-01,56.11,6.11,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:95,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,1984-03-01,61.14,11.14,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:96,22301200300000,TOWN OF CARVER,township,PLYMOUTH,1984-04-01,51.80,1.80,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:97,22300800400000,TOWN OF CUMMINGTON,township,HAMPSHIRE,1984-04-01,75.66,25.66,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:98,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1984-04-01,77.26,27.26,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:99,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1984-04-01,77.64,27.64,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:100,22300901800000,TOWN OF HOLLISTON,township,MIDDLESEX,1984-04-01,52.60,2.60,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:101,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,1984-04-01,57.66,7.66,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:102,22300400500000,TOWN OF OAK BLUFFS,township,DUKES,1984-04-01,51.47,1.47,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:103,22300101400000,TOWN OF WELLFLEET,township,BARNSTABLE,1984-04-01,67.68,17.68,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:104,22301405500000,TOWN OF WESTMINSTER,township,WORCESTER,1984-04-01,72.98,22.98,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:105,22300904200000,TOWN OF WILMINGTON,township,MIDDLESEX,1984-04-01,55.30,5.30,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:106,22300300500000,TOWN OF EASTON,township,BRISTOL,1984-04-23,37.15,-12.85,0,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:107,22300300500000,TOWN OF EASTON,township,BRISTOL,1984-04-23,36.13,-13.87,0,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:108,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,1984-05-01,52.31,2.31,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:109,22300100400000,TOWN OF CHATHAM,township,BARNSTABLE,1984-05-01,63.99,13.99,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:110,22301100900000,TOWN OF FOXBOROUGH,township,NORFOLK,1984-05-01,57.59,7.59,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:111,22301402000000,TOWN OF HUBBARDSTON,township,WORCESTER,1984-05-01,59.04,9.04,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:112,22301201100000,TOWN OF KINGSTON,township,PLYMOUTH,1984-05-01,63.79,13.79,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:113,22301201100000,TOWN OF KINGSTON,township,PLYMOUTH,1984-05-01,59.36,9.36,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:114,22301402300000,TOWN OF LUNENBURG,township,WORCESTER,1984-05-01,67.22,17.22,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:115,22301101400000,TOWN OF MILLIS,township,NORFOLK,1984-05-01,61.90,11.90,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:116,22301101700000,TOWN OF NORFOLK,township,NORFOLK,1984-05-01,72.21,22.21,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:117,22301101700000,TOWN OF NORFOLK,township,NORFOLK,1984-05-01,70.35,20.35,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:118,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1984-05-01,71.12,21.12,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:119,22300201900000,TOWN OF OTIS,township,BERKSHIRE,1984-05-01,80.61,30.61,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:120,22301403700000,TOWN OF PRINCETON,township,WORCESTER,1984-05-01,69.18,19.18,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:121,22300502000000,TOWN OF ROWLEY,township,ESSEX,1984-05-01,53.89,3.89,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:122,22301404000000,TOWN OF SHREWSBURY,township,WORCESTER,1984-05-01,59.07,9.07,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:123,22300903200000,TOWN OF STOW,township,MIDDLESEX,1984-05-01,63.54,13.54,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:124,22300903200000,TOWN OF STOW,township,MIDDLESEX,1984-05-01,59.56,9.56,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:125,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1984-05-01,80.72,30.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:126,22301202600000,TOWN OF WHITMAN,township,PLYMOUTH,1984-05-01,52.13,2.13,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:127,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1984-06-01,58.60,8.60,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:128,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1984-06-01,75.72,25.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:129,22301403600000,TOWN OF PHILLIPSTON,township,WORCESTER,1984-06-01,58.03,8.03,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:130,22301201900000,TOWN OF PLYMOUTH,township,PLYMOUTH,1984-06-01,66.40,16.40,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:131,22301201900000,TOWN OF PLYMOUTH,township,PLYMOUTH,1984-07-01,73.66,23.66,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:132,22300900800000,TOWN OF BILLERICA,township,MIDDLESEX,1984-09-01,54.03,4.03,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:133,22301400200000,TOWN OF ATHOL,township,WORCESTER,1984-11-01,62.60,12.60,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:134,22300901200000,TOWN OF CHELMSFORD,township,MIDDLESEX,1984-11-01,76.44,26.44,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:135,22300201800000,TOWN OF NEW MARLBOROUGH,township,BERKSHIRE,1984-11-01,79.04,29.04,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:136,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,1984-11-01,56.65,6.65,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:137,22201410100000,CITY OF SOUTHBRIDGE TOWN,municipal,WORCESTER,1984-11-01,64.50,14.50,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:138,22300100500000,TOWN OF DENNIS,township,BARNSTABLE,1985-01-01,84.04,34.04,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:139,22300800800000,TOWN OF HADLEY,township,HAMPSHIRE,1985-03-01,52.52,2.52,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:140,22300400700000,TOWN OF WEST TISBURY,township,DUKES,1985-03-01,82.28,32.28,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:141,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,1985-04-01,55.58,5.58,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:142,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,1985-04-01,55.15,5.15,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:143,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,1985-04-01,60.93,10.93,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:144,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,1985-04-01,62.25,12.25,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:145,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1985-04-01,87.15,37.15,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:146,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1985-04-01,83.12,33.12,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:147,22300400100000,TOWN OF CHILMARK,township,DUKES,1985-04-01,62.41,12.41,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:148,22300400100000,TOWN OF CHILMARK,township,DUKES,1985-04-01,79.31,29.31,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:149,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1985-04-01,81.66,31.66,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:150,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1985-04-01,74.56,24.56,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:151,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1985-04-01,81.04,31.04,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:152,22300901700000,TOWN OF GROTON,township,MIDDLESEX,1985-04-01,65.15,15.15,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:153,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,1985-04-01,64.51,14.51,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:154,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,1985-04-01,61.72,11.72,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:155,22300903900000,TOWN OF WAYLAND,township,MIDDLESEX,1985-04-01,53.08,3.08,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:156,22300900400000,TOWN OF ASHLAND,township,MIDDLESEX,1985-05-01,57.15,7.15,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:157,22300900600000,TOWN OF BEDFORD,township,MIDDLESEX,1985-05-01,69.63,19.63,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:158,22301100200000,TOWN OF BELLINGHAM,township,NORFOLK,1985-05-01,69.63,19.63,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:159,22300500300000,TOWN OF BOXFORD,township,ESSEX,1985-05-01,56.84,6.84,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:160,22300500300000,TOWN OF BOXFORD,township,ESSEX,1985-05-01,81.76,31.76,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:161,22300500300000,TOWN OF BOXFORD,township,ESSEX,1985-05-01,75.84,25.84,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:162,22300200400000,TOWN OF CHESHIRE,township,BERKSHIRE,1985-05-01,57.12,7.12,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:163,22300700400000,TOWN OF CHESTER,township,HAMPDEN,1985-05-01,58.89,8.89,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:164,22301401200000,TOWN OF DOUGLAS,township,WORCESTER,1985-05-01,73.93,23.93,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:165,22301402300000,TOWN OF LUNENBURG,township,WORCESTER,1985-05-01,55.19,5.19,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:166,22300100900000,TOWN OF MASHPEE,township,BARNSTABLE,1985-05-01,50.77,0.77,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:167,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1985-05-01,72.57,22.57,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:168,22300902900000,TOWN OF SHERBORN,township,MIDDLESEX,1985-05-01,76.08,26.08,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:169,22300903200000,TOWN OF STOW,township,MIDDLESEX,1985-05-01,67.30,17.30,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:170,22300903200000,TOWN OF STOW,township,MIDDLESEX,1985-05-01,55.14,5.14,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:171,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1985-05-01,53.01,3.01,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:172,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1985-05-01,73.56,23.56,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:173,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1985-05-01,60.99,10.99,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:174,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1985-06-01,59.63,9.63,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:175,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1985-06-01,70.50,20.50,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:176,22300602200000,TOWN OF SHUTESBURY,township,FRANKLIN,1985-06-01,71.33,21.33,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:177,22301100100000,TOWN OF AVON,township,NORFOLK,1985-07-01,84.70,34.70,1,0,0,,,,0,municipality,66.7,0,1,0
MA,MA:178,22301400400000,TOWN OF BARRE,township,WORCESTER,1985-07-01,68.80,18.80,1,0,0,,,,0,municipality,66.7,0,1,0
