state,referendum_row_id,unit_id,census_name,census_type,county,election_date,pct_yes,threshold_centered_margin,passed,issued_6y,n_issues_6y,par_6y,go_share_6y,voter_auth_share_6y,os_confirms_election,entity_type,rule_threshold,op_referendum_strict,op_codable,rd_sample,purpose_class,is_resubmission,prior_fail_4y,resubmitted_4y,gfd_year,gfd_pop,gfd_enrollment,gfd_total_rev,gfd_property_tax,gfd_debt_out,gfd_ltd_out,gfd_rev_pc,gfd_debt_pc
MA,MA:0,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,1982-02-14,54.25,4.25,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,13212,,15989,12460,7800,3900,1210.2,590.4
MA,MA:1,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,1982-02-14,60.22,10.22,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,13212,,15989,12460,7800,3900,1210.2,590.4
MA,MA:2,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,1982-03-01,65.89,15.89,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,27209,,43245,22093,5820,2910,1589.4,213.9
MA,MA:3,22301102400000,TOWN OF WELLESLEY,township,NORFOLK,1982-03-01,66.38,16.38,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,27209,,43245,22093,5820,2910,1589.4,213.9
MA,MA:4,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-03-01,52.50,2.50,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,11169,,14356,10618,6679,6679,1285.3,598.0
MA,MA:5,22300700400000,TOWN OF CHESTER,township,HAMPDEN,1982-03-04,56.09,6.09,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1979,1133,,924,403,0,0,815.5,0.0
MA,MA:6,22300801000000,TOWN OF HUNTINGTON,township,HAMPSHIRE,1982-03-04,59.17,9.17,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,1804,,102,0,140,0,56.5,77.6
MA,MA:7,22300801900000,TOWN OF WORTHINGTON,township,HAMPSHIRE,1982-03-04,82.74,32.74,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,932,,469,330,8,8,503.2,8.6
MA,MA:8,22301400200000,TOWN OF ATHOL,township,WORCESTER,1982-04-01,55.29,5.29,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,10634,,4019,2176,520,520,377.9,48.9
MA,MA:9,22301101100000,TOWN OF HOLBROOK,township,NORFOLK,1982-04-01,58.23,8.23,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,11140,,9547,6379,1090,775,857.0,97.8
MA,MA:10,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,1982-04-01,64.65,14.65,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,5087,,10172,5894,4324,2967,1999.6,850.0
MA,MA:11,22300701500000,TOWN OF SOUTHWICK,township,HAMPDEN,1982-04-01,51.09,1.09,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,7382,,5585,3031,1918,1890,756.6,259.8
MA,MA:12,22300903900000,TOWN OF WAYLAND,township,MIDDLESEX,1982-04-01,61.33,11.33,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,12170,,14964,10499,2714,2674,1229.6,223.0
MA,MA:13,22301102500000,TOWN OF WESTWOOD,township,NORFOLK,1982-04-01,53.47,3.47,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,13212,,15989,12460,7800,3900,1210.2,590.4
MA,MA:14,22300904200000,TOWN OF WILMINGTON,township,MIDDLESEX,1982-04-01,64.72,14.72,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,17471,,21266,12530,7478,6178,1217.2,428.0
MA,MA:15,22300601300000,TOWN OF LEVERETT,township,FRANKLIN,1982-04-08,73.09,23.09,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,1471,,866,628,0,0,588.7,0.0
MA,MA:16,22300501000000,TOWN OF LYNNFIELD,township,ESSEX,1982-04-10,61.89,11.89,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,11267,,9924,7464,795,795,880.8,70.6
MA,MA:17,22301101600000,TOWN OF NEEDHAM,township,NORFOLK,1982-04-10,71.13,21.13,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,27901,,38108,21643,2239,2070,1365.8,80.2
MA,MA:18,22300101500000,TOWN OF YARMOUTH,township,BARNSTABLE,1982-04-10,69.07,19.07,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,18449,,12963,9744,4949,3925,702.6,268.3
MA,MA:19,22300900500000,TOWN OF AYER,township,MIDDLESEX,1982-04-24,57.85,7.85,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,6993,,15268,2570,6672,972,2183.3,954.1
MA,MA:20,22300900500000,TOWN OF AYER,township,MIDDLESEX,1982-04-24,64.82,14.82,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,6993,,15268,2570,6672,972,2183.3,954.1
MA,MA:21,22300900500000,TOWN OF AYER,township,MIDDLESEX,1982-04-24,74.81,24.81,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,6993,,15268,2570,6672,972,2183.3,954.1
MA,MA:22,22301201300000,TOWN OF MARION,township,PLYMOUTH,1982-04-28,73.72,23.72,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,3932,,3607,2615,1585,1325,917.3,403.1
MA,MA:23,22301201300000,TOWN OF MARION,township,PLYMOUTH,1982-04-28,72.09,22.09,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,3932,,3607,2615,1585,1325,917.3,403.1
MA,MA:24,22300200400000,TOWN OF CHESHIRE,township,BERKSHIRE,1982-05-01,67.66,17.66,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,3124,,1018,641,127,111,325.9,40.7
MA,MA:25,22301200900000,TOWN OF HINGHAM,township,PLYMOUTH,1982-05-01,54.43,4.43,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,20339,,28615,15098,5040,2520,1406.9,247.8
MA,MA:26,22300701200000,TOWN OF MONTGOMERY,township,HAMPDEN,1982-05-01,78.38,28.38,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,637,,338,273,56,56,530.6,87.9
MA,MA:27,22300301400000,TOWN OF SOMERSET,township,BRISTOL,1982-05-01,64.71,14.71,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,18813,,17148,13225,13873,11825,911.5,737.4
MA,MA:28,22300900400000,TOWN OF ASHLAND,township,MIDDLESEX,1982-05-02,54.08,4.08,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,9165,,8079,5785,2850,1555,881.5,311.0
MA,MA:29,22300502400000,TOWN OF TOPSFIELD,township,ESSEX,1982-05-03,54.59,4.59,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,5709,,4572,3505,729,429,800.8,127.7
MA,MA:30,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-05-06,79.12,29.12,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,11169,,14356,10618,6679,6679,1285.3,598.0
MA,MA:31,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-05-06,81.86,31.86,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,11169,,14356,10618,6679,6679,1285.3,598.0
MA,MA:32,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1982-05-06,81.33,31.33,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,11169,,14356,10618,6679,6679,1285.3,598.0
MA,MA:33,22300902000000,TOWN OF HUDSON,township,MIDDLESEX,1982-05-08,63.02,13.02,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,16408,,23309,9005,4080,3980,1420.6,248.7
MA,MA:34,22300502000000,TOWN OF ROWLEY,township,ESSEX,1982-05-09,75.62,25.62,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,3867,,2880,2061,0,0,744.8,0.0
MA,MA:35,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1982-05-09,61.82,11.82,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,5683,,4040,2339,1980,561,710.9,348.4
MA,MA:36,22300903300000,TOWN OF SUDBURY,township,MIDDLESEX,1982-05-15,52.06,2.06,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,14027,,14770,12132,675,675,1053.0,48.1
MA,MA:37,22300500300000,TOWN OF BOXFORD,township,ESSEX,1982-05-16,69.86,19.86,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,5374,,4012,3256,0,0,746.6,0.0
MA,MA:38,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,66.96,16.96,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:39,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,65.35,15.35,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:40,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,60.31,10.31,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:41,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,60.40,10.40,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:42,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,53.58,3.58,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:43,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,51.50,1.50,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:44,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1982-05-16,50.55,0.55,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,8971,,8949,6173,2048,2048,997.5,228.3
MA,MA:45,22301404400000,TOWN OF STERLING,township,WORCESTER,1982-05-22,70.68,20.68,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,5440,,5355,2576,974,974,984.4,179.0
MA,MA:46,22300500200000,TOWN OF ANDOVER,township,ESSEX,1982-05-23,51.53,1.53,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,26370,,28573,19712,11845,11745,1083.5,449.2
MA,MA:47,22300903400000,TOWN OF TEWKSBURY,township,MIDDLESEX,1982-05-27,68.91,18.91,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,24635,,21494,13785,4028,2928,872.5,163.5
MA,MA:48,22301201400000,TOWN OF MARSHFIELD,township,PLYMOUTH,1982-06-01,54.11,4.11,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,20916,,21376,12809,12296,9766,1022.0,587.9
MA,MA:49,22300700300000,TOWN OF BRIMFIELD,township,HAMPDEN,1982-06-05,57.04,7.04,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,2318,,1174,784,390,390,506.5,168.2
MA,MA:50,22301201500000,TOWN OF MATTAPOISETT,township,PLYMOUTH,1982-06-13,57.16,7.16,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,5597,,4108,3180,586,586,734.0,104.7
MA,MA:51,22300501200000,TOWN OF MARBLEHEAD,township,ESSEX,1982-06-19,68.72,18.72,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,20126,,27840,14386,3425,3425,1383.3,170.2
MA,MA:52,22300201700000,TOWN OF NEW ASHFORD,township,BERKSHIRE,1982-07-01,100.00,50.00,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,159,,121,56,0,0,761.0,0.0
MA,MA:53,22301200100000,TOWN OF ABINGTON,township,PLYMOUTH,1982-09-01,59.67,9.67,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,13517,,10422,6072,850,850,771.0,62.9
MA,MA:54,22300601800000,TOWN OF NORTHFIELD,township,FRANKLIN,1982-11-01,61.48,11.48,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1981,2386,,168,0,0,0,70.4,0.0
MA,MA:55,22301404600000,TOWN OF SUTTON,township,WORCESTER,1983-01-01,50.08,0.08,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5855,,2844,693,5086,1586,485.7,868.7
MA,MA:56,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1983-03-01,78.07,28.07,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,3306,,3536,2750,640,640,1069.6,193.6
MA,MA:57,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1983-03-01,73.99,23.99,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,3306,,3536,2750,640,640,1069.6,193.6
MA,MA:58,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,1983-03-01,52.46,2.46,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,13453,,22274,6585,5325,2880,1655.7,395.8
MA,MA:59,22301202200000,TOWN OF ROCKLAND,township,PLYMOUTH,1983-03-01,70.24,20.24,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,15695,,15090,6089,8735,4115,961.5,556.5
MA,MA:60,22300900100000,TOWN OF ACTON,township,MIDDLESEX,1983-04-01,51.24,1.24,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,17544,,15896,12403,1673,1565,906.1,95.4
MA,MA:61,22301400100000,TOWN OF ASHBURNHAM,township,WORCESTER,1983-04-01,74.17,24.17,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,4075,,3917,1704,472,472,961.2,115.8
MA,MA:62,22300600100000,TOWN OF ASHFIELD,township,FRANKLIN,1983-04-01,70.03,20.03,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,1458,,977,613,0,0,670.1,0.0
MA,MA:63,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,60.20,10.20,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,16623,,12943,7475,2630,2630,778.6,158.2
MA,MA:64,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,58.51,8.51,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,16623,,12943,7475,2630,2630,778.6,158.2
MA,MA:65,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,59.90,9.90,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,16623,,12943,7475,2630,2630,778.6,158.2
MA,MA:66,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,60.31,10.31,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,16623,,12943,7475,2630,2630,778.6,158.2
MA,MA:67,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-01,58.89,8.89,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,16623,,12943,7475,2630,2630,778.6,158.2
MA,MA:68,22301405500000,TOWN OF WESTMINSTER,township,WORCESTER,1983-04-01,76.28,26.28,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5139,,3179,2120,65,15,618.6,12.6
MA,MA:69,22300300500000,TOWN OF EASTON,township,BRISTOL,1983-04-25,43.61,-6.39,0,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,1,1982,16623,,12943,7475,2630,2630,778.6,158.2
MA,MA:70,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,1983-05-01,80.48,30.48,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5226,,5250,3561,5309,5309,1004.6,1015.9
MA,MA:71,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,1983-05-01,78.28,28.28,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5226,,5250,3561,5309,5309,1004.6,1015.9
MA,MA:72,22300200600000,TOWN OF DALTON,township,BERKSHIRE,1983-05-01,68.72,18.72,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,6797,,3792,2941,440,440,557.9,64.7
MA,MA:73,22301100900000,TOWN OF FOXBOROUGH,township,NORFOLK,1983-05-01,56.96,6.96,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,14148,,13276,7516,3480,3480,938.4,246.0
MA,MA:74,22300700700000,TOWN OF HAMPDEN,township,HAMPDEN,1983-05-01,69.09,19.09,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,4745,,3215,1908,340,340,677.6,71.7
MA,MA:75,22300100800000,TOWN OF HARWICH,township,BARNSTABLE,1983-05-01,70.62,20.62,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,8971,,9423,6433,1733,1733,1050.4,193.2
MA,MA:76,22300201500000,TOWN OF MONTEREY,township,BERKSHIRE,1983-05-01,69.01,19.01,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,818,,577,373,25,25,705.4,30.6
MA,MA:77,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1983-05-01,66.74,16.74,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5306,,4847,3432,3038,2135,913.5,572.6
MA,MA:78,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1983-05-01,66.64,16.64,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5683,,4272,2293,2194,475,751.7,386.1
MA,MA:79,22300903600000,TOWN OF TYNGSBOROUGH,township,MIDDLESEX,1983-05-01,72.23,22.23,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5683,,4272,2293,2194,475,751.7,386.1
MA,MA:80,22300904100000,TOWN OF WESTON,township,MIDDLESEX,1983-05-01,74.18,24.18,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,11169,,14696,10569,6509,6509,1315.8,582.8
MA,MA:81,22300800200000,TOWN OF BELCHERTOWN,township,HAMPSHIRE,1983-06-01,57.72,7.72,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,8339,,3842,953,1060,119,460.7,127.1
MA,MA:82,22301200300000,TOWN OF CARVER,township,PLYMOUTH,1983-06-01,80.00,30.00,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,6988,,3814,1891,1690,1690,545.8,241.8
MA,MA:83,22301101100000,TOWN OF HOLBROOK,township,NORFOLK,1983-09-01,59.66,9.66,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,11140,,8445,4663,976,625,758.1,87.6
MA,MA:84,22300101200000,TOWN OF SANDWICH,township,BARNSTABLE,1983-09-01,64.71,14.71,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,8727,,10197,6583,7470,7470,1168.4,856.0
MA,MA:85,22301100100000,TOWN OF AVON,township,NORFOLK,1983-11-01,80.06,30.06,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5026,,4309,2841,150,150,857.3,29.8
MA,MA:86,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,1983-11-01,89.42,39.42,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,7098,,8293,3980,1696,845,1168.4,238.9
MA,MA:87,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,1983-11-01,84.55,34.55,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,7098,,8293,3980,1696,845,1168.4,238.9
MA,MA:88,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1983-12-01,80.63,30.63,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1982,5306,,4847,3432,3038,2135,913.5,572.6
MA,MA:89,22300202000000,TOWN OF PERU,township,BERKSHIRE,1984-02-01,95.00,45.00,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,671,,465,252,92,92,693.0,137.1
MA,MA:90,22300901100000,TOWN OF CARLISLE,township,MIDDLESEX,1984-03-01,82.35,32.35,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,3474,,3761,2983,552,552,1082.6,158.9
MA,MA:91,22300902200000,TOWN OF LINCOLN,township,MIDDLESEX,1984-03-01,72.80,22.80,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7329,,8601,4362,1917,1917,1173.6,261.6
MA,MA:92,22300300800000,TOWN OF MANSFIELD,township,BRISTOL,1984-03-01,57.38,7.38,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,13880,,31479,7148,6218,6218,2267.9,448.0
MA,MA:93,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,1984-03-01,52.60,2.60,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7129,,5468,1134,700,700,767.0,98.2
MA,MA:94,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,1984-03-01,56.11,6.11,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7129,,5468,1134,700,700,767.0,98.2
MA,MA:95,22301405600000,TOWN OF WINCHENDON,township,WORCESTER,1984-03-01,61.14,11.14,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7129,,5468,1134,700,700,767.0,98.2
MA,MA:96,22301200300000,TOWN OF CARVER,township,PLYMOUTH,1984-04-01,51.80,1.80,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7883,,62,0,0,0,7.9,0.0
MA,MA:97,22300800400000,TOWN OF CUMMINGTON,township,HAMPSHIRE,1984-04-01,75.66,25.66,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,674,,505,255,57,57,749.3,84.6
MA,MA:98,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1984-04-01,77.26,27.26,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,2421,,4041,2506,787,699,1669.1,325.1
MA,MA:99,22300400200000,TOWN OF EDGARTOWN,township,DUKES,1984-04-01,77.64,27.64,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,2421,,4041,2506,787,699,1669.1,325.1
MA,MA:100,22300901800000,TOWN OF HOLLISTON,township,MIDDLESEX,1984-04-01,52.60,2.60,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,12687,,8315,3539,3660,1660,655.4,288.5
MA,MA:101,22301000100000,TOWN OF NANTUCKET,township,NANTUCKET,1984-04-01,57.66,7.66,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,5281,,11784,6360,7461,6001,2231.4,1412.8
MA,MA:102,22300400500000,TOWN OF OAK BLUFFS,township,DUKES,1984-04-01,51.47,1.47,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,2045,,3172,2307,194,30,1551.1,94.9
MA,MA:103,22300101400000,TOWN OF WELLFLEET,township,BARNSTABLE,1984-04-01,67.68,17.68,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,2278,,3027,2010,0,0,1328.8,0.0
MA,MA:104,22301405500000,TOWN OF WESTMINSTER,township,WORCESTER,1984-04-01,72.98,22.98,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,5218,,2305,1207,510,10,441.7,97.7
MA,MA:105,22300904200000,TOWN OF WILMINGTON,township,MIDDLESEX,1984-04-01,55.30,5.30,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,17422,,21078,12163,7365,7365,1209.8,422.7
MA,MA:106,22300300500000,TOWN OF EASTON,township,BRISTOL,1984-04-23,37.15,-12.85,0,0,0,,,,0,municipality,66.7,0,1,0,bond_other,1,1,1,1983,17214,,13651,7911,4905,4905,793.0,284.9
MA,MA:107,22300300500000,TOWN OF EASTON,township,BRISTOL,1984-04-23,36.13,-13.87,0,0,0,,,,0,municipality,66.7,0,1,0,bond_other,1,1,1,1983,17214,,13651,7911,4905,4905,793.0,284.9
MA,MA:108,22300100300000,TOWN OF BREWSTER,township,BARNSTABLE,1984-05-01,52.31,2.31,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,5670,,5609,3598,5061,5061,989.2,892.6
MA,MA:109,22300100400000,TOWN OF CHATHAM,township,BARNSTABLE,1984-05-01,63.99,13.99,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,6202,,5440,3870,2473,2473,877.1,398.7
MA,MA:110,22301100900000,TOWN OF FOXBOROUGH,township,NORFOLK,1984-05-01,57.59,7.59,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,14349,,13731,8038,2730,2730,956.9,190.3
MA,MA:111,22301402000000,TOWN OF HUBBARDSTON,township,WORCESTER,1984-05-01,59.04,9.04,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,1826,,1354,796,401,76,741.5,219.6
MA,MA:112,22301201100000,TOWN OF KINGSTON,township,PLYMOUTH,1984-05-01,63.79,13.79,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7430,,5464,3573,1220,1220,735.4,164.2
MA,MA:113,22301201100000,TOWN OF KINGSTON,township,PLYMOUTH,1984-05-01,59.36,9.36,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,7430,,5464,3573,1220,1220,735.4,164.2
MA,MA:114,22301402300000,TOWN OF LUNENBURG,township,WORCESTER,1984-05-01,67.22,17.22,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,8742,,6505,3684,465,465,744.1,53.2
MA,MA:115,22301101400000,TOWN OF MILLIS,township,NORFOLK,1984-05-01,61.90,11.90,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,6947,,6000,3604,1569,554,863.7,225.9
MA,MA:116,22301101700000,TOWN OF NORFOLK,township,NORFOLK,1984-05-01,72.21,22.21,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,6876,,4607,2819,761,761,670.0,110.7
MA,MA:117,22301101700000,TOWN OF NORFOLK,township,NORFOLK,1984-05-01,70.35,20.35,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,6876,,4607,2819,761,761,670.0,110.7
MA,MA:118,22300101000000,TOWN OF ORLEANS,township,BARNSTABLE,1984-05-01,71.12,21.12,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,5532,,6117,3786,4327,2535,1105.7,782.2
MA,MA:119,22300201900000,TOWN OF OTIS,township,BERKSHIRE,1984-05-01,80.61,30.61,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,908,,795,278,220,220,875.6,242.3
MA,MA:120,22301403700000,TOWN OF PRINCETON,township,WORCESTER,1984-05-01,69.18,19.18,1,0,0,,,,0,municipality,66.7,0,1,0,bond_other,0,0,,1983,2521,,2908,1325,249,249,1153.5,98.8
