Election Date,Agency Name,County,Election Type,Measure Name,Type of Tax/Debt,Amount of Bond/Tax,% Yes,% No,Threshold Value,Election Result,Purpose
11/03/1998 00:00:00,Gateway Unified School District,Shasta,General,A,General Obligation Bond,"$27,500,000",57.60,42.40,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Buena Park School District,Orange,General,K,General Obligation Bond,"$13,800,000",74.70,25.30,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Coast Unified School District,San Luis Obispo,General,G98,General Obligation Bond,"$13,900,000",59.70,40.30,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,San Pasqual Union School District,San Diego,General,NN,General Obligation Bond,"$1,720,000",75.30,24.70,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Wasco Union High School District,Kern,General,B,General Obligation Bond,"$9,200,000",65.60,34.40,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Pajaro Valley Water Management Agency,Mono; San Benito; Santa Cruz,General,L,"Tax (Levy, Parcel, Sales, Fee)",Increase Aug Fee to $95,22.10,77.90,Majority,Fail,"Water Supply, Storage, Distribution"
11/03/1998 00:00:00,Arcata Elementary School District,Humboldt,General,C,General Obligation Bond,"$5,400,000",82.50,17.50,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Coronado Unified School District,San Diego,General,KK,General Obligation Bond,"$17,000,000",76.40,23.60,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Lemon Grove School District,San Diego,General,LL,General Obligation Bond,"$12,000,000",81.50,18.50,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Woodlake Union School District,Tulare,Primary,M,General Obligation Bond,"$2,500,000",71.70,28.30,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Summerville Union High School District,Tuolumne,Primary,Q,General Obligation Bond,"$9,991,000",68.10,31.90,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Bear Valley Community Services District,Kern,Primary,A,"Tax (Levy, Parcel, Sales, Fee)",$90 Per Parcel,61.30,38.70,Two-thirds,Fail,"Water Supply, Storage, Distribution"
06/02/1998 00:00:00,Mountain Empire Unified School District,San Diego,Primary,N,General Obligation Bond,"$3,200,000",70.30,29.70,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,San Diego Unified Port District,San Diego,Primary,A,Certificate of Participation/Leases,"$210,000,000",62.00,38.00,Majority,Pass,Convention Center
06/02/1998 00:00:00,Brittan Elementary School District,Sutter,Primary,HH,General Obligation Bond,"$2,100,000",53.00,47.00,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Wasco Union High School District,Kern,Primary,C,General Obligation Bond,"$9,200,000",66.20,33.80,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Castro Valley Sanitary District,Alameda,Primary,J,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Sq Ft for Residential,60.90,39.10,Two-thirds,Fail,Solid Waste Recovery Facilities
06/02/1998 00:00:00,Sundale Union Elementary School District,Tulare,Primary,L,General Obligation Bond,"$1,250,000",76.40,23.60,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Buena Vista Elementary School District,Tulare,Primary,K,General Obligation Bond,"$233,000",78.50,21.50,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Kingsburg Joint Union High School District,Fresno; Kings; Tulare,Primary,C,General Obligation Bond,"$10,000,000",68.20,31.80,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Mendocino Unified School District,Mendocino,Primary,X,General Obligation Bond,"$2,500,000",69.20,30.80,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Sierra Valley Hospital District,Sierra,Primary,A,General Obligation Bond,"$2,300,000",71.80,28.20,Two-thirds,Pass,Health Care Facilities
06/02/1998 00:00:00,Needles Unified School District,San Bernardino,Primary,Y,General Obligation Bond,"$6,819,604",82.60,17.40,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Yosemite Union High School District (CSCRPA),Madera,Primary,B,General Obligation Bond,"$11,760,000",71.00,29.00,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Linden Unified School District,San Joaquin,Primary,B,General Obligation Bond,"$11,825,000",63.10,36.90,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Cabrillo Community College District,Santa Cruz; Monterey; San Benito,Primary,C,General Obligation Bond,"$85,000,000",74.20,25.80,Two-thirds,Pass,"College, University Facility"
06/02/1998 00:00:00,Los Gatos-Saratoga Joint Union High School District,Santa Clara; Santa Cruz,Primary,B,General Obligation Bond,"$79,000,000",76.40,23.60,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Lennox School District,Los Angeles,Primary,A,General Obligation Bond,"$10,000,000",85.80,14.20,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Kentfield School District,Marin,Primary,B,General Obligation Bond,"$13,500,000",76.50,23.50,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Mariposa County Unified School District,Mariposa,Primary,A,General Obligation Bond,"$29,790,000",52.00,48.00,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,West Contra Costa Unified School District,Contra Costa,Primary,E,General Obligation Bond,"$40,000,000",76.00,24.00,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,West Hills Community College District,Fresno; Kings,Primary,G,General Obligation Bond,"$19,000,000",66.20,33.80,Two-thirds,Fail,"College, University Facility"
06/02/1998 00:00:00,Stones-Bengard Community Services District,Lassen,Primary,O,"Tax (Levy, Parcel, Sales, Fee)",$100 Per Parcel for 3 Yrs,57.10,42.90,Two-thirds,Fail,"Wastewater Collection, Treatment"
06/02/1998 00:00:00,Portola Valley School District,San Mateo,Primary,A,General Obligation Bond,"$17,000,000",76.80,23.20,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,East County Fire Protection District (CSCDA),San Diego,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",Tax Based on Property Class and Use,65.60,34.40,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Northstar Community Services District,Placer,Primary,E,"Tax (Levy, Parcel, Sales, Fee)",$280 Per Parcel,78.70,21.30,Two-thirds,Pass,Street Construction and Improvements
06/02/1998 00:00:00,Coachella Fire Protection District,Riverside,Primary,N,"Tax (Levy, Parcel, Sales, Fee)",$52 Per Parcel (Max Tax),40.00,60.00,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Clear Creek Community Service District,Shasta,Primary,P,"Tax (Levy, Parcel, Sales, Fee)",$100 Per Parcel,70.80,29.20,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Central Calaveras Fire & Rescue Protection District,Calaveras,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",$40 Per Parcel for 9Yrs,61.00,39.00,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Golden West Community Services District,El Dorado,Primary,H,"Tax (Levy, Parcel, Sales, Fee)",Raise from $120 to $240,59.60,40.40,Two-thirds,Fail,Street Construction and Improvements
06/02/1998 00:00:00,Surprise Valley Health Care District,Modoc,Primary,A,"Tax (Levy, Parcel, Sales, Fee)",$150 Per Parcel for 4 Yrs,89.80,10.20,Two-thirds,Pass,Health Care Facilities
06/02/1998 00:00:00,California City,Kern,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",$75 Per Parcel for 3 Yrs,76.50,23.50,Two-thirds,Pass,"Multiple Capital Improvements, Public Works"
06/02/1998 00:00:00,Woodlake Unified School District,Tulare,Primary,J,General Obligation Bond,"$3,600,000",73.60,26.40,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",$7.21 Sq Ft for Residential/$4.12 Mobilehome Max Tax,58.60,41.40,Two-thirds,Fail,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,L,"Tax (Levy, Parcel, Sales, Fee)",$5.68 Sq Ft for Residential/$3.24 Mobilehome Max Tax,69.20,30.80,Two-thirds,Pass,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,H,"Tax (Levy, Parcel, Sales, Fee)",$4.97 Sq Ft for Residential/$2.84 Mobilehome Max Tax,56.80,43.20,Two-thirds,Fail,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,J,"Tax (Levy, Parcel, Sales, Fee)",$7.84 Sq Ft for Residential/$4.48 Mobilehome Max Tax,68.60,31.40,Two-thirds,Pass,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,G,"Tax (Levy, Parcel, Sales, Fee)",$4.13 Sq Ft for Residential/$2.36 Mobilehome Max Tax,53.10,46.90,Two-thirds,Fail,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",$6.16 Sq Ft for Residential/$3.52 Mobilehome Max Tax,56.20,43.80,Two-thirds,Fail,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,F,"Tax (Levy, Parcel, Sales, Fee)",$15.75 Sq Ft/$9 Mobilehome Maximum Tax,74.00,26.00,Two-thirds,Pass,Recreation and Sports Facilities
06/02/1998 00:00:00,San Diego County CSA 135,San Diego,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",$17.50 Sq Ft for Residential/$10 Mobilehome Max Tax,55.70,44.30,Two-thirds,Fail,Recreation and Sports Facilities
06/02/1998 00:00:00,Pope Valley Union Elementary School District,Napa,Primary,B,General Obligation Bond,"$1,070,000",39.50,60.50,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Three Arch Bay Community Services District,Orange,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",$150 Residential and Commercial/$100 Vacant for 5 Yrs,77.70,22.30,Two-thirds,Pass,Public Safety
06/02/1998 00:00:00,Valley of the Moon Fire Protection District,Sonoma,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",$40 Max Per Sq Ft Dwelling,66.10,33.90,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Sutter County Flood Protection Authority,Sutter,Primary,II,Sales Tax Revenue Bond,.5% Sales Tax,65.20,34.80,Two-thirds,Fail,"Flood Control, Storm Drainage"
06/02/1998 00:00:00,Northwest Lassen Fire Protection District,Lassen,Primary,N,"Tax (Levy, Parcel, Sales, Fee)",$50 Res/$100 Comm,60.30,39.70,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Big River Community Service District,San Bernardino,Primary,F,"Tax (Levy, Parcel, Sales, Fee)",$0-$36 Plus CPI Per Landowner,62.80,37.20,Two-thirds,Fail,"Multiple Capital Improvements, Public Works"
06/02/1998 00:00:00,Kerman Unified School District CFD No 89-1,Fresno,Primary,A,"Tax (Levy, Parcel, Sales, Fee)",$255 Per Sq Ft Residential,58.80,41.20,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Loleta Fire Protection District,Humboldt,Primary,Z,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel,79.70,20.30,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Yajaro Valley Unified School District,Monterey,Primary,A,General Obligation Bond,"$75,000,000",60.50,39.50,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Solano County,Solano,Primary,B,Sales Tax Revenue Bond,.125% Sales Tax,68.10,31.90,Two-thirds,Pass,Public Building
06/02/1998 00:00:00,San Leandro,Alameda,Primary,H,"Tax (Levy, Parcel, Sales, Fee)",3% of Sales Plus $50Base Fee,53.20,46.80,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,San Leandro,Alameda,Primary,I,"Tax (Levy, Parcel, Sales, Fee)",$50 Base Fee,39.50,60.50,Majority,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,Maywood,Los Angeles,Primary,S,"Tax (Levy, Parcel, Sales, Fee)",$96-$154 Res/$614-$1536 Commercial <= 1 Acre/$1536 Per Acre Commercial>= 1 Acre,34.00,66.00,Two-thirds,Fail,Street Construction and Improvements
06/02/1998 00:00:00,San Francisco City & County,San Francisco,Primary,Prop A,General Obligation Bond,"$89,900,000",64.40,35.60,Two-thirds,Fail,Public Building
06/02/1998 00:00:00,Santa Barbara Elementary School District,Santa Barbara,Primary,I98,General Obligation Bond,"$25,000,000",77.10,22.90,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Victorville,San Bernardino,Primary,E,"Tax (Levy, Parcel, Sales, Fee)",$86.29 Sq Ft for Residential/$47.26 Multi-Family/$.052 Per Sq Ft Comm/$17.28 Per Vacant Acre,26.40,73.60,Two-thirds,Fail,Public Safety
06/02/1998 00:00:00,Oakland,Alameda,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",2.4% on Total Firearms Receipts,73.10,26.90,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,Nevada County,Nevada,Primary,B,Sales Tax Revenue Bond,Sales Tax: Impose .125% Tax,69.40,30.60,Two-thirds,Pass,Public Building
06/02/1998 00:00:00,Palo Verde Unified School District,Riverside,Primary,E,General Obligation Bond,"$10,000,000",72.50,27.50,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Sacramento County,Sacramento,Primary,I,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Impose 11% Tax,54.40,45.60,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,Marina,Monterey,Primary,F,"Tax (Levy, Parcel, Sales, Fee)",5% Utility Users Tax (Continue),63.70,36.30,Majority,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,Alameda County,Alameda,Primary,B,Sales Tax Revenue Bond,$.005 Sales Tax for 15 Yrs,58.70,41.30,Two-thirds,Fail,"Multiple Capital Improvements, Public Works"
06/02/1998 00:00:00,Contra Costa County,Contra Costa,Primary,A,"Tax (Levy, Parcel, Sales, Fee)",.125% Sales Tax,64.50,35.50,Two-thirds,Fail,Public Building
06/02/1998 00:00:00,Del Norte County,Del Norte,Primary,B,Sales Tax Revenue Bond,.25% Sales Tax for 10 Yrs,39.10,60.90,Majority,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,Davis,Yolo,Primary,M,"Tax (Levy, Parcel, Sales, Fee)","$49 Sq Ft/$20 Grp/$40 Per 1,000 Sq Ft Comm/$12.80 Per Employee Ind",78.60,21.40,Two-thirds,Pass,"Multiple Capital Improvements, Public Works"
06/02/1998 00:00:00,Hayward,Alameda,Primary,F,"Tax (Levy, Parcel, Sales, Fee)",Phone Issuer,61.90,38.10,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,Hemet Unified School District,Riverside,Primary,G,General Obligation Bond,"$37,500,000",59.40,40.60,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Woodland,Yolo,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",Advisory Vote for Measure L Proceeds,61.80,38.20,Majority,Fail,"Multiple Capital Improvements, Public Works"
06/02/1998 00:00:00,Woodland,Yolo,Primary,L,Sales Tax Revenue Bond,$.005 Sales Tax for 4 Yrs,44.20,55.80,Majority,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,Hillsborough,San Mateo,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",$496  Improved/$190 Unimproved Parcel,78.90,21.10,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/02/1998 00:00:00,Humboldt County,Humboldt,Primary,A,Sales Tax Revenue Bond,Sales Tax: Impose .25% Tax,51.90,48.10,Two-thirds,Fail,Public Building
06/02/1998 00:00:00,Pioneer Union Elementary School District,Kings,Primary,P,General Obligation Bond,"$5,000,000",63.80,36.20,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Imperial Community College District,Imperial,Primary,Q,General Obligation Bond,"$15,000,000",65.20,34.90,Two-thirds,Fail,"College, University Facility"
06/02/1998 00:00:00,Madera,Madera,Primary,P,Sales Tax Revenue Bond,Sales Tax: Impose .25% Tax,64.30,35.70,Two-thirds,Fail,Public Safety
06/02/1998 00:00:00,Rio Dell,Humboldt,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",7% Res Utility UsersTax/2% Non-Residential,49.90,50.10,Majority,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,South Bay Union School District (San Diego Co),San Diego,Primary,Y,General Obligation Bond,"$1,500,000",63.20,36.80,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,San Benito County,San Benito,Primary,I,Sales Tax Revenue Bond,Sales Tax: Impose .125% Tax,55.10,44.90,Two-thirds,Fail,Public Building
06/02/1998 00:00:00,Mono County,Mono,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",TOT: Increase from 9% to10%,46.80,53.20,Majority,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,Winters,Yolo,Primary,O,"Tax (Levy, Parcel, Sales, Fee)",Raise Muni Services Tax from $5 to $10 (Monthly),71.80,28.20,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,Winters,Yolo,Primary,P,"Tax (Levy, Parcel, Sales, Fee)",5% Utility Users Tax,68.50,31.50,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,Montclair,San Bernardino,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Repeal 4.74% Tax,26.40,73.60,Two-thirds,Fail,Special Tax Fees/Levy
06/02/1998 00:00:00,Vista,San Diego,Primary,M,"Tax (Levy, Parcel, Sales, Fee)",$4.83 Sq Ft for Residential/$2.76 Mobilehome Max Tax (Adj for CPI),53.30,46.70,Two-thirds,Fail,Recreation and Sports Facilities
06/02/1998 00:00:00,Parlier,Fresno,Primary,D,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Impose 6% Tax,52.70,47.30,Two-thirds,Fail,Public Safety
06/02/1998 00:00:00,Visalia Unified School District,Tulare,Primary,I,General Obligation Bond,"$91,000,000",58.90,41.10,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,El Paso De Robles,San Luis Obispo,Primary,D-98,General Obligation Bond,"$38,000,000",68.30,31.70,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Pajaro Valley Unified School District,Santa Cruz; Monterey,Primary,A,General Obligation Bond,"$75,000,000",61.00,39.00,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Paso Robles Joint Union High School District,San Luis Obispo; Monterey,Primary,C-98,General Obligation Bond,"$65,000,000",59.20,40.80,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Reef-Sunset Unified School District,Kings,Primary,R,General Obligation Bond,"$2,400,000",76.90,23.10,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Reef-Sunset Unified School District,Kings,Primary,S,General Obligation Bond,"$7,600,000",76.80,23.20,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Loomis Union School District,Placer,Primary,D,General Obligation Bond,"$9,300,000",69.60,30.40,Two-thirds,Pass,K-12 School Facility
06/02/1998 00:00:00,Brawley,Imperial,Primary,P,"Tax (Levy, Parcel, Sales, Fee)",4% Utility Users Tax (Prop 62),58.90,41.10,Majority,Pass,Special Tax Fees/Levy
06/02/1998 00:00:00,Rancho Murieta Community Services District,Sacramento,Primary,J,"Tax (Levy, Parcel, Sales, Fee)",$4.73-19.62 Per Lot Res/$.011-$.175 Per Sq Ft Non-Res/$2.48-16.59 Undev (Monthly),76.60,23.40,Two-thirds,Pass,Public Safety
06/02/1998 00:00:00,Rancho Murieta Community Services District,Sacramento,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",$2.30-$3.45 Per Residential Lot/$0-$18.36 Per Acre Non-Res (Monthly),79.40,20.60,Two-thirds,Pass,"Flood Control, Storm Drainage"
06/02/1998 00:00:00,Galt Joint Union High School District,Sacramento; San Joaquin,Primary,G,General Obligation Bond,"$30,000,000",59.00,41.00,Two-thirds,Fail,K-12 School Facility
06/02/1998 00:00:00,Pomona Unified School District,Los Angeles,Primary,B,General Obligation Bond,"$50,000,000",69.90,30.10,Two-thirds,Pass,K-12 School Facility
06/03/1997 00:00:00,Alameda County,Alameda,Local,C,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: special tax be approved to continue emergency medical services including paramedic, ambulance, and trauma services, at a rate of $21.14 per benefit unit, to be adjusted according to the Consumer Price Index for the San Francisco Bay Area, as proposed in Ordinance 0-97-52.",81.38,18.62,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/05/1996 00:00:00,Agoura Hills,Los Angeles,General,L,"Tax (Levy, Parcel, Sales, Fee)",Raise TOT from 10% to 12%,67.30,32.70,Majority,Pass,Special Tax Fees/Levy
11/05/1996 00:00:00,Alameda County,Alameda,General,D,"Tax (Levy, Parcel, Sales, Fee)",5.5% Utility Users Tax for 4 Yrs,67.70,32.30,Majority,Pass,Special Tax Fees/Levy
11/05/1996 00:00:00,Anaheim,Orange,General,B,"Tax (Levy, Parcel, Sales, Fee)",Raise TOT from 13% to 15%,74.00,26.00,Majority,Pass,Special Tax Fees/Levy
11/05/1996 00:00:00,Avalon,Los Angeles,General,Q,"Tax (Levy, Parcel, Sales, Fee)",$120 Bus License Tax,48.80,51.20,Majority,Fail,Special Tax Fees/Levy
11/05/1996 00:00:00,Berkeley,Alameda,General,S,General Obligation Bond,"$49,000,000",66.90,33.10,Two-thirds,Pass,"Multiple Capital Improvements, Public Works"
11/05/1996 00:00:00,East Bay Regional Park District,Alameda; Contra Costa,General,LL,Special Assessment Bond,Continue $19.70 Per Residential Unit,67.80,32.20,Majority,Pass,"Parks, Open Space"
11/05/1996 00:00:00,East Bay Regional Park District,Alameda; Contra Costa,General,KK,Special Assessment Bond,$5.44 Per Res Parcel (Continue),79.00,21.00,Majority,Pass,"Parks, Open Space"
