state,election_date,scope,question_id,question_name,district_or_muni_id,yes_votes,no_votes,total_votes,pct_yes,outcome
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #624),0624,17231,11707,28938,59.54,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #640),0640,802,318,1120,71.61,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #640),0640,543,565,1108,49.01,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #656),0656,5559,4813,10372,53.6,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #656),0656,4145,6199,10344,40.07,Failed
MN,2022-11-08,School (referendum/bond),5033,SCHOOL DISTRICT QUESTION 3 (ISD #656),0656,4118,6252,10370,39.71,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #659),0659,9050,4103,13153,68.81,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #659),0659,7610,5435,13045,58.34,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #690),0690,1174,1107,2281,51.47,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #695),0695,1585,667,2252,70.38,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #695),0695,1218,1033,2251,54.11,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #721),0721,3775,5746,9521,39.65,Failed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #721),0721,3678,5443,9121,40.32,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #741),0741,1459,1402,2861,51.0,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #741),0741,1191,1655,2846,41.85,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #768),0768,374,145,519,72.06,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #771),0771,344,210,554,62.09,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #836),0836,256,159,415,61.69,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #879),0879,3576,3059,6635,53.9,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #879),0879,3111,3360,6471,48.08,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #885),0885,5304,6563,11867,44.7,Failed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #885),0885,5015,6489,11504,43.59,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #891),0891,907,549,1456,62.29,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2071),2071,1636,977,2613,62.61,Passed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2071),2071,1675,939,2614,64.08,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2135),2135,1207,1023,2230,54.13,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2137),2137,1720,508,2228,77.2,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2144),2144,3048,7387,10435,29.21,Failed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2144),2144,3583,6786,10369,34.55,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2159),2159,728,974,1702,42.77,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2170),2170,1811,2351,4162,43.51,Failed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2176),2176,866,624,1490,58.12,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2536),2536,411,437,848,48.47,Failed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2536),2536,410,364,774,52.97,Passed
MN,2022-11-08,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2687),2687,2054,2448,4502,45.62,Failed
MN,2022-11-08,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2687),2687,1964,2552,4516,43.49,Failed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Adrian Twp),00280,58,19,77,75.32,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Badoura Twp),03178,33,23,56,58.93,Passed
MN,2022-11-08,Township,4032,TOWNSHIP QUESTION 2 (Badoura Twp),03178,32,23,55,58.18,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Bergen Twp),05338,241,158,399,60.4,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Big Bend Twp),05608,96,23,119,80.67,Passed
MN,2022-11-08,Township,4032,TOWNSHIP QUESTION 2 (Big Bend Twp),05608,93,24,117,79.49,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Bradbury Twp),07210,62,8,70,88.57,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Carlos Twp),09982,838,456,1294,64.76,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Carlston Twp),10000,137,7,144,95.14,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Cherry Grove Twp),11188,147,27,174,84.48,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Haven Twp),27674,549,343,892,61.55,Passed
MN,2022-11-08,Township,4032,TOWNSHIP QUESTION 2 (Haven Twp),27674,634,249,883,71.8,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Hayward Twp),27962,139,41,180,77.22,Passed
MN,2022-11-08,Township,4032,TOWNSHIP QUESTION 2 (Hayward Twp),27962,148,38,186,79.57,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Hiram Twp),29366,168,49,217,77.42,Passed
MN,2022-11-08,Township,4032,TOWNSHIP QUESTION 2 (Hiram Twp),29366,164,50,214,76.64,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Jackson Twp),31580,259,114,373,69.44,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Jessenland Twp),31922,142,80,222,63.96,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Kiester Twp),33074,58,53,111,52.25,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Lima Twp),37034,34,11,45,75.56,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Little Elbow Twp),37530,62,24,86,72.09,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Macville Twp),39212,50,21,71,70.42,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (May Twp),41102,248,108,356,69.66,Passed
MN,2022-11-08,Township,4032,TOWNSHIP QUESTION 2 (May Twp),41102,237,116,353,67.14,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Pike Bay Twp),50848,248,119,367,67.57,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Riverside Twp),54646,132,35,167,79.04,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Salem Twp),58216,44,4,48,91.67,Passed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Sharon Twp),59386,105,213,318,33.02,Failed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Thorpe Twp),64804,9,13,22,40.91,Failed
MN,2022-11-08,Township,4031,TOWNSHIP QUESTION 1 (Workman Twp),71716,61,45,106,57.55,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Apple Valley),01900,5812,2925,8737,66.52,Passed
MN,2023-11-07,City,1132,CITY QUESTION 2 (Apple Valley),01900,5231,3470,8701,60.12,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Bloomington),06616,11575,9030,20605,56.18,Passed
MN,2023-11-07,City,1132,CITY QUESTION 2 (Bloomington),06616,10920,9665,20585,53.05,Passed
MN,2023-11-07,City,1133,CITY QUESTION 3 (Bloomington),06616,10757,9812,20569,52.3,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Edina),18188,3903,2001,5904,66.11,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Golden Valley),24308,3053,2675,5728,53.3,Passed
MN,2023-11-07,City,1132,CITY QUESTION 2 (Golden Valley),24308,2936,2763,5699,51.52,Passed
MN,2023-11-07,City,1133,CITY QUESTION 3 (Golden Valley),24308,3081,2635,5716,53.9,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Marshall),40688,1455,735,2190,66.44,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Minnetonka),43252,5167,7332,12499,41.34,Failed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Mounds View),44530,823,1494,2317,35.52,Failed
MN,2023-11-07,City,1131,CITY QUESTION 1 (North Branch),46798,575,318,893,64.39,Passed
MN,2023-11-07,City,1132,CITY QUESTION 2 (North Branch),46798,607,288,895,67.82,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (Rochester),54880,10567,9146,19713,53.6,Passed
MN,2023-11-07,City,1131,CITY QUESTION 1 (St. Paul),58000,28913,19124,48037,60.19,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #13),0013,1662,955,2617,63.51,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #13),0013,1907,706,2613,72.98,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #15),0015,1506,2414,3920,38.42,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #15),0015,1456,2458,3914,37.2,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #77),0077,5520,5005,10525,52.45,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #77),0077,4870,5576,10446,46.62,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #129),0129,1021,1097,2118,48.21,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #129),0129,1018,1098,2116,48.11,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #173),0173,224,281,505,44.36,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #182),0182,920,955,1875,49.07,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #186),0186,925,1070,1995,46.37,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #186),0186,805,1183,1988,40.49,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #192),0192,1828,2056,3884,47.06,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #194),0194,5398,4312,9710,55.59,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #194),0194,4782,4924,9706,49.27,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #197),0197,3771,2514,6285,60.0,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #197),0197,4198,2090,6288,66.76,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #199),0199,1650,1878,3528,46.77,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #199),0199,1618,1901,3519,45.98,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #200),0200,3535,3089,6624,53.37,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #213),0213,528,751,1279,41.28,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #213),0213,434,839,1273,34.09,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #242),0242,276,187,463,59.61,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #276),0276,6237,3577,9814,63.55,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #277),0277,3237,1881,5118,63.25,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #277),0277,2621,2511,5132,51.07,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #279),0279,7415,4669,12084,61.36,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #280),0280,3456,794,4250,81.32,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #280),0280,3091,1174,4265,72.47,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #282),0282,1965,1000,2965,66.27,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #282),0282,2116,861,2977,71.08,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #284),0284,6723,1793,8516,78.95,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #286),0286,161,190,351,45.87,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #297),0297,374,257,631,59.27,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #297),0297,282,339,621,45.41,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #317),0317,247,731,978,25.26,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #318),0318,1938,5804,7742,25.03,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #318),0318,1736,5970,7706,22.53,Failed
MN,2023-11-07,School (referendum/bond),5033,SCHOOL DISTRICT QUESTION 3 (ISD #318),0318,1658,6044,7702,21.53,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #347),0347,1701,1429,3130,54.35,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #347),0347,1587,1528,3115,50.95,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #463),0463,729,365,1094,66.64,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #495),0495,279,125,404,69.06,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #495),0495,165,238,403,40.94,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #511),0511,179,83,262,68.32,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #511),0511,178,84,262,67.94,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #534),0534,599,1685,2284,26.23,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #534),0534,482,1538,2020,23.86,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #535),0535,10930,11248,22178,49.28,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #542),0542,720,567,1287,55.94,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #561),0561,230,179,409,56.23,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #564),0564,1150,1307,2457,46.81,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #564),0564,965,1478,2443,39.5,Failed
MN,2023-11-07,School (referendum/bond),5033,SCHOOL DISTRICT QUESTION 3 (ISD #564),0564,958,1488,2446,39.17,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #600),0600,97,154,251,38.65,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #709),0709,15879,13219,29098,54.57,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #709),0709,14443,14734,29177,49.5,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #721),0721,2435,2471,4906,49.63,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #763),0763,257,366,623,41.25,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #763),0763,232,384,616,37.66,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #775),0775,449,384,833,53.9,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #775),0775,293,537,830,35.3,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #787),0787,619,422,1041,59.46,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #811),0811,762,468,1230,61.95,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #833),0833,12662,9663,22325,56.72,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #833),0833,12271,10044,22315,54.99,Passed
MN,2023-11-07,School (referendum/bond),5033,SCHOOL DISTRICT QUESTION 3 (ISD #833),0833,11478,10726,22204,51.69,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #834),0834,8361,6374,14735,56.74,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #857),0857,539,551,1090,49.45,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #857),0857,452,633,1085,41.66,Failed
MN,2023-11-07,School (referendum/bond),5033,SCHOOL DISTRICT QUESTION 3 (ISD #857),0857,319,756,1075,29.67,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #877),0877,2167,1208,3375,64.21,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2149),2149,1008,293,1301,77.48,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2149),2149,905,399,1304,69.4,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2155),2155,437,1690,2127,20.55,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2155),2155,380,1747,2127,17.87,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2159),2159,651,276,927,70.23,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2198),2198,300,409,709,42.31,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2311),2311,258,315,573,45.03,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2342),2342,577,301,878,65.72,Passed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2342),2342,536,343,879,60.98,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2365),2365,803,230,1033,77.73,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2448),2448,861,911,1772,48.59,Failed
MN,2023-11-07,School (referendum/bond),5032,SCHOOL DISTRICT QUESTION 2 (ISD #2448),2448,763,986,1749,43.62,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2534),2534,995,516,1511,65.85,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2687),2687,1226,897,2123,57.75,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2835),2835,243,113,356,68.26,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2853),2853,589,417,1006,58.55,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2888),2888,510,403,913,55.86,Passed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2889),2889,401,519,920,43.59,Failed
MN,2023-11-07,School (referendum/bond),5031,SCHOOL DISTRICT QUESTION 1 (ISD #2902),2902,492,508,1000,49.2,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Anoka),01720,4329,4686,9015,48.02,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Avon),03070,855,173,1028,83.17,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Belgrade),04762,305,63,368,82.88,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Blackduck),06256,139,170,309,44.98,Failed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Blackduck),06256,149,157,306,48.69,Failed
MN,2024-11-05,City,2803,CITY QUESTION 3 (Blackduck),06256,144,159,303,47.52,Failed
MN,2024-11-05,City,2804,CITY QUESTION 4 (Blackduck),06256,89,213,302,29.47,Failed
MN,2024-11-05,City,2805,CITY QUESTION 5 (Blackduck),06256,164,141,305,53.77,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Bloomington),06616,23360,24596,47956,48.71,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Brooklyn Center),07948,6956,3034,9990,69.63,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Brooklyn Center),07948,5064,6064,11128,45.51,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Chanhassen),10918,9028,7289,16317,55.33,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Cottage Grove),13456,9432,14100,23532,40.08,Failed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Cottage Grove),13456,9714,13768,23482,41.37,Failed
MN,2024-11-05,City,2803,CITY QUESTION 3 (Cottage Grove),13456,6472,16535,23007,28.13,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Detroit Lakes),15832,2786,2168,4954,56.24,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Dilworth),15976,1635,634,2269,72.06,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (East Grand Forks),17612,2324,1614,3938,59.01,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (East Grand Forks),17612,2282,1612,3894,58.6,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Elgin),18530,314,350,664,47.29,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Excelsior),20078,993,341,1334,74.44,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Fairmont),20330,1596,3394,4990,31.98,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Gilbert),23714,567,285,852,66.55,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Henderson),28394,348,197,545,63.85,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Hendricks),28430,227,107,334,67.96,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Hibbing),28790,4462,3580,8042,55.48,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Kennedy),32732,90,20,110,81.82,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Middle River),41912,105,39,144,72.92,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Milan),42146,70,31,101,69.31,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Monticello),43774,3656,3581,7237,50.52,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Monticello),43774,3152,4024,7176,43.92,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Mounds View),44530,2464,3777,6241,39.48,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Mountain Lake),44566,600,324,924,64.94,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Oakdale),47680,9919,4631,14550,68.17,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Oakdale),47680,10319,4163,14482,71.25,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Palisade),49498,26,53,79,32.91,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Proctor),52630,979,798,1777,55.09,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Richfield),54214,11427,6839,18266,62.56,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Richfield),54214,12810,5561,18371,69.73,Passed
MN,2024-11-05,City,2803,CITY QUESTION 3 (Richfield),54214,12340,6001,18341,67.28,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Roseville),55852,11263,9171,20434,55.12,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (Roseville),55852,9465,10831,20296,46.63,Failed
MN,2024-11-05,City,2801,CITY QUESTION 1 (St. Cloud),56896,17278,10592,27870,61.99,Passed
MN,2024-11-05,City,2802,CITY QUESTION 2 (St. Cloud),56896,14292,11837,26129,54.7,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (St. Paul),58000,51501,77064,128565,40.06,Failed
MN,2024-11-05,City,2802,CITY QUESTION 2 (St. Paul),58000,74941,48475,123416,60.72,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Stillwater),62824,7763,4549,12312,63.05,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Taconite),64048,185,156,341,54.25,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Ulen),66136,164,86,250,65.6,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Warren),68170,486,218,704,69.03,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Whalan),69808,44,2,46,95.65,Passed
MN,2024-11-05,City,2801,CITY QUESTION 1 (Windom),70798,1056,1080,2136,49.44,Failed
