fips,NAME,state_abb,year,dem_share2p,source,tier,measured,est_mad_pp,flag
1207875,Boynton Beach,FL,2016,0.6443,Fekrazad-RLCR,precinct,True,,
1207875,Boynton Beach,FL,2020,0.6348,Fekrazad-RLCR,precinct,True,,
1207875,Boynton Beach,FL,2024,0.5771,Metcalf+NYT,precinct,True,,
1207950,Bradenton,FL,2004,0.4805,county-rescale-BG16-corr,estimated,False,3.15,
1207950,Bradenton,FL,2008,0.5116,rebuilt-HEDA-precinct,precinct,True,,
1207950,Bradenton,FL,2012,0.5021,precinct-UFL-2012,precinct,True,,
1207950,Bradenton,FL,2016,0.4659,Fekrazad-RLCR,precinct,True,,
1207950,Bradenton,FL,2020,0.4713,Fekrazad-RLCR,precinct,True,,
1207950,Bradenton,FL,2024,0.4353,Metcalf+NYT,precinct,True,,
1210275,Cape Coral,FL,2004,0.3886,county-rescale-BG16-corr,estimated,False,3.15,
1210275,Cape Coral,FL,2008,0.4557,rebuilt-HEDA-precinct,precinct,True,,
1210275,Cape Coral,FL,2012,0.4199,precinct-UFL-2012,precinct,True,,
1210275,Cape Coral,FL,2016,0.3744,Fekrazad-RLCR,precinct,True,,
1210275,Cape Coral,FL,2020,0.3728,Fekrazad-RLCR,precinct,True,,
1210275,Cape Coral,FL,2024,0.3141,Metcalf+NYT,precinct,True,,
1212875,Clearwater,FL,2004,0.492,county-rescale-BG16-corr,estimated,False,3.15,
1212875,Clearwater,FL,2008,0.545,rebuilt-HEDA-precinct,precinct,True,,
1212875,Clearwater,FL,2012,0.5157,precinct-UFL-2012,precinct,True,,
1212875,Clearwater,FL,2016,0.4755,Fekrazad-RLCR,precinct,True,,
1212875,Clearwater,FL,2020,0.4822,Fekrazad-RLCR,precinct,True,,
1212875,Clearwater,FL,2024,0.4404,Metcalf+NYT,precinct,True,,
1214400,Coral Springs,FL,2004,0.6,county-rescale-BG16-corr,estimated,False,3.15,
1214400,Coral Springs,FL,2008,0.6261,rebuilt-HEDA-precinct,precinct,True,,
1214400,Coral Springs,FL,2012,0.6161,precinct-UFL-2012,precinct,True,,
1214400,Coral Springs,FL,2016,0.6317,Fekrazad-RLCR,precinct,True,,
1214400,Coral Springs,FL,2020,0.6289,Fekrazad-RLCR,precinct,True,,
1214400,Coral Springs,FL,2024,0.5656,Metcalf+NYT,precinct,True,,
1216475,Davie,FL,2004,0.5483,county-rescale-BG16-corr,estimated,False,3.15,
1216475,Davie,FL,2008,0.5779,rebuilt-HEDA-precinct,precinct,True,,
1216475,Davie,FL,2012,0.5676,precinct-UFL-2012,precinct,True,,
1216475,Davie,FL,2016,0.5789,Fekrazad-RLCR,precinct,True,,
1216475,Davie,FL,2020,0.5545,Fekrazad-RLCR,precinct,True,,
1216475,Davie,FL,2024,0.4849,Metcalf+NYT,precinct,True,,
1216525,Daytona Beach,FL,2004,0.67,county-rescale-BG16-corr,estimated,False,3.15,
1216525,Daytona Beach,FL,2008,0.6975,rebuilt-HEDA-precinct,precinct,True,,
1216525,Daytona Beach,FL,2012,0.6833,precinct-UFL-2012,precinct,True,,
1216525,Daytona Beach,FL,2016,0.5904,Fekrazad-RLCR,precinct,True,,
1216525,Daytona Beach,FL,2020,0.5607,Fekrazad-RLCR,precinct,True,,
1216525,Daytona Beach,FL,2024,0.5063,Metcalf+NYT,precinct,True,,
1216725,Deerfield Beach,FL,2004,0.6136,county-rescale-BG16-corr,estimated,False,3.15,
1216725,Deerfield Beach,FL,2008,0.6588,rebuilt-HEDA-precinct,precinct,True,,
1216725,Deerfield Beach,FL,2012,0.6535,precinct-UFL-2012,precinct,True,,
1216725,Deerfield Beach,FL,2016,0.6264,Fekrazad-RLCR,precinct,True,,
1216725,Deerfield Beach,FL,2020,0.603,Fekrazad-RLCR,precinct,True,,
1216725,Deerfield Beach,FL,2024,0.5328,Metcalf+NYT,precinct,True,,
1217100,Delray Beach,FL,2004,0.6545,county-rescale-BG16-corr,estimated,False,3.15,
1217100,Delray Beach,FL,2008,0.6578,rebuilt-HEDA-precinct,precinct,True,,
1217100,Delray Beach,FL,2012,0.6312,precinct-UFL-2012,precinct,True,,
1217100,Delray Beach,FL,2016,0.632,Fekrazad-RLCR,precinct,True,,
1217100,Delray Beach,FL,2020,0.6198,Fekrazad-RLCR,precinct,True,,
1217100,Delray Beach,FL,2024,0.5522,Metcalf+NYT,precinct,True,,
1217200,Deltona,FL,2004,0.5816,county-rescale-BG16-corr,estimated,False,3.15,
1217200,Deltona,FL,2008,0.5917,rebuilt-HEDA-precinct,precinct,True,,
1217200,Deltona,FL,2012,0.5795,precinct-UFL-2012,precinct,True,,
1217200,Deltona,FL,2016,0.5167,Fekrazad-RLCR,precinct,True,,
1217200,Deltona,FL,2020,0.5072,Fekrazad-RLCR,precinct,True,,
1217200,Deltona,FL,2024,0.4532,Metcalf+NYT,precinct,True,,
1224000,Fort Lauderdale,FL,2004,0.6354,county-rescale-BG16-corr,estimated,False,3.15,
1224000,Fort Lauderdale,FL,2008,0.6728,rebuilt-HEDA-precinct,precinct,True,,
1224000,Fort Lauderdale,FL,2012,0.6481,precinct-UFL-2012,precinct,True,,
1224000,Fort Lauderdale,FL,2016,0.6543,Fekrazad-RLCR,precinct,True,,
1224000,Fort Lauderdale,FL,2020,0.6423,Fekrazad-RLCR,precinct,True,,
1224000,Fort Lauderdale,FL,2024,0.5831,Metcalf+NYT,precinct,True,,
1225175,Gainesville,FL,2004,0.6818,county-rescale-BG16-corr,estimated,False,3.15,
1225175,Gainesville,FL,2008,0.7078,rebuilt-HEDA-precinct,precinct,True,,
1225175,Gainesville,FL,2012,0.697,precinct-UFL-2012,precinct,True,,
1225175,Gainesville,FL,2016,0.7351,Fekrazad-RLCR,precinct,True,,
1225175,Gainesville,FL,2020,0.7565,Fekrazad-RLCR,precinct,True,,
1225175,Gainesville,FL,2024,0.7237,Metcalf+NYT,precinct,True,,
1230000,Hialeah,FL,2004,0.3441,county-rescale-BG16-corr,estimated,False,3.15,
1230000,Hialeah,FL,2008,0.3596,rebuilt-HEDA-precinct,precinct,True,,
1230000,Hialeah,FL,2012,0.454,precinct-UFL-2012,precinct,True,,
1230000,Hialeah,FL,2016,0.4988,Fekrazad-RLCR,precinct,True,,
1230000,Hialeah,FL,2020,0.3298,Fekrazad-RLCR,precinct,True,,
1230000,Hialeah,FL,2024,0.2341,Metcalf+NYT,precinct,True,,
1232000,Hollywood,FL,2004,0.6392,county-rescale-BG16-corr,estimated,False,3.15,
1232000,Hollywood,FL,2008,0.6704,rebuilt-HEDA-precinct,precinct,True,,
1232000,Hollywood,FL,2012,0.6719,precinct-UFL-2012,precinct,True,,
1232000,Hollywood,FL,2016,0.6639,Fekrazad-RLCR,precinct,True,,
1232000,Hollywood,FL,2020,0.6167,Fekrazad-RLCR,precinct,True,,
1232000,Hollywood,FL,2024,0.528,Metcalf+NYT,precinct,True,,
1235000,Jacksonville,FL,2004,0.4256,county-rescale-BG16-corr,estimated,False,3.15,
1235000,Jacksonville,FL,2008,0.4971,rebuilt-HEDA-precinct,precinct,True,,
1235000,Jacksonville,FL,2012,0.4906,precinct-UFL-2012,precinct,True,,
1235000,Jacksonville,FL,2016,0.5004,Fekrazad-RLCR,precinct,True,,
1235000,Jacksonville,FL,2020,0.526,Fekrazad-RLCR,precinct,True,,
1235000,Jacksonville,FL,2024,0.4989,Metcalf+NYT,precinct,True,,
1235875,Jupiter,FL,2004,0.4646,county-rescale-BG16-corr,estimated,False,3.15,
1235875,Jupiter,FL,2008,0.4833,rebuilt-HEDA-precinct,precinct,True,,
1235875,Jupiter,FL,2012,0.4266,precinct-UFL-2012,precinct,True,,
1235875,Jupiter,FL,2016,0.4256,Fekrazad-RLCR,precinct,True,,
1235875,Jupiter,FL,2020,0.4344,Fekrazad-RLCR,precinct,True,,
1235875,Jupiter,FL,2024,0.393,Metcalf+NYT,precinct,True,,
1236950,Kissimmee,FL,2004,0.5866,county-rescale-BG16-corr,estimated,False,3.15,
1236950,Kissimmee,FL,2008,0.6766,rebuilt-HEDA-precinct,precinct,True,,
1236950,Kissimmee,FL,2012,0.7356,precinct-UFL-2012,precinct,True,,
1236950,Kissimmee,FL,2016,0.7475,Fekrazad-RLCR,precinct,True,,
1236950,Kissimmee,FL,2020,0.6374,Fekrazad-RLCR,precinct,True,,
1236950,Kissimmee,FL,2024,0.5376,Metcalf+NYT,precinct,True,,
1238250,Lakeland,FL,2004,0.4427,county-rescale-BG16-corr,estimated,False,3.15,
1238250,Lakeland,FL,2008,0.4977,rebuilt-HEDA-precinct,precinct,True,,
1238250,Lakeland,FL,2012,0.496,precinct-UFL-2012,precinct,True,,
1238250,Lakeland,FL,2016,0.4642,Fekrazad-RLCR,precinct,True,,
1238250,Lakeland,FL,2020,0.4643,Fekrazad-RLCR,precinct,True,,
1238250,Lakeland,FL,2024,0.437,Metcalf+NYT,precinct,True,,
1239425,Largo,FL,2004,0.4893,county-rescale-BG16-corr,estimated,False,3.15,
1239425,Largo,FL,2008,0.5455,rebuilt-HEDA-precinct,precinct,True,,
1239425,Largo,FL,2012,0.5354,precinct-UFL-2012,precinct,True,,
1239425,Largo,FL,2016,0.4696,Fekrazad-RLCR,precinct,True,,
1239425,Largo,FL,2020,0.4733,Fekrazad-RLCR,precinct,True,,
1239425,Largo,FL,2024,0.4427,Metcalf+NYT,precinct,True,,
1239550,Lauderhill,FL,2004,0.9016,county-rescale-BG16-corr,estimated,False,3.15,
1239550,Lauderhill,FL,2008,0.9128,rebuilt-HEDA-precinct,precinct,True,,
1239550,Lauderhill,FL,2012,0.9204,precinct-UFL-2012,precinct,True,,
1239550,Lauderhill,FL,2016,0.9115,Fekrazad-RLCR,precinct,True,,
1239550,Lauderhill,FL,2020,0.8898,Fekrazad-RLCR,precinct,True,,
1239550,Lauderhill,FL,2024,0.8449,Metcalf+NYT,precinct,True,,
1243975,Melbourne,FL,2004,0.4352,county-rescale-BG16-corr,estimated,False,3.15,
1243975,Melbourne,FL,2008,0.4506,rebuilt-HEDA-precinct,precinct,True,,
1243975,Melbourne,FL,2012,0.4681,precinct-UFL-2012,precinct,True,,
1243975,Melbourne,FL,2016,0.4265,Fekrazad-RLCR,precinct,True,,
1243975,Melbourne,FL,2020,0.451,Fekrazad-RLCR,precinct,True,,
1243975,Melbourne,FL,2024,0.4244,Metcalf+NYT,precinct,True,,
1245000,Miami,FL,2004,0.5769,county-rescale-BG16-corr,estimated,False,3.15,
1245000,Miami,FL,2008,0.6082,rebuilt-HEDA-precinct,precinct,True,,
1245000,Miami,FL,2012,0.665,precinct-UFL-2012,precinct,True,,
1245000,Miami,FL,2016,0.7058,Fekrazad-RLCR,precinct,True,,
1245000,Miami,FL,2020,0.597,Fekrazad-RLCR,precinct,True,,
1245000,Miami,FL,2024,0.5037,Metcalf+NYT,precinct,True,,
1245025,Miami Beach,FL,2004,0.5796,county-rescale-BG16-corr,estimated,False,3.15,
1245025,Miami Beach,FL,2008,0.6397,rebuilt-HEDA-precinct,precinct,True,,
1245025,Miami Beach,FL,2012,0.6358,precinct-UFL-2012,precinct,True,,
1245025,Miami Beach,FL,2016,0.6839,Fekrazad-RLCR,precinct,True,,
1245025,Miami Beach,FL,2020,0.5975,Fekrazad-RLCR,precinct,True,,
1245025,Miami Beach,FL,2024,0.5259,Metcalf+NYT,precinct,True,,
1245975,Miramar,FL,2004,0.7743,county-rescale-BG16-corr,estimated,False,3.15,
1245975,Miramar,FL,2008,0.7775,rebuilt-HEDA-precinct,precinct,True,,
1245975,Miramar,FL,2012,0.8027,precinct-UFL-2012,precinct,True,,
1245975,Miramar,FL,2016,0.8104,Fekrazad-RLCR,precinct,True,,
1245975,Miramar,FL,2020,0.7488,Fekrazad-RLCR,precinct,True,,
1245975,Miramar,FL,2024,0.6702,Metcalf+NYT,precinct,True,,
1249450,North Miami,FL,2004,0.8,county-rescale-BG16-corr,estimated,False,3.15,
1249450,North Miami,FL,2008,0.8486,rebuilt-HEDA-precinct,precinct,True,,
1249450,North Miami,FL,2012,0.8671,precinct-UFL-2012,precinct,True,,
1249450,North Miami,FL,2016,0.8564,Fekrazad-RLCR,precinct,True,,
1249450,North Miami,FL,2020,0.796,Fekrazad-RLCR,precinct,True,,
1249450,North Miami,FL,2024,0.7118,Metcalf+NYT,precinct,True,,
1250750,Ocala,FL,2004,0.4689,county-rescale-BG16-corr,estimated,False,3.15,
1250750,Ocala,FL,2008,0.4844,rebuilt-HEDA-precinct,precinct,True,,
1250750,Ocala,FL,2012,0.4745,precinct-UFL-2012,precinct,True,,
1250750,Ocala,FL,2016,0.4319,Fekrazad-RLCR,precinct,True,,
1250750,Ocala,FL,2020,0.4344,Fekrazad-RLCR,precinct,True,,
1250750,Ocala,FL,2024,0.3934,Metcalf+NYT,precinct,True,,
1253000,Orlando,FL,2004,0.576,county-rescale-BG16-corr,estimated,False,3.15,
1253000,Orlando,FL,2008,0.6588,rebuilt-HEDA-precinct,precinct,True,,
1253000,Orlando,FL,2012,0.6622,precinct-UFL-2012,precinct,True,,
1253000,Orlando,FL,2016,0.6999,Fekrazad-RLCR,precinct,True,,
1253000,Orlando,FL,2020,0.682,Fekrazad-RLCR,precinct,True,,
1253000,Orlando,FL,2024,0.6345,Metcalf+NYT,precinct,True,,
1254000,Palm Bay,FL,2004,0.4787,county-rescale-BG16-corr,estimated,False,3.15,
1254000,Palm Bay,FL,2008,0.4901,rebuilt-HEDA-precinct,precinct,True,,
1254000,Palm Bay,FL,2012,0.5406,precinct-UFL-2012,precinct,True,,
1254000,Palm Bay,FL,2016,0.474,Fekrazad-RLCR,precinct,True,,
1254000,Palm Bay,FL,2020,0.4825,Fekrazad-RLCR,precinct,True,,
1254000,Palm Bay,FL,2024,0.4543,Metcalf+NYT,precinct,True,,
1255775,Pembroke Pines,FL,2004,0.6318,county-rescale-BG16-corr,estimated,False,3.15,
1255775,Pembroke Pines,FL,2008,0.6441,rebuilt-HEDA-precinct,precinct,True,,
1255775,Pembroke Pines,FL,2012,0.6604,precinct-UFL-2012,precinct,True,,
1255775,Pembroke Pines,FL,2016,0.6745,Fekrazad-RLCR,precinct,True,,
1255775,Pembroke Pines,FL,2020,0.6216,Fekrazad-RLCR,precinct,True,,
1255775,Pembroke Pines,FL,2024,0.5539,Metcalf+NYT,precinct,True,,
1255925,Pensacola,FL,2004,0.4237,county-rescale-BG16-corr,estimated,False,3.15,
1255925,Pensacola,FL,2008,0.4751,rebuilt-HEDA-precinct,precinct,True,,
1255925,Pensacola,FL,2012,0.4692,precinct-UFL-2012,precinct,True,,
1255925,Pensacola,FL,2016,0.494,Fekrazad-RLCR,precinct,True,,
1255925,Pensacola,FL,2020,0.5258,Fekrazad-RLCR,precinct,True,,
1255925,Pensacola,FL,2024,0.5108,Metcalf+NYT,precinct,True,,
1256975,Pinellas Park,FL,2004,0.4808,county-rescale-BG16-corr,estimated,False,3.15,
1256975,Pinellas Park,FL,2008,0.5296,rebuilt-HEDA-precinct,precinct,True,,
1256975,Pinellas Park,FL,2012,0.5354,precinct-UFL-2012,precinct,True,,
1256975,Pinellas Park,FL,2016,0.4686,Fekrazad-RLCR,precinct,True,,
1256975,Pinellas Park,FL,2020,0.4573,Fekrazad-RLCR,precinct,True,,
1256975,Pinellas Park,FL,2024,0.4375,Metcalf+NYT,precinct,True,,
1257425,Plantation,FL,2004,0.6096,county-rescale-BG16-corr,estimated,False,3.15,
1257425,Plantation,FL,2008,0.6284,rebuilt-HEDA-precinct,precinct,True,,
1257425,Plantation,FL,2012,0.6271,precinct-UFL-2012,precinct,True,,
1257425,Plantation,FL,2016,0.6476,Fekrazad-RLCR,precinct,True,,
1257425,Plantation,FL,2020,0.6382,Fekrazad-RLCR,precinct,True,,
1257425,Plantation,FL,2024,0.5685,Metcalf+NYT,precinct,True,,
1258050,Pompano Beach,FL,2004,0.599,county-rescale-BG16-corr,estimated,False,3.15,
1258050,Pompano Beach,FL,2008,0.6416,rebuilt-HEDA-precinct,precinct,True,,
1258050,Pompano Beach,FL,2012,0.6329,precinct-UFL-2012,precinct,True,,
1258050,Pompano Beach,FL,2016,0.6151,Fekrazad-RLCR,precinct,True,,
1258050,Pompano Beach,FL,2020,0.6003,Fekrazad-RLCR,precinct,True,,
1258050,Pompano Beach,FL,2024,0.5473,Metcalf+NYT,precinct,True,,
1258715,Port St. Lucie,FL,2004,0.5308,county-rescale-BG16-corr,estimated,False,3.15,
1258715,Port St. Lucie,FL,2008,0.5771,rebuilt-HEDA-precinct,precinct,True,,
1258715,Port St. Lucie,FL,2012,0.5552,precinct-UFL-2012,precinct,True,,
1258715,Port St. Lucie,FL,2016,0.4904,Fekrazad-RLCR,precinct,True,,
1258715,Port St. Lucie,FL,2020,0.5,Fekrazad-RLCR,precinct,True,,
1258715,Port St. Lucie,FL,2024,0.4664,Metcalf+NYT,precinct,True,,
1263000,St. Petersburg,FL,2004,0.6193,county-rescale-BG16-corr,estimated,False,3.15,
1263000,St. Petersburg,FL,2008,0.644,rebuilt-HEDA-precinct,precinct,True,,
1263000,St. Petersburg,FL,2012,0.6446,precinct-UFL-2012,precinct,True,,
1263000,St. Petersburg,FL,2016,0.6276,Fekrazad-RLCR,precinct,True,,
1263000,St. Petersburg,FL,2020,0.6302,Fekrazad-RLCR,precinct,True,,
1263000,St. Petersburg,FL,2024,0.6024,Metcalf+NYT,precinct,True,,
1269700,Sunrise,FL,2004,0.7232,county-rescale-BG16-corr,estimated,False,3.15,
1269700,Sunrise,FL,2008,0.7474,rebuilt-HEDA-precinct,precinct,True,,
1269700,Sunrise,FL,2012,0.7596,precinct-UFL-2012,precinct,True,,
1269700,Sunrise,FL,2016,0.7469,Fekrazad-RLCR,precinct,True,,
1269700,Sunrise,FL,2020,0.7023,Fekrazad-RLCR,precinct,True,,
1269700,Sunrise,FL,2024,0.6342,Metcalf+NYT,precinct,True,,
1270600,Tallahassee,FL,2004,0.689,county-rescale-BG16-corr,estimated,False,3.15,
1270600,Tallahassee,FL,2008,0.6861,rebuilt-HEDA-precinct,precinct,True,,
1270600,Tallahassee,FL,2012,0.6858,precinct-UFL-2012,precinct,True,,
1270600,Tallahassee,FL,2016,0.7055,Fekrazad-RLCR,precinct,True,,
1270600,Tallahassee,FL,2020,0.7135,Fekrazad-RLCR,precinct,True,,
1270600,Tallahassee,FL,2024,0.6772,Metcalf+NYT,precinct,True,,
1270675,Tamarac,FL,2004,0.7019,county-rescale-BG16-corr,estimated,False,3.15,
1270675,Tamarac,FL,2008,0.7241,rebuilt-HEDA-precinct,precinct,True,,
1270675,Tamarac,FL,2012,0.7302,precinct-UFL-2012,precinct,True,,
1270675,Tamarac,FL,2016,0.7293,Fekrazad-RLCR,precinct,True,,
1270675,Tamarac,FL,2020,0.7166,Fekrazad-RLCR,precinct,True,,
1270675,Tamarac,FL,2024,0.6754,Metcalf+NYT,precinct,True,,
1271000,Tampa,FL,2004,0.5777,precinct-FL-2004,precinct,True,,
1271000,Tampa,FL,2008,0.637,rebuilt-HEDA-precinct,precinct,True,,
1271000,Tampa,FL,2012,0.6299,precinct-UFL-2012,precinct,True,,
1271000,Tampa,FL,2016,0.64,Fekrazad-RLCR,precinct,True,,
1271000,Tampa,FL,2020,0.6238,Fekrazad-RLCR,precinct,True,,
1271000,Tampa,FL,2024,0.5598,Metcalf+NYT,precinct,True,,
1276600,West Palm Beach,FL,2004,0.7073,county-rescale-BG16-corr,estimated,False,3.15,
1276600,West Palm Beach,FL,2008,0.7078,rebuilt-HEDA-precinct,precinct,True,,
1276600,West Palm Beach,FL,2012,0.6897,precinct-UFL-2012,precinct,True,,
1276600,West Palm Beach,FL,2016,0.6893,Fekrazad-RLCR,precinct,True,,
1276600,West Palm Beach,FL,2020,0.6714,Fekrazad-RLCR,precinct,True,,
1276600,West Palm Beach,FL,2024,0.593,Metcalf+NYT,precinct,True,,
1301052,Albany,GA,2004,0.634,county-rescale-BG16-corr,estimated,False,3.15,
1301052,Albany,GA,2008,0.7253,rebuilt-EDA-rescaled,precinct,True,,
1301052,Albany,GA,2012,0.7368,precinct-2012,precinct,True,,
1301052,Albany,GA,2016,0.7237,Fekrazad-RLCR,precinct,True,,
1301052,Albany,GA,2020,0.7344,Fekrazad-RLCR,precinct,True,,
1301052,Albany,GA,2024,0.7491,Metcalf+NYT,precinct,True,,
1301696,Alpharetta,GA,2004,0.3348,county-rescale-BG16-corr,estimated,False,3.15,
1301696,Alpharetta,GA,2008,0.4045,rebuilt-EDA-rescaled,precinct,True,,
1301696,Alpharetta,GA,2012,0.3427,precinct-2012,precinct,True,,
1301696,Alpharetta,GA,2016,0.4735,Fekrazad-RLCR,precinct,True,,
1301696,Alpharetta,GA,2020,0.5286,Fekrazad-RLCR,precinct,True,,
1301696,Alpharetta,GA,2024,0.5114,Metcalf+NYT,precinct,True,,
1303440,Clarke,GA,2004,0.5911,county-rescale-BG16-corr,estimated,False,3.15,
1303440,Clarke,GA,2008,0.6585,rebuilt-EDA-rescaled,precinct,True,,
1303440,Clarke,GA,2012,0.6485,precinct-2012,precinct,True,,
1303440,Clarke,GA,2016,0.7003,Fekrazad-RLCR,precinct,True,,
1303440,Clarke,GA,2020,0.715,Fekrazad-RLCR,precinct,True,,
1303440,Clarke,GA,2024,0.6933,Metcalf+NYT,precinct,True,,
1304000,Atlanta,GA,2004,0.7524,county-rescale-BG16-corr,estimated,False,3.15,
1304000,Atlanta,GA,2008,0.8118,rebuilt-EDA-rescaled,precinct,True,,
1304000,Atlanta,GA,2012,0.7797,precinct-2012,precinct,True,,
1304000,Atlanta,GA,2016,0.8362,Fekrazad-RLCR,precinct,True,,
1304000,Atlanta,GA,2020,0.8359,Fekrazad-RLCR,precinct,True,,
1304000,Atlanta,GA,2024,0.8323,Metcalf+NYT,precinct,True,,
1304204,Richmond,GA,2004,0.5714,county-rescale-BG16-corr,estimated,False,3.15,
1304204,Richmond,GA,2008,0.66,rebuilt-EDA-rescaled,precinct,True,,
1304204,Richmond,GA,2012,0.6761,precinct-2012,precinct,True,,
1304204,Richmond,GA,2016,0.6706,Fekrazad-RLCR,precinct,True,,
1304204,Richmond,GA,2020,0.6934,Fekrazad-RLCR,precinct,True,,
1304204,Richmond,GA,2024,0.6816,Metcalf+NYT,precinct,True,,
1319000,Columbus,GA,2004,0.5158,county-rescale-BG16-corr,estimated,False,3.15,
1319000,Columbus,GA,2008,0.5989,rebuilt-EDA-rescaled,precinct,True,,
1319000,Columbus,GA,2012,0.6075,county-rescale-BG16-corr,estimated,False,1.74,
1319000,Columbus,GA,2016,0.5963,Fekrazad-RLCR,precinct,True,,
1319000,Columbus,GA,2020,0.6224,Fekrazad-RLCR,precinct,True,,
1319000,Columbus,GA,2024,0.6174,Metcalf+NYT,precinct,True,,
1349756,Marietta,GA,2004,0.469,county-rescale-BG16-corr,estimated,False,3.15,
1349756,Marietta,GA,2008,0.5714,rebuilt-EDA-rescaled,precinct,True,,
1349756,Marietta,GA,2012,0.524,precinct-2012,precinct,True,,
1349756,Marietta,GA,2016,0.5849,Fekrazad-RLCR,precinct,True,,
1349756,Marietta,GA,2020,0.6211,Fekrazad-RLCR,precinct,True,,
1349756,Marietta,GA,2024,0.5947,Metcalf+NYT,precinct,True,,
1367284,Roswell,GA,2004,0.3336,county-rescale-BG16-corr,estimated,False,3.15,
1367284,Roswell,GA,2008,0.4168,rebuilt-EDA-rescaled,precinct,True,,
1367284,Roswell,GA,2012,0.3519,precinct-2012,precinct,True,,
1367284,Roswell,GA,2016,0.4554,Fekrazad-RLCR,precinct,True,,
1367284,Roswell,GA,2020,0.5269,Fekrazad-RLCR,precinct,True,,
1367284,Roswell,GA,2024,0.5154,Metcalf+NYT,precinct,True,,
1369000,Savannah,GA,2004,0.6727,county-rescale-BG16-corr,estimated,False,3.15,
1369000,Savannah,GA,2008,0.7342,rebuilt-EDA-rescaled,precinct,True,,
1369000,Savannah,GA,2012,0.7253,precinct-2012,precinct,True,,
1369000,Savannah,GA,2016,0.7354,Fekrazad-RLCR,precinct,True,,
1369000,Savannah,GA,2020,0.7398,Fekrazad-RLCR,precinct,True,,
1369000,Savannah,GA,2024,0.7205,Metcalf+NYT,precinct,True,,
1371492,Smyrna,GA,2004,0.4908,county-rescale-BG16-corr,estimated,False,3.15,
1371492,Smyrna,GA,2008,0.5569,rebuilt-EDA-rescaled,precinct,True,,
1371492,Smyrna,GA,2012,0.5437,precinct-2012,precinct,True,,
1371492,Smyrna,GA,2016,0.6397,Fekrazad-RLCR,precinct,True,,
1371492,Smyrna,GA,2020,0.6875,Fekrazad-RLCR,precinct,True,,
1371492,Smyrna,GA,2024,0.6821,Metcalf+NYT,precinct,True,,
1517000,Honolulu,HI,2004,0.5664,district-areal-2004,district,True,,
1517000,Honolulu,HI,2008,0.7084,rebuilt-EDA-precinct,precinct,True,,
1517000,Honolulu,HI,2012,0.7346,precinct-2012,precinct,True,,
1517000,Honolulu,HI,2016,0.6605,VEST-areal,precinct,True,,
1517000,Honolulu,HI,2020,0.6368,VEST-areal,precinct,True,,
1517000,Honolulu,HI,2024,0.6103,Metcalf+NYT,precinct,True,,
1608830,Boise City,ID,2004,0.454,precinct-2004,precinct,True,,
1608830,Boise City,ID,2008,0.5501,rebuilt-EDA-precinct,precinct,True,,
1608830,Boise City,ID,2012,0.5416,county-rescale-BG16-corr,estimated,False,1.74,
1608830,Boise City,ID,2016,0.5648,Fekrazad-RLCR,precinct,True,,
1608830,Boise City,ID,2020,0.6098,Fekrazad-RLCR,precinct,True,,
1608830,Boise City,ID,2024,0.5938,Metcalf+NYT,precinct,True,,
1639700,Idaho Falls,ID,2004,0.2637,precinct-2004,precinct,True,,
1639700,Idaho Falls,ID,2008,0.3257,rebuilt-EDA-precinct,precinct,True,,
1639700,Idaho Falls,ID,2012,0.2874,county-rescale-BG16-corr,estimated,False,1.74,
1639700,Idaho Falls,ID,2016,0.3198,Fekrazad-RLCR,precinct,True,,
1639700,Idaho Falls,ID,2020,0.35,Fekrazad-RLCR,precinct,True,,
1639700,Idaho Falls,ID,2024,0.3412,Metcalf+NYT,precinct,True,,
1652120,Meridian,ID,2004,0.2481,precinct-2004,precinct,True,,
1652120,Meridian,ID,2008,0.3484,rebuilt-EDA-precinct,precinct,True,,
1652120,Meridian,ID,2012,0.3149,county-rescale-BG16-corr,estimated,False,1.74,
1652120,Meridian,ID,2016,0.3094,Fekrazad-RLCR,precinct,True,,
1652120,Meridian,ID,2020,0.3607,Fekrazad-RLCR,precinct,True,,
1652120,Meridian,ID,2024,0.345,Metcalf+NYT,precinct,True,,
1656260,Nampa,ID,2004,0.2549,precinct-2004,precinct,True,,
1656260,Nampa,ID,2008,0.346,rebuilt-EDA-precinct,precinct,True,,
1656260,Nampa,ID,2012,0.339,county-rescale-BG16-corr,estimated,False,1.74,
1656260,Nampa,ID,2016,0.2948,Fekrazad-RLCR,precinct,True,,
1656260,Nampa,ID,2020,0.3339,Fekrazad-RLCR,precinct,True,,
1656260,Nampa,ID,2024,0.3119,Metcalf+NYT,precinct,True,,
1664090,Pocatello,ID,2004,0.3949,precinct-2004,precinct,True,,
1664090,Pocatello,ID,2008,0.4307,rebuilt-EDA-precinct,precinct,True,,
1664090,Pocatello,ID,2012,0.4129,county-rescale-BG16-corr,estimated,False,1.74,
1664090,Pocatello,ID,2016,0.4327,Fekrazad-RLCR,precinct,True,,
1664090,Pocatello,ID,2020,0.4527,Fekrazad-RLCR,precinct,True,,
1664090,Pocatello,ID,2024,0.4304,Metcalf+NYT,precinct,True,,
1702154,Arlington Heights,IL,2004,0.4882,county-rescale-BG16-corr,estimated,False,3.15,
1702154,Arlington Heights,IL,2008,0.5555,rebuilt-EDA-precinct,precinct,True,,
1702154,Arlington Heights,IL,2012,0.543,county-rescale-BG16-corr,estimated,False,1.74,
